ORF_ID	ORF	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description
0000141814	megahit_49210_421-1002	PF00717.18	67.5	3.7e-19	Peptidase_S24	-	PFAM	Peptidase S24-like
0000141870	megahit_49219_42958-43476	PF00881.19	56.4	2e-15	Nitroreductase	-	PFAM	Nitroreductase family
0000141890	megahit_49219_62417-63304	K15125_378	413.9	6.9e-124	fhaB	-	KEGG	filamentous hemagglutinin
0000141890	megahit_49219_62417-63304	K11016_57	203.7	2.1e-60	shlA	-	KEGG	hemolysin
0000141890	megahit_49219_62417-63304	PF05860.8	115.2	9e-34	Haemagg_act	-	PFAM	haemagglutination activity domain
0000141938	megahit_49256_5653-6966	K03699_483	414.9	1.6e-124	tlyC	-	KEGG	putative hemolysin
0000141948	megahit_49260_2555-2929	PF00903.20	41.2	9.6e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000142124	megahit_49362_7660-8676	PF13950.1	112.3	5e-33	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000142218	megahit_49385_877-1578	PF00717.18	51.3	4.4e-14	Peptidase_S24	-	PFAM	Peptidase S24-like
0000142269	megahit_49415_2302-2922	PF00717.18	47.2	8.3e-13	Peptidase_S24	-	PFAM	Peptidase S24-like
0000142302	megahit_49417_8961-9326	PF00903.20	45.2	5.4e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000142475	megahit_49497_1-2343	PF00873.14	547.9	2.2e-164	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000142536	megahit_49539_191-1177	PF00246.19	141.7	2.2e-41	Peptidase_M14	-	PFAM	Zinc carboxypeptidase
0000142542	megahit_49545_5973-6707	PF00881.19	98.3	2.6e-28	Nitroreductase	-	PFAM	Nitroreductase family
0000142578	megahit_49547_6882-7970	K10816_8	44.2	5.2e-12	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000142984	megahit_49666_102754-104181	PF07883.6	40.8	7.2e-11	Cupin_2	-	PFAM	Cupin domain
0000143042	megahit_49677_3275-3718	PF00903.20	46.6	2e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000143056	megahit_49678_921-1559	PF00717.18	41.1	6.4e-11	Peptidase_S24	-	PFAM	Peptidase S24-like
0000143095	megahit_49690_27054-27674	PF00717.18	59.4	1.3e-16	Peptidase_S24	-	PFAM	Peptidase S24-like
0000143125	megahit_49691_18661-19026	PF02452.12	112.4	7.5e-33	PemK	-	PFAM	PemK-like protein
0000143232	megahit_49707_18297-18815	PF00881.19	102.6	1.3e-29	Nitroreductase	-	PFAM	Nitroreductase family
0000143303	megahit_49707_95114-95791	PF00717.18	45.9	2.1e-12	Peptidase_S24	-	PFAM	Peptidase S24-like
0000143735	megahit_49870_1447-1698	PF14055.1	71	3.1e-20	NVEALA	-	PFAM	NVEALA protein
0000143940	megahit_49970_27948-28463	PF00881.19	112	1.6e-32	Nitroreductase	-	PFAM	Nitroreductase family
0000143954	megahit_49984_76-840	PF00881.19	83.8	7.4e-24	Nitroreductase	-	PFAM	Nitroreductase family
0000144015	megahit_50001_33168-36287	PF00873.14	735.3	5.5e-221	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000144035	megahit_50001_53964-55214	K03699_483	371.4	2.5e-111	tlyC	-	KEGG	putative hemolysin
0000144054	megahit_50015_1-891	TIGR01263	178.7	1.2e-52	4HPPD	-	TIGR	4-hydroxyphenylpyruvate dioxygenase
0000144054	megahit_50015_1-891	PF00903.20	43.2	2.3e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000144054	megahit_50015_1-891	K00457_848_95_564	291.9	3.8e-87	HPD, hppD	-	KEGG	4-hydroxyphenylpyruvate dioxygenase
0000144168	megahit_50069_17454-17936	K11063_6	40.4	2.5e-11	tcdAB	-	KEGG	toxin A\/B
0000144168	megahit_50069_17454-17936	PF01473.15	48.2	3.8e-13	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000144210	megahit_50069_51716-53167	PF15542.1	103.1	6.7e-30	Ntox50	-	PFAM	Putative toxin 64
0000144237	megahit_50069_71723-72208	PF05105.7	102.7	6.3e-30	Phage_holin_4	-	PFAM	Holin family
0000144237	megahit_50069_71723-72208	TIGR01593	64	6.4e-18	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000144289	megahit_50088_920-1516	PF00882.13	75	3.4e-21	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C
0000144444	megahit_50161_65698-66441	K11060_3	46.7	9.1e-13	entB	-	KEGG	probable enterotoxin B
0000144543	megahit_50224_154-462	PF04221.7	57.9	4e-16	RelB	-	PFAM	RelB antitoxin
0000144557	megahit_50232_1044-2783	K11060_3	51.2	3.8e-14	entB	-	KEGG	probable enterotoxin B
0000144581	megahit_50244_1-1269	PF00873.14	233	2.9e-69	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000144582	megahit_50244_1313-2530	K12340_892	56.9	8.3e-16	tolC	-	KEGG	outer membrane protein
0000144870	megahit_50320_27-332	PF01909.18	40.6	1.6e-10	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000144883	megahit_50323_6726-7154	PF01325.14	41.1	8.4e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000144883	megahit_50323_6726-7154	PF02742.10	50.7	6.9e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000144889	megahit_50334_1082-3568	PF13953.1	41.1	6.7e-11	PapC_C	-	PFAM	PapC C-terminal domain
0000144889	megahit_50334_1082-3568	PF13954.1	117.2	2.7e-34	PapC_N	-	PFAM	PapC N-terminal domain
0000144902	megahit_50337_5086-5523	TIGR01593	91.1	2.8e-26	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000144902	megahit_50337_5086-5523	PF05105.7	125.2	6.6e-37	Phage_holin_4	-	PFAM	Holin family
0000145024	megahit_50392_2942-3271	PF01909.18	45.9	3.5e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000145128	megahit_50423_128-484	PF05016.9	47.2	1.4e-12	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000145128	megahit_50423_128-484	TIGR00053	40.6	1.6e-10	TIGR00053	-	TIGR	addiction module toxin component, YafQ family
0000145142	megahit_50423_12777-13133	PF05016.9	43.9	1.5e-11	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000145157	megahit_50426_139-321	PF07927.7	70.3	6.2e-20	YcfA	-	PFAM	YcfA-like protein
0000145207	megahit_50459_274-1104	PF00873.14	259.2	3.4e-77	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000145502	megahit_50573_26251-27828	K10815_8	125.5	9.4e-37	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]
0000145504	megahit_50573_28168-29295	K10816_8	107	4.5e-31	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000145524	megahit_50576_1-852	PF00267.16	320	1.3e-95	Porin_1	-	PFAM	Gram-negative porin
0000145842	megahit_50803_888-1391	PF00717.18	48.8	2.6e-13	Peptidase_S24	-	PFAM	Peptidase S24-like
0000145967	megahit_50875_214-2931	PF00873.14	461.7	2.4e-138	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000146022	megahit_50927_511-804	PF04221.7	42.3	3e-11	RelB	-	PFAM	RelB antitoxin
0000146047	megahit_50944_11954-12895	K03699_483	257.6	8.9e-77	tlyC	-	KEGG	putative hemolysin
0000146233	megahit_51015_33998-34534	PF00881.19	88.6	2.5e-25	Nitroreductase	-	PFAM	Nitroreductase family
0000146251	megahit_51015_61148-64177	PF00873.14	486.5	7.7e-146	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000146252	megahit_51015_64212-65486	K12340_892	148.2	1.6e-43	tolC	-	KEGG	outer membrane protein
0000146269	megahit_51015_86110-88362	K01197_243	49	1.8e-13	hya	-	KEGG	hyaluronoglucosaminidase [EC:3.2.1.35]
0000146278	megahit_51015_105672-105989	PF05015.8	65	3.3e-18	Plasmid_killer	-	PFAM	Plasmid maintenance system killer protein
0000146536	megahit_51043_609-2582	PF13517.1	175.3	1.4e-52	VCBS	-	PFAM	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella
0000146684	megahit_51121_1868-2470	PF00717.18	59.8	9.5e-17	Peptidase_S24	-	PFAM	Peptidase S24-like
0000146738	megahit_51157_29812-31377	K01197_243	45	2.9e-12	hya	-	KEGG	hyaluronoglucosaminidase [EC:3.2.1.35]
0000146761	megahit_51157_56661-58124	K12340_892	131.7	1.6e-38	tolC	-	KEGG	outer membrane protein
0000146788	megahit_51157_89441-90181	PF00881.19	100.5	5.5e-29	Nitroreductase	-	PFAM	Nitroreductase family
0000146812	megahit_51159_4311-5615	K03699_483	386.1	8.7e-116	tlyC	-	KEGG	putative hemolysin
0000146877	megahit_51185_25657-26301	PF02742.10	96.9	2.6e-28	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000146877	megahit_51185_25657-26301	PF01325.14	51.9	3.5e-14	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000146941	megahit_51195_6011-6427	PF02742.10	52.3	2.1e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000146941	megahit_51195_6011-6427	PF01325.14	44.2	8.8e-12	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000146949	megahit_51195_14321-14704	PF02742.10	54.5	4.5e-15	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000146949	megahit_51195_14321-14704	PF01325.14	41.9	4.5e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000147114	megahit_51266_16018-17541	PF00246.19	149.2	1.1e-43	Peptidase_M14	-	PFAM	Zinc carboxypeptidase
0000147159	megahit_51283_3598-4590	PF01636.18	57.9	8e-16	APH	-	PFAM	Phosphotransferase enzyme family
0000147167	megahit_51295_3606-4064	PF00903.20	42	5.1e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000147378	megahit_51376_2429-3697	PF05193.16	90	9.5e-26	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000147379	megahit_51376_3690-4982	K06972_355	49	1.2e-13	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000147379	megahit_51376_3690-4982	PF05193.16	55.8	2.9e-15	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000147379	megahit_51376_3690-4982	PF00675.15	57.6	7.8e-16	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000147414	megahit_51376_42479-44029	K11060_3	42.6	1.6e-11	entB	-	KEGG	probable enterotoxin B
0000147585	megahit_51427_19165-19587	PF14058.1	142.7	5.2e-42	PcfK	-	PFAM	PcfK-like protein
0000147602	megahit_51442_183-521	PF05016.9	54.2	9.4e-15	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000147699	megahit_51453_91964-101716	PF07591.6	111.5	1.6e-32	PT-HINT	-	PFAM	Pretoxin HINT domain
0000147701	megahit_51453_102248-103090	PF07591.6	112.4	8.6e-33	PT-HINT	-	PFAM	Pretoxin HINT domain
0000147835	megahit_51533_3778-4122	PF07883.6	57.9	3.3e-16	Cupin_2	-	PFAM	Cupin domain
0000148284	megahit_51696_826-1254	PF05105.7	85.7	1.2e-24	Phage_holin_4	-	PFAM	Holin family
0000148284	megahit_51696_826-1254	TIGR01593	69.4	1.4e-19	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000148313	megahit_51717_3138-4793	PF13953.1	80.9	2.4e-23	PapC_C	-	PFAM	PapC C-terminal domain
0000148402	megahit_51742_9456-9818	PF05015.8	51.5	5.4e-14	Plasmid_killer	-	PFAM	Plasmid maintenance system killer protein
0000148474	megahit_51782_372-1058	PF00873.14	201.9	7.2e-60	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000148548	megahit_51840_4443-4943	PF00881.19	106.7	6.7e-31	Nitroreductase	-	PFAM	Nitroreductase family
0000148570	megahit_51840_26063-26677	K10954_66	100.1	1.2e-28	zot	-	KEGG	zona occludens toxin
0000148614	megahit_51842_5871-8615	K06972_355	93.3	4.9e-27	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000148614	megahit_51842_5871-8615	PF05193.16	155.1	1e-45	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000148614	megahit_51842_5871-8615	PF00675.15	83.3	9.1e-24	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000148684	megahit_51842_81222-82025	PF00881.19	67.2	9.5e-19	Nitroreductase	-	PFAM	Nitroreductase family
0000148684	megahit_51842_81222-82025	TIGR03605	41.5	5.1e-11	antibiot_sagB	-	TIGR	SagB-type dehydrogenase domain
0000148692	megahit_51842_90942-92414	K12340_892	84.2	4.1e-24	tolC	-	KEGG	outer membrane protein
0000148729	megahit_51847_1-726	K11063_6	45.6	6.8e-13	tcdAB	-	KEGG	toxin A\/B
0000148729	megahit_51847_1-726	PF01473.15	43.1	1.6e-11	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000148741	megahit_51847_11287-11865	PF00881.19	81.8	3e-23	Nitroreductase	-	PFAM	Nitroreductase family
0000148781	megahit_51847_57184-58281	PF03372.18	41.7	8.1e-11	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000148831	megahit_51847_111417-113546	PF13091.1	44.8	6.2e-12	PLDc_2	-	PFAM	PLD-like domain
0000149021	megahit_51929_11770-13149	3.4.22.10_6	40.6	8.7e-11	Streptopain	-	SwissProt	Streptopain
0000149021	megahit_51929_11770-13149	K01364_14	58.9	2.1e-16	speB	-	KEGG	streptopain
0000149021	megahit_51929_11770-13149	PF01640.12	76.9	1.1e-21	Peptidase_C10	-	PFAM	Peptidase C10 family
0000149179	megahit_51958_33366-34664	K03699_483	394.2	2.9e-118	tlyC	-	KEGG	putative hemolysin
0000149207	megahit_51966_3759-4085	PF13982.1	163.6	5.8e-49	YbfN	-	PFAM	YbfN-like lipoprotein
0000149216	megahit_51973_536-1183	K11068_1278_95_625	215.7	2.5e-64	hlyIII	-	KEGG	hemolysin III
0000149489	megahit_52134_4056-5321	K10815_8	67.8	3e-19	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]
0000149490	megahit_52134_5323-6759	K10816_8	69.4	1.1e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000149509	megahit_52149_1571-4042	PF13091.1	66.7	1e-18	PLDc_2	-	PFAM	PLD-like domain
0000149529	megahit_52149_23359-23910	PF00881.19	90.8	5.2e-26	Nitroreductase	-	PFAM	Nitroreductase family
0000149550	megahit_52149_52037-52489	PF02452.12	97.3	3.8e-28	PemK	-	PFAM	PemK-like protein
0000149556	megahit_52149_57535-58182	K11068_1278_95_625	227.5	6.3e-68	hlyIII	-	KEGG	hemolysin III
0000149557	megahit_52149_58398-59132	PF00881.19	99.9	8.2e-29	Nitroreductase	-	PFAM	Nitroreductase family
0000149605	megahit_52159_14521-15360	K03699_483	257.3	1e-76	tlyC	-	KEGG	putative hemolysin
0000149849	megahit_52187_38945-40288	K12340_892	168.8	9.1e-50	tolC	-	KEGG	outer membrane protein
0000149850	megahit_52187_40285-42375	PF00873.14	633	4.3e-190	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000149886	megahit_52206_11756-12118	PF07883.6	46.4	1.3e-12	Cupin_2	-	PFAM	Cupin domain
0000150102	megahit_52299_3312-3704	PF00903.20	44.5	9.1e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000150157	megahit_52299_70186-70941	PF03372.18	86.6	1.6e-24	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000150160	megahit_52299_75229-76017	K11062_2	43.1	1e-11	entD	-	KEGG	probable enterotoxin D
0000150164	megahit_52299_78312-79604	K11060_3	89.1	1.3e-25	entB	-	KEGG	probable enterotoxin B
0000150183	megahit_52299_99605-100888	PF00246.19	133.1	9.1e-39	Peptidase_M14	-	PFAM	Zinc carboxypeptidase
0000150189	megahit_52311_3-3380	K11063_6	143	3e-42	tcdAB	-	KEGG	toxin A\/B
0000150327	megahit_52359_1-2046	PF00873.14	650.1	3e-195	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000150328	megahit_52359_2043-3464	K12340_892	145.4	1.2e-42	tolC	-	KEGG	outer membrane protein
0000150360	megahit_52372_1544-1804	TIGR02116	76.8	5.7e-22	toxin_Txe_YoeB	-	TIGR	addiction module toxin, Txe/YoeB family
0000150386	megahit_52390_598-1245	K11068_1278_95_625	223.1	1.4e-66	hlyIII	-	KEGG	hemolysin III
0000150554	megahit_52497_1752-2093	PF07883.6	45.8	2.1e-12	Cupin_2	-	PFAM	Cupin domain
0000150576	megahit_52508_3180-4262	K11060_3	70.8	4.6e-20	entB	-	KEGG	probable enterotoxin B
0000150663	megahit_52535_73806-74351	PF00717.18	45.6	2.5e-12	Peptidase_S24	-	PFAM	Peptidase S24-like
0000150809	megahit_52538_562-1563	PF01473.15	65.4	1.3e-18	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000150847	megahit_52543_14957-15670	PF01636.18	55	6e-15	APH	-	PFAM	Phosphotransferase enzyme family
0000150866	megahit_52568_10-3687	PF00873.14	709.9	2.5e-213	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000151069	megahit_52680_61886-62479	PF00717.18	47.7	5.6e-13	Peptidase_S24	-	PFAM	Peptidase S24-like
0000151129	megahit_52688_35550-36137	PF00881.19	66.9	1.2e-18	Nitroreductase	-	PFAM	Nitroreductase family
0000151181	megahit_52708_8411-9754	K03699_483	441	1.9e-132	tlyC	-	KEGG	putative hemolysin
0000151378	megahit_52757_9972-11513	PF13091.1	102.2	1e-29	PLDc_2	-	PFAM	PLD-like domain
0000151402	megahit_52766_161-1093	PF00267.16	344.4	4.6e-103	Porin_1	-	PFAM	Gram-negative porin
0000151409	megahit_52772_1850-2197	PF07883.6	52.3	1.9e-14	Cupin_2	-	PFAM	Cupin domain
0000151481	megahit_52807_38596-39165	PF00881.19	76.3	1.5e-21	Nitroreductase	-	PFAM	Nitroreductase family
0000151534	megahit_52843_1258-1674	PF14058.1	175.8	3.1e-52	PcfK	-	PFAM	PcfK-like protein
0000151617	megahit_52875_10432-11142	K11068_1278_95_625	224.2	6.3e-67	hlyIII	-	KEGG	hemolysin III
0000151636	megahit_52875_27650-28402	PF03372.18	94.3	7.1e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000151646	megahit_52880_704-1033	PF13954.1	40.6	1.1e-10	PapC_N	-	PFAM	PapC N-terminal domain
0000151647	megahit_52882_1-210	PF02452.12	47.3	1.3e-12	PemK	-	PFAM	PemK-like protein
0000151689	megahit_52902_757-1125	PF00903.20	44.1	1.2e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000151811	megahit_52935_3149-3964	PF03372.18	81.9	4.2e-23	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000151838	megahit_52942_3896-4603	K11068_1278_95_625	221	6.3e-66	hlyIII	-	KEGG	hemolysin III
0000151924	megahit_53002_5919-7277	PF00246.19	69.1	3e-19	Peptidase_M14	-	PFAM	Zinc carboxypeptidase
0000151932	megahit_53004_3067-3975	K11063_6	40.7	1.9e-11	tcdAB	-	KEGG	toxin A\/B
0000151945	megahit_53008_9538-11616	PF13091.1	56.2	1.8e-15	PLDc_2	-	PFAM	PLD-like domain
0000151964	megahit_53019_14906-16246	K03699_483	393.4	5.2e-118	tlyC	-	KEGG	putative hemolysin
0000152038	megahit_53019_105400-106293	PF06154.6	125.6	5.7e-37	YagB_YeeU_YfjZ	-	PFAM	YagB/YeeU/YfjZ family
0000152043	megahit_53019_117803-118141	PF08845.5	58.1	3.8e-16	SymE_toxin	-	PFAM	Toxin SymE, type I toxin-antitoxin system
0000152053	megahit_53019_129255-129617	PF08845.5	58.5	2.8e-16	SymE_toxin	-	PFAM	Toxin SymE, type I toxin-antitoxin system
0000152115	megahit_53044_22833-23573	PF00881.19	91.4	3.4e-26	Nitroreductase	-	PFAM	Nitroreductase family
0000152154	megahit_53063_28-3906	3.4.21.72_3	126	5.1e-37	IgA-specifi serine endopeptidase	-	SwissProt	IgA-specifi serine endopeptidase
0000152154	megahit_53063_28-3906	PF02395.11	505.5	1.5e-151	Peptidase_S6	-	PFAM	Immunoglobulin A1 protease
0000152227	megahit_53083_28983-29639	PF00881.19	119.2	9.5e-35	Nitroreductase	-	PFAM	Nitroreductase family
0000152543	megahit_53231_5463-6221	PF03372.18	103.5	1.1e-29	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000152574	megahit_53264_6301-7839	PF13091.1	108	1.6e-31	PLDc_2	-	PFAM	PLD-like domain
0000152623	megahit_53276_247-3216	PF05193.16	59.6	2e-16	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000152623	megahit_53276_247-3216	PF08367.6	179	4.6e-53	M16C_assoc	-	PFAM	Peptidase M16C associated
0000152623	megahit_53276_247-3216	K06972_355	948	2.8e-285	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000152693	megahit_53287_35218-36894	K11017_55	204.9	1.3e-60	shlB	-	KEGG	hemolysin activation\/secretion protein
0000152694	megahit_53287_36941-37828	K11016_57	194	1.8e-57	shlA	-	KEGG	hemolysin
0000152694	megahit_53287_36941-37828	PF05860.8	107.9	1.7e-31	Haemagg_act	-	PFAM	haemagglutination activity domain
0000152694	megahit_53287_36941-37828	K15125_378	408.1	4e-122	fhaB	-	KEGG	filamentous hemagglutinin
0000152730	megahit_53311_7874-8146	PF08998.6	171.1	2.3e-51	Epsilon_antitox	-	PFAM	Bacterial epsilon antitoxin
0000152735	megahit_53321_119-526	PF01325.14	44.9	5.1e-12	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000152735	megahit_53321_119-526	PF02742.10	66.1	1.1e-18	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000152738	megahit_53330_1-792	K11060_3	56.8	7.8e-16	entB	-	KEGG	probable enterotoxin B
0000152738	megahit_53330_1-792	K11062_2	53.9	5.3e-15	entD	-	KEGG	probable enterotoxin D
0000152767	megahit_53333_17651-20800	PF00873.14	1473.7	0	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000152872	megahit_53352_12428-12760	PF07883.6	43.1	1.4e-11	Cupin_2	-	PFAM	Cupin domain
0000153140	megahit_53478_6088-8292	PF13091.1	44.5	7.2e-12	PLDc_2	-	PFAM	PLD-like domain
0000153529	megahit_53637_9013-9528	PF00881.19	110.6	4.5e-32	Nitroreductase	-	PFAM	Nitroreductase family
0000153573	megahit_53662_7347-7937	PF00652.17	48.7	4.6e-13	Ricin_B_lectin	-	PFAM	Ricin-type beta-trefoil lectin domain
0000153574	megahit_53662_8163-8684	PF00881.19	98.1	3e-28	Nitroreductase	-	PFAM	Nitroreductase family
0000153643	megahit_53718_4584-6134	PF13091.1	88.6	1.7e-25	PLDc_2	-	PFAM	PLD-like domain
0000153670	megahit_53722_7396-9057	K01186_172	59	2.4e-16	NEU1	-	KEGG	Sialidase-1
0000153751	megahit_53802_2-538	K11068_1278_95_625	187.2	1.4e-55	hlyIII	-	KEGG	hemolysin III
0000153796	megahit_53805_41947-42564	PF00717.18	56.4	1.1e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000153857	megahit_53805_96546-96815	PF01909.18	45.4	4.8e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000153886	megahit_53805_126862-128088	PF00675.15	131.6	1.2e-38	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000153886	megahit_53805_126862-128088	PF05193.16	112.1	1.5e-32	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000153886	megahit_53805_126862-128088	K06972_355	43	7.6e-12	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000153890	megahit_53805_131018-131890	K03699_483	291.1	6e-87	tlyC	-	KEGG	putative hemolysin
0000153891	megahit_53805_131988-132338	PF02452.12	105.7	9.3e-31	PemK	-	PFAM	PemK-like protein
0000153989	megahit_53841_17932-18597	K11063_6	70	3e-20	tcdAB	-	KEGG	toxin A\/B
0000153989	megahit_53841_17932-18597	PF01473.15	58.4	2.1e-16	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000154090	megahit_53895_29411-30769	K03699_483	350.7	5e-105	tlyC	-	KEGG	putative hemolysin
0000154148	megahit_53895_95286-96296	PF13950.1	88.9	9.6e-26	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000154166	megahit_53899_178-1737	K10816_8	65.3	2e-18	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000154288	megahit_53965_38785-39537	PF04488.10	47	1.8e-12	Gly_transf_sug	-	PFAM	Glycosyltransferase sugar-binding region containing DXD motif
0000154288	megahit_53965_38785-39537	PF12919.2	40.1	1e-10	TcdA_TcdB	-	PFAM	TcdA/TcdB catalytic glycosyltransferase domain
0000154372	megahit_54014_1-288	PF04221.7	50.5	8.5e-14	RelB	-	PFAM	RelB antitoxin
0000154397	megahit_54014_24409-24507	PF13950.1	57.6	5.8e-16	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000154465	megahit_54068_1873-2889	PF13950.1	100.5	2.3e-29	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000154510	megahit_54101_367-903	PF13958.1	165.4	5.2e-49	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system
0000154520	megahit_54114_1558-2313	PF03372.18	86.6	1.7e-24	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000154699	megahit_54124_4954-5253	PF05016.9	49.1	3.7e-13	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000154815	megahit_54216_1-255	PF07883.6	53.9	5.9e-15	Cupin_2	-	PFAM	Cupin domain
0000154821	megahit_54217_700-1716	PF13950.1	106.4	3.4e-31	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000154857	megahit_54233_7139-7651	PF00881.19	108.5	1.9e-31	Nitroreductase	-	PFAM	Nitroreductase family
0000154871	megahit_54239_1-387	PF00675.15	62.6	2.2e-17	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000154933	megahit_54297_10801-13083	PF07883.6	68.4	1.8e-19	Cupin_2	-	PFAM	Cupin domain
0000155041	megahit_54327_5608-8529	K06972_355	981.3	2.5e-295	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000155041	megahit_54327_5608-8529	PF05193.16	67.7	6.7e-19	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000155041	megahit_54327_5608-8529	PF08367.6	221.4	5.2e-66	M16C_assoc	-	PFAM	Peptidase M16C associated
0000155155	megahit_54371_1491-2099	PF00882.13	68.5	3.3e-19	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C
