genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
chicken1_D2_maxbin.008.fasta.contigs.fa,75.33099582884839,77.34,0.89,0.0,1387370,60555,168_1,NA,NA,27,100.00,99.94,substantial,low
chicken1_D2_maxbin.006.fasta.contigs.fa,69.35403932111709,74.65,1.57,0.0,2049782,102051,169_1,NA,NA,9,100.00,99.89,substantial,low
chicken1_D43_maxbin.026.fasta.contigs.fa,46.80766781541923,70.29,5.01,6.67,2189562,23281,170_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D43_maxbin.038.fasta.contigs.fa,59.27388185423649,88.2,6.18,12.5,1719357,20080,171_0,NA,NA,1,NA,NA,substantial,medium
chicken1_concoct_20_refined_2_Bin_4_3_1-contigs.fa,66.79713623392476,75.21,2.01,20.0,1586664,23457,172_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_9_13_1-contigs.fa,91.0932991072112,91.57,0.56,0.0,1243872,35313,173_1,NA,NA,2,99.93,99.93,near,low
chicken1_D11_maxbin.022.fasta.contigs.fa,100.13541070710086,97.38,0.0,0.0,2966835,257716,174_1,NA,NA,29,100.00,99.95,near,none
chicken1_D41_maxbin.037.fasta.contigs.fa,97.79326256805808,99.06,0.75,0.0,3506121,73586,175_1,NA,NA,9,99.99,99.97,near,low
chicken1_C-2_maxbin.005.fasta.contigs.fa,101.55753142704278,99.25,0.0,0.0,2522727,33229,176_1,NA,NA,18,100.00,99.35,near,none
chicken1_D2_maxbin.031.fasta.contigs.fa,100.32617518182693,98.11,0.0,0.0,2563091,21730,177_1,NA,NA,16,99.84,99.48,near,none
chicken1_concoct_20_refined_2_Bin_8_1_1-contigs.fa,98.26740965829454,96.7,0.13,0.0,2610001,21899,178_1,NA,NA,21,99.97,98.70,near,low
chicken1_concoct_20_refined_2_Bin_18_5_1-contigs.fa,78.20682958400079,92.78,3.43,0.0,5165901,113318,179_1,NA,NA,15,99.98,99.96,near,low
chicken1_concoct_20_refined_2_Bin_14_1-contigs.fa,75.26837247324298,87.38,2.94,0.0,4751955,119426,180_1,NA,NA,2,99.98,99.98,substantial,low
chicken1_concoct_20_refined_2_Bin_9_20-contigs.fa,91.16275931987433,98.58,2.05,0.0,5165740,368305,181_1,NA,NA,5,99.99,99.89,near,low
chicken1_concoct_20_refined_2_Bin_4_2_1-contigs.fa,83.31845522983396,90.11,1.65,0.0,1812573,65601,182_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_10_3-contigs.fa,81.8640922540367,88.41,1.56,25.0,5783880,4248,183_0,NA,NA,1,NA,NA,substantial,low
