genome,completeness,contamination,strain_heterogeneity,length,N50,centrality
human1_HC-12_maxbin.038.fasta.contigs.fa,86.69,4.17,0.0,1611054,16122,0.9990777560869565
human1_HC-12_maxbin.040.fasta_sub.contigs.fa,64.69,20.49,0.0,1540380,3141,0.0
human1_HC-12_maxbin.041.fasta_sub.contigs.fa,71.64,51.12,1.82,6740686,2454,0.0
human1_HC-12_maxbin.044.fasta.contigs.fa,81.53,3.39,5.26,2790568,3751,0.9995264216666667
human1_HC-12_maxbin.048.fasta.contigs.fa,13.21,3.76,22.73,329195,1581,0.0
human1_HC-12_maxbin.051.fasta_sub.contigs.fa,33.76,2.59,0.0,2390185,1909,0.0
human1_HC-12_metabat2.113.fa.contigs.fa,36.67,0.0,0.0,1267354,96733,0.0
human1_HC-12_metabat2.126.fa.contigs.fa,66.43,0.35,100.0,1168601,34196,0.0
human1_HC-12_metabat2.19.fa.contigs.fa,10.82,0.0,0.0,350991,59473,0.0
human1_HC-12_metabat2.29.fa.contigs.fa,10.53,0.0,0.0,415893,43745,0.0
human1_HC-12_metabat2.35.fa.contigs.fa,33.53,1.8,16.67,729199,9923,0.0
human1_HC-12_metabat2.76.fa.contigs.fa,16.09,0.0,0.0,372894,38784,0.0
human1_HC-13_maxbin.001.fasta.contigs.fa,31.78,3.16,21.74,2004061,94692,0.0
human1_HC-13_maxbin.003.fasta.contigs.fa,57.48,5.21,41.3,4530991,128277,0.0
human1_HC-13_maxbin.005.fasta.contigs.fa,95.89,1.45,0.0,2537024,102112,0.994523806190476
human1_HC-13_maxbin.006.fasta.contigs.fa,83.54,10.57,0.0,2248870,19280,0.998567046875
human1_HC-13_maxbin.007.fasta.contigs.fa,69.22,2.45,88.89,3290845,16310,0.0
human1_HC-13_maxbin.008.fasta.contigs.fa,100.0,0.0,0.0,2803067,124362,0.99934271175
human1_HC-13_maxbin.009.fasta.contigs.fa,91.14,18.35,0.0,3984725,59524,0.9990996591666668
human1_HC-13_maxbin.010.fasta.contigs.fa,92.11,12.28,57.14,3331674,49792,0.9987628561538463
human1_HC-13_maxbin.011.fasta.contigs.fa,86.21,1.52,0.0,5128359,96736,0.9995726504545456
human1_HC-13_maxbin.012.fasta.contigs.fa,54.45,14.49,26.15,5130725,17291,0.0
human1_HC-13_maxbin.013.fasta.contigs.fa,99.25,2.0,0.0,2940972,68886,0.9998117742857143
human1_HC-13_maxbin.014.fasta.contigs.fa,90.3,1.66,28.57,2705929,40956,0.9997485491666667
human1_HC-13_maxbin.015.fasta.contigs.fa,79.47,7.5,0.0,2518584,94544,0.99831048
human1_HC-13_maxbin.016.fasta.contigs.fa,72.32,9.55,0.0,2462184,42869,0.9983982942857142
human1_HC-13_maxbin.017.fasta.contigs.fa,16.32,0.24,0.0,1095961,21765,0.0
human1_HC-13_maxbin.018.fasta.contigs.fa,97.68,1.27,0.0,3193968,103869,0.994924486
human1_HC-13_maxbin.019.fasta.contigs.fa,9.0,0.05,100.0,1349558,72250,0.0
human1_HC-13_maxbin.020.fasta.contigs.fa,70.47,2.34,0.0,3169218,18136,0.99391428
human1_HC-13_maxbin.022.fasta.contigs.fa,89.81,26.59,6.09,5538626,65934,0.0
human1_HC-13_maxbin.023.fasta.contigs.fa,93.79,1.11,0.0,1571772,99810,0.9999257023529412
human1_HC-13_maxbin.024.fasta.contigs.fa,98.63,1.71,0.0,2752936,45862,0.9996715654838711
human1_HC-13_maxbin.025.fasta.contigs.fa,98.46,6.43,5.13,2812073,36403,0.9993733300000001
human1_HC-13_maxbin.026.fasta.contigs.fa,94.56,1.34,7.14,3355238,25936,0.9992942900000001
human1_HC-13_maxbin.027.fasta.contigs.fa,87.45,27.85,15.85,3343816,22313,0.0
human1_HC-13_maxbin.028.fasta.contigs.fa,67.75,6.79,18.18,3651555,17607,0.0
human1_HC-13_maxbin.029.fasta.contigs.fa,94.93,8.55,45.45,5371183,12876,0.9976240000000001
human1_HC-13_maxbin.031.fasta.contigs.fa,93.65,16.71,5.36,3661731,15634,0.9997126763636364
human1_HC-13_maxbin.033.fasta_sub.contigs.fa,59.3,14.79,2.22,1463166,4830,0.0
human1_HC-13_maxbin.034.fasta.contigs.fa,82.37,10.16,40.74,2916402,3699,0.995021818
human1_HC-13_maxbin.035.fasta.contigs.fa,89.27,2.99,0.0,1622137,7466,0.9990538734782607
human1_HC-13_maxbin.037.fasta.contigs.fa,88.03,2.4,25.0,3770330,5456,0.999430278
human1_HC-13_maxbin.039.fasta.contigs.fa,77.97,32.61,4.49,4590861,1871,0.0
human1_HC-13_maxbin.042.fasta.contigs.fa,75.68,5.72,0.0,2565983,2632,0.99941997125
human1_HC-13_maxbin.047.fasta.contigs.fa,65.9,7.12,4.76,1860592,1912,0.0
human1_HC-13_metabat2.40.fa_sub.contigs.fa,6.43,0.0,0.0,132345,28063,0.0
human1_HC-13_metabat2.46.fa.contigs.fa,17.99,0.0,0.0,348240,14417,0.0
human1_HC-14_maxbin.001.fasta.contigs.fa,71.58,0.24,0.0,2578495,95309,0.9943387623809524
human1_HC-14_maxbin.002.fasta.contigs.fa,93.42,11.71,0.0,6749137,140207,0.9996229839999999
human1_HC-14_maxbin.004.fasta.contigs.fa,100.0,3.06,66.67,2887391,124599,0.9994850405000001
human1_HC-14_maxbin.005.fasta.contigs.fa,41.77,0.0,0.0,934365,118376,0.0
human1_HC-14_maxbin.006.fasta.contigs.fa,96.65,2.17,9.09,4786235,109767,0.9990742014285714
human1_HC-14_maxbin.007.fasta.contigs.fa,96.43,3.43,9.09,3434648,58775,0.9993915215384614
human1_HC-14_maxbin.008.fasta.contigs.fa,51.54,2.53,0.0,1585783,39822,0.0
human1_HC-14_maxbin.009.fasta.contigs.fa,78.46,1.58,0.0,3615892,49182,0.9988085677777777
human1_HC-14_maxbin.010.fasta.contigs.fa,98.63,0.0,0.0,2802400,85852,0.999672251612903
human1_HC-14_maxbin.011.fasta.contigs.fa,86.78,5.13,0.0,5607066,94118,0.9995073072727273
human1_HC-14_maxbin.012.fasta.contigs.fa,85.68,2.74,60.0,5387899,29983,0.9682808781818182
human1_HC-14_maxbin.013.fasta.contigs.fa,94.74,19.3,19.23,3135043,71594,0.9991698541666668
human1_HC-14_maxbin.014.fasta.contigs.fa,94.1,1.51,0.0,3017647,68886,0.9997798980952382
human1_HC-14_maxbin.015.fasta.contigs.fa,99.25,0.0,0.0,3348475,230856,0.99986699875
human1_HC-14_maxbin.016.fasta.contigs.fa,100.0,2.01,0.0,2393965,181827,0.9995728025
human1_HC-14_maxbin.017.fasta_sub.contigs.fa,61.99,18.76,3.16,3146755,55858,0.0
human1_HC-14_maxbin.018.fasta.contigs.fa,97.58,2.58,0.0,2304893,220370,0.9990945091304347
human1_HC-14_maxbin.019.fasta.contigs.fa,91.44,3.64,8.57,3398567,186441,0.9991329571428572
human1_HC-14_maxbin.021.fasta.contigs.fa,97.87,0.68,0.0,6584559,30678,0.999471937857143
human1_HC-14_maxbin.022.fasta.contigs.fa,99.25,1.06,0.0,2863398,58098,0.9998022221428571
human1_HC-14_maxbin.023.fasta.contigs.fa,79.43,12.28,28.57,2114088,75172,0.998741
human1_HC-14_maxbin.024.fasta.contigs.fa,65.05,1.15,0.0,1975258,59730,0.0
human1_HC-14_maxbin.026.fasta.contigs.fa,86.54,7.81,26.32,2467214,16224,0.991793602
human1_HC-14_maxbin.027.fasta.contigs.fa,90.08,10.1,22.92,2612254,31650,0.9994827983333335
human1_HC-14_maxbin.028.fasta_sub.contigs.fa,69.57,17.57,0.0,3493603,12409,0.0
human1_HC-14_maxbin.029.fasta_sub.contigs.fa,89.4,16.56,6.02,3183637,10278,0.9981992399999999
human1_HC-14_maxbin.031.fasta.contigs.fa,83.95,35.26,12.12,3745102,5892,0.0
human1_HC-14_maxbin.035.fasta.contigs.fa,87.28,3.86,0.0,2606437,4915,0.9995612053846155
human1_HC-14_maxbin.038.fasta.contigs.fa,28.2,9.04,19.35,2234844,2108,0.0
human1_HC-14_maxbin.039.fasta.contigs.fa,84.51,57.38,5.62,3033741,2391,0.0
human1_HC-14_metabat2.46.fa.contigs.fa,23.49,0.0,0.0,737932,20853,0.0
human1_HC-14_metabat2.6.fa.contigs.fa,36.84,0.0,0.0,780272,113315,0.0
human1_HC-14_metabat2.95.fa.contigs.fa,7.8,0.0,0.0,207815,52064,0.0
human1_HC-15_maxbin.001.fasta.contigs.fa,45.64,0.0,0.0,1123948,225882,0.0
human1_HC-15_maxbin.003.fasta.contigs.fa,38.29,0.37,0.0,1801801,109983,0.0
human1_HC-15_maxbin.005.fasta.contigs.fa,96.26,0.0,0.0,2583103,134761,0.9996670677500001
human1_HC-15_maxbin.007.fasta.contigs.fa,10.13,0.0,0.0,904043,62510,0.0
human1_HC-15_maxbin.008.fasta.contigs.fa,81.48,1.27,0.0,1796154,93901,0.9990305712499999
human1_HC-15_maxbin.010.fasta_sub.contigs.fa,92.41,10.68,0.0,3384728,61190,0.9988980825000001
human1_HC-15_maxbin.011.fasta.contigs.fa,96.33,12.76,41.67,3038524,20791,0.994494548
human1_HC-15_maxbin.012.fasta.contigs.fa,51.11,5.74,25.0,2432655,17110,0.0
human1_HC-15_maxbin.013.fasta.contigs.fa,96.55,2.22,5.56,3774497,54479,0.9986655910000002
human1_HC-15_maxbin.015.fasta.contigs.fa,92.11,13.29,29.27,6691427,137316,0.9995600313333333
human1_HC-15_maxbin.016.fasta.contigs.fa,89.15,0.56,0.0,4876733,71973,0.9983417
human1_HC-15_maxbin.017.fasta.contigs.fa,99.63,5.21,9.09,3373367,58888,0.999760375714286
human1_HC-15_maxbin.018.fasta.contigs.fa,98.1,4.75,0.0,2971104,54220,0.9997828783333332
human1_HC-15_maxbin.019.fasta.contigs.fa,89.66,11.29,0.0,2591985,175739,0.99932337125
human1_HC-15_maxbin.020.fasta.contigs.fa,87.45,4.05,0.0,3352686,165552,0.9992041585714287
human1_HC-15_maxbin.021.fasta.contigs.fa,98.69,1.33,0.0,7159020,26401,0.9994735453571427
human1_HC-15_maxbin.022.fasta_sub.contigs.fa,89.0,41.04,32.11,7688685,23030,0.0
human1_HC-15_maxbin.023.fasta.contigs.fa,92.51,0.72,0.0,2360190,90977,0.9946385457142856
human1_HC-15_maxbin.024.fasta.contigs.fa,91.24,8.49,21.05,3040313,13587,0.9900744063636363
human1_HC-15_maxbin.026.fasta.contigs.fa,85.9,17.57,10.87,3156805,2973,0.9985617
human1_HC-15_maxbin.028.fasta.contigs.fa,93.79,8.65,1.89,2765436,5072,0.9994787614285714
human1_HC-15_maxbin.029.fasta.contigs.fa,81.55,4.11,0.0,3574059,3852,0.9994714800000001
human1_HC-15_maxbin.031.fasta.contigs.fa,50.59,20.76,15.62,4401773,1964,0.0
human1_HC-15_metabat2.104.fa.contigs.fa,7.59,0.0,0.0,249407,75899,0.0
human1_HC-15_metabat2.36.fa.contigs.fa,35.8,0.38,100.0,1377715,48868,0.0
human1_HC-15_metabat2.58.fa_sub.contigs.fa,41.38,0.0,0.0,1907928,40842,0.0
human1_HC-16_maxbin.001.fasta.contigs.fa,37.88,0.0,0.0,1744716,103496,0.0
human1_HC-16_maxbin.002.fasta.contigs.fa,60.58,3.84,5.88,2918261,134634,0.0
human1_HC-16_maxbin.003.fasta.contigs.fa,83.45,0.0,0.0,1197904,118376,0.9998418375
human1_HC-16_maxbin.004.fasta.contigs.fa,4.18,0.0,0.0,642332,78683,0.0
human1_HC-16_maxbin.005.fasta.contigs.fa,88.51,2.96,0.0,5961802,96660,0.9994711409090908
human1_HC-16_maxbin.006.fasta.contigs.fa,73.65,3.25,27.27,3427808,18813,0.9745196472727273
human1_HC-16_maxbin.007.fasta.contigs.fa,99.63,4.59,11.11,3320378,58887,0.999780985714286
human1_HC-16_maxbin.008.fasta.contigs.fa,94.28,1.79,50.0,2988782,29975,0.9840315013333333
human1_HC-16_maxbin.009.fasta.contigs.fa,99.16,32.95,14.64,9535222,96413,0.0
human1_HC-16_maxbin.010.fasta.contigs.fa,95.98,3.26,14.29,3210757,59839,0.999209856
human1_HC-16_maxbin.011.fasta.contigs.fa,100.0,4.08,14.29,3079427,109434,0.99901306175
human1_HC-16_maxbin.012.fasta.contigs.fa,79.41,0.21,0.0,5365569,257784,0.9996459
human1_HC-16_maxbin.013.fasta.contigs.fa,97.38,42.28,52.6,6329614,26155,0.0
human1_HC-16_maxbin.014.fasta.contigs.fa,96.84,17.09,4.76,4126688,65036,0.99923267
human1_HC-16_maxbin.015.fasta.contigs.fa,94.64,66.72,73.77,5033760,48591,0.0
human1_HC-16_maxbin.016.fasta.contigs.fa,92.39,0.54,0.0,3681709,429644,0.9998970779999999
human1_HC-16_maxbin.017.fasta_sub.contigs.fa,19.14,0.86,56.25,2199955,23769,0.0
human1_HC-16_maxbin.018.fasta.contigs.fa,97.17,1.89,50.0,3298247,85323,0.9999608
human1_HC-16_maxbin.020.fasta.contigs.fa,89.75,2.37,0.0,2874979,111419,0.9994458178571428
human1_HC-16_maxbin.021.fasta_sub.contigs.fa,81.54,15.11,5.43,2592584,33761,0.9992197762499999
human1_HC-16_maxbin.022.fasta_sub.contigs.fa,83.25,18.03,0.0,3982311,4237,0.0
human1_HC-16_maxbin.023.fasta.contigs.fa,98.86,7.88,0.0,2972250,14511,0.9996891514285716
human1_HC-16_maxbin.024.fasta_sub.contigs.fa,28.05,7.58,0.0,4850786,4439,0.0
human1_HC-16_maxbin.025.fasta.contigs.fa,94.89,2.53,0.0,2045360,12345,0.9997274999999999
human1_HC-16_maxbin.026.fasta.contigs.fa,54.62,14.26,0.0,4549514,13371,0.0
human1_HC-16_maxbin.028.fasta_sub.contigs.fa,70.09,5.94,4.76,1790805,5442,0.990572008
human1_HC-16_maxbin.029.fasta.contigs.fa,98.63,3.54,0.0,1812272,10914,0.9988868917391303
human1_HC-16_metabat2.24.fa.contigs.fa,23.39,0.0,0.0,428904,101614,0.0
human1_HC-16_metabat2.35.fa.contigs.fa,84.62,0.4,50.0,3394159,52369,0.9997268231249999
human1_HC-16_metabat2.40.fa_sub.contigs.fa,25.48,0.67,0.0,926079,17703,0.0
human1_HC-16_metabat2.64.fa_sub.contigs.fa,55.33,0.0,0.0,1501070,13934,0.0
human1_HC-17_maxbin.003.fasta.contigs.fa,94.8,2.54,54.55,4454904,123878,0.9993234876190478
human1_HC-17_maxbin.004.fasta.contigs.fa,99.25,0.75,0.0,2928827,68886,0.999819451904762
human1_HC-17_maxbin.005.fasta.contigs.fa,4.43,0.0,0.0,647485,38738,0.0
human1_HC-17_maxbin.006.fasta.contigs.fa,80.92,1.76,0.0,1240405,96866,0.9992617525
human1_HC-17_maxbin.007.fasta.contigs.fa,96.62,1.93,16.67,3410834,66161,0.9992757638461539
human1_HC-17_maxbin.008.fasta.contigs.fa,59.83,1.38,23.08,3746275,31971,0.0
human1_HC-17_maxbin.009.fasta.contigs.fa,38.9,0.26,25.0,3210218,25012,0.0
human1_HC-17_maxbin.010.fasta.contigs.fa,100.0,0.0,0.0,2718937,119151,0.9993368687499998
human1_HC-17_maxbin.011.fasta.contigs.fa,78.63,4.41,50.0,4027965,27646,0.988166009090909
human1_HC-17_maxbin.012.fasta.contigs.fa,58.12,6.01,9.09,2894424,31041,0.0
human1_HC-17_maxbin.014.fasta.contigs.fa,91.23,36.84,56.41,5404236,47374,0.0
human1_HC-17_maxbin.015.fasta.contigs.fa,98.63,0.68,0.0,2746611,88343,0.9998727383870967
human1_HC-17_maxbin.016.fasta.contigs.fa,95.37,32.45,39.07,6632091,29617,0.0
human1_HC-17_maxbin.017.fasta.contigs.fa,91.77,46.62,8.11,3871656,51396,0.0
human1_HC-17_maxbin.018.fasta.contigs.fa,61.74,0.81,0.0,2179902,120894,0.0
human1_HC-17_maxbin.019.fasta.contigs.fa,49.37,1.27,0.0,2293741,47139,0.0
human1_HC-17_maxbin.020.fasta.contigs.fa,83.63,17.15,11.54,2765872,91291,0.9977786285714286
human1_HC-17_maxbin.021.fasta.contigs.fa,89.08,1.52,0.0,5365349,92640,0.9993748959090909
human1_HC-17_maxbin.022.fasta.contigs.fa,99.33,2.35,0.0,2105198,191522,0.9998620336363634
human1_HC-17_maxbin.023.fasta.contigs.fa,99.25,1.09,16.67,2998634,63299,0.9997986700000002
human1_HC-17_maxbin.024.fasta.contigs.fa,91.96,13.29,0.0,3235029,117648,0.9950309813333333
human1_HC-17_maxbin.025.fasta.contigs.fa,61.94,7.71,0.0,1412891,129001,0.0
human1_HC-17_maxbin.026.fasta.contigs.fa,97.32,16.86,0.0,3520500,63246,0.9997201669230769
human1_HC-17_maxbin.027.fasta.contigs.fa,88.6,9.81,22.22,3474954,22865,0.9989050077777778
human1_HC-17_maxbin.029.fasta.contigs.fa,91.95,12.3,6.9,2377312,7241,0.9989423
human1_HC-17_maxbin.030.fasta.contigs.fa,57.63,14.17,1.82,2914753,2760,0.0
human1_HC-17_maxbin.033.fasta.contigs.fa,89.66,68.79,2.15,5431176,2865,0.0
human1_HC-17_maxbin.035.fasta.contigs.fa,90.75,19.37,16.0,2405964,2528,0.9978798988235295
human1_HC-17_maxbin.036.fasta.contigs.fa,63.79,18.65,10.0,2979477,1725,0.0
human1_HC-18_maxbin.001.fasta.contigs.fa,94.77,3.57,0.0,3397723,84658,0.9944156709523808
human1_HC-18_maxbin.002.fasta.contigs.fa,11.15,0.0,0.0,528167,94692,0.0
human1_HC-18_maxbin.005.fasta.contigs.fa,97.52,3.29,19.23,6655506,142407,0.9995975599999999
human1_HC-18_maxbin.006.fasta.contigs.fa,99.25,0.94,0.0,2973112,58887,0.9998336085714286
human1_HC-18_maxbin.007.fasta.contigs.fa,21.8,0.2,0.0,851632,17489,0.0
human1_HC-18_maxbin.009.fasta.contigs.fa,99.32,0.0,0.0,2569106,124362,0.99956838025
human1_HC-18_maxbin.011.fasta.contigs.fa,97.99,2.15,0.0,2830270,121015,0.999861915
human1_HC-18_maxbin.012.fasta.contigs.fa,49.37,0.0,0.0,1014959,118906,0.0
human1_HC-18_maxbin.014.fasta.contigs.fa,95.89,0.0,0.0,2869307,28279,0.9966370181818182
human1_HC-18_maxbin.016.fasta.contigs.fa,97.39,4.93,6.67,3729368,53286,0.9994177403846154
human1_HC-18_maxbin.017.fasta.contigs.fa,96.41,1.27,0.0,3228475,100692,0.9949080640000002
human1_HC-18_maxbin.018.fasta.contigs.fa,88.51,2.67,0.0,5352290,94118,0.9994562477272729
human1_HC-18_maxbin.020.fasta.contigs.fa,82.46,24.72,22.58,3797106,57680,0.0
human1_HC-18_maxbin.021.fasta.contigs.fa,90.82,14.72,12.82,3012235,59187,0.9991039666666667
human1_HC-18_maxbin.022.fasta.contigs.fa,98.63,0.0,0.0,2774803,78565,0.9997045190322581
human1_HC-18_maxbin.023.fasta.contigs.fa,87.56,10.64,8.16,4740228,123219,0.99896941875
human1_HC-18_maxbin.025.fasta.contigs.fa,97.58,0.0,0.0,1737783,220370,0.9992153030434783
human1_HC-18_maxbin.026.fasta_sub.contigs.fa,35.86,10.72,4.76,1737933,22925,0.0
human1_HC-18_maxbin.027.fasta_sub.contigs.fa,42.11,7.5,10.0,2572563,34590,0.0
human1_HC-18_maxbin.029.fasta.contigs.fa,89.47,11.32,3.7,2876377,27402,0.99944293
human1_HC-18_maxbin.031.fasta.contigs.fa,98.75,1.36,0.0,2946871,28327,0.9997322700000001
human1_HC-18_maxbin.032.fasta.contigs.fa,74.95,4.86,7.69,3098586,30103,0.9993502685714286
human1_HC-18_maxbin.033.fasta.contigs.fa,84.17,36.39,0.0,2639271,13335,0.0
human1_HC-18_maxbin.034.fasta.contigs.fa,87.93,1.48,0.0,3062161,25649,0.9993787364285713
human1_HC-18_maxbin.035.fasta.contigs.fa,93.68,5.72,4.55,1625033,22084,0.9998738394117649
human1_HC-18_maxbin.036.fasta.contigs.fa,71.43,0.62,0.0,1516181,15814,0.9996306
human1_HC-18_maxbin.053.fasta.contigs.fa,52.92,2.59,42.86,1190302,1961,0.0
human1_HC-18_maxbin.054.fasta.contigs.fa,60.87,1.54,10.53,2567418,2096,0.0
human1_HC-18_metabat2.32.fa.contigs.fa,80.7,9.89,46.67,2477254,53946,0.99470155
human1_HC-18_metabat2.58.fa.contigs.fa,61.68,0.34,0.0,1584319,11548,0.0
human1_HC-18_metabat2.68.fa.contigs.fa,25.79,0.0,0.0,435413,49044,0.0
human1_HC-19_maxbin.003.fasta.contigs.fa,84.48,13.17,52.94,4099841,109938,0.9983151495238095
human1_HC-19_maxbin.005.fasta.contigs.fa,87.88,2.53,0.0,2255907,93901,0.99915264625
human1_HC-19_maxbin.006.fasta.contigs.fa,85.71,0.0,0.0,2656666,124124,0.99941603925
human1_HC-19_maxbin.011.fasta.contigs.fa,61.0,1.75,0.0,1977286,58362,0.0
human1_HC-19_maxbin.012.fasta.contigs.fa,50.54,4.41,52.63,2926518,17032,0.0
human1_HC-19_maxbin.013.fasta.contigs.fa,56.86,0.0,0.0,2086764,43763,0.0
human1_HC-19_maxbin.014.fasta.contigs.fa,99.25,0.75,0.0,2826809,68860,0.9998261795238096
human1_HC-19_maxbin.016.fasta.contigs.fa,96.61,2.74,0.0,3148553,75837,0.9990461758333335
human1_HC-19_maxbin.017.fasta.contigs.fa,92.03,1.06,0.0,2141404,101890,0.9947279652380951
human1_HC-19_maxbin.018.fasta.contigs.fa,97.05,37.13,2.02,3762098,82332,0.0
human1_HC-19_maxbin.019.fasta.contigs.fa,97.58,0.0,0.0,1740077,234874,0.9991548856521741
human1_HC-19_maxbin.020.fasta.contigs.fa,93.86,0.29,0.0,3549602,271677,0.99981921
human1_HC-19_maxbin.021.fasta.contigs.fa,91.81,4.09,0.0,2412144,71533,0.9996225342857145
human1_HC-19_maxbin.023.fasta.contigs.fa,26.9,0.58,0.0,1275650,52771,0.0
human1_HC-19_maxbin.024.fasta.contigs.fa,98.63,1.11,0.0,2737826,72219,0.999736272903226
human1_HC-19_maxbin.025.fasta_sub.contigs.fa,58.04,14.4,8.82,5442528,5052,0.0
human1_HC-19_maxbin.027.fasta.contigs.fa,99.66,56.19,26.14,7697173,17608,0.0
human1_HC-19_maxbin.028.fasta.contigs.fa,71.24,0.07,100.0,2148032,42401,0.998024618
human1_HC-19_maxbin.029.fasta.contigs.fa,93.72,67.34,2.25,3546484,18961,0.0
human1_HC-19_maxbin.030.fasta.contigs.fa,28.36,3.22,10.0,2203041,4500,0.0
human1_HC-19_maxbin.031.fasta.contigs.fa,90.27,74.0,41.03,4654348,6214,0.0
human1_HC-19_maxbin.032.fasta.contigs.fa,93.1,16.55,0.0,2002127,10095,0.9997102218181819
human1_HC-19_maxbin.033.fasta.contigs.fa,91.79,45.94,12.5,6515670,4262,0.0
human1_HC-19_maxbin.034.fasta_sub.contigs.fa,35.88,8.6,12.5,1096292,2952,0.0
human1_HC-19_maxbin.035.fasta.contigs.fa,92.16,59.33,0.0,7310358,4859,0.0
human1_HC-19_maxbin.036.fasta_sub.contigs.fa,52.9,6.9,0.0,2337541,2251,0.0
human1_HC-19_maxbin.038.fasta.contigs.fa,83.87,12.15,0.0,2726213,3793,0.997732815
human1_HC-19_maxbin.039.fasta.contigs.fa,83.49,5.03,9.09,2636224,5249,0.999493616923077
human1_HC-19_maxbin.043.fasta_sub.contigs.fa,59.97,29.79,7.55,4608233,2298,0.0
human1_HC-19_maxbin.044.fasta.contigs.fa,71.93,14.43,1.92,2791511,2523,0.99892837
human1_HC-19_maxbin.047.fasta.contigs.fa,66.9,5.19,0.0,2359031,1987,0.0
human1_HC-19_metabat2.103.fa.contigs.fa,77.93,0.63,100.0,976496,9323,0.9998594543750001
human1_HC-19_metabat2.113.fa.contigs.fa,12.28,0.0,0.0,453623,50173,0.0
human1_HC-19_metabat2.44.fa_sub.contigs.fa,6.15,0.0,0.0,371356,211265,0.0
human1_HC-19_metabat2.60.fa.contigs.fa,9.32,0.0,0.0,502448,41798,0.0
human1_HC-19_metabat2.75.fa.contigs.fa,22.81,0.57,0.0,786605,67827,0.0
human1_HC-19_metabat2.81.fa_sub.contigs.fa,53.93,3.26,40.0,1576308,5095,0.0
human1_HC-19_metabat2.94.fa.contigs.fa,15.44,0.0,0.0,432051,28493,0.0
human1_HC-1_maxbin.001.fasta.contigs.fa,82.0,4.59,0.0,2907086,106207,0.9941874623809526
human1_HC-1_maxbin.003.fasta.contigs.fa,91.08,2.87,0.0,4590176,107464,0.9990452942857143
human1_HC-1_maxbin.004.fasta_sub.contigs.fa,94.22,6.55,27.54,6900561,122815,0.9993852306666666
human1_HC-1_maxbin.005.fasta.contigs.fa,87.88,0.0,0.0,1592311,96866,0.999423036875
human1_HC-1_maxbin.006.fasta.contigs.fa,98.63,0.0,0.0,2785837,88343,0.9997955432258064
human1_HC-1_maxbin.008.fasta.contigs.fa,91.62,2.42,14.29,3202069,68931,0.9994658242307692
human1_HC-1_maxbin.009.fasta.contigs.fa,100.0,0.0,0.0,2623669,129551,0.9995226665000001
human1_HC-1_maxbin.010.fasta.contigs.fa,68.48,2.67,64.29,3070170,11971,0.0
human1_HC-1_maxbin.011.fasta.contigs.fa,19.59,0.0,0.0,2100170,10419,0.0
human1_HC-1_maxbin.012.fasta.contigs.fa,39.34,0.63,0.0,1200298,43085,0.0
human1_HC-1_maxbin.013.fasta_sub.contigs.fa,27.33,3.16,0.0,1008137,58428,0.0
human1_HC-1_maxbin.014.fasta.contigs.fa,87.94,1.9,33.33,3853808,42285,0.9986554066666667
human1_HC-1_maxbin.015.fasta.contigs.fa,99.25,0.0,0.0,3406936,189503,0.9998264112499999
human1_HC-1_maxbin.018.fasta.contigs.fa,88.51,1.52,0.0,5309790,96736,0.9994674427272727
human1_HC-1_maxbin.020.fasta.contigs.fa,66.44,0.0,0.0,1370423,133350,0.0
human1_HC-1_maxbin.021.fasta_sub.contigs.fa,79.91,28.85,24.18,2608822,96850,0.0
human1_HC-1_maxbin.022.fasta.contigs.fa,69.65,9.94,25.81,2785509,54895,0.0
human1_HC-1_maxbin.023.fasta.contigs.fa,96.75,25.69,1.37,3165001,23462,0.0
human1_HC-1_maxbin.025.fasta.contigs.fa,87.25,7.99,19.35,2405284,99269,0.9997882658333334
human1_HC-1_maxbin.026.fasta.contigs.fa,95.02,1.2,20.0,1612014,196985,0.999931487647059
human1_HC-1_maxbin.028.fasta_sub.contigs.fa,82.91,20.57,0.0,2670160,42699,0.0
human1_HC-1_maxbin.029.fasta_sub.contigs.fa,90.91,52.98,5.0,6718140,39894,0.0
human1_HC-1_maxbin.030.fasta.contigs.fa,83.0,0.72,0.0,2882323,55346,0.9993619628571427
human1_HC-1_maxbin.031.fasta.contigs.fa,95.89,7.96,8.0,3978058,117538,0.9997640045454546
human1_HC-1_maxbin.033.fasta.contigs.fa,92.6,3.03,0.0,1674898,25620,0.9990835095652173
human1_HC-1_maxbin.036.fasta_sub.contigs.fa,1.51,0.0,0.0,133197,7847,0.0
human1_HC-1_maxbin.037.fasta.contigs.fa,87.14,3.91,0.0,1849233,7693,0.9988619175
human1_HC-1_maxbin.042.fasta_sub.contigs.fa,59.48,25.0,2.86,5423177,3141,0.0
human1_HC-1_maxbin.043.fasta.contigs.fa,80.2,4.84,8.33,2177263,3090,0.9989962514285714
human1_HC-1_maxbin.044.fasta.contigs.fa,50.86,12.13,0.0,1950313,3723,0.0
human1_HC-1_maxbin.046.fasta.contigs.fa,90.03,45.91,29.0,3307713,5578,0.0
human1_HC-1_maxbin.048.fasta.contigs.fa,68.31,1.83,31.58,2923686,4551,0.0
human1_HC-1_maxbin.050.fasta.contigs.fa,17.2,0.03,0.0,1669065,2745,0.0
human1_HC-1_maxbin.051.fasta.contigs.fa,75.5,35.64,7.77,2539252,2436,0.0
human1_HC-1_maxbin.053.fasta.contigs.fa,63.19,5.64,0.0,1997201,2200,0.0
