ASV	D1	D10	D11	D12	D13	D14	D15	D16	D17	D18	D19	D2	D20	D21	D22	D23	D24	D25	D26	D27	D28	D29	D3	D30	D31	D32	D33	D34	D35	D36	D37	D38	D39	D4	D40	D41	D42	D43	D5	D6	D7	D8	D9	D_1	HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	HC_10	HC_11	HC_12	HC_13	HC_14	HC_15	HC_16	HC_17	HC_18	HC_19	HC_20	HC_21	HC_22	HC_23	HC_24	HV_1	HV_2	HV_3	HV_4	HV_5	HV_6	HV_7	HV_8	HV_9	HV_10	HV_11	HV_12	HV_13	HV_14	HV_15	HV_16	HV_17	HV_18	HV_19	HV_20	HV_21	HV_22	HV_23	HV_24	Best_Hit_ARO	Model_type	Drug_Class	Resistance_Mechanism	AMR_Gene.Family	Best_Identities	Percentage_Length.of.Reference.Sequence	Note	Length_AA	Gene_name	Contig_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	KEGG_ID	KEGGFUN	KEGGPATH	COG_ID	COGFUN	COGPATH	PFAM	Drug_Class_multi	Resistance_Mechanism_multi	Strain
human_megahit_87790_674-1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.605	0.078	0	0	0	0	0	0	26.696	0	0	dfrA14	protein homolog model	diaminopyrimidine	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	100.00	NA	 158	dfrA1, dhfr	megahit_87790	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K18589*	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0262*	Dihydrofolate reductase	Coenzyme metabolism	PF00186 [Dihydrofolate reductase]	diaminopyrimidine	antibiotic target replacement	unknown Enterobacteriaceae (Family)
human_megahit_87790_5107-6012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0.023	0	0	0	0	0	1.732	0	0	0	0	0	0	0	28.071	0	0	mphA	protein homolog model	macrolide	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	100.00	NA	 302	mph	megahit_87790	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K06979*	macrolide phosphotransferase	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	NA	NA	NA	PF01636 [Phosphotransferase enzyme family]	macrolide	antibiotic inactivation	unknown Enterobacteriaceae (Family)
human_megahit_88117_6614-7453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278	0.949	0.217	0.877	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	sul1	protein homolog model	sulfonamide	antibiotic target replacement	sulfonamide resistant sul	100.00	100.00	NA	 280	sul1	megahit_88117	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K18974*	dihydropteroate synthase type 1 [EC:2.5.1.15]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0294*	Dihydropteroate synthase and related enzymes	Coenzyme metabolism	PF00809 [Pterin binding enzyme]	sulfonamide	antibiotic target replacement	unknown Enterobacteriaceae (Family)
human_megahit_88117_7447-7794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168	1.057	0.7	1.087	0.055	0.108	0	0	0	0	0	0	0	0	0	0	0	0	qacEdelta1	protein homolog model	acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	100.00	NA	 116	ebr, qacEdelta1	megahit_88117	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K18975*	small multidrug resistance pump	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG2076*	Membrane transporters of cations and cationic drugs	Inorganic ion transport and metabolism	PF00893 [Small Multidrug Resistance protein]	multi-drug	antibiotic efflux	unknown Enterobacteriaceae (Family)
human_megahit_88815_2701-4002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	1.223	0.261	0.94	0.723	0	0.478	0.072	0.151	0.155	0.402	0.266	2.017	0	0.349	0	0.336	0.11	0.301	0.023	0.031	0.025	0	3.574	1.057	6.635	1.191	0.053	0.024	0.064	0.154	5.464	0.675	0.016	0.138	0	0.029	19.83	24.919	0	3.088	0	0.038	2.829	0.076	0.06	35.449	0	0.726	Escherichia coli ampC1 beta-lactamase	protein homolog model	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	 97.69	 99.77	NA	 434	pbp4b	megahit_88815	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K21469*	serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]	Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG1680*	Beta-lactamase class C and other penicillin binding proteins	NA	PF00144 [Beta-lactamase]	multi-drug	antibiotic inactivation	Escherichia coli
human_megahit_90033_128-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191	0.701	0.199	1.122	0.118	0.069	0	0	0	0	0	0	0	0	0	0	0	0	APH(3')-Ia	protein homolog model	aminoglycoside	antibiotic inactivation	APH(3')	 98.52	100.00	NA	 272	aph3-I	megahit_90033	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	K19272*	aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG3231*	Aminoglycoside phosphotransferase	Translation, ribosomal structure and biogenesis	PF01636 [Phosphotransferase enzyme family]	aminoglycoside	antibiotic inactivation	unknown Proteobacteria (Phylum)
human_megahit_90033_2422-3282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	0.092	0	0	0	0	0	0.64	0	0.094	0	0.201	0	0	0	0.042	0	0	0	0	0	0.075	0	0	0	0	0.16	0	0	0	0	0	0.119	0	0	0	0	0	1.915	0	0	0	0.019	0.02	0	0	23.325	0	0	TEM-1	protein homolog model	monobactam; cephalosporin; penam; penem	antibiotic inactivation	TEM beta-lactamase	100.00	100.00	NA	 287	blaTEM	megahit_90033	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K18698*	beta-lactamase class A TEM [EC:3.5.2.6]	Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG2367	Beta-lactamase class A	NA	PF00144 [Beta-lactamase];PF13354 [Beta-lactamase enzyme family]	multi-drug	antibiotic inactivation	unknown Enterobacteriaceae (Family)
human_megahit_91349_12926-14059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221	1.352	0.269	1.503	0.523	0	0.977	0.178	0.087	0	0.379	0.183	2.793	0	0.369	0.032	0.707	0.456	0.676	0.026	0.143	0.17	0	5.172	1.406	5.862	1.702	0.045	0.028	0.029	0.122	7.701	1.045	0.143	0.035	0	0.033	26.409	32.161	0.39	3.464	0	0.029	3.248	0.347	1.001	43.836	0	1.033	EC-8	protein homolog model	cephalosporin	antibiotic inactivation	EC beta-lactamase	 98.94	100.00	NA	 378	ampC	megahit_91349	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K01467*	beta-lactamase class C [EC:3.5.2.6]	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance	COG1680*	Beta-lactamase class C and other penicillin binding proteins	NA	PF00144 [Beta-lactamase]	cephalosporin	antibiotic inactivation	Escherichia coli
human_megahit_92353_8528-9022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.122	18.742	22.891	20.136	18.818	9.699	11.937	27.31	21.595	20.116	5.396	10.382	19.157	46.452	23.777	45.605	20.725	6.736	25.194	34.691	7.429	10.175	11.525	22.774	38.897	13.913	26.428	10.087	42.11	15.912	60.446	1.496	3.22	0.328	19.38	15.802	41.238	0.065	0	0	0.151	24.483	41.819	0.142	0	0	0	20.554	32.568	dfrF	protein homolog model	diaminopyrimidine	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	100.00	NA	 165	DHFR, folA	megahit_92353	Bacteria	Terrabacteria group	Firmicutes	NA	NA	NA	NA	K00287*	dihydrofolate reductase [EC:1.5.1.3]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Human Diseases; Drug resistance: Antineoplastic; Antifolate resistance	COG0262*	Dihydrofolate reductase	Coenzyme metabolism	PF00186 [Dihydrofolate reductase]	diaminopyrimidine	antibiotic target replacement	unknown Firmicutes (Class)
human_megahit_92877_1211-2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0.273	0	0.036	0	0.092	0.018	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	1.191	0	0	0	0	0	5.209	0	0	0	0	0.447	5.26	0	0	0	0	0	40.232	4.67	0	0	Escherichia coli ampC beta-lactamase	protein homolog model	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	100.00	100.00	NA	 378	ampC	megahit_92877	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K01467*	beta-lactamase class C [EC:3.5.2.6]	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance	COG1680*	Beta-lactamase class C and other penicillin binding proteins	NA	PF00144 [Beta-lactamase]	multi-drug	antibiotic inactivation	Escherichia coli
human_megahit_94058_146-1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0.111	0	0.084	0	0.071	0.021	0	0	0.037	0	0	0	0	0	0	0	0	0	0.021	0	0.318	0	0	0	0	0	1.257	0	0	0	0	0.834	1.995	0	0	0	0	0	16.272	8.584	0	0	PmrF	protein homolog model	peptide	antibiotic target alteration	pmr phosphoethanolamine transferase	 99.07	100.00	NA	 323	arnC, pmrF	megahit_94058	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K10012*	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]	Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0463*	Glycosyltransferases involved in cell wall biogenesis	Cell envelope biogenesis, outer membrane	PF00535 [Glycosyl transferase family 2]	peptide	antibiotic target alteration	Escherichia coli
human_megahit_98648_656-1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CMH-6	protein homolog model	cephalosporin	antibiotic inactivation	CMH beta-lactamase	 98.95	100.00	NA	 382	blaACT_MIR	megahit_98648	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	species Enterobacter cloacae complex	K19215*	beta-lactamase class C ACT/MIR [EC:3.5.2.6]	Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1680*	Beta-lactamase class C and other penicillin binding proteins	NA	PF00144 [Beta-lactamase]	cephalosporin	antibiotic inactivation	species Enterobacter cloacae complex
human_megahit_99986_2919-6041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0.006	0.207	0	0.052	0	0.127	0	0	0	0.012	0	0	0	0	0.013	0.01	0	0.017	0.005	0.013	0.055	0.443	0	0	0	0	0	2.223	0	0	0	0.021	0.599	2.488	0.006	0	0	0	0	20.708	8.77	0	0.006	mdtB	protein homolog model	aminocoumarin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.81	100.00	NA	1041	mdtB	megahit_99986	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07788*	multidrug efflux pump	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0841*	Cation/multidrug efflux pump	NA	PF00873 [AcrB/AcrD/AcrF family]	aminocoumarin	antibiotic efflux	Escherichia coli
human_megahit_101494_48-836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	aadA5	protein homolog model	aminoglycoside	antibiotic inactivation	ANT(3'')	100.00	100.00	NA	 263	aadA	megahit_101494	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K00984*	streptomycin 3""""-adenylyltransferase [EC:2.7.7.47]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1708*	Predicted nucleotidyltransferases	General function prediction only	PF13427 [Domain of unknown function (DUF4111)]	aminoglycoside	antibiotic inactivation	unknown Enterobacteriaceae (Family)
human_megahit_101672_9554-11035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313	0.927	0.355	0.907	0.718	0.027	0.498	0.435	0.027	0.082	0.189	0.14	1.434	0.021	0.295	0.037	0.472	0.337	0.517	0.079	0.165	0.26	0	3.685	1.042	5.238	1.279	0.842	0.021	0.022	0.052	5.129	1.255	4.136	0.081	0.026	0	20.607	27.946	3.54	3.685	0	0.033	2.355	0.239	33.838	54.253	0	0.918	TolC	protein homolog model	macrolide; fluoroquinolone; aminoglycoside; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline; peptide; aminocoumarin; rifamycin; phenicol; triclosan; penem	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.59	 99.60	NA	 494	tolC	megahit_101672	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K12340*	outer membrane protein	Environmental Information Processing; Membrane transport; Bacterial secretion system | Environmental Information Processing; Signal transduction; Two-component system | Organismal Systems; Environmental adaptation; Plant-pathogen interaction | Human Diseases; Infectious diseases: Bacterial; Pertussis | Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1538*	Outer membrane protein	Cell envelope biogenesis, outer membrane	PF02321 [Outer membrane efflux protein]	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_110863_33345-34283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.578	1.516	0.799	0.712	0.559	0.172	1.214	0.022	0.04	0.147	0.619	0.933	0.368	0	0.031	0.038	0.036	0	0	0.034	0	0	0.179	0	0	0	1.572	0.758	0	0	0	0	1.145	0.679	0	0	0	0	1.056	0.869	0	0	0	0	0	1.346	0	CDD-2	protein homolog model	carbapenem	antibiotic inactivation	CDD beta-lactamase	 96.15	101.30	NA	 313	NA	megahit_110863	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides	NA	NA	NA	COG2602*	Beta-lactamase class D	NA	PF00905 [Penicillin binding protein transpeptidase domain]	carbapenem	antibiotic inactivation	Clostridioides
human_megahit_117104_1356-2321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.816	28.585	44.479	43.889	46.877	88.953	42.235	49.258	50.204	70.46	63.129	105.091	51.262	52.635	21.505	53.697	86.679	66.26	43.28	39.351	39.855	36.845	59.089	31.211	33.104	15.742	31.277	62.077	31.685	14.149	22.788	1.291	4.632	23.344	16.668	11.776	32.829	9.312	131.985	0.172	0.077	15.2	45.042	34.353	25.106	0	0	7.568	48.833	CfxA2	protein homolog model	cephamycin	antibiotic inactivation	CfxA beta-lactamase	100.00	100.00	NA	 322	penP	megahit_117104	Bacteria	NA	NA	NA	NA	NA	NA	K17836*	beta-lactamase class A [EC:3.5.2.6]	Metabolism; Biosynthesis of other secondary metabolites; Penicillin and cephalosporin biosynthesis | Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG2367*	Beta-lactamase class A	NA	PF00144 [Beta-lactamase];PF13354 [Beta-lactamase enzyme family]	cephamycin	antibiotic inactivation	unknown Bacteria (Kingdom)
human_megahit_120513_36-1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0.39	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0	0.029	0.51	0	0	0	0	0	3.513	0	0	0	0	0.581	3.453	0	0	0	0	0	26.5	6.167	0	0	emrA	protein homolog model	fluoroquinolone	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	100.00	NA	 391	emrA	megahit_120513	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K03543*	membrane fusion protein, multidrug efflux system	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1566*	Multidrug resistance efflux pump	NA	PF00529 [HlyD membrane-fusion protein of T1SS];PF13437 [HlyD family secretion protein];PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	fluoroquinolone	antibiotic efflux	Escherichia coli
human_megahit_124770_46172-46621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0.134	0.078	0.09	0.346	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AAC(6')-If	protein homolog model	aminoglycoside	antibiotic inactivation	AAC(6')	 99.31	103.47	NA	 150	NA	megahit_124770	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA	NA	NA	NA	NA	NA	aminoglycoside	antibiotic inactivation	unknown Citrobacter (Genus)
human_megahit_127956_335-2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.073	14.268	11.043	11.25	7.105	11.162	7.056	10.729	11.125	23.96	46.84	8.516	6.693	14.81	16.524	15.24	59.776	17.644	9.672	21.389	11.576	23.701	22.536	14.057	21.665	0.912	0.458	0.704	12.907	0.431	9.651	4.568	1.192	0.254	24.204	3.702	5.041	0.534	0.289	0.058	8.709	5.058	6.378	13.199	8.804	0	7.914	5.107	5.975	tet32	protein homolog model	tetracycline	antibiotic target protection	tetracycline-resistant ribosomal protection protein	 98.75	100.00	NA	 640	tetM, tetO	megahit_127956	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	NA	NA	K18220*	ribosomal protection tetracycline resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0480*	Translation elongation factors (GTPases)	Translation, ribosomal structure and biogenesis	PF00009 [Elongation factor Tu GTP binding domain];PF00679 [Elongation factor G C-terminus];PF03764 [Elongation factor G, domain IV];PF14492 [Elongation Factor G, domain II]	tetracycline	antibiotic target protection	unknown Eubacteriales (Family)
human_megahit_129413_12975-13607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRP	protein homolog model	macrolide; fluoroquinolone; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.05	100.00	NA	 211	crp	megahit_129413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K10914*	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Pseudomonas aeruginosa | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli | Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG0664*	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	Signal transduction mechanisms	PF00027 [Cyclic nucleotide-binding domain];PF13545 [Crp-like helix-turn-helix domain]	multi-drug	antibiotic efflux	unknown Enterobacteriaceae (Family)
human_megahit_130881_1-681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	0.66	0.119	0.409	0.057	0.139	0	0	0	0	0	0	0	0	0	0	0	0	aadA15	protein homolog model	aminoglycoside	antibiotic inactivation	ANT(3'')	100.00	 86.31	NA	 227	aadA	megahit_130881	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	K00984*	streptomycin 3""""-adenylyltransferase [EC:2.7.7.47]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1708*	Predicted nucleotidyltransferases	General function prediction only	PF13427 [Domain of unknown function (DUF4111)]	aminoglycoside	antibiotic inactivation	unknown Gammaproteobacteria (Class)
human_megahit_130881_774-2033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217	1.2	0.338	0.6	0.077	0.105	0	0	0	0	0	0	0	0	0	0	0	0	cmlA6	protein homolog model	phenicol	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	100.00	NA	 420	cmlA, cmlB, floR	megahit_130881	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	K18552*	MFS transporter, DHA1 family, florfenicol/chloramphenicol resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	NA	NA	NA	PF07690 [Major Facilitator Superfamily]	phenicol	antibiotic efflux	unknown Gammaproteobacteria (Class)
human_megahit_134352_5274-5693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.189	0	0	0.048	0.125	0	0	0	0	0.241	0	0	0.048	0.037	0	0	0.069	0	0	0	0.097	0.038	0	0.042	0.16	0.047	0.041	0	0	0	0.037	0	0	0	0.095	0.046	0.045	0	0	4.34	0.267	0	0	0	0	2.221	0.465	0	0	FosB3	protein homolog model	fosfomycin	antibiotic inactivation	fosfomycin thiol transferase	 99.28	100.00	NA	 140	fosB	megahit_134352	Bacteria	Terrabacteria group	Firmicutes	Bacilli	NA	NA	NA	K11210*	metallothiol transferase [EC:2.5.1.-]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG0346*	Lactoylglutathione lyase and related lyases	Amino acid transport and metabolism	PF00903 [Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily]	fosfomycin	antibiotic inactivation	unknown Bacilli (Order)
