genome,completeness,contamination,strain_heterogeneity,length,N50
human1_HC-18_maxbin.020.fasta.contigs.fa,82.46,24.72,22.58,3797106,57680
human1_HC-18_maxbin.021.fasta.contigs.fa,90.82,14.72,12.82,3012235,59187
human1_HC-18_maxbin.022.fasta.contigs.fa,98.63,0.0,0.0,2774803,78565
human1_HC-18_maxbin.023.fasta.contigs.fa,87.56,10.64,8.16,4740228,123219
human1_HC-18_maxbin.025.fasta.contigs.fa,97.58,0.0,0.0,1737783,220370
human1_HC-18_maxbin.026.fasta_sub.contigs.fa,35.86,10.72,4.76,1737933,22925
human1_HC-18_maxbin.027.fasta_sub.contigs.fa,42.11,7.5,10.0,2572563,34590
human1_HC-18_maxbin.029.fasta.contigs.fa,89.47,11.32,3.7,2876377,27402
human1_HC-18_maxbin.031.fasta.contigs.fa,98.75,1.36,0.0,2946871,28327
human1_HC-18_maxbin.032.fasta.contigs.fa,74.95,4.86,7.69,3098586,30103
human1_HC-18_maxbin.033.fasta.contigs.fa,84.17,36.39,0.0,2639271,13335
human1_HC-18_maxbin.034.fasta.contigs.fa,87.93,1.48,0.0,3062161,25649
human1_HC-18_maxbin.035.fasta.contigs.fa,93.68,5.72,4.55,1625033,22084
human1_HC-18_maxbin.036.fasta.contigs.fa,71.43,0.62,0.0,1516181,15814
human1_HC-18_maxbin.053.fasta.contigs.fa,52.92,2.59,42.86,1190302,1961
human1_HC-18_maxbin.054.fasta.contigs.fa,60.87,1.54,10.53,2567418,2096
human1_HC-18_metabat2.32.fa.contigs.fa,80.7,9.89,46.67,2477254,53946
human1_HC-18_metabat2.58.fa.contigs.fa,61.68,0.34,0.0,1584319,11548
human1_HC-18_metabat2.68.fa.contigs.fa,25.79,0.0,0.0,435413,49044
human1_HC-19_maxbin.003.fasta.contigs.fa,84.48,13.17,52.94,4099841,109938
human1_HC-19_maxbin.005.fasta.contigs.fa,87.88,2.53,0.0,2255907,93901
human1_HC-19_maxbin.006.fasta.contigs.fa,85.71,0.0,0.0,2656666,124124
human1_HC-19_maxbin.011.fasta.contigs.fa,61.0,1.75,0.0,1977286,58362
human1_HC-19_maxbin.012.fasta.contigs.fa,50.54,4.41,52.63,2926518,17032
human1_HC-19_maxbin.013.fasta.contigs.fa,56.86,0.0,0.0,2086764,43763
human1_HC-19_maxbin.014.fasta.contigs.fa,99.25,0.75,0.0,2826809,68860
human1_HC-19_maxbin.016.fasta.contigs.fa,96.61,2.74,0.0,3148553,75837
human1_HC-19_maxbin.017.fasta.contigs.fa,92.03,1.06,0.0,2141404,101890
human1_HC-19_maxbin.018.fasta.contigs.fa,97.05,37.13,2.02,3762098,82332
human1_HC-19_maxbin.019.fasta.contigs.fa,97.58,0.0,0.0,1740077,234874
human1_HC-19_maxbin.020.fasta.contigs.fa,93.86,0.29,0.0,3549602,271677
human1_HC-19_maxbin.021.fasta.contigs.fa,91.81,4.09,0.0,2412144,71533
human1_HC-19_maxbin.023.fasta.contigs.fa,26.9,0.58,0.0,1275650,52771
human1_HC-19_maxbin.024.fasta.contigs.fa,98.63,1.11,0.0,2737826,72219
human1_HC-19_maxbin.025.fasta_sub.contigs.fa,58.04,14.4,8.82,5442528,5052
human1_HC-19_maxbin.027.fasta.contigs.fa,99.66,56.19,26.14,7697173,17608
human1_HC-19_maxbin.028.fasta.contigs.fa,71.24,0.07,100.0,2148032,42401
human1_HC-19_maxbin.029.fasta.contigs.fa,93.72,67.34,2.25,3546484,18961
human1_HC-19_maxbin.030.fasta.contigs.fa,28.36,3.22,10.0,2203041,4500
human1_HC-19_maxbin.031.fasta.contigs.fa,90.27,74.0,41.03,4654348,6214
human1_HC-19_maxbin.032.fasta.contigs.fa,93.1,16.55,0.0,2002127,10095
human1_HC-19_maxbin.033.fasta.contigs.fa,91.79,45.94,12.5,6515670,4262
human1_HC-19_maxbin.034.fasta_sub.contigs.fa,35.88,8.6,12.5,1096292,2952
human1_HC-19_maxbin.035.fasta.contigs.fa,92.16,59.33,0.0,7310358,4859
human1_HC-19_maxbin.036.fasta_sub.contigs.fa,52.9,6.9,0.0,2337541,2251
human1_HC-19_maxbin.038.fasta.contigs.fa,83.87,12.15,0.0,2726213,3793
human1_HC-19_maxbin.039.fasta.contigs.fa,83.49,5.03,9.09,2636224,5249
human1_HC-19_maxbin.043.fasta_sub.contigs.fa,59.97,29.79,7.55,4608233,2298
human1_HC-19_maxbin.044.fasta.contigs.fa,71.93,14.43,1.92,2791511,2523
human1_HC-19_maxbin.047.fasta.contigs.fa,66.9,5.19,0.0,2359031,1987
human1_HC-19_metabat2.103.fa.contigs.fa,77.93,0.63,100.0,976496,9323
human1_HC-19_metabat2.113.fa.contigs.fa,12.28,0.0,0.0,453623,50173
human1_HC-19_metabat2.44.fa_sub.contigs.fa,6.15,0.0,0.0,371356,211265
human1_HC-19_metabat2.60.fa.contigs.fa,9.32,0.0,0.0,502448,41798
human1_HC-19_metabat2.75.fa.contigs.fa,22.81,0.57,0.0,786605,67827
human1_HC-19_metabat2.81.fa_sub.contigs.fa,53.93,3.26,40.0,1576308,5095
human1_HC-19_metabat2.94.fa.contigs.fa,15.44,0.0,0.0,432051,28493
human1_HC-1_maxbin.001.fasta.contigs.fa,82.0,4.59,0.0,2907086,106207
human1_HC-1_maxbin.003.fasta.contigs.fa,91.08,2.87,0.0,4590176,107464
human1_HC-1_maxbin.004.fasta_sub.contigs.fa,94.22,6.55,27.54,6900561,122815
human1_HC-1_maxbin.005.fasta.contigs.fa,87.88,0.0,0.0,1592311,96866
human1_HC-1_maxbin.006.fasta.contigs.fa,98.63,0.0,0.0,2785837,88343
human1_HC-1_maxbin.008.fasta.contigs.fa,91.62,2.42,14.29,3202069,68931
human1_HC-1_maxbin.009.fasta.contigs.fa,100.0,0.0,0.0,2623669,129551
human1_HC-1_maxbin.010.fasta.contigs.fa,68.48,2.67,64.29,3070170,11971
human1_HC-1_maxbin.011.fasta.contigs.fa,19.59,0.0,0.0,2100170,10419
human1_HC-1_maxbin.012.fasta.contigs.fa,39.34,0.63,0.0,1200298,43085
human1_HC-1_maxbin.013.fasta_sub.contigs.fa,27.33,3.16,0.0,1008137,58428
human1_HC-1_maxbin.014.fasta.contigs.fa,87.94,1.9,33.33,3853808,42285
human1_HC-1_maxbin.015.fasta.contigs.fa,99.25,0.0,0.0,3406936,189503
human1_HC-1_maxbin.018.fasta.contigs.fa,88.51,1.52,0.0,5309790,96736
human1_HC-1_maxbin.020.fasta.contigs.fa,66.44,0.0,0.0,1370423,133350
human1_HC-1_maxbin.021.fasta_sub.contigs.fa,79.91,28.85,24.18,2608822,96850
human1_HC-1_maxbin.022.fasta.contigs.fa,69.65,9.94,25.81,2785509,54895
human1_HC-1_maxbin.023.fasta.contigs.fa,96.75,25.69,1.37,3165001,23462
human1_HC-1_maxbin.025.fasta.contigs.fa,87.25,7.99,19.35,2405284,99269
human1_HC-1_maxbin.026.fasta.contigs.fa,95.02,1.2,20.0,1612014,196985
human1_HC-1_maxbin.028.fasta_sub.contigs.fa,82.91,20.57,0.0,2670160,42699
human1_HC-1_maxbin.029.fasta_sub.contigs.fa,90.91,52.98,5.0,6718140,39894
human1_HC-1_maxbin.030.fasta.contigs.fa,83.0,0.72,0.0,2882323,55346
human1_HC-1_maxbin.031.fasta.contigs.fa,95.89,7.96,8.0,3978058,117538
human1_HC-1_maxbin.033.fasta.contigs.fa,92.6,3.03,0.0,1674898,25620
human1_HC-1_maxbin.036.fasta_sub.contigs.fa,1.51,0.0,0.0,133197,7847
human1_HC-1_maxbin.037.fasta.contigs.fa,87.14,3.91,0.0,1849233,7693
human1_HC-1_maxbin.042.fasta_sub.contigs.fa,59.48,25.0,2.86,5423177,3141
human1_HC-1_maxbin.043.fasta.contigs.fa,80.2,4.84,8.33,2177263,3090
human1_HC-1_maxbin.044.fasta.contigs.fa,50.86,12.13,0.0,1950313,3723
human1_HC-1_maxbin.046.fasta.contigs.fa,90.03,45.91,29.0,3307713,5578
human1_HC-1_maxbin.048.fasta.contigs.fa,68.31,1.83,31.58,2923686,4551
human1_HC-1_maxbin.050.fasta.contigs.fa,17.2,0.03,0.0,1669065,2745
human1_HC-1_maxbin.051.fasta.contigs.fa,75.5,35.64,7.77,2539252,2436
human1_HC-1_maxbin.053.fasta.contigs.fa,63.19,5.64,0.0,1997201,2200
human1_HC-1_metabat2.109.fa_sub.contigs.fa,65.21,2.01,0.0,1322412,13988
human1_HC-1_metabat2.110.fa.contigs.fa,9.36,0.0,0.0,354021,38319
human1_HC-1_metabat2.146.fa.contigs.fa,5.75,0.0,0.0,211902,49082
human1_HC-1_metabat2.23.fa.contigs.fa,7.91,0.0,0.0,384617,96413
human1_HC-1_metabat2.52.fa.contigs.fa,28.59,0.0,0.0,926503,11638
human1_HC-1_metabat2.57.fa.contigs.fa,17.24,0.0,0.0,683085,55581
human1_HC-1_metabat2.77.fa.contigs.fa,24.69,0.0,0.0,896483,77934
human1_HC-1_metabat2.89.fa.contigs.fa,5.7,0.0,0.0,231796,179132
human1_HC-1_metabat2.94.fa.contigs.fa,66.4,0.0,0.0,1591296,11403
human1_HC-20_maxbin.005.fasta.contigs.fa,96.25,1.14,0.0,2901818,68860
human1_HC-20_maxbin.006.fasta.contigs.fa,95.09,1.76,16.67,6956890,131290
human1_HC-20_maxbin.008.fasta.contigs.fa,99.25,0.0,0.0,3406528,231709
human1_HC-20_maxbin.009.fasta.contigs.fa,98.64,0.0,0.0,2553135,111496
human1_HC-20_maxbin.010.fasta.contigs.fa,64.03,1.45,33.33,2021010,64820
human1_HC-20_maxbin.011.fasta.contigs.fa,88.52,3.16,0.0,1941451,93901
human1_HC-20_maxbin.012.fasta.contigs.fa,98.25,12.28,20.0,3502496,104764
human1_HC-20_maxbin.013.fasta.contigs.fa,89.66,4.68,0.0,5784231,83210
human1_HC-20_maxbin.015.fasta_sub.contigs.fa,90.56,2.43,20.0,2556019,65348
human1_HC-20_maxbin.016.fasta.contigs.fa,87.9,0.0,0.0,1675320,234787
human1_HC-20_maxbin.018.fasta.contigs.fa,80.65,11.09,33.33,2664799,29027
human1_HC-20_maxbin.019.fasta.contigs.fa,84.25,57.56,62.69,6430392,7545
human1_HC-20_maxbin.024.fasta_sub.contigs.fa,88.85,31.05,8.33,4675637,13451
human1_HC-20_maxbin.025.fasta.contigs.fa,100.0,98.8,9.6,6588952,6364
human1_HC-20_maxbin.029.fasta.contigs.fa,90.4,6.18,4.76,3355275,7235
human1_HC-20_maxbin.030.fasta.contigs.fa,57.95,26.06,2.08,3879068,2638
human1_HC-20_maxbin.032.fasta.contigs.fa,67.88,6.01,0.0,1981492,2506
human1_HC-20_metabat2.19.fa_sub.contigs.fa,11.43,0.0,0.0,219716,16591
human1_HC-20_metabat2.40.fa.contigs.fa,10.92,0.0,0.0,466770,67582
human1_HC-20_metabat2.61.fa.contigs.fa,18.13,0.0,0.0,573940,32944
human1_HC-20_metabat2.83.fa.contigs.fa,15.66,0.0,0.0,394638,50315
human1_HC-20_metabat2.99.fa.contigs.fa,8.99,0.0,0.0,317620,65206
human1_HC-21_maxbin.001.fasta.contigs.fa,96.6,0.0,0.0,2491625,124796
human1_HC-21_maxbin.003.fasta.contigs.fa,32.53,0.95,0.0,1697392,105086
human1_HC-21_maxbin.004.fasta.contigs.fa,99.25,0.94,0.0,2956308,72212
human1_HC-21_maxbin.005.fasta.contigs.fa,90.1,0.0,0.0,2685372,115492
human1_HC-21_maxbin.006.fasta.contigs.fa,67.72,0.99,50.0,3160122,116078
human1_HC-21_maxbin.007.fasta.contigs.fa,62.07,0.0,0.0,1513501,76884
human1_HC-21_maxbin.008.fasta.contigs.fa,55.25,0.86,0.0,3659866,97482
human1_HC-21_maxbin.010.fasta.contigs.fa,93.88,5.81,58.54,4883882,16947
human1_HC-21_maxbin.011.fasta.contigs.fa,98.66,2.68,16.67,2209337,225878
human1_HC-21_maxbin.012.fasta.contigs.fa,98.28,1.36,0.0,3490136,60882
human1_HC-21_maxbin.014.fasta.contigs.fa,60.92,15.91,54.55,5443385,23301
human1_HC-21_maxbin.015.fasta.contigs.fa,42.41,12.66,10.81,2750242,48102
human1_HC-21_maxbin.016.fasta.contigs.fa,84.18,46.2,3.45,3406750,52215
human1_HC-21_maxbin.017.fasta.contigs.fa,77.6,2.17,0.0,3145403,2671
human1_HC-21_maxbin.018.fasta.contigs.fa,94.44,10.19,0.0,2742000,45627
human1_HC-21_maxbin.019.fasta.contigs.fa,86.67,11.91,82.35,4964163,22019
human1_HC-21_maxbin.020.fasta.contigs.fa,80.94,15.81,19.35,2964558,35175
human1_HC-21_maxbin.021.fasta.contigs.fa,49.35,20.25,15.25,3390537,32349
human1_HC-21_maxbin.022.fasta.contigs.fa,99.44,2.49,5.88,2906282,22054
human1_HC-21_maxbin.026.fasta.contigs.fa,48.85,15.01,0.0,7101001,3193
human1_HC-21_maxbin.028.fasta.contigs.fa,74.66,29.68,4.08,3777808,2589
human1_HC-21_maxbin.030.fasta.contigs.fa,58.83,15.51,13.16,1502311,8094
human1_HC-21_maxbin.033.fasta.contigs.fa,86.1,5.43,16.67,2326222,5085
human1_HC-21_maxbin.035.fasta.contigs.fa,80.25,29.87,6.25,2515064,2472
human1_HC-22_maxbin.002.fasta.contigs.fa,31.72,0.0,0.0,1430272,86742
human1_HC-22_maxbin.003.fasta.contigs.fa,53.45,0.0,0.0,3168889,134622
human1_HC-22_maxbin.004.fasta.contigs.fa,8.23,0.0,0.0,603936,76803
human1_HC-22_maxbin.005.fasta.contigs.fa,39.08,0.29,0.0,2876004,102284
human1_HC-22_maxbin.006.fasta.contigs.fa,80.29,0.63,0.0,1225294,96866
human1_HC-22_maxbin.008.fasta.contigs.fa,99.63,0.75,0.0,2936457,73851
human1_HC-22_maxbin.009.fasta.contigs.fa,52.35,0.0,0.0,1254042,225890
human1_HC-22_maxbin.010.fasta.contigs.fa,99.32,0.0,0.0,2759568,121681
human1_HC-22_maxbin.012.fasta.contigs.fa,60.11,18.35,2.44,2936813,99993
human1_HC-22_maxbin.014.fasta.contigs.fa,76.58,36.92,2.88,3380475,80957
human1_HC-22_maxbin.017.fasta.contigs.fa,70.4,11.02,9.09,2694484,62162
human1_HC-22_maxbin.018.fasta.contigs.fa,88.61,27.64,1.72,3277821,86348
human1_HC-22_maxbin.019.fasta.contigs.fa,96.49,0.29,0.0,2390158,70827
human1_HC-22_maxbin.021.fasta.contigs.fa,86.22,56.93,1.6,7419938,3373
human1_HC-22_maxbin.023.fasta_sub.contigs.fa,89.09,24.05,30.0,3766934,5301
human1_HC-22_maxbin.024.fasta_sub.contigs.fa,75.89,11.57,2.78,2950141,16426
human1_HC-22_maxbin.026.fasta.contigs.fa,88.72,60.8,18.84,6841278,4472
human1_HC-22_maxbin.027.fasta.contigs.fa,65.78,14.61,1.54,3324710,3064
human1_HC-22_maxbin.031.fasta.contigs.fa,67.22,6.07,5.26,1613626,2657
human1_HC-22_maxbin.032.fasta.contigs.fa,56.87,1.91,0.0,1916283,2066
human1_HC-22_metabat2.32.fa.contigs.fa,27.39,0.0,0.0,670564,31316
human1_HC-22_metabat2.66.fa.contigs.fa,61.47,0.07,100.0,1419648,71031
human1_HC-23_maxbin.002.fasta.contigs.fa,99.63,1.5,0.0,3102164,57643
human1_HC-23_maxbin.003.fasta.contigs.fa,21.38,0.76,22.22,1325835,65161
human1_HC-23_maxbin.004.fasta.contigs.fa,99.33,1.01,0.0,2114270,225889
human1_HC-23_maxbin.006.fasta.contigs.fa,99.32,0.31,20.0,2682739,127466
human1_HC-23_maxbin.007.fasta.contigs.fa,55.17,1.72,0.0,3716000,109938
human1_HC-23_maxbin.008.fasta.contigs.fa,76.55,12.24,0.0,5459689,35479
human1_HC-23_maxbin.010.fasta.contigs.fa,83.11,13.37,0.0,3211561,31372
human1_HC-23_maxbin.011.fasta.contigs.fa,39.14,0.0,0.0,1277436,61780
human1_HC-23_maxbin.012.fasta.contigs.fa,96.67,8.71,47.83,4454919,53253
human1_HC-23_maxbin.013.fasta.contigs.fa,58.7,0.0,0.0,1918489,53535
human1_HC-23_maxbin.016.fasta.contigs.fa,27.22,0.0,0.0,910156,34804
human1_HC-23_maxbin.018.fasta.contigs.fa,98.28,11.91,70.97,3483517,211570
human1_HC-23_maxbin.021.fasta.contigs.fa,96.49,0.1,50.0,2428085,70706
human1_HC-23_maxbin.022.fasta.contigs.fa,96.64,1.48,0.0,2481302,119709
human1_HC-23_maxbin.023.fasta.contigs.fa,98.48,0.11,66.67,4880781,114878
human1_HC-23_maxbin.024.fasta.contigs.fa,77.64,22.15,6.56,3524596,55053
human1_HC-23_maxbin.025.fasta.contigs.fa,52.87,16.93,54.55,4608541,13788
human1_HC-23_maxbin.026.fasta_sub.contigs.fa,27.87,0.0,0.0,3719542,12324
human1_HC-23_maxbin.027.fasta.contigs.fa,73.68,8.77,29.41,2614884,59412
human1_HC-23_maxbin.028.fasta.contigs.fa,85.38,59.28,4.29,4092910,71942
human1_HC-23_maxbin.029.fasta.contigs.fa,89.87,57.17,3.52,3909785,84669
human1_HC-23_maxbin.030.fasta.contigs.fa,86.78,2.09,0.0,5174800,94118
human1_HC-23_maxbin.032.fasta.contigs.fa,98.25,7.05,0.0,2811604,56056
human1_HC-23_maxbin.033.fasta.contigs.fa,95.61,27.22,0.0,2809282,20973
human1_HC-23_maxbin.034.fasta.contigs.fa,72.78,2.59,11.11,1541579,42488
human1_HC-23_maxbin.035.fasta.contigs.fa,91.61,44.04,1.83,6401569,7532
human1_HC-23_maxbin.037.fasta.contigs.fa,65.49,12.15,0.0,1585246,8521
human1_HC-23_maxbin.038.fasta.contigs.fa,92.01,14.84,59.09,4730902,5504
human1_HC-23_maxbin.043.fasta.contigs.fa,79.21,10.26,0.0,2563107,2641
human1_HC-23_metabat2.115.fa.contigs.fa,6.33,0.0,0.0,234495,45283
human1_HC-23_metabat2.138.fa_sub.contigs.fa,5.04,0.0,0.0,224537,90964
human1_HC-23_metabat2.21.fa.contigs.fa,10.14,0.0,0.0,242689,63910
human1_HC-23_metabat2.57.fa.contigs.fa,74.81,0.0,0.0,795938,189674
human1_HC-24_maxbin.002.fasta.contigs.fa,41.45,0.0,0.0,1702181,69258
human1_HC-24_maxbin.003.fasta.contigs.fa,44.83,1.72,0.0,2893560,89298
human1_HC-24_maxbin.004.fasta.contigs.fa,40.42,0.0,0.0,755843,118376
human1_HC-24_maxbin.005.fasta.contigs.fa,58.28,1.74,37.5,3792850,116215
human1_HC-24_maxbin.007.fasta.contigs.fa,100.0,16.37,0.0,3506697,63989
human1_HC-24_maxbin.008.fasta.contigs.fa,86.82,2.03,0.0,2660029,103348
human1_HC-24_maxbin.010.fasta.contigs.fa,100.0,0.0,0.0,2755815,124320
human1_HC-24_maxbin.011.fasta_sub.contigs.fa,58.23,5.06,0.0,2070264,33299
human1_HC-24_maxbin.012.fasta.contigs.fa,77.04,4.38,82.35,3919539,10352
human1_HC-24_maxbin.013.fasta.contigs.fa,98.1,25.32,5.45,4108218,59587
human1_HC-24_maxbin.014.fasta_sub.contigs.fa,76.79,22.94,0.0,2787869,67657
human1_HC-24_maxbin.015.fasta.contigs.fa,88.51,1.52,0.0,5227523,96736
human1_HC-24_maxbin.016.fasta.contigs.fa,98.88,2.34,11.11,2867699,73533
human1_HC-24_maxbin.017.fasta.contigs.fa,96.11,4.64,0.0,3145075,17888
human1_HC-24_maxbin.018.fasta.contigs.fa,97.58,0.0,0.0,1764014,258548
human1_HC-24_maxbin.019.fasta_sub.contigs.fa,64.91,8.93,31.58,2746402,43584
human1_HC-24_maxbin.021.fasta.contigs.fa,90.77,42.47,3.41,6636944,95248
human1_HC-24_maxbin.022.fasta.contigs.fa,93.77,7.05,3.7,3633331,56703
human1_HC-24_maxbin.023.fasta.contigs.fa,96.49,0.58,0.0,2407700,70486
human1_HC-24_maxbin.024.fasta.contigs.fa,89.66,17.54,12.5,2632094,72037
human1_HC-24_maxbin.025.fasta.contigs.fa,88.59,3.76,29.41,2704414,119344
human1_HC-24_maxbin.026.fasta_sub.contigs.fa,42.3,20.91,11.27,2394643,65067
human1_HC-24_maxbin.027.fasta.contigs.fa,92.88,45.13,48.79,7416819,24253
human1_HC-24_maxbin.028.fasta.contigs.fa,93.37,0.0,0.0,3478383,253943
human1_HC-24_maxbin.029.fasta_sub.contigs.fa,94.74,29.03,0.0,2738869,32091
human1_HC-24_maxbin.030.fasta_sub.contigs.fa,59.14,27.97,10.11,1915198,59582
human1_HC-24_maxbin.032.fasta.contigs.fa,93.88,3.76,0.0,3023254,31597
human1_HC-24_maxbin.033.fasta_sub.contigs.fa,68.5,14.44,4.17,6466748,7615
human1_HC-24_maxbin.036.fasta.contigs.fa,93.79,1.67,5.88,4501481,19829
human1_HC-24_maxbin.037.fasta.contigs.fa,95.61,16.01,15.79,3140184,18038
human1_HC-24_maxbin.039.fasta.contigs.fa,60.14,9.01,8.82,2693714,4777
human1_HC-24_maxbin.040.fasta.contigs.fa,94.34,24.9,2.67,3364070,9100
human1_HC-24_maxbin.045.fasta.contigs.fa,84.1,4.34,0.0,1772470,3632
human1_HC-24_maxbin.046.fasta.contigs.fa,34.8,5.38,6.25,1800553,1742
human1_HC-24_metabat2.119.fa.contigs.fa,49.12,0.0,0.0,1022337,15853
human1_HC-24_metabat2.125.fa.contigs.fa,67.57,0.0,0.0,997727,11337
human1_HC-24_metabat2.24.fa.contigs.fa,17.72,0.0,0.0,669028,155630
human1_HC-24_metabat2.49.fa.contigs.fa,80.6,6.63,14.29,1913364,141998
human1_HC-24_metabat2.53.fa_sub.contigs.fa,7.02,0.0,0.0,245120,36949
human1_HC-24_metabat2.86.fa.contigs.fa,16.86,0.0,0.0,360271,23109
human1_HC-24_metabat2.96.fa.contigs.fa,28.12,0.0,0.0,1013043,22965
human1_HC-2_maxbin.002.fasta.contigs.fa,94.8,1.05,46.15,4388723,107465
human1_HC-2_maxbin.003.fasta.contigs.fa,73.75,4.75,6.67,2810287,72471
human1_HC-2_maxbin.005.fasta.contigs.fa,95.58,2.42,14.29,3311987,68989
human1_HC-2_maxbin.007.fasta.contigs.fa,9.32,0.0,0.0,575458,26814
human1_HC-2_maxbin.008.fasta.contigs.fa,6.81,1.27,0.0,447852,36526
human1_HC-2_maxbin.009.fasta.contigs.fa,98.63,0.0,0.0,2705556,93496
human1_HC-2_maxbin.011.fasta.contigs.fa,83.67,0.0,0.0,2454255,124320
human1_HC-2_maxbin.013.fasta_sub.contigs.fa,65.17,6.96,0.0,3189923,45515
human1_HC-2_maxbin.015.fasta.contigs.fa,99.25,0.19,0.0,3405668,232429
human1_HC-2_maxbin.016.fasta.contigs.fa,57.78,3.14,0.0,2696605,70157
human1_HC-2_maxbin.017.fasta.contigs.fa,51.27,23.73,3.64,2554414,29250
human1_HC-2_maxbin.020.fasta.contigs.fa,88.27,83.97,0.77,4233837,50396
human1_HC-2_maxbin.021.fasta.contigs.fa,95.3,1.28,12.5,2530053,120865
human1_HC-2_maxbin.023.fasta_sub.contigs.fa,40.61,2.34,66.67,1362103,63737
human1_HC-2_maxbin.025.fasta.contigs.fa,91.53,6.05,0.0,3519277,187797
human1_HC-2_maxbin.027.fasta.contigs.fa,87.97,0.0,0.0,2754317,63672
human1_HC-2_maxbin.028.fasta.contigs.fa,96.74,0.86,0.0,1583660,362779
human1_HC-2_maxbin.029.fasta.contigs.fa,98.25,50.88,28.0,4117708,51661
human1_HC-2_maxbin.030.fasta.contigs.fa,93.68,6.94,0.0,5643105,62554
human1_HC-2_maxbin.032.fasta_sub.contigs.fa,61.77,1.73,33.33,1135308,133980
human1_HC-2_maxbin.033.fasta.contigs.fa,84.27,1.4,0.0,1505108,47150
human1_HC-2_maxbin.034.fasta.contigs.fa,49.1,13.53,7.14,3270938,34699
human1_HC-2_maxbin.035.fasta.contigs.fa,70.69,0.0,0.0,6309766,15549
human1_HC-2_maxbin.036.fasta.contigs.fa,71.94,10.83,5.8,2471262,14223
human1_HC-2_maxbin.037.fasta.contigs.fa,21.28,1.79,0.0,1785194,6754
human1_HC-2_maxbin.039.fasta.contigs.fa,93.46,1.01,0.0,2127715,20341
human1_HC-2_maxbin.040.fasta.contigs.fa,65.37,8.98,0.0,1469473,19892
human1_HC-2_maxbin.041.fasta.contigs.fa,93.07,10.37,0.0,3651908,25414
human1_HC-2_maxbin.042.fasta_sub.contigs.fa,24.22,0.0,0.0,1239792,5022
human1_HC-2_maxbin.043.fasta.contigs.fa,95.82,3.17,6.25,2854917,10102
human1_HC-2_maxbin.046.fasta.contigs.fa,82.21,1.03,0.0,1694660,6327
human1_HC-2_maxbin.047.fasta.contigs.fa,92.6,47.91,4.92,3135100,8012
human1_HC-2_maxbin.050.fasta.contigs.fa,83.33,24.24,17.65,2456686,7235
human1_HC-2_maxbin.051.fasta.contigs.fa,39.96,3.8,0.0,1131589,3362
human1_HC-2_maxbin.057.fasta.contigs.fa,38.67,6.1,10.71,1780712,2112
human1_HC-2_metabat2.102.fa.contigs.fa,34.1,0.57,0.0,761494,25753
human1_HC-2_metabat2.112.fa.contigs.fa,19.62,0.0,0.0,403844,111421
human1_HC-2_metabat2.132.fa.contigs.fa,47.17,0.0,0.0,958689,70185
human1_HC-2_metabat2.137.fa_sub.contigs.fa,17.33,0.0,0.0,256082,26490
human1_HC-2_metabat2.36.fa_sub.contigs.fa,6.04,0.48,100.0,342050,20234
human1_HC-2_metabat2.53.fa.contigs.fa,18.55,0.0,0.0,321939,75465
human1_HC-2_metabat2.95.fa.contigs.fa,59.28,0.0,0.0,750254,31787
human1_HC-3_maxbin.002.fasta.contigs.fa,29.0,0.0,0.0,2157553,70804
human1_HC-3_maxbin.003.fasta.contigs.fa,97.87,2.09,28.57,3505196,62972
human1_HC-3_maxbin.004.fasta.contigs.fa,74.14,6.9,0.0,4302779,97276
human1_HC-3_maxbin.006.fasta.contigs.fa,71.41,13.57,9.62,4766480,140753
human1_HC-3_maxbin.007.fasta.contigs.fa,90.02,0.72,50.0,2198758,74153
human1_HC-3_maxbin.008.fasta.contigs.fa,100.0,0.0,0.0,2821862,128116
human1_HC-3_maxbin.010.fasta.contigs.fa,27.7,5.69,10.2,2665378,23641
human1_HC-3_maxbin.011.fasta.contigs.fa,66.03,1.3,75.0,2824870,54749
human1_HC-3_maxbin.012.fasta.contigs.fa,98.63,0.0,0.0,2743987,85647
human1_HC-3_maxbin.013.fasta.contigs.fa,96.34,10.15,5.66,3761400,60811
human1_HC-3_maxbin.014.fasta.contigs.fa,83.52,2.53,0.0,4201491,34912
human1_HC-3_maxbin.015.fasta.contigs.fa,86.21,1.52,0.0,4895015,100512
human1_HC-3_maxbin.016.fasta.contigs.fa,83.86,2.74,20.0,2615225,36383
human1_HC-3_maxbin.017.fasta.contigs.fa,97.32,0.0,0.0,2726716,121015
human1_HC-3_maxbin.018.fasta.contigs.fa,99.25,2.25,12.5,3109640,65207
human1_HC-3_maxbin.019.fasta.contigs.fa,61.41,0.32,0.0,3278317,47418
human1_HC-3_maxbin.020.fasta_sub.contigs.fa,86.84,31.74,39.13,3185380,57624
human1_HC-3_maxbin.022.fasta.contigs.fa,91.98,5.7,6.25,2766197,121705
human1_HC-3_maxbin.024.fasta.contigs.fa,94.94,1.9,0.0,2719845,59353
human1_HC-3_maxbin.025.fasta.contigs.fa,91.44,0.47,0.0,2940795,187983
human1_HC-3_maxbin.026.fasta_sub.contigs.fa,60.6,13.92,2.94,2058095,43584
human1_HC-3_maxbin.027.fasta.contigs.fa,67.02,0.73,0.0,1607871,62513
human1_HC-3_maxbin.028.fasta.contigs.fa,98.21,0.0,0.0,3866516,284645
human1_HC-3_maxbin.033.fasta.contigs.fa,91.47,1.78,0.0,1489366,29788
