ORF_ID	ORF	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description
0000074399	megahit_33276_1826-2083	PF04221.7	46.5	1.4e-12	RelB	-	PFAM	RelB antitoxin
0000074436	megahit_33289_976-1341	PF02742.10	49.2	2e-13	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000074436	megahit_33289_976-1341	PF01325.14	53.2	1.4e-14	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000074475	megahit_33313_1159-1746	K11062_2	90.3	5e-26	entD	-	KEGG	probable enterotoxin D
0000074738	megahit_33422_35901-36665	PF00881.19	48.1	6.9e-13	Nitroreductase	-	PFAM	Nitroreductase family
0000074757	megahit_33422_51444-54389	PF05193.16	81.3	4.3e-23	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000074757	megahit_33422_51444-54389	PF08367.6	199.5	2.5e-59	M16C_assoc	-	PFAM	Peptidase M16C associated
0000074757	megahit_33422_51444-54389	K06972_355	984.2	3.3e-296	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000074797	megahit_33422_94334-95719	PF13091.1	90	6.4e-26	PLDc_2	-	PFAM	PLD-like domain
0000074859	megahit_33422_169998-170342	PF02452.12	108.6	1.2e-31	PemK	-	PFAM	PemK-like protein
0000074970	megahit_33484_3-239	PF02452.12	49.4	2.9e-13	PemK	-	PFAM	PemK-like protein
0000075017	megahit_33537_327-698	PF02742.10	45	4.2e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000075017	megahit_33537_327-698	PF01325.14	41.4	6.5e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000075037	megahit_33549_6315-8768	K12679_6	344.1	8.8e-103	icsA, virG	-	KEGG	outer membrane protein IcsA
0000075325	megahit_33786_1487-1873	PF02742.10	53.1	1.2e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000075580	megahit_33959_2906-4144	K12340_892	50.8	5.9e-14	tolC	-	KEGG	outer membrane protein
0000075582	megahit_33959_5405-8518	PF00873.14	758.7	4.7e-228	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000075629	megahit_33976_20514-21110	PF00881.19	46	3.1e-12	Nitroreductase	-	PFAM	Nitroreductase family
0000075640	megahit_33976_28678-31617	K06972_355	951.4	2.7e-286	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000075640	megahit_33976_28678-31617	PF08367.6	144.7	1.4e-42	M16C_assoc	-	PFAM	Peptidase M16C associated
0000075640	megahit_33976_28678-31617	PF05193.16	61.2	6.3e-17	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000075686	megahit_33976_86337-87743	K12340_892	117.1	4.3e-34	tolC	-	KEGG	outer membrane protein
0000075751	megahit_33976_155547-156239	PF13972.1	129.3	4.8e-38	TetR	-	PFAM	Bacterial transcriptional repressor
0000075773	megahit_33976_177853-178962	PF03372.18	64.3	1.1e-17	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000075828	megahit_33976_236154-236993	K03699_483	223.7	1.6e-66	tlyC	-	KEGG	putative hemolysin
0000075959	megahit_34009_9817-10377	PF02452.12	85.4	1.9e-24	PemK	-	PFAM	PemK-like protein
0000075987	megahit_34039_808-2931	K01114_780_95_420	474.2	1.9e-142	plc	-	KEGG	Phospholipase C
0000075987	megahit_34039_808-2931	TIGR03396	704.6	7.1e-212	PC_PLC	-	TIGR	phospholipase C, phosphocholine-specific
0000076021	megahit_34062_2-1228	K03699_483	389.2	9.7e-117	tlyC	-	KEGG	putative hemolysin
0000076052	megahit_34078_3-422	K12340_892	89.8	8.3e-26	tolC	-	KEGG	outer membrane protein
0000076196	megahit_34136_18974-19342	PF00903.20	40.2	1.9e-10	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000076231	megahit_34148_8869-10425	PF13091.1	97.6	2.8e-28	PLDc_2	-	PFAM	PLD-like domain
0000076255	megahit_34148_37810-39333	PF00246.19	143.6	5.9e-42	Peptidase_M14	-	PFAM	Zinc carboxypeptidase
0000076356	megahit_34171_33299-33709	PF02452.12	110.1	3.9e-32	PemK	-	PFAM	PemK-like protein
0000076393	megahit_34195_3993-4751	PF03372.18	99.8	1.5e-28	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000076713	megahit_34380_38813-39199	PF01325.14	50.8	7.8e-14	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000076713	megahit_34380_38813-39199	PF02742.10	48.3	4e-13	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000076837	megahit_34413_14256-14936	PF00717.18	41.5	4.8e-11	Peptidase_S24	-	PFAM	Peptidase S24-like
0000076886	megahit_34431_4804-5232	PF05105.7	142.4	3e-42	Phage_holin_4	-	PFAM	Holin family
0000076886	megahit_34431_4804-5232	TIGR01593	102.7	7.2e-30	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000077235	megahit_34591_36248-36841	PF00717.18	55	3e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000077273	megahit_34594_3-629	K10954_66	43.9	1.4e-11	zot	-	KEGG	zona occludens toxin
0000077547	megahit_34743_4089-4469	PF00903.20	68.7	3e-19	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000077622	megahit_34793_15968-16318	PF07883.6	59.3	1.2e-16	Cupin_2	-	PFAM	Cupin domain
0000077948	megahit_34929_266-1597	PF13091.1	124.4	1.4e-36	PLDc_2	-	PFAM	PLD-like domain
0000077952	megahit_34931_2451-3098	PF01636.18	45.5	4.8e-12	APH	-	PFAM	Phosphotransferase enzyme family
0000077975	megahit_34947_17083-17910	PF14058.1	92.3	1.9e-26	PcfK	-	PFAM	PcfK-like protein
0000078069	megahit_35000_44921-45289	PF01909.18	40.1	2.3e-10	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000078101	megahit_35013_8247-9254	K11060_3	50.7	5.8e-14	entB	-	KEGG	probable enterotoxin B
0000078135	megahit_35023_13083-13784	PF04488.10	48.6	5.5e-13	Gly_transf_sug	-	PFAM	Glycosyltransferase sugar-binding region containing DXD motif
0000078188	megahit_35053_3-764	PF14057.1	467.9	8.3e-141	GGGtGRT	-	PFAM	GGGtGRT protein
0000078364	megahit_35053_195781-196716	PF01636.18	42.7	3.5e-11	APH	-	PFAM	Phosphotransferase enzyme family
0000078407	megahit_35061_1717-3612	K11021_124	54.5	3.3e-15	tccC	-	KEGG	insecticidal toxin complex protein TccC
0000078541	megahit_35152_2053-2541	PF05105.7	99.6	5.6e-29	Phage_holin_4	-	PFAM	Holin family
0000078541	megahit_35152_2053-2541	TIGR01593	55.8	2.3e-15	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000078605	megahit_35205_38917-40233	PF07883.6	45.5	2.5e-12	Cupin_2	-	PFAM	Cupin domain
0000078688	megahit_35223_3-842	K13285_64	158.6	2e-46	sipB, ipaB, bipB	-	KEGG	invasin B
0000078693	megahit_35227_74-601	PF00881.19	100.7	4.8e-29	Nitroreductase	-	PFAM	Nitroreductase family
0000078926	megahit_35252_64155-65750	K11060_3	64.5	3.7e-18	entB	-	KEGG	probable enterotoxin B
0000078939	megahit_35273_3-674	K03699_483	227.7	1.1e-67	tlyC	-	KEGG	putative hemolysin
0000078981	megahit_35291_769-1560	PF00881.19	89.7	1.2e-25	Nitroreductase	-	PFAM	Nitroreductase family
0000078992	megahit_35291_11210-11479	PF01909.18	41	1.2e-10	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000079047	megahit_35298_27077-27436	PF00903.20	42.5	3.7e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000079066	megahit_35298_48131-48664	PF07883.6	57	6.3e-16	Cupin_2	-	PFAM	Cupin domain
0000079178	megahit_35327_4324-5919	PF13091.1	95.6	1.1e-27	PLDc_2	-	PFAM	PLD-like domain
0000079227	megahit_35327_36182-36997	PF00881.19	108.4	2.1e-31	Nitroreductase	-	PFAM	Nitroreductase family
0000079231	megahit_35327_39559-40089	PF00881.19	103.4	7.3e-30	Nitroreductase	-	PFAM	Nitroreductase family
0000079407	megahit_35455_368-1189	PF00882.13	42	4.7e-11	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C
0000079426	megahit_35479_1-1188	K03699_483	439.8	4.6e-132	tlyC	-	KEGG	putative hemolysin
0000079488	megahit_35529_3358-3786	PF05105.7	143.5	1.4e-42	Phage_holin_4	-	PFAM	Holin family
0000079488	megahit_35529_3358-3786	TIGR01593	99.1	9.1e-29	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000079502	megahit_35531_852-1871	PF13950.1	106.5	3.2e-31	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000079504	megahit_35531_3099-3479	PF01325.14	51.8	3.6e-14	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000079504	megahit_35531_3099-3479	PF02742.10	54.4	4.9e-15	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000079539	megahit_35535_43709-44602	PF07883.6	41	6.3e-11	Cupin_2	-	PFAM	Cupin domain
0000079586	megahit_35535_90647-92941	PF01473.15	42.6	2.3e-11	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000079586	megahit_35535_90647-92941	K11063_6	77.4	1.7e-22	tcdAB	-	KEGG	toxin A\/B
0000079590	megahit_35535_96593-97909	PF07883.6	45.2	3.2e-12	Cupin_2	-	PFAM	Cupin domain
0000079636	megahit_35568_4015-4632	PF00717.18	54.3	4.9e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000079642	megahit_35569_80-430	PF02452.12	104.3	2.5e-30	PemK	-	PFAM	PemK-like protein
0000079680	megahit_35590_1230-2321	PF01636.18	63.6	1.4e-17	APH	-	PFAM	Phosphotransferase enzyme family
0000079681	megahit_35590_2471-3478	PF13950.1	105	9.4e-31	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000079738	megahit_35615_22529-23806	PF00675.15	46.6	1.9e-12	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000079738	megahit_35615_22529-23806	PF05193.16	67.1	1e-18	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000079739	megahit_35615_23811-25085	PF05193.16	73.3	1.3e-20	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000079930	megahit_35709_16041-16469	PF07883.6	42.7	1.9e-11	Cupin_2	-	PFAM	Cupin domain
0000079980	megahit_35720_3523-3870	PF02452.12	111.2	1.8e-32	PemK	-	PFAM	PemK-like protein
0000079981	megahit_35720_3953-4693	K03699_483	242.8	2.6e-72	tlyC	-	KEGG	putative hemolysin
0000080079	megahit_35775_13971-15158	PF01636.18	106.6	1.1e-30	APH	-	PFAM	Phosphotransferase enzyme family
0000080088	megahit_35776_1192-1521	PF07883.6	58.9	1.7e-16	Cupin_2	-	PFAM	Cupin domain
0000080176	megahit_35827_4809-6383	PF13091.1	102.3	9.8e-30	PLDc_2	-	PFAM	PLD-like domain
0000080187	megahit_35832_2824-3441	PF00717.18	54.8	3.5e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000080239	megahit_35838_15981-17315	K03699_483	483.2	2.9e-145	tlyC	-	KEGG	putative hemolysin
0000080267	megahit_35871_6897-7253	PF07883.6	42.9	1.6e-11	Cupin_2	-	PFAM	Cupin domain
0000080318	megahit_35882_13798-15084	K03699_483	413.5	4.3e-124	tlyC	-	KEGG	putative hemolysin
0000080322	megahit_35882_18088-18993	K11041_146	325	2.1e-97	eta	-	KEGG	exfoliative toxin A\/B
0000080454	megahit_35933_17-637	PF13972.1	121.3	1.4e-35	TetR	-	PFAM	Bacterial transcriptional repressor
0000080459	megahit_35933_4080-6131	PF13954.1	124.8	1.2e-36	PapC_N	-	PFAM	PapC N-terminal domain
0000080480	megahit_35943_1-675	K03699_483	208.7	6e-62	tlyC	-	KEGG	putative hemolysin
0000080487	megahit_35948_5555-7000	K11060_3	70.6	5.1e-20	entB	-	KEGG	probable enterotoxin B
0000080511	megahit_35948_29316-33839	K01197_243	469	7.8e-141	hya	-	KEGG	hyaluronoglucosaminidase [EC:3.2.1.35]
0000080540	megahit_35975_10822-11199	PF02452.12	106.4	5.5e-31	PemK	-	PFAM	PemK-like protein
0000080592	megahit_36002_18658-19947	K03699_483	288	5.2e-86	tlyC	-	KEGG	putative hemolysin
0000080593	megahit_36002_19944-21212	K03699_483	331.2	4e-99	tlyC	-	KEGG	putative hemolysin
0000080626	megahit_36002_54979-55854	PF14058.1	54.1	1.1e-14	PcfK	-	PFAM	PcfK-like protein
0000080715	megahit_36058_1369-1926	PF02452.12	91.3	2.7e-26	PemK	-	PFAM	PemK-like protein
0000080794	megahit_36099_1344-2441	K11060_3	86.8	6.6e-25	entB	-	KEGG	probable enterotoxin B
0000080884	megahit_36176_4752-6218	K12340_892	87.9	3.3e-25	tolC	-	KEGG	outer membrane protein
0000080925	megahit_36189_1055-1561	PF01885.11	158.7	6.3e-47	PTS_2-RNA	-	PFAM	RNA 2'-phosphotransferase, Tpt1 / KptA family
0000081087	megahit_36265_18893-19252	PF02742.10	53.2	1.1e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000081087	megahit_36265_18893-19252	PF01325.14	40.1	1.7e-10	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000081106	megahit_36265_35997-37013	PF13950.1	116.3	2.7e-34	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000081155	megahit_36265_86928-87275	PF07883.6	59.5	1.1e-16	Cupin_2	-	PFAM	Cupin domain
0000081322	megahit_36347_93998-94867	PF03837.9	144.3	1.9e-42	RecT	-	PFAM	RecT family
0000081336	megahit_36353_12993-13436	K11060_3	55.5	1.9e-15	entB	-	KEGG	probable enterotoxin B
0000081557	megahit_36417_14555-14746	PF07927.7	68.4	2.3e-19	YcfA	-	PFAM	YcfA-like protein
0000081815	megahit_36495_2-1015	PF05193.16	140.3	3.6e-41	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000081815	megahit_36495_2-1015	PF00675.15	96.2	9.9e-28	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000081815	megahit_36495_2-1015	K06972_355	47.1	4.2e-13	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000082017	megahit_36562_65-1567	K11060_3	63.5	7.4e-18	entB	-	KEGG	probable enterotoxin B
0000082074	megahit_36587_1669-1971	PF05016.9	47.9	8.5e-13	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000082079	megahit_36589_2109-2696	PF07883.6	44.5	5.1e-12	Cupin_2	-	PFAM	Cupin domain
0000082121	megahit_36602_9779-10357	PF00881.19	89.6	1.2e-25	Nitroreductase	-	PFAM	Nitroreductase family
0000082256	megahit_36663_26771-27094	PF13992.1	94.5	2e-27	YecR	-	PFAM	YecR-like lipoprotein
0000082344	megahit_36706_2957-3130	PF14057.1	101.1	3.3e-29	GGGtGRT	-	PFAM	GGGtGRT protein
0000082414	megahit_36757_14892-15422	PF02452.12	96.3	7.7e-28	PemK	-	PFAM	PemK-like protein
0000082491	megahit_36819_1172-1693	PF00903.20	40.6	1.4e-10	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000082572	megahit_36888_2553-3632	PF01636.18	77	1.1e-21	APH	-	PFAM	Phosphotransferase enzyme family
0000082690	megahit_36931_3903-4217	PF05016.9	47.6	1e-12	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000082698	megahit_36931_10288-11094	PF03837.9	195.6	3.6e-58	RecT	-	PFAM	RecT family
0000082810	megahit_36981_3372-3800	PF00717.18	50.9	5.9e-14	Peptidase_S24	-	PFAM	Peptidase S24-like
0000082890	megahit_36999_26121-29054	PF05193.16	71.8	3.6e-20	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000082890	megahit_36999_26121-29054	PF08367.6	198.7	4.5e-59	M16C_assoc	-	PFAM	Peptidase M16C associated
0000082890	megahit_36999_26121-29054	K06972_355	996	9.2e-300	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000082976	megahit_37019_36210-36581	PF00903.20	44.9	6.7e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000083021	megahit_37048_3814-5226	PF13091.1	104.7	1.7e-30	PLDc_2	-	PFAM	PLD-like domain
0000083050	megahit_37050_5309-6310	K11060_3	46.8	8.6e-13	entB	-	KEGG	probable enterotoxin B
0000083061	megahit_37067_661-1608	PF03837.9	150.3	2.6e-44	RecT	-	PFAM	RecT family
0000083072	megahit_37067_5924-6538	PF00717.18	70.2	5.3e-20	Peptidase_S24	-	PFAM	Peptidase S24-like
0000083190	megahit_37117_29410-29934	PF00717.18	53.8	7.1e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000083302	megahit_37170_2352-3113	PF03372.18	84.7	6.3e-24	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000083382	megahit_37215_42785-43312	PF00881.19	112.9	8.6e-33	Nitroreductase	-	PFAM	Nitroreductase family
0000083445	megahit_37215_99173-99808	PF07883.6	49.3	1.6e-13	Cupin_2	-	PFAM	Cupin domain
0000083474	megahit_37215_123903-124910	PF14057.1	640	3.5e-193	GGGtGRT	-	PFAM	GGGtGRT protein
0000083535	megahit_37235_6153-9077	K06972_355	1008.6	1.4e-303	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000083535	megahit_37235_6153-9077	PF05193.16	73.3	1.3e-20	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000083535	megahit_37235_6153-9077	PF08367.6	208.2	5.5e-62	M16C_assoc	-	PFAM	Peptidase M16C associated
0000083691	megahit_37245_29006-30019	PF01636.18	77.6	7.5e-22	APH	-	PFAM	Phosphotransferase enzyme family
0000083707	megahit_37253_4268-4888	PF00717.18	57.6	4.5e-16	Peptidase_S24	-	PFAM	Peptidase S24-like
0000083727	megahit_37283_3284-3682	K11060_3	61.5	2.9e-17	entB	-	KEGG	probable enterotoxin B
0000083759	megahit_37320_518-1117	PF00882.13	52	3.8e-14	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C
0000083775	megahit_37346_100-798	PF01636.18	41.1	1.1e-10	APH	-	PFAM	Phosphotransferase enzyme family
0000083898	megahit_37383_24128-24877	PF03372.18	96.5	1.6e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000083912	megahit_37385_296-1060	K11062_2	61.2	3.3e-17	entD	-	KEGG	probable enterotoxin D
0000083914	megahit_37385_1421-1900	TIGR01593	44.4	7.6e-12	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000083914	megahit_37385_1421-1900	PF05105.7	88.1	2.1e-25	Phage_holin_4	-	PFAM	Holin family
0000083921	megahit_37391_8064-9620	PF13091.1	99.3	8.1e-29	PLDc_2	-	PFAM	PLD-like domain
0000083952	megahit_37401_1160-3286	PF13091.1	40.2	1.6e-10	PLDc_2	-	PFAM	PLD-like domain
0000084002	megahit_37436_956-1294	PF01909.18	52.9	2.3e-14	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000084006	megahit_37436_3652-4278	PF03837.9	153.5	2.7e-45	RecT	-	PFAM	RecT family
0000084120	megahit_37577_4207-6870	PF00246.19	51.5	7e-14	Peptidase_M14	-	PFAM	Zinc carboxypeptidase
0000084212	megahit_37624_2928-3299	PF00903.20	43.8	1.5e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000084256	megahit_37624_49451-50365	PF07883.6	40.2	1.2e-10	Cupin_2	-	PFAM	Cupin domain
0000084302	megahit_37626_7783-8469	PF00717.18	58.1	3.2e-16	Peptidase_S24	-	PFAM	Peptidase S24-like
0000084582	megahit_37760_860-1186	PF05016.9	56.5	1.8e-15	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000084583	megahit_37760_1183-1485	PF04221.7	55.4	2.4e-15	RelB	-	PFAM	RelB antitoxin
0000084639	megahit_37793_11290-11634	PF02452.12	109.3	7.1e-32	PemK	-	PFAM	PemK-like protein
0000084698	megahit_37806_464-799	PF01909.18	42.5	3.9e-11	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000084836	megahit_37889_3688-4329	K11062_2	42.1	2e-11	entD	-	KEGG	probable enterotoxin D
0000084837	megahit_37892_42-1046	PF14057.1	643.4	3.3e-194	GGGtGRT	-	PFAM	GGGtGRT protein
0000084911	megahit_37968_5576-6499	PF07883.6	41.2	5.6e-11	Cupin_2	-	PFAM	Cupin domain
0000084950	megahit_37968_56399-56677	TIGR00053	73.6	7.7e-21	TIGR00053	-	TIGR	addiction module toxin component, YafQ family
0000084950	megahit_37968_56399-56677	TIGR02385	82.4	1.3e-23	RelE_StbE	-	TIGR	addiction module toxin, RelE/StbE family
0000084951	megahit_37968_56670-56939	PF04221.7	41.8	4.3e-11	RelB	-	PFAM	RelB antitoxin
0000084964	megahit_37968_71547-71858	PF05016.9	59.2	2.5e-16	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000085069	megahit_38009_7475-8638	K12340_892	45.8	1.9e-12	tolC	-	KEGG	outer membrane protein
0000085070	megahit_38009_8681-11728	PF00873.14	687.1	2e-206	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000085090	megahit_38009_35497-37662	PF13091.1	43.4	1.7e-11	PLDc_2	-	PFAM	PLD-like domain
0000085096	megahit_38009_43110-44612	PF13091.1	116.8	3.3e-34	PLDc_2	-	PFAM	PLD-like domain
0000085275	megahit_38084_8696-9217	PF00881.19	102.3	1.6e-29	Nitroreductase	-	PFAM	Nitroreductase family
0000085328	megahit_38121_3071-3922	PF00881.19	75.3	3e-21	Nitroreductase	-	PFAM	Nitroreductase family
0000085428	megahit_38175_1004-1315	PF05016.9	67.1	8.6e-19	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000085437	megahit_38179_7147-7737	PF07883.6	42.6	2.1e-11	Cupin_2	-	PFAM	Cupin domain
0000085464	megahit_38194_5617-6117	PF00881.19	94.5	3.7e-27	Nitroreductase	-	PFAM	Nitroreductase family
0000085622	megahit_38252_563-916	PF02452.12	107.5	2.6e-31	PemK	-	PFAM	PemK-like protein
0000085658	megahit_38283_17386-18402	PF13950.1	112	5.9e-33	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000085796	megahit_38330_58326-58946	PF00717.18	57.8	4.2e-16	Peptidase_S24	-	PFAM	Peptidase S24-like
0000085807	megahit_38333_2624-3181	PF05105.7	145.4	3.5e-43	Phage_holin_4	-	PFAM	Holin family
0000085807	megahit_38333_2624-3181	TIGR01593	94.7	2.2e-27	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000085910	megahit_38395_4281-5891	K11063_6	40.6	2.1e-11	tcdAB	-	KEGG	toxin A\/B
0000085989	megahit_38436_7354-7905	PF00881.19	43.5	1.8e-11	Nitroreductase	-	PFAM	Nitroreductase family
0000086028	megahit_38449_14619-15575	PF02452.12	82.1	1.9e-23	PemK	-	PFAM	PemK-like protein
0000086169	megahit_38529_28344-29447	K10816_8	53	1.1e-14	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000086230	megahit_38534_901-1254	PF01909.18	55.5	3.4e-15	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000086241	megahit_38551_736-2526	PF15521.1	120.2	5.7e-35	Ntox11	-	PFAM	Putative toxin 41
0000086312	megahit_38609_4095-5126	K11060_3	92.8	9.9e-27	entB	-	KEGG	probable enterotoxin B
0000086312	megahit_38609_4095-5126	K11062_2	44.4	4e-12	entD	-	KEGG	probable enterotoxin D
0000086350	megahit_38629_21041-22246	K11062_2	72.1	1.7e-20	entD	-	KEGG	probable enterotoxin D
0000086566	megahit_38750_26822-27376	PF00881.19	95.9	1.5e-27	Nitroreductase	-	PFAM	Nitroreductase family
0000086591	megahit_38750_49557-50105	PF00881.19	86	1.6e-24	Nitroreductase	-	PFAM	Nitroreductase family
0000086615	megahit_38750_75488-76846	K03699_483	473.7	2.3e-142	tlyC	-	KEGG	putative hemolysin
0000086660	megahit_38794_1121-1660	PF00881.19	77.6	6e-22	Nitroreductase	-	PFAM	Nitroreductase family
0000086664	megahit_38803_1409-2848	PF01473.15	89.2	3.6e-26	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000086664	megahit_38803_1409-2848	K11063_6	123.6	2.1e-36	tcdAB	-	KEGG	toxin A\/B
0000086710	megahit_38833_4453-5715	K10815_8	62.3	1.5e-17	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]
0000086711	megahit_38833_5731-7215	K10816_8	56	1.3e-15	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000086837	megahit_38843_21734-22105	PF00903.20	50.1	1.7e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000087040	megahit_38877_5317-5688	PF02452.12	107	3.6e-31	PemK	-	PFAM	PemK-like protein
0000087132	megahit_38944_11060-11815	PF01636.18	59.8	2.1e-16	APH	-	PFAM	Phosphotransferase enzyme family
0000087228	megahit_38981_3-1916	PF13091.1	47.5	8.7e-13	PLDc_2	-	PFAM	PLD-like domain
0000087254	megahit_38998_17485-18966	K11062_2	58.1	2.8e-16	entD	-	KEGG	probable enterotoxin D
0000087325	megahit_39018_14297-15136	K03699_483	256.9	1.4e-76	tlyC	-	KEGG	putative hemolysin
0000087357	megahit_39037_18675-20306	PF01636.18	61.4	6.9e-17	APH	-	PFAM	Phosphotransferase enzyme family
0000087397	megahit_39062_3309-4196	K11062_2	48.8	1.9e-13	entD	-	KEGG	probable enterotoxin D
0000087397	megahit_39062_3309-4196	K11060_3	80.3	6e-23	entB	-	KEGG	probable enterotoxin B
0000087405	megahit_39067_1652-1936	K03699_483	57.2	5.5e-16	tlyC	-	KEGG	putative hemolysin
0000087426	megahit_39097_3-323	K11063_6	46.5	3.5e-13	tcdAB	-	KEGG	toxin A\/B
0000087426	megahit_39097_3-323	PF01473.15	53.5	7.9e-15	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000087454	megahit_39116_368-838	PF02452.12	78.2	3.3e-22	PemK	-	PFAM	PemK-like protein
0000087476	megahit_39136_3727-4062	K11022_5	53.3	1.5e-14	rtxA1	-	KEGG	structural toxin protein (hemagglutinin\/hemolysin) RtxA
0000087535	megahit_39183_1862-2563	PF00717.18	46.4	1.4e-12	Peptidase_S24	-	PFAM	Peptidase S24-like
0000087727	megahit_39238_219-971	PF03372.18	98.1	4.8e-28	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000088105	megahit_39428_38468-39673	PF01636.18	44.3	1.1e-11	APH	-	PFAM	Phosphotransferase enzyme family
0000088244	megahit_39467_3-1340	K03699_483	475.5	6.7e-143	tlyC	-	KEGG	putative hemolysin
0000088343	megahit_39507_1-2706	K06972_355	938.1	2.9e-282	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
