Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
human1_HC-19_maxbin.025.fasta_sub.contigs.fa,o__Clostridiales (UID1120),304,249,142,58.04,14.4,8.82,5442528,85075,6660,6660,5052,307,228,215,2162,2055,39.8,6.86,-100.0,-1,-1,94,125,28,2,0,0
human1_HC-19_maxbin.027.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,99.66,56.19,26.14,7697173,121177,6939,6939,17608,420,332,314,2794,2691,39.2,4.67,-100.0,-1,-1,1,52,34,16,1,0
human1_HC-19_maxbin.028.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,71.24,0.07,100.0,2148032,16927,1901,1901,42401,407,333,324,2211,2172,35.9,5.6,-100.0,-1,-1,59,151,1,0,0,0
human1_HC-19_maxbin.029.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,93.72,67.34,2.25,3546484,29669,4119,4119,18961,325,258,251,1607,1569,38.4,4.4,-100.0,-1,-1,14,124,100,24,1,0
human1_HC-19_maxbin.030.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,28.36,3.22,10.0,2203041,21793,2705,2705,4500,308,240,232,3127,3008,38.9,5.14,-100.0,-1,-1,169,80,7,1,0,0
human1_HC-19_maxbin.031.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,90.27,74.0,41.03,4654348,52338,4900,4900,6214,348,280,269,3365,3240,40.2,4.79,-100.0,-1,-1,14,43,33,11,2,0
human1_HC-19_maxbin.032.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,93.1,16.55,0.0,2002127,31422,2063,2063,10095,364,288,273,1866,1764,38.8,6.3,-100.0,-1,-1,4,76,24,0,0,0
human1_HC-19_maxbin.033.fasta.contigs.fa,k__Bacteria (UID203),5449,102,56,91.79,45.94,12.5,6515670,71897,7544,7544,4262,325,259,249,2715,2608,41.7,6.36,-100.0,-1,-1,11,61,25,5,0,0
human1_HC-19_maxbin.034.fasta_sub.contigs.fa,k__Bacteria (UID203),5449,102,56,35.88,8.6,12.5,1096292,9469,1220,1220,2952,343,266,258,3173,3079,36.2,5.1,-100.0,-1,-1,55,31,16,0,0,0
human1_HC-19_maxbin.035.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,92.16,59.33,0.0,7310358,70545,7723,7723,4859,350,287,277,2574,2430,35.4,5.59,-100.0,-1,-1,13,49,37,5,0,0
human1_HC-19_maxbin.036.fasta_sub.contigs.fa,k__Bacteria (UID203),5449,103,58,52.9,6.9,0.0,2337541,43099,3063,3064,2251,275,217,203,1309,1139,40.8,5.86,-100.0,-1,-1,64,34,5,0,0,0
human1_HC-19_maxbin.038.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,83.87,12.15,0.0,2726213,23964,3177,3177,3793,324,254,246,1751,1677,37.1,6.62,-100.0,-1,-1,58,180,22,0,1,0
human1_HC-19_maxbin.039.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,83.49,5.03,9.09,2636224,45584,2907,2907,5249,347,273,257,2737,2544,38.7,6.3,-100.0,-1,-1,65,189,8,1,0,0
human1_HC-19_maxbin.043.fasta_sub.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,59.97,29.79,7.55,4608233,58529,5975,5975,2298,282,218,208,1613,1506,39.8,7.52,-100.0,-1,-1,169,121,41,18,2,3
human1_HC-19_maxbin.044.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,71.93,14.43,1.92,2791511,24551,3494,3494,2523,303,235,228,1657,1622,40.2,5.07,-100.0,-1,-1,79,148,28,8,0,0
human1_HC-19_maxbin.047.fasta.contigs.fa,o__Lactobacillales (UID544),293,473,265,66.9,5.19,0.0,2359031,28496,3140,3140,1987,277,218,209,1331,1249,34.5,7.48,-100.0,-1,-1,152,296,23,2,0,0
human1_HC-19_metabat2.103.fa.contigs.fa,p__Firmicutes (UID1022),100,295,158,77.93,0.63,100.0,976496,13239,1019,1019,9323,335,289,276,1180,1135,39.3,4.75,-100.0,-1,-1,91,203,1,0,0,0
human1_HC-19_metabat2.113.fa.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,12.28,0.0,0.0,453623,5291,471,471,50173,358,282,270,1596,1502,40.5,7.89,-100.0,-1,-1,274,59,0,0,0,0
human1_HC-19_metabat2.44.fa_sub.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,6.15,0.0,0.0,371356,5325,352,352,211265,396,316,301,2708,2510,37.8,3.4,-100.0,-1,-1,360,60,0,0,0,0
human1_HC-19_metabat2.60.fa.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,9.32,0.0,0.0,502448,6288,497,497,41798,354,291,278,1293,1239,40.4,2.44,-100.0,-1,-1,284,49,0,0,0,0
human1_HC-19_metabat2.75.fa.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,22.81,0.57,0.0,786605,9909,777,777,67827,371,295,282,1562,1430,40.0,8.54,-100.0,-1,-1,261,91,2,0,0,0
human1_HC-19_metabat2.81.fa_sub.contigs.fa,p__Actinobacteria (UID2112),31,211,124,53.93,3.26,40.0,1576308,11459,1607,1607,5095,369,290,283,1556,1503,36.2,5.19,-100.0,-1,-1,111,90,10,0,0,0
human1_HC-19_metabat2.94.fa.contigs.fa,o__Clostridiales (UID1212),172,263,149,15.44,0.0,0.0,432051,5394,418,418,28493,335,283,270,1303,1245,39.6,7.04,-100.0,-1,-1,192,71,0,0,0,0
human1_HC-1_maxbin.001.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,82.0,4.59,0.0,2907086,41575,2909,2909,106207,378,294,280,2726,2496,39.0,5.82,-100.0,-1,-1,73,334,13,0,0,0
human1_HC-1_maxbin.003.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,91.08,2.87,0.0,4590176,66855,3889,3889,107464,434,355,338,1975,1887,38.9,4.68,-100.0,-1,-1,31,450,11,0,0,0
human1_HC-1_maxbin.004.fasta_sub.contigs.fa,g__Bacteroides (UID2691),33,839,309,94.22,6.55,27.54,6900561,112973,5583,5583,122815,467,375,355,2010,1890,39.0,4.9,-100.0,-1,-1,35,740,63,0,1,0
human1_HC-1_maxbin.005.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,87.88,0.0,0.0,1592311,20222,1578,1578,96866,355,296,283,2464,2285,39.7,5.87,-100.0,-1,-1,46,249,0,0,0,0
human1_HC-1_maxbin.006.fasta.contigs.fa,o__Clostridiales (UID1212),172,260,146,98.63,0.0,0.0,2785837,39181,2624,2625,88343,389,313,298,3245,2925,39.4,6.3,-100.0,-1,-1,3,257,0,0,0,0
human1_HC-1_maxbin.008.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,91.62,2.42,14.29,3202069,40789,2900,2901,68931,402,331,316,2787,2669,39.1,6.47,-100.0,-1,-1,64,349,7,0,0,0
human1_HC-1_maxbin.009.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,100.0,0.0,0.0,2623669,26952,2522,2522,129551,375,304,293,1804,1715,36.4,6.77,-100.0,-1,-1,0,261,0,0,0,0
human1_HC-1_maxbin.010.fasta.contigs.fa,o__Bacteroidales (UID2654),163,486,266,68.48,2.67,64.29,3070170,46429,2855,2855,11971,418,325,309,1841,1761,39.4,4.64,-100.0,-1,-1,157,317,11,1,0,0
human1_HC-1_maxbin.011.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,19.59,0.0,0.0,2100170,32790,2377,2377,10419,348,253,239,2692,2559,38.6,5.66,-100.0,-1,-1,83,21,0,0,0,0
human1_HC-1_maxbin.012.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,39.34,0.63,0.0,1200298,12704,1084,1084,43085,376,323,311,4532,4362,40.0,3.56,-100.0,-1,-1,180,97,1,0,0,0
human1_HC-1_maxbin.013.fasta_sub.contigs.fa,o__Clostridiales (UID1226),155,278,158,27.33,3.16,0.0,1008137,11539,896,896,58428,386,323,310,1543,1448,39.6,7.25,-100.0,-1,-1,195,74,9,0,0,0
human1_HC-1_maxbin.014.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,87.94,1.9,33.33,3853808,49243,3555,3556,42285,397,316,302,2997,2851,40.0,6.44,-100.0,-1,-1,32,243,3,0,0,0
human1_HC-1_maxbin.015.fasta.contigs.fa,o__Lactobacillales (UID544),293,473,265,99.25,0.0,0.0,3406936,41735,3261,3261,189503,368,307,294,3118,2943,34.0,6.77,-100.0,-1,-1,2,471,0,0,0,0
human1_HC-1_maxbin.018.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,88.51,1.52,0.0,5309790,60999,5084,5084,96736,375,299,287,3067,2937,41.0,5.69,-100.0,-1,-1,40,310,4,0,0,0
human1_HC-1_maxbin.020.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,66.44,0.0,0.0,1370423,11461,1397,1397,133350,353,289,280,1344,1305,38.2,3.55,-100.0,-1,-1,81,182,0,0,0,0
human1_HC-1_maxbin.021.fasta_sub.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,79.91,28.85,24.18,2608822,32581,2449,2449,96850,385,318,305,3289,3009,40.3,7.53,-100.0,-1,-1,74,178,76,5,0,0
human1_HC-1_maxbin.022.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,69.65,9.94,25.81,2785509,35963,2779,2779,54895,364,293,280,2961,2776,40.4,6.45,-100.0,-1,-1,108,196,28,1,0,0
human1_HC-1_maxbin.023.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,96.75,25.69,1.37,3165001,47245,3415,3415,23462,344,268,254,1641,1551,39.9,6.23,-100.0,-1,-1,7,238,40,9,1,0
human1_HC-1_maxbin.025.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,87.25,7.99,19.35,2405284,39225,2314,2314,99269,378,314,297,2110,1997,39.0,6.18,-100.0,-1,-1,24,218,19,0,2,0
human1_HC-1_maxbin.026.fasta.contigs.fa,c__Epsilonproteobacteria (UID3065),111,445,271,95.02,1.2,20.0,1612014,33520,1650,1650,196985,357,302,282,2358,2134,40.3,6.39,-100.0,-1,-1,26,414,5,0,0,0
human1_HC-1_maxbin.028.fasta_sub.contigs.fa,o__Clostridiales (UID1226),155,278,158,82.91,20.57,0.0,2670160,31274,2446,2446,42699,392,324,311,3271,3031,40.7,6.37,-100.0,-1,-1,56,166,56,0,0,0
human1_HC-1_maxbin.029.fasta_sub.contigs.fa,k__Bacteria (UID203),5449,104,58,90.91,52.98,5.0,6718140,101721,5930,5930,39894,421,341,324,3011,2800,39.2,4.59,-100.0,-1,-1,13,47,36,8,0,0
human1_HC-1_maxbin.030.fasta.contigs.fa,g__Prevotella (UID2724),55,567,296,83.0,0.72,0.0,2882323,43238,2364,2364,55346,439,355,337,2580,2419,38.4,4.55,-100.0,-1,-1,94,463,10,0,0,0
human1_HC-1_maxbin.031.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,95.89,7.96,8.0,3978058,46648,4022,4022,117538,361,302,290,3718,3505,41.1,6.0,-100.0,-1,-1,24,286,22,1,0,0
human1_HC-1_maxbin.033.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,92.6,3.03,0.0,1674898,16285,1587,1587,25620,383,314,304,1577,1512,36.0,6.29,-100.0,-1,-1,14,186,10,1,0,0
human1_HC-1_maxbin.036.fasta_sub.contigs.fa,o__Clostridiales (UID1212),172,263,149,1.51,0.0,0.0,133197,1706,143,143,7847,342,277,265,996,948,39.3,0.0,-100.0,-1,-1,228,35,0,0,0,0
human1_HC-1_maxbin.037.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,87.14,3.91,0.0,1849233,16035,1931,1931,7693,350,280,271,1596,1557,39.1,5.76,-100.0,-1,-1,35,214,8,0,0,0
human1_HC-1_maxbin.042.fasta_sub.contigs.fa,k__Bacteria (UID203),5449,103,58,59.48,25.0,2.86,5423177,83491,6741,6741,3141,298,230,218,2047,1909,40.2,5.37,-100.0,-1,-1,37,43,17,6,0,0
human1_HC-1_maxbin.043.fasta.contigs.fa,o__Clostridiales (UID1120),304,250,143,80.2,4.84,8.33,2177263,38484,2757,2757,3090,293,233,219,2099,1944,40.9,4.07,-100.0,-1,-1,78,160,12,0,0,0
human1_HC-1_maxbin.044.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,50.86,12.13,0.0,1950313,20027,2431,2431,3723,307,231,223,2027,1972,36.3,4.95,-100.0,-1,-1,32,44,27,1,0,0
human1_HC-1_maxbin.046.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,90.03,45.91,29.0,3307713,41151,3507,3507,5578,351,290,278,1904,1814,39.5,6.17,-100.0,-1,-1,8,57,25,5,5,3
human1_HC-1_maxbin.048.fasta.contigs.fa,f__Enterobacteriaceae (UID5124),134,1173,336,68.31,1.83,31.58,2923686,33418,3239,3239,4551,339,275,264,1686,1605,36.1,6.76,-100.0,-1,-1,289,846,38,0,0,0
human1_HC-1_maxbin.050.fasta.contigs.fa,c__Gammaproteobacteria (UID4442),899,312,185,17.2,0.03,0.0,1669065,20435,2182,2182,2745,271,212,203,1310,1221,36.4,6.88,-100.0,-1,-1,241,70,1,0,0,0
human1_HC-1_maxbin.051.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,75.5,35.64,7.77,2539252,28968,2965,2965,2436,319,255,245,1618,1551,40.1,6.28,-100.0,-1,-1,72,126,54,7,3,1
human1_HC-1_maxbin.053.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,63.19,5.64,0.0,1997201,24988,2564,2564,2200,288,220,210,1177,1122,35.4,9.67,-100.0,-1,-1,37,54,9,4,0,0
human1_HC-1_metabat2.109.fa_sub.contigs.fa,o__Clostridiales (UID1212),172,263,149,65.21,2.01,0.0,1322412,15842,1283,1283,13988,368,306,293,1767,1681,39.5,6.13,-100.0,-1,-1,113,147,3,0,0,0
human1_HC-1_metabat2.110.fa.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,9.36,0.0,0.0,354021,4438,357,357,38319,356,296,283,1449,1371,40.4,7.29,-100.0,-1,-1,283,50,0,0,0,0
human1_HC-1_metabat2.146.fa.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,5.75,0.0,0.0,211902,2434,208,208,49082,370,295,283,1293,1237,40.8,1.98,-100.0,-1,-1,282,51,0,0,0,0
human1_HC-1_metabat2.23.fa.contigs.fa,o__Bacteroidales (UID2654),163,486,266,7.91,0.0,0.0,384617,5992,324,324,96413,447,356,337,1642,1570,37.7,5.94,-100.0,-1,-1,417,69,0,0,0,0
human1_HC-1_metabat2.52.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,28.59,0.0,0.0,926503,11849,849,849,11638,403,333,319,2054,1940,38.6,6.17,-100.0,-1,-1,175,103,0,0,0,0
human1_HC-1_metabat2.57.fa.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,17.24,0.0,0.0,683085,9035,602,602,55581,397,333,318,2925,2703,39.3,3.99,-100.0,-1,-1,269,85,0,0,0,0
human1_HC-1_metabat2.77.fa.contigs.fa,o__Bacteroidales (UID2621),198,427,260,24.69,0.0,0.0,896483,13408,739,739,77934,449,364,346,1388,1310,39.3,4.97,-100.0,-1,-1,310,117,0,0,0,0
human1_HC-1_metabat2.89.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,5.7,0.0,0.0,231796,2711,206,206,179132,433,328,315,1266,1225,39.1,10.16,-100.0,-1,-1,225,53,0,0,0,0
human1_HC-1_metabat2.94.fa.contigs.fa,k__Bacteria (UID203),5449,102,56,66.4,0.0,0.0,1591296,12452,1455,1455,11403,394,319,311,1687,1675,35.2,5.07,-100.0,-1,-1,57,45,0,0,0,0
human1_HC-20_maxbin.005.fasta.contigs.fa,o__Lactobacillales (UID544),293,475,267,96.25,1.14,0.0,2901818,37323,2867,2867,68860,353,285,272,2375,2248,35.5,6.0,-100.0,-1,-1,13,458,4,0,0,0
human1_HC-20_maxbin.006.fasta.contigs.fa,g__Bacteroides (UID2691),33,839,309,95.09,1.76,16.67,6956890,114333,5658,5658,131290,468,374,353,5392,5087,38.9,4.96,-100.0,-1,-1,83,738,18,0,0,0
human1_HC-20_maxbin.008.fasta.contigs.fa,o__Lactobacillales (UID544),293,473,265,99.25,0.0,0.0,3406528,41640,3272,3272,231709,367,306,293,3118,2943,34.0,6.86,-100.0,-1,-1,2,471,0,0,0,0
human1_HC-20_maxbin.009.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,98.64,0.0,0.0,2553135,26251,2435,2435,111496,380,306,295,1804,1715,36.4,6.39,-100.0,-1,-1,5,256,0,0,0,0
human1_HC-20_maxbin.010.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,64.03,1.45,33.33,2021010,26473,1948,1948,64820,390,308,294,2405,2280,38.6,5.92,-100.0,-1,-1,154,263,3,0,0,0
human1_HC-20_maxbin.011.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,88.52,3.16,0.0,1941451,25347,1953,1953,93901,358,293,280,2971,2799,39.3,5.54,-100.0,-1,-1,44,245,6,0,0,0
human1_HC-20_maxbin.012.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,98.25,12.28,20.0,3502496,49691,3456,3456,104764,379,300,285,2777,2658,39.0,6.92,-100.0,-1,-1,1,82,20,0,0,0
human1_HC-20_maxbin.013.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,89.66,4.68,0.0,5784231,66922,5581,5581,83210,375,298,286,3067,2937,40.7,5.92,-100.0,-1,-1,38,306,10,0,0,0
human1_HC-20_maxbin.015.fasta_sub.contigs.fa,o__Lactobacillales (UID544),293,475,267,90.56,2.43,20.0,2556019,34406,2520,2520,65348,364,300,286,1876,1761,34.5,6.14,-100.0,-1,-1,44,425,4,2,0,0
human1_HC-20_maxbin.016.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,87.9,0.0,0.0,1675320,16523,1451,1451,234787,411,342,331,2052,1954,36.0,5.91,-100.0,-1,-1,26,185,0,0,0,0
human1_HC-20_maxbin.018.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,80.65,11.09,33.33,2664799,20844,2603,2603,29027,370,302,294,2950,2847,35.9,4.51,-100.0,-1,-1,58,134,18,1,0,0
human1_HC-20_maxbin.019.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,84.25,57.56,62.69,6430392,103458,6180,6180,7545,402,311,294,1591,1484,39.0,4.59,-100.0,-1,-1,18,49,25,10,2,0
human1_HC-20_maxbin.024.fasta_sub.contigs.fa,o__Clostridiales (UID1212),172,263,149,88.85,31.05,8.33,4675637,46491,5244,5244,13451,332,261,252,2372,2242,38.0,5.46,-100.0,-1,-1,29,169,57,7,1,0
human1_HC-20_maxbin.025.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,100.0,98.8,9.6,6588952,73857,7333,7333,6364,333,263,253,2244,2142,39.3,5.63,-100.0,-1,-1,0,44,37,16,5,1
human1_HC-20_maxbin.029.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,90.4,6.18,4.76,3355275,38752,3632,3632,7235,340,284,274,1900,1803,41.2,6.4,-100.0,-1,-1,40,272,21,0,0,0
human1_HC-20_maxbin.030.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,57.95,26.06,2.08,3879068,51118,5136,5136,2638,279,215,205,1768,1651,40.1,6.83,-100.0,-1,-1,119,100,48,6,5,0
human1_HC-20_maxbin.032.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,67.88,6.01,0.0,1981492,17300,2530,2530,2506,303,233,226,1247,1195,37.1,9.83,-100.0,-1,-1,104,147,8,2,0,0
human1_HC-20_metabat2.19.fa_sub.contigs.fa,o__Clostridiales (UID1226),155,278,158,11.43,0.0,0.0,219716,2630,222,222,16591,346,292,280,1196,1167,39.9,4.64,-100.0,-1,-1,230,48,0,0,0,0
human1_HC-20_metabat2.40.fa.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,10.92,0.0,0.0,466770,6032,425,425,67582,404,319,304,1540,1411,38.8,6.29,-100.0,-1,-1,292,62,0,0,0,0
human1_HC-20_metabat2.61.fa.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,18.13,0.0,0.0,573940,7137,550,550,32944,372,305,292,1768,1647,39.7,6.1,-100.0,-1,-1,256,77,0,0,0,0
human1_HC-20_metabat2.83.fa.contigs.fa,o__Clostridiales (UID1212),172,257,149,15.66,0.0,0.0,394638,3427,385,385,50315,361,302,293,1300,1248,38.2,4.2,-100.0,-1,-1,187,70,0,0,0,0
human1_HC-20_metabat2.99.fa.contigs.fa,o__Lactobacillales (UID544),293,475,267,8.99,0.0,0.0,317620,4313,312,312,65206,353,299,285,2033,1908,34.5,6.78,-100.0,-1,-1,409,66,0,0,0,0
human1_HC-21_maxbin.001.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,96.6,0.0,0.0,2491625,25579,2395,2395,124796,377,304,293,1804,1715,36.4,6.74,-100.0,-1,-1,6,255,0,0,0,0
human1_HC-21_maxbin.003.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,32.53,0.95,0.0,1697392,25185,1486,1486,105086,452,343,326,1613,1521,38.6,5.36,-100.0,-1,-1,276,212,4,0,0,0
human1_HC-21_maxbin.004.fasta.contigs.fa,o__Lactobacillales (UID544),293,475,267,99.25,0.94,0.0,2956308,37811,2857,2857,72212,356,291,278,2375,2248,35.4,6.14,-100.0,-1,-1,2,470,3,0,0,0
human1_HC-21_maxbin.005.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,90.1,0.0,0.0,2685372,37680,2563,2563,115492,384,311,296,2396,2272,39.5,5.89,-100.0,-1,-1,48,372,0,0,0,0
human1_HC-21_maxbin.006.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,67.72,0.99,50.0,3160122,46451,2702,2702,116078,423,354,337,1962,1873,39.0,4.97,-100.0,-1,-1,179,309,4,0,0,0
human1_HC-21_maxbin.007.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,62.07,0.0,0.0,1513501,19915,1479,1479,76884,367,300,287,2662,2468,39.5,6.45,-100.0,-1,-1,61,43,0,0,0,0
human1_HC-21_maxbin.008.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,55.25,0.86,0.0,3659866,42032,3499,3499,97482,376,300,288,2944,2840,40.6,6.57,-100.0,-1,-1,158,194,2,0,0,0
human1_HC-21_maxbin.010.fasta.contigs.fa,o__Bacteroidales (UID2654),163,486,266,93.88,5.81,58.54,4883882,76531,4526,4526,16947,417,322,305,5392,5087,39.3,4.53,-100.0,-1,-1,27,422,35,2,0,0
human1_HC-21_maxbin.011.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,98.66,2.68,16.67,2209337,35301,2111,2111,225878,376,307,291,2737,2544,38.9,6.26,-100.0,-1,-1,2,257,3,1,0,0
human1_HC-21_maxbin.012.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,98.28,1.36,0.0,3490136,45183,3241,3241,60882,398,318,304,2925,2764,39.1,5.63,-100.0,-1,-1,3,347,2,2,0,0
human1_HC-21_maxbin.014.fasta.contigs.fa,k__Bacteria (UID203),5449,103,58,60.92,15.91,54.55,5443385,89237,5033,5033,23301,417,322,304,2551,2406,39.2,4.75,-100.0,-1,-1,29,52,22,0,0,0
human1_HC-21_maxbin.015.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,42.41,12.66,10.81,2750242,31679,2727,2727,48102,371,294,282,2971,2799,39.0,6.29,-100.0,-1,-1,149,92,37,0,0,0
human1_HC-21_maxbin.016.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,84.18,46.2,3.45,3406750,38511,3098,3098,52215,394,323,311,4532,4362,39.5,4.76,-100.0,-1,-1,42,122,113,1,0,0
human1_HC-21_maxbin.017.fasta.contigs.fa,o__Clostridiales (UID1120),304,249,142,77.6,2.17,0.0,3145403,57785,3923,3923,2671,283,230,216,1350,1278,41.8,6.18,-100.0,-1,-1,46,198,5,0,0,0
human1_HC-21_maxbin.018.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,94.44,10.19,0.0,2742000,34492,2595,2595,45627,396,312,299,4108,3853,39.5,6.62,-100.0,-1,-1,16,286,30,1,0,0
human1_HC-21_maxbin.019.fasta.contigs.fa,o__Clostridiales (UID1342),32,340,177,86.67,11.91,82.35,4964163,54474,5167,5167,22019,352,285,274,4373,4199,41.8,4.74,-100.0,-1,-1,51,255,34,0,0,0
human1_HC-21_maxbin.020.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,80.94,15.81,19.35,2964558,23529,3025,3025,35175,360,288,280,3834,3692,36.0,5.17,-100.0,-1,-1,56,128,25,2,0,0
human1_HC-21_maxbin.021.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,49.35,20.25,15.25,3390537,41641,3128,3129,32349,386,313,299,2997,2851,40.4,6.18,-100.0,-1,-1,138,105,23,12,0,0
human1_HC-21_maxbin.022.fasta.contigs.fa,o__Lactobacillales (UID544),293,475,267,99.44,2.49,5.88,2906282,39366,2993,2993,22054,350,286,273,2033,1908,34.5,6.27,-100.0,-1,-1,2,456,17,0,0,0
human1_HC-21_maxbin.026.fasta.contigs.fa,o__Clostridiales (UID1120),304,249,142,48.85,15.01,0.0,7101001,103938,8900,8900,3193,292,221,209,2230,2084,40.1,5.75,-100.0,-1,-1,137,84,25,2,0,1
human1_HC-21_maxbin.028.fasta.contigs.fa,k__Bacteria (UID203),5449,103,58,74.66,29.68,4.08,3777808,51919,4345,4345,2589,338,265,253,2249,2127,38.5,5.01,-100.0,-1,-1,16,60,21,4,1,1
human1_HC-21_maxbin.030.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,58.83,15.51,13.16,1502311,18826,1543,1543,8094,371,296,283,2174,2009,40.3,7.59,-100.0,-1,-1,112,134,29,3,0,0
human1_HC-21_maxbin.033.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,86.1,5.43,16.67,2326222,40334,2548,2548,5085,354,277,262,2355,2162,38.7,6.41,-100.0,-1,-1,48,203,12,0,0,0
human1_HC-21_maxbin.035.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,80.25,29.87,6.25,2515064,39479,3027,3027,2472,322,251,238,4033,3721,38.6,8.52,-100.0,-1,-1,15,54,27,7,0,0
human1_HC-22_maxbin.002.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,31.72,0.0,0.0,1430272,21698,1189,1189,86742,469,362,344,2498,2332,38.7,5.25,-100.0,-1,-1,284,208,0,0,0,0
human1_HC-22_maxbin.003.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,53.45,0.0,0.0,3168889,46704,2669,2669,134622,427,359,342,1962,1873,39.2,4.95,-100.0,-1,-1,68,36,0,0,0,0
human1_HC-22_maxbin.004.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,8.23,0.0,0.0,603936,7227,557,557,76803,380,304,291,2464,2285,39.1,3.37,-100.0,-1,-1,249,46,0,0,0,0
human1_HC-22_maxbin.005.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,39.08,0.29,0.0,2876004,32924,2793,2793,102284,374,296,284,2803,2701,40.5,6.36,-100.0,-1,-1,210,143,1,0,0,0
