## 1 - Complete phage contigs - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_0000026441-circular,21,VIRSorter_0000026441-circular,21,2,1,gene_9-gene_21:5.66625704951579,,gene_3-gene_21:4.93499915128452,,,
VIRSorter_0000026646,81,VIRSorter_0000026646,81,2,3,,,gene_14-gene_81:20.64844224007819,gene_16-gene_66:5.47906585633478,gene_17-gene_81:2.28470287877377,
VIRSorter_0000026963-circular,90,VIRSorter_0000026963-circular,90,2,2,gene_14-gene_33:2.04204669776077,,36.53573169983101,15.49500910748313,,3.40105521942152
VIRSorter_0000027209,57,VIRSorter_0000027209,57,2,3,,,gene_9-gene_56:7.94112928342172,,,
VIRSorter_0000027265,56,VIRSorter_0000027265,56,2,6,gene_3-gene_54:8.46604027284763,,gene_2-gene_54:16.81803232053381,,,
VIRSorter_0000027469,111,VIRSorter_0000027469,111,2,3,gene_26-gene_57:4.67401218305021,,gene_10-gene_108:35.57798205852842,gene_10-gene_108:10.66824884492574,gene_26-gene_92:2.16492978365751,
VIRSorter_0000027492,23,VIRSorter_0000027492,23,2,5,gene_1-gene_21:13.68238029934296,,gene_1-gene_21:10.38699413324198,,,
VIRSorter_0000027520,4,VIRSorter_0000027520,4,2,,2.01463059939908,2.64657056251539,,,,
VIRSorter_0000027697,3,VIRSorter_0000027697,3,2,,2.54441280261352,,,,,
VIRSorter_0000027875,76,VIRSorter_0000027875,76,2,3,,,33.58326391743572,gene_1-gene_75:10.54811021878351,,
VIRSorter_0000028168,3,VIRSorter_0000028168,3,2,,2.54441280261352,,,,,
VIRSorter_0000028232,5,VIRSorter_0000028232,5,2,1,,,2.95432938864569,,,
VIRSorter_0000028433,31,VIRSorter_0000028433,31,2,2,gene_2-gene_31:13.96477253690562,,gene_2-gene_31:9.01405321364716,,,
VIRSorter_0000028455,90,VIRSorter_0000028455,90,2,3,,,gene_12-gene_90:33.48351936757339,gene_13-gene_90:13.40469345910091,,gene_40-gene_90:5.54763640076238
VIRSorter_0000028699,6,VIRSorter_0000028699,6,2,,2.32079407622154,,3.54519526637483,,,
VIRSorter_0000028709,11,VIRSorter_0000028709,11,2,,gene_2-gene_11:2.51364874384534,,4.50546665371526,,,gene_2-gene_11:3.35584926293010
VIRSorter_0000029086,4,VIRSorter_0000029086,4,2,,2.01463059939908,,,,,
VIRSorter_0000029105,53,VIRSorter_0000029105,53,2,3,,,gene_2-gene_53:21.98958691762916,gene_6-gene_53:12.76084440549064,,
VIRSorter_0000029110,73,VIRSorter_0000029110,73,2,3,,,gene_1-gene_71:24.89043568663352,gene_1-gene_71:7.38439761106154,,
VIRSorter_0000029125,6,VIRSorter_0000029125,6,2,,3.51717519564922,,3.54519526637483,,,
VIRSorter_0000029203,8,VIRSorter_0000029203,8,2,,3.75410460607165,,4.72692702183311,,,
VIRSorter_0000029527,63,VIRSorter_0000029527,63,2,3,gene_4-gene_54:4.53259050671561,,gene_4-gene_57:14.82004589532071,,,
VIRSorter_0000029561,3,VIRSorter_0000029561,3,2,,2.54441280261352,,,,,
VIRSorter_0000029569,4,VIRSorter_0000029569,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000029723,35,VIRSorter_0000029723,35,2,1,,,gene_1-gene_31:4.24634918811613,,,
VIRSorter_0000029735,4,VIRSorter_0000029735,4,2,1,,,2.36346351091656,,,
VIRSorter_0000029823,26,VIRSorter_0000029823,26,2,4,gene_12-gene_26:3.11814033127495,,8.35761550452216,,,
VIRSorter_0000029936,8,VIRSorter_0000029936,8,2,1,,,2.31299712967006,,,
VIRSorter_0000029966,6,VIRSorter_0000029966,6,2,,3.51717519564922,,3.54519526637483,,,
VIRSorter_0000030126,3,VIRSorter_0000030126,3,2,,2.54441280261352,,,,,
VIRSorter_0000030811,14,VIRSorter_0000030811,14,2,2,gene_1-gene_12:4.29240522684273,,gene_1-gene_13:4.91771455566411,,,
VIRSorter_0000031065,5,VIRSorter_0000031065,5,2,1,,,2.95432938864569,,,
VIRSorter_0000031070,3,VIRSorter_0000031070,3,2,,2.54441280261352,,,,,
VIRSorter_0000031292,6,VIRSorter_0000031292,6,2,1,,,3.54519526637483,,,
VIRSorter_0000031895,5,VIRSorter_0000031895,5,2,2,,,2.95432938864569,,,
VIRSorter_0000032000,4,VIRSorter_0000032000,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000032025,33,VIRSorter_0000032025,33,2,3,,,15.03629074916000,3.22721311742692,,
VIRSorter_0000032162,4,VIRSorter_0000032162,4,2,1,,,2.36346351091656,,,
VIRSorter_0000032202,4,VIRSorter_0000032202,4,2,,2.01463059939908,,2.36346351091656,,,2.43179827593301
VIRSorter_0000032383,13,VIRSorter_0000032383,13,2,3,gene_2-gene_12:8.32951360958289,,gene_1-gene_12:6.09039053274967,,,
VIRSorter_0000032427,10,VIRSorter_0000032427,10,2,,2.11019320666663,,2.38631261497715,,,
VIRSorter_0000032485,22,VIRSorter_0000032485,22,2,6,gene_1-gene_18:13.30743542336000,,11.04000791771996,,,
VIRSorter_0000032674,14,VIRSorter_0000032674,14,2,2,,,gene_1-gene_13:6.50516515142312,,,
VIRSorter_0000032707,51,VIRSorter_0000032707,51,2,5,gene_4-gene_18:2.34714401177904,,gene_1-gene_44:16.04641215643985,gene_1-gene_38:2.68627924266400,,
VIRSorter_0000032872,16,VIRSorter_0000032872,16,2,1,,,8.00669601232400,gene_5-gene_16:2.05229369156682,,
VIRSorter_0000032889,46,VIRSorter_0000032889,46,2,4,gene_4-gene_41:5.57587981540825,,gene_4-gene_46:18.67319422245346,,,
VIRSorter_0000033014,4,VIRSorter_0000033014,4,2,,2.01463059939908,,,,,
VIRSorter_0000033041,9,VIRSorter_0000033041,9,2,,2.35751080180485,,5.31779289956225,,,
VIRSorter_0000033194,4,VIRSorter_0000033194,4,2,,3.39255040348469,,2.36346351091656,,,
VIRSorter_0000033202,20,VIRSorter_0000033202,20,2,5,gene_7-gene_19:9.20624487578337,,gene_1-gene_19:9.40690774131177,,,
VIRSorter_0000033278,19,VIRSorter_0000033278,19,2,2,gene_2-gene_18:6.15391466156060,,gene_2-gene_16:3.04333702226994,,,
VIRSorter_0000033426,54,VIRSorter_0000033426,54,2,4,gene_6-gene_41:9.00464356937458,,gene_1-gene_53:19.51701975516074,,,
VIRSorter_0000033470,44,VIRSorter_0000033470,44,2,3,,,11.21990256770532,,,
VIRSorter_0000033475,8,VIRSorter_0000033475,8,2,,,5.06970120798838,4.72692702183311,2.43596067191369,,
VIRSorter_0000033523,13,VIRSorter_0000033523,13,2,3,gene_3-gene_13:8.32951360958289,,gene_2-gene_13:6.09039053274967,,,
VIRSorter_0000033685,28,VIRSorter_0000033685,28,2,4,gene_17-gene_28:3.18974288494558,,12.35088318311244,,,
VIRSorter_0000033722,7,VIRSorter_0000033722,7,2,,4.30003275114651,,2.80793626646615,,,
VIRSorter_0000034056,4,VIRSorter_0000034056,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000034073,4,VIRSorter_0000034073,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000034336,9,VIRSorter_0000034336,9,2,,3.33293762629512,,5.31779289956225,,,
VIRSorter_0000034385,33,VIRSorter_0000034385,33,2,5,gene_1-gene_32:16.97072775138151,,17.02145271034192,,,
VIRSorter_0000034814,52,VIRSorter_0000034814,52,2,3,gene_8-gene_52:10.83280486768409,,gene_7-gene_50:16.02620877035157,,,
VIRSorter_0000034919,63,VIRSorter_0000034919,63,2,3,,,23.43219965626800,gene_1-gene_57:10.09816432013050,,
VIRSorter_0000034940,14,VIRSorter_0000034940,14,2,1,gene_3-gene_14:2.14852707476827,,7.09603102915226,,,
VIRSorter_0000035038,51,VIRSorter_0000035038,51,2,5,gene_40-gene_50:4.54425964891952,,gene_10-gene_51:13.60029844774451,gene_13-gene_25:2.11874234231854,,gene_10-gene_25:2.27167352069354
VIRSorter_0000035099,23,VIRSorter_0000035099,23,2,4,gene_1-gene_16:5.13985194492063,,gene_1-gene_19:6.03137507771787,,,
VIRSorter_0000035746,3,VIRSorter_0000035746,3,2,,2.54441280261352,,,,,
VIRSorter_0000036286,4,VIRSorter_0000036286,4,2,1,,,2.36346351091656,,,
VIRSorter_0000036417,11,VIRSorter_0000036417,11,2,2,,,3.32791982959245,,,
VIRSorter_0000036485,64,VIRSorter_0000036485,64,2,4,gene_14-gene_33:11.68893100558477,,28.61447290702065,gene_1-gene_13:3.16985176346997,,gene_49-gene_60:2.27927555513764
VIRSorter_0000036533,29,VIRSorter_0000036533,29,2,3,gene_10-gene_25:6.13925927210705,,gene_2-gene_29:10.70917824595625,,,
VIRSorter_0000036583,87,VIRSorter_0000036583,87,2,1,,,gene_6-gene_87:25.47251971314681,gene_35-gene_87:9.69857664046464,gene_10-gene_87:3.35650218927687,
VIRSorter_0000036613,8,VIRSorter_0000036613,8,2,,2.65574076849211,,2.31299712967006,,,
VIRSorter_0000036686,4,VIRSorter_0000036686,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000036687,14,VIRSorter_0000036687,14,2,3,gene_5-gene_14:4.07275903783559,,4.18972637194793,,,
VIRSorter_0000036829,8,VIRSorter_0000036829,8,2,1,,,3.34336788579149,,,
VIRSorter_0000036896,5,VIRSorter_0000036896,5,2,,2.74589609330056,,,,,
VIRSorter_0000037173,4,VIRSorter_0000037173,4,2,1,,,2.36346351091656,,,
VIRSorter_0000037532,6,VIRSorter_0000037532,6,2,,,5.34044826528772,2.28063019090583,,,
VIRSorter_0000037653,3,VIRSorter_0000037653,3,2,,2.54441280261352,,,,,
VIRSorter_0000037702,4,VIRSorter_0000037702,4,2,1,,,2.36346351091656,,,
VIRSorter_0000037752,6,VIRSorter_0000037752,6,2,,5.08882560522703,,3.54519526637483,,,
VIRSorter_0000037956,4,VIRSorter_0000037956,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000038196,7,VIRSorter_0000038196,7,2,,2.00453255992896,,,,,
VIRSorter_0000038375,23,VIRSorter_0000038375,23,2,4,,,8.22773248343128,,,
VIRSorter_0000038792,32,VIRSorter_0000038792,32,2,1,,,4.80086037833494,gene_1-gene_16:2.10080221240021,,
VIRSorter_0000039296,45,VIRSorter_0000039296,45,2,2,,,gene_5-gene_45:11.95095480037634,gene_9-gene_45:3.10788493745539,,
VIRSorter_0000039489,18,VIRSorter_0000039489,18,2,1,,,7.25672390525131,gene_7-gene_18:4.12465528229770,,
VIRSorter_0000039651,6,VIRSorter_0000039651,6,2,,3.51717519564922,,2.28063019090583,,,
VIRSorter_0000039665,6,VIRSorter_0000039665,6,2,,2.32079407622154,,3.54519526637483,,,
VIRSorter_0000040102,7,VIRSorter_0000040102,7,2,1,,,2.80793626646615,,,
VIRSorter_0000040221,16,VIRSorter_0000040221,16,2,1,gene_2-gene_15:3.18026439419631,,6.33117930791227,,,
VIRSorter_0000040262,18,VIRSorter_0000040262,18,2,1,,,7.25672390525131,,,
VIRSorter_0000040753,6,VIRSorter_0000040753,6,2,1,,,3.54519526637483,,,
VIRSorter_0000041011,4,VIRSorter_0000041011,4,2,2,,,2.36346351091656,,,
VIRSorter_0000041136,18,VIRSorter_0000041136,18,2,5,gene_2-gene_18:5.03706307546095,,gene_2-gene_16:5.56167691086454,,,
VIRSorter_0000041151,7,VIRSorter_0000041151,7,2,1,,,2.80793626646615,,,
VIRSorter_0000041278,4,VIRSorter_0000041278,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000041445,26,VIRSorter_0000041445,26,2,4,gene_1-gene_14:9.68923498137881,,11.29499180983399,gene_15-gene_26:3.59317636525545,,
VIRSorter_0000041462,21,VIRSorter_0000041462,21,2,,gene_2-gene_20:8.87839371478231,,gene_4-gene_21:7.01784181633618,,,
VIRSorter_0000041939,11,VIRSorter_0000041939,11,2,3,gene_2-gene_11:2.51364874384534,,3.32791982959245,,,
VIRSorter_0000042246,14,VIRSorter_0000042246,14,2,2,,,7.09603102915226,,,
VIRSorter_0000042290,38,VIRSorter_0000042290,38,2,,gene_3-gene_29:2.02761004456925,,16.03509980438648,gene_21-gene_36:2.90544666923157,,
VIRSorter_0000042317,26,VIRSorter_0000042317,26,2,1,gene_1-gene_19:2.74843191084207,,gene_1-gene_25:10.72093181352290,,,
VIRSorter_0000042517,4,VIRSorter_0000042517,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000042851,12,VIRSorter_0000042851,12,2,1,gene_2-gene_11:3.25189055377086,,6.31223928236602,,,
VIRSorter_0000043149,9,VIRSorter_0000043149,9,2,2,,,5.31779289956225,2.05924785546608,,
VIRSorter_0000043213,30,VIRSorter_0000043213,30,2,3,gene_7-gene_28:12.36157772448002,,gene_3-gene_30:12.26602480417313,,,
VIRSorter_0000043230,32,VIRSorter_0000043230,32,2,,gene_8-gene_28:2.02048400279799,,14.49486059430968,2.13076514471177,,gene_5-gene_26:3.16816902451826
VIRSorter_0000043280,4,VIRSorter_0000043280,4,2,,2.01463059939908,,,,,
VIRSorter_0000043494,3,VIRSorter_0000043494,3,2,,2.54441280261352,,,,,
VIRSorter_0000043730,22,VIRSorter_0000043730,22,2,3,gene_1-gene_21:5.28018056893286,,gene_1-gene_21:2.88357772010893,,,
VIRSorter_0000043873,52,VIRSorter_0000043873,52,2,4,gene_7-gene_39:6.04608931234987,,gene_3-gene_52:17.91420663053001,,,
VIRSorter_0000043922,4,VIRSorter_0000043922,4,2,2,,,2.36346351091656,,,
VIRSorter_0000043999,46,VIRSorter_0000043999,46,2,8,gene_1-gene_45:22.17749324012649,,gene_1-gene_45:18.19314258301744,,,
VIRSorter_0000044406-circular,86,VIRSorter_0000044406-circular,86,2,4,gene_6-gene_33:6.36260090964578,,26.36251121319567,gene_37-gene_86:4.26767447222156,gene_0-gene_70:2.66556738743649,
VIRSorter_0000044601,60,VIRSorter_0000044601,60,2,4,,,gene_2-gene_59:13.61219819986654,gene_2-gene_59:3.18855177215249,,
VIRSorter_0000044734,4,VIRSorter_0000044734,4,2,1,,,2.36346351091656,,,
VIRSorter_0000045047,12,VIRSorter_0000045047,12,2,1,,,gene_2-gene_12:5.72137340463688,,,
VIRSorter_0000045049,47,VIRSorter_0000045049,47,2,1,,,gene_1-gene_44:16.13228169877403,gene_1-gene_40:9.80776970821522,,
VIRSorter_0000045538,24,VIRSorter_0000045538,24,2,,gene_6-gene_24:3.82155372825692,,12.10159981945170,,,
VIRSorter_0000045647,9,VIRSorter_0000045647,9,2,1,,,5.31779289956225,2.94512089790786,,
VIRSorter_0000045648,24,VIRSorter_0000045648,24,2,2,,,10.25305860917959,gene_1-gene_10:4.05474833546785,,
VIRSorter_0000045704,13,VIRSorter_0000045704,13,2,1,,,5.09380581471979,gene_1-gene_11:2.99475375715404,,
VIRSorter_0000045777,22,VIRSorter_0000045777,22,2,2,,,3.33966440138542,,,
VIRSorter_0000046213,49,VIRSorter_0000046213,49,2,3,gene_11-gene_32:2.05994246552279,,gene_3-gene_47:11.61218088975300,,,
VIRSorter_0000046309,20,VIRSorter_0000046309,20,2,9,gene_1-gene_17:7.40678386294686,,6.77900219487549,,,
VIRSorter_0000046450,6,VIRSorter_0000046450,6,2,,2.32079407622154,,3.54519526637483,,,
VIRSorter_0000046518,15,VIRSorter_0000046518,15,2,1,,,3.46148041703026,,,
VIRSorter_0000046685,4,VIRSorter_0000046685,4,2,,3.39255040348469,,2.36346351091656,,,
VIRSorter_0000046786,10,VIRSorter_0000046786,10,2,1,,,4.43179588839529,,,2.78649887135540
VIRSorter_0000046810,16,VIRSorter_0000046810,16,2,3,gene_1-gene_15:6.25516801258952,,6.33117930791227,,,
VIRSorter_0000046817,4,VIRSorter_0000046817,4,2,1,,,2.36346351091656,,,
VIRSorter_0000047122,4,VIRSorter_0000047122,4,2,1,,,2.36346351091656,,,
VIRSorter_0000047362,4,VIRSorter_0000047362,4,2,1,,,2.36346351091656,,,
VIRSorter_0000047400,7,VIRSorter_0000047400,7,2,,2.00453255992896,,4.13606114410397,,,
VIRSorter_0000047590,4,VIRSorter_0000047590,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000047644-circular,56,VIRSorter_0000047644-circular,56,2,3,gene_9-gene_20:2.41618738625109,,gene_2-gene_49:18.15821721430571,gene_18-gene_53:4.77494266225932,,
VIRSorter_0000047813,6,VIRSorter_0000047813,6,2,,2.32079407622154,,3.54519526637483,,,
VIRSorter_0000047826,8,VIRSorter_0000047826,8,2,1,,,3.34336788579149,2.43596067191369,,
VIRSorter_0000047838,8,VIRSorter_0000047838,8,2,,5.09143267451538,,3.34336788579149,,,
VIRSorter_0000048009,23,VIRSorter_0000048009,23,2,2,,,gene_3-gene_23:8.59556644275081,,,
VIRSorter_0000048148,3,VIRSorter_0000048148,3,2,,2.54441280261352,,,,,
VIRSorter_0000048300,7,VIRSorter_0000048300,7,2,,2.00453255992896,,,,,
VIRSorter_0000048441,5,VIRSorter_0000048441,5,2,,2.74589609330056,,2.95432938864569,,,
VIRSorter_0000048467,15,VIRSorter_0000048467,15,2,1,,,5.89267012990596,,,
VIRSorter_0000048553,38,VIRSorter_0000048553,38,2,2,gene_2-gene_34:2.17665347900237,,gene_1-gene_34:15.45295584081532,gene_7-gene_32:2.31152710752927,,
VIRSorter_0000048761,5,VIRSorter_0000048761,5,2,,2.74589609330056,,2.95432938864569,,,
VIRSorter_0000048780,92,VIRSorter_0000048780,92,2,2,gene_27-gene_83:4.39196010333595,,42.51580004704325,gene_1-gene_61:11.64186598058781,4.53149104874693,gene_1-gene_61:6.08894878421671
VIRSorter_0000048822,3,VIRSorter_0000048822,3,2,,2.54441280261352,,,,,
VIRSorter_0000049477,4,VIRSorter_0000049477,4,2,1,,,2.36346351091656,,,
VIRSorter_0000050173,4,VIRSorter_0000050173,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000050303,14,VIRSorter_0000050303,14,2,,gene_2-gene_14:2.79096306402571,,3.11073193727516,,,
VIRSorter_0000050448,4,VIRSorter_0000050448,4,2,1,,,2.36346351091656,,,
VIRSorter_0000050916,5,VIRSorter_0000050916,5,2,1,,,2.95432938864569,,,
VIRSorter_0000051025,51,VIRSorter_0000051025,51,2,9,gene_2-gene_50:15.80119268969375,,21.46429115791017,,,
VIRSorter_0000051398,17,VIRSorter_0000051398,17,2,4,gene_4-gene_17:5.39340563029658,,8.48841742062807,,,
VIRSorter_0000051496,38,VIRSorter_0000051496,38,2,2,,,gene_1-gene_32:14.29728041942026,gene_9-gene_32:4.95798442598881,,
VIRSorter_0000051575,29,VIRSorter_0000051575,29,2,1,,,8.56536439868740,,,
VIRSorter_0000051886,5,VIRSorter_0000051886,5,2,,4.24068800435586,,2.95432938864569,,,
VIRSorter_0000051959,13,VIRSorter_0000051959,13,2,1,gene_1-gene_11:2.64784351280073,,gene_1-gene_11:3.98258790843492,,,
VIRSorter_0000052015,4,VIRSorter_0000052015,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000052032,198,VIRSorter_0000052032,198,2,3,gene_118-gene_145:3.65436066938509,,gene_34-gene_133:46.52103865849082,gene_18-gene_117:32.41070048270350;gene_126-gene_187:5.02003037248611,,
VIRSorter_0000052056,6,VIRSorter_0000052056,6,2,,2.32079407622154,,3.54519526637483,,,2.89619627904404
VIRSorter_0000052184,5,VIRSorter_0000052184,5,2,,2.74589609330056,,2.95432938864569,,,
VIRSorter_0000052302,71,VIRSorter_0000052302,71,2,3,,,26.28569850996311,gene_2-gene_60:8.33381211218001,,
VIRSorter_0000052372,5,VIRSorter_0000052372,5,2,2,,,2.95432938864569,,,
VIRSorter_0000053093,4,VIRSorter_0000053093,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000053164,6,VIRSorter_0000053164,6,2,1,,,3.54519526637483,,,
VIRSorter_0000053796,53,VIRSorter_0000053796,53,2,3,gene_11-gene_53:10.52988804819750,,gene_4-gene_53:12.95659540847248,,,
VIRSorter_0000053818,7,VIRSorter_0000053818,7,2,,2.00453255992896,,,,,
VIRSorter_0000054104,6,VIRSorter_0000054104,6,2,,3.51717519564922,,3.54519526637483,,,2.89619627904404
VIRSorter_0000054162,36,VIRSorter_0000054162,36,2,4,gene_1-gene_20:7.55615696249868,,gene_1-gene_32:12.70080957285259,gene_21-gene_30:2.05050754595516,,
VIRSorter_0000054379,9,VIRSorter_0000054379,9,2,,2.35751080180485,,3.88508102084939,,,
VIRSorter_0000054567,6,VIRSorter_0000054567,6,2,,2.32079407622154,,3.54519526637483,,,
VIRSorter_0000054899,33,VIRSorter_0000054899,33,2,4,gene_4-gene_30:14.60274304463510,,17.02145271034192,,,
VIRSorter_0000055297,12,VIRSorter_0000055297,12,2,2,,,6.31223928236602,gene_1-gene_10:3.84984809540874,,
VIRSorter_0000055337,112,VIRSorter_0000055337,112,2,2,,,gene_8-gene_107:11.34025463482810,gene_13-gene_99:5.99925757719082,,
VIRSorter_0000055356,10,VIRSorter_0000055356,10,2,,8.48137600871172,,5.90865877729139,,,
VIRSorter_0000055529,4,VIRSorter_0000055529,4,2,,2.01463059939908,,,,,
VIRSorter_0000055560,3,VIRSorter_0000055560,3,2,,2.54441280261352,,,,,
VIRSorter_0000055648,14,VIRSorter_0000055648,14,2,,gene_2-gene_12:2.47175225374505,,gene_1-gene_13:6.50516515142312,,,
VIRSorter_0000055879,29,VIRSorter_0000055879,29,2,3,gene_8-gene_27:12.55423243168731,,gene_4-gene_29:9.59216849356373,,,
VIRSorter_0000056214,15,VIRSorter_0000056214,15,2,,gene_1-gene_12:3.00173818749455,,5.89267012990596,,,
VIRSorter_0000056222,4,VIRSorter_0000056222,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000056445,9,VIRSorter_0000056445,9,2,,2.35751080180485,,5.31779289956225,,,3.05016129160667
VIRSorter_0000056531,7,VIRSorter_0000056531,7,2,,3.02752262424226,,4.13606114410397,,,
VIRSorter_0000056947,23,VIRSorter_0000056947,23,2,3,gene_2-gene_23:7.04908675135822,,gene_2-gene_23:10.97786001097112,,,
VIRSorter_0000057007,8,VIRSorter_0000057007,8,2,1,,,3.34336788579149,,,
VIRSorter_0000057458,41,VIRSorter_0000057458,41,2,5,gene_14-gene_40:2.64712209551069,,8.75689643266249,,,
VIRSorter_0000057460,54,VIRSorter_0000057460,54,2,4,gene_28-gene_45:8.49501298039019,,gene_5-gene_53:23.78211343456726,gene_7-gene_27:3.05481757875485,,
VIRSorter_0000057703,5,VIRSorter_0000057703,5,2,1,,,2.95432938864569,,,
VIRSorter_0000057734,11,VIRSorter_0000057734,11,2,2,gene_2-gene_11:4.77172904217161,,4.50546665371526,,,
VIRSorter_0000057900,49,VIRSorter_0000057900,49,2,3,,,18.85088826365264,gene_2-gene_35:6.70236451794658,,
VIRSorter_0000058135,8,VIRSorter_0000058135,8,2,1,,,2.31299712967006,,,
VIRSorter_0000058209,12,VIRSorter_0000058209,12,2,1,,,3.54127259599281,,,
VIRSorter_0000058332,32,VIRSorter_0000058332,32,2,2,,,6.66320681550952,,,
VIRSorter_0000058847,45,VIRSorter_0000058847,45,2,5,gene_18-gene_43:6.74984764712980,gene_3-gene_12:2.04049218191769,gene_10-gene_43:12.08846860343655,,,
VIRSorter_0000059028,30,VIRSorter_0000059028,30,2,3,gene_4-gene_20:4.32666360934415,,gene_1-gene_29:14.77149847425288,gene_19-gene_29:2.83762096495168,,
VIRSorter_0000059177,5,VIRSorter_0000059177,5,2,1,,,2.95432938864569,,,2.06752623532285
VIRSorter_0000059246,6,VIRSorter_0000059246,6,2,,3.51717519564922,,3.54519526637483,,,
VIRSorter_0000060115,7,VIRSorter_0000060115,7,2,,2.00453255992896,,2.80793626646615,,,
VIRSorter_0000060170,6,VIRSorter_0000060170,6,2,,2.32079407622154,,2.28063019090583,,,
VIRSorter_0000060298,16,VIRSorter_0000060298,16,2,,gene_5-gene_14:7.03421797736950,,gene_1-gene_14:6.82496425686572,,,
VIRSorter_0000060682,5,VIRSorter_0000060682,5,2,,2.74589609330056,,2.95432938864569,,,
VIRSorter_0000060812,23,VIRSorter_0000060812,23,2,3,gene_4-gene_21:9.48876403111319,,gene_1-gene_21:10.38699413324198,,,
VIRSorter_0000060915,7,VIRSorter_0000060915,7,2,,2.00453255992896,,,,,
VIRSorter_0000060952,4,VIRSorter_0000060952,4,2,,3.39255040348469,,2.36346351091656,,,
VIRSorter_0000060995,34,VIRSorter_0000060995,34,2,6,gene_4-gene_26:9.90685187179666,,gene_1-gene_31:10.75025764233580,,,
VIRSorter_0000061747,86,VIRSorter_0000061747,86,2,4,gene_12-gene_38:7.97751047982309,,gene_10-gene_84:24.27438820431319,gene_39-gene_51:2.87981715210745,,
VIRSorter_0000061771,4,VIRSorter_0000061771,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000062181-circular,24,VIRSorter_0000062181-circular,24,2,2,,,gene_2-gene_21:6.51936488436974,gene_3-gene_20:3.46957965943824,,
VIRSorter_0000062538,16,VIRSorter_0000062538,16,2,2,,,gene_2-gene_16:7.41583013459486,,,
VIRSorter_0000062640,7,VIRSorter_0000062640,7,2,,2.00453255992896,,2.80793626646615,,,
VIRSorter_0000062837,13,VIRSorter_0000062837,13,2,,gene_1-gene_10:5.69255994851355,,6.68125641047880,,,
VIRSorter_0000062896,40,VIRSorter_0000062896,40,2,5,gene_12-gene_33:7.61437374484901,,gene_5-gene_40:16.55311405199927,,,
VIRSorter_0000063236,54,VIRSorter_0000063236,54,2,4,gene_27-gene_51:4.80381826479404,,gene_4-gene_54:24.94659019880915,gene_7-gene_26:7.45278563263825,,gene_6-gene_26:3.89437729963860
VIRSorter_0000063335,4,VIRSorter_0000063335,4,2,,3.39255040348469,,2.36346351091656,,,
VIRSorter_0000063338,4,VIRSorter_0000063338,4,2,,2.01463059939908,,,,,
VIRSorter_0000063592,28,VIRSorter_0000063592,28,2,4,gene_12-gene_26:5.42357244297891,,12.35088318311244,,,
VIRSorter_0000063642,67,VIRSorter_0000063642,67,2,3,,,24.16307367781147,9.53131984873304,2.64659602211000,
VIRSorter_0000063953,15,VIRSorter_0000063953,15,2,1,,,5.89267012990596,,,
VIRSorter_0000064318,7,VIRSorter_0000064318,7,2,,2.00453255992896,,2.80793626646615,,,
VIRSorter_0000064479,114,VIRSorter_0000064479,114,2,2,gene_1-gene_86:7.01183274978325,,gene_9-gene_91:25.74743343028506,gene_26-gene_114:2.34535160188469,,
VIRSorter_0000064938,10,VIRSorter_0000064938,10,2,,2.99076999856501,,5.90865877729139,,,
VIRSorter_0000065013,4,VIRSorter_0000065013,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000065206,29,VIRSorter_0000065206,29,2,1,,,gene_3-gene_29:8.76055790490326,4.84326197154026,,
VIRSorter_0000065244,25,VIRSorter_0000065244,25,2,4,gene_7-gene_24:11.09199970037999,,12.63810803485825,,,
VIRSorter_0000065466,4,VIRSorter_0000065466,4,2,1,,,2.36346351091656,,,
VIRSorter_0000065527,7,VIRSorter_0000065527,7,2,,3.02752262424226,,4.13606114410397,,,
VIRSorter_0000065693,5,VIRSorter_0000065693,5,2,1,,,2.95432938864569,,,
VIRSorter_0000065835,17,VIRSorter_0000065835,17,2,2,,,8.48841742062807,,,
VIRSorter_0000066270,9,VIRSorter_0000066270,9,2,1,,,5.31779289956225,2.05924785546608,,
VIRSorter_0000066321,68,VIRSorter_0000066321,68,2,6,gene_26-gene_67:9.61430277822259,,gene_3-gene_68:23.60511371069386,,,
