CONTIG_NAME	CALL	CONTIG_LENGTH	LOCI	ANNOTATIONS:UNIREF50	ANNOTATIONS:UNIREF90
megahit_16927	unclassified	1328	--	--	--
megahit_16928	unclassified	1033	--	--	--
megahit_16950	unclassified	877	--	--	--
megahit_16955	unclassified	4878	--	--	--
megahit_16965	unclassified	967	--	--	--
megahit_16972	unclassified	783	--	--	--
megahit_16976	unclassified	936	--	--	--
megahit_16981	unclassified	1722	--	--	--
megahit_16983	unclassified	2410	--	--	--
megahit_16984	unclassified	3260	--	--	--
megahit_16985	unclassified	12476	--	--	--
megahit_16987	unclassified	762	--	--	--
megahit_16990	unclassified	989	--	--	--
megahit_16995	unclassified	1381	--	--	--
megahit_170	unclassified	975	--	--	--
megahit_17001	unclassified	781	--	--	--
megahit_17004	unclassified	2474	--	--	--
megahit_17006	unclassified	2351	--	--	--
megahit_17014	unclassified	1116	--	--	--
megahit_17019	unclassified	825	--	--	--
megahit_17020	unclassified	802	--	--	--
megahit_17029	unclassified	3118	--	--	--
megahit_17031	unclassified	2293	--	--	--
megahit_17049	unclassified	2557	--	--	--
megahit_17056	unclassified	885	--	--	--
megahit_17070	unclassified	1145	--	--	--
megahit_17076	unclassified	1189	--	--	--
megahit_17081	unclassified	983	--	--	--
megahit_17083	unclassified	759	--	--	--
megahit_17090	unclassified	1973	--	--	--
megahit_17100	unclassified	1013	--	--	--
megahit_17102	unclassified	1058	--	--	--
megahit_17106	unclassified	2171	--	--	--
megahit_17109	unclassified	872	--	--	--
megahit_17112	unclassified	1878	--	--	--
megahit_17123	unclassified	788	--	--	--
megahit_17131	unclassified	4122	--	--	--
megahit_17132	unclassified	2238	--	--	--
megahit_17134	unclassified	959	--	--	--
megahit_17137	unclassified	1201	--	--	--
megahit_17141	unclassified	1419	--	--	--
megahit_17152	unclassified	1008	--	--	--
megahit_17154	unclassified	2498	--	--	--
megahit_17159	unclassified	1261	--	--	--
megahit_1716	unclassified	3181	--	--	--
megahit_17166	unclassified	1147	--	--	--
megahit_17169	unclassified	1627	--	--	--
megahit_17177	unclassified	791	--	--	--
megahit_17182	unclassified	1563	--	--	--
megahit_17201	unclassified	1641	--	--	--
megahit_17208	unclassified	8428	--	--	--
megahit_17209	unclassified	958	--	--	--
megahit_17212	unclassified	931	--	--	--
megahit_17218	unclassified	965	--	--	--
megahit_17221	unclassified	999	--	--	--
megahit_17222	unclassified	1223	--	--	--
megahit_17226	unclassified	1247	--	--	--
megahit_17241	unclassified	1356	--	--	--
megahit_1725	unclassified	2073	--	--	--
megahit_17259	unclassified	769	--	--	--
megahit_1726	unclassified	1983	--	--	--
megahit_17262	unclassified	828	--	--	--
megahit_17263	unclassified	918	--	--	--
megahit_17265	unclassified	811	--	--	--
megahit_17272	unclassified	3474	--	--	--
megahit_17281	unclassified	2298	--	--	--
megahit_17282	unclassified	1281	--	--	--
megahit_17289	unclassified	1410	--	--	--
megahit_17291	unclassified	801	--	--	--
megahit_17292	unclassified	811	--	--	--
megahit_17300	unclassified	917	--	--	--
megahit_17301	unclassified	1078	--	--	--
megahit_17304	unclassified	1249	--	--	--
megahit_17312	unclassified	768	--	--	--
megahit_17313	unclassified	3156	--	--	--
megahit_17314	unclassified	1245	--	--	--
megahit_17324	unclassified	1289	--	--	--
megahit_17325	unclassified	1250	--	--	--
megahit_17327	unclassified	2315	--	--	--
megahit_17331	unclassified	2501	--	--	--
megahit_17336	unclassified	2105	--	--	--
megahit_17341	unclassified	2414	--	--	--
megahit_17358	unclassified	811	--	--	--
megahit_17359	unclassified	1807	--	--	--
megahit_1736	unclassified	786	--	--	--
megahit_17360	unclassified	1285	--	--	--
megahit_17367	unclassified	2885	--	--	--
megahit_17369	unclassified	1317	--	--	--
megahit_17379	unclassified	1582	--	--	--
megahit_17382	unclassified	879	--	--	--
megahit_17385	unclassified	1675	--	--	--
megahit_17396	unclassified	1204	--	--	--
megahit_17401	unclassified	966	--	--	--
megahit_17403	unclassified	1469	--	--	--
megahit_17404	unclassified	1115	--	--	--
megahit_17421	unclassified	862	--	--	--
megahit_17426	unclassified	1526	--	--	--
megahit_17427	unclassified	1256	--	--	--
megahit_17429	unclassified	950	--	--	--
megahit_17434	unclassified	780	--	--	--
megahit_17446	unclassified	847	--	--	--
megahit_17448	unclassified	14161	--	--	--
megahit_17453	unclassified	778	--	--	--
megahit_17458	unclassified	960	--	--	--
megahit_1746	unclassified	982	--	--	--
megahit_17463	unclassified	826	--	--	--
megahit_1747	unclassified	1736	--	--	--
megahit_17485	unclassified	814	--	--	--
megahit_17486	unclassified	1265	--	--	--
megahit_17490	unclassified	2594	--	--	--
megahit_17493	unclassified	900	--	--	--
megahit_17496	unclassified	789	--	--	--
megahit_17497	unclassified	983	--	--	--
megahit_17507	unclassified	6695	--	--	--
megahit_17525	unclassified	2330	--	--	--
megahit_17527	unclassified	1156	--	--	--
megahit_17530	unclassified	3260	--	--	--
megahit_17532	unclassified	1430	--	--	--
megahit_17535	unclassified	2034	--	--	--
megahit_17540	unclassified	3675	--	--	--
megahit_17542	unclassified	2102	--	--	--
megahit_17548	unclassified	914	--	--	--
megahit_1755	unclassified	3147	--	--	--
megahit_17553	unclassified	852	--	--	--
megahit_17558	unclassified	853	--	--	--
megahit_17562	unclassified	888	--	--	--
megahit_17565	unclassified	1221	--	--	--
megahit_1757	unclassified	769	--	--	--
megahit_17575	unclassified	848	--	--	--
megahit_17579	unclassified	1478	--	--	--
megahit_17582	unclassified	819	--	--	--
megahit_17593	unclassified	817	--	--	--
megahit_17594	unclassified	1490	--	--	--
megahit_1760	unclassified	1179	--	--	--
megahit_17604	unclassified	1961	--	--	--
megahit_17608	unclassified	1248	--	--	--
megahit_17609	unclassified	2654	--	--	--
megahit_17613	unclassified	827	--	--	--
megahit_1762	unclassified	1480	--	--	--
megahit_17620	unclassified	4459	--	--	--
megahit_17623	unclassified	1752	--	--	--
megahit_17636	unclassified	1002	--	--	--
megahit_1764	unclassified	1082	--	--	--
megahit_17641	unclassified	2310	--	--	--
megahit_17642	unclassified	1144	--	--	--
megahit_17648	unclassified	1081	--	--	--
megahit_17655	unclassified	4344	--	--	--
megahit_1767	unclassified	1044	--	--	--
megahit_17673	unclassified	1063	--	--	--
megahit_17674	unclassified	1247	--	--	--
megahit_17681	unclassified	814	--	--	--
megahit_17687	unclassified	3005	--	--	--
megahit_17689	unclassified	762	--	--	--
megahit_177	unclassified	925	--	--	--
megahit_17701	unclassified	1191	--	--	--
megahit_17703	unclassified	768	--	--	--
megahit_17709	unclassified	895	--	--	--
megahit_1772	unclassified	2305	--	--	--
megahit_17720	unclassified	803	--	--	--
megahit_17724	unclassified	1226	--	--	--
megahit_17729	unclassified	1079	--	--	--
megahit_17731	unclassified	829	--	--	--
megahit_17734	unclassified	1190	--	--	--
megahit_17737	unclassified	901	--	--	--
megahit_1774	unclassified	1236	--	--	--
megahit_17746	unclassified	872	--	--	--
megahit_17764	unclassified	1154	--	--	--
megahit_17765	unclassified	835	--	--	--
megahit_17766	unclassified	835	--	--	--
megahit_1777	unclassified	817	--	--	--
megahit_17779	unclassified	2544	--	--	--
megahit_17780	unclassified	1633	--	--	--
megahit_17784	unclassified	1264	--	--	--
megahit_17792	unclassified	8933	--	--	--
megahit_17798	unclassified	915	--	--	--
megahit_1780	unclassified	1224	--	--	--
megahit_17800	unclassified	5283	--	--	--
megahit_17807	unclassified	922	--	--	--
megahit_17809	unclassified	3070	--	--	--
megahit_17812	unclassified	1792	--	--	--
megahit_17813	unclassified	1701	--	--	--
megahit_17816	unclassified	1041	--	--	--
megahit_17819	unclassified	941	--	--	--
megahit_1782	unclassified	1584	--	--	--
megahit_17822	unclassified	1034	--	--	--
megahit_17828	unclassified	4927	--	--	--
megahit_17831	unclassified	842	--	--	--
megahit_17837	unclassified	1848	--	--	--
megahit_17839	unclassified	2420	--	--	--
megahit_17841	unclassified	1328	--	--	--
megahit_17844	unclassified	4411	--	--	--
megahit_17849	unclassified	861	--	--	--
megahit_1785	unclassified	1360	--	--	--
megahit_17855	unclassified	857	--	--	--
megahit_17857	unclassified	3172	--	--	--
megahit_17858	unclassified	822	--	--	--
megahit_17862	unclassified	4310	--	--	--
megahit_17886	unclassified	1327	--	--	--
megahit_17893	unclassified	9597	--	--	--
megahit_17900	unclassified	786	--	--	--
megahit_17903	unclassified	791	--	--	--
megahit_17912	unclassified	1171	--	--	--
megahit_17928	unclassified	1143	--	--	--
megahit_17930	unclassified	1686	--	--	--
megahit_17934	unclassified	1188	--	--	--
megahit_17936	unclassified	919	--	--	--
megahit_17937	unclassified	1008	--	--	--
megahit_1794	unclassified	1336	--	--	--
megahit_17947	unclassified	1681	--	--	--
megahit_17948	unclassified	3076	--	--	--
megahit_1795	unclassified	1167	--	--	--
megahit_17951	unclassified	883	--	--	--
megahit_17959	unclassified	946	--	--	--
megahit_17960	unclassified	890	--	--	--
megahit_17961	unclassified	1621	--	--	--
megahit_17963	unclassified	867	--	--	--
megahit_17964	unclassified	763	--	--	--
megahit_17966	unclassified	991	--	--	--
megahit_17972	unclassified	1663	--	--	--
megahit_1798	unclassified	757	--	--	--
megahit_17987	unclassified	816	--	--	--
megahit_17991	unclassified	980	--	--	--
megahit_17996	unclassified	3741	--	--	--
megahit_17997	unclassified	751	--	--	--
megahit_1800	unclassified	995	--	--	--
megahit_18004	unclassified	1095	--	--	--
megahit_18005	unclassified	3064	--	--	--
megahit_18006	unclassified	1203	--	--	--
megahit_18010	unclassified	940	--	--	--
megahit_18016	unclassified	788	--	--	--
megahit_1802	unclassified	820	--	--	--
megahit_18021	unclassified	2921	--	--	--
megahit_18022	unclassified	1139	--	--	--
megahit_18024	unclassified	1044	--	--	--
megahit_18032	unclassified	1399	--	--	--
megahit_18037	unclassified	1883	--	--	--
megahit_18038	unclassified	774	--	--	--
megahit_18045	unclassified	1438	--	--	--
megahit_18047	unclassified	1196	--	--	--
megahit_18048	unclassified	876	--	--	--
megahit_18052	unclassified	2686	--	--	--
megahit_18054	unclassified	1056	--	--	--
megahit_18057	unclassified	833	--	--	--
megahit_1806	unclassified	1162	--	--	--
megahit_18060	unclassified	2142	--	--	--
megahit_18064	unclassified	1671	--	--	--
megahit_18065	unclassified	961	--	--	--
megahit_18070	unclassified	1142	--	--	--
megahit_18072	unclassified	1068	--	--	--
megahit_18075	unclassified	1191	--	--	--
megahit_18079	unclassified	844	--	--	--
megahit_1808	unclassified	4409	--	--	--
megahit_18083	unclassified	1183	--	--	--
megahit_18094	unclassified	909	--	--	--
megahit_18100	unclassified	1487	--	--	--
megahit_18102	unclassified	830	--	--	--
megahit_18103	unclassified	756	--	--	--
megahit_18107	unclassified	1054	--	--	--
megahit_18111	unclassified	931	--	--	--
megahit_18114	unclassified	779	--	--	--
megahit_18118	unclassified	2995	--	--	--
megahit_18123	unclassified	1710	--	--	--
megahit_18129	unclassified	916	--	--	--
megahit_1813	unclassified	1105	--	--	--
megahit_18130	unclassified	1368	--	--	--
megahit_18141	unclassified	1278	--	--	--
megahit_18143	unclassified	3316	--	--	--
megahit_18151	unclassified	4553	--	--	--
megahit_18159	unclassified	2741	--	--	--
megahit_1816	unclassified	6855	--	--	--
megahit_18160	unclassified	846	--	--	--
megahit_18170	unclassified	1245	--	--	--
megahit_18172	unclassified	978	--	--	--
megahit_18173	unclassified	772	--	--	--
megahit_18178	unclassified	868	--	--	--
megahit_18188	unclassified	1028	--	--	--
megahit_1819	unclassified	1990	--	--	--
megahit_18198	unclassified	1243	--	--	--
megahit_182	unclassified	971	--	--	--
megahit_18211	unclassified	823	--	--	--
megahit_18222	unclassified	977	--	--	--
megahit_18229	unclassified	841	--	--	--
megahit_18232	unclassified	899	--	--	--
megahit_18234	unclassified	976	--	--	--
megahit_18235	unclassified	781	--	--	--
megahit_18236	unclassified	4431	--	--	--
megahit_18250	unclassified	760	--	--	--
megahit_18254	unclassified	2876	--	--	--
megahit_18257	unclassified	839	--	--	--
megahit_18259	unclassified	765	--	--	--
megahit_1826	unclassified	950	--	--	--
megahit_18262	unclassified	1978	--	--	--
megahit_18271	unclassified	752	--	--	--
megahit_18276	unclassified	837	--	--	--
megahit_18291	unclassified	3048	--	--	--
megahit_18305	unclassified	751	--	--	--
megahit_18310	unclassified	1242	--	--	--
megahit_18315	unclassified	1696	--	--	--
megahit_18316	unclassified	1108	--	--	--
megahit_18324	unclassified	1293	--	--	--
megahit_18325	unclassified	1482	--	--	--
megahit_1833	unclassified	1094	--	--	--
megahit_18336	unclassified	842	--	--	--
megahit_18338	unclassified	3078	--	--	--
megahit_1834	unclassified	1245	--	--	--
megahit_18341	unclassified	1522	--	--	--
megahit_18342	unclassified	1167	--	--	--
megahit_18343	unclassified	4726	--	--	--
megahit_18345	unclassified	1179	--	--	--
megahit_18346	unclassified	1503	--	--	--
megahit_18347	unclassified	769	--	--	--
megahit_18348	unclassified	750	--	--	--
megahit_18350	unclassified	913	--	--	--
megahit_18352	unclassified	4323	--	--	--
megahit_18353	unclassified	1197	--	--	--
megahit_18354	unclassified	2236	--	--	--
megahit_18355	unclassified	1155	--	--	--
megahit_18366	unclassified	1631	--	--	--
megahit_18374	unclassified	1494	--	--	--
megahit_18376	unclassified	1038	--	--	--
megahit_18379	unclassified	1277	--	--	--
megahit_18381	unclassified	1551	--	--	--
megahit_1839	unclassified	5697	--	--	--
megahit_18390	unclassified	1297	--	--	--
megahit_18394	unclassified	775	--	--	--
megahit_18399	unclassified	6147	--	--	--
megahit_18400	unclassified	1325	--	--	--
megahit_18407	unclassified	752	--	--	--
megahit_18409	unclassified	1428	--	--	--
megahit_1841	unclassified	1500	--	--	--
megahit_18410	unclassified	1010	--	--	--
megahit_18414	unclassified	2327	--	--	--
megahit_18415	unclassified	1315	--	--	--
megahit_18419	unclassified	818	--	--	--
megahit_18421	unclassified	966	--	--	--
megahit_18426	unclassified	3964	--	--	--
megahit_18433	unclassified	920	--	--	--
megahit_1844	unclassified	2244	--	--	--
megahit_18445	unclassified	1007	--	--	--
megahit_18450	unclassified	1308	--	--	--
megahit_18456	unclassified	2865	--	--	--
megahit_1846	unclassified	950	--	--	--
megahit_18468	unclassified	902	--	--	--
megahit_18471	unclassified	2448	--	--	--
megahit_18473	unclassified	951	--	--	--
megahit_18478	unclassified	2578	--	--	--
megahit_18480	unclassified	849	--	--	--
megahit_18485	unclassified	2401	--	--	--
megahit_18487	unclassified	1930	--	--	--
megahit_18488	unclassified	2250	--	--	--
megahit_1849	unclassified	764	--	--	--
megahit_18490	unclassified	830	--	--	--
megahit_18500	unclassified	1013	--	--	--
megahit_18503	unclassified	1865	--	--	--
megahit_18504	unclassified	11008	--	--	--
megahit_18505	unclassified	1285	--	--	--
megahit_18508	unclassified	1089	--	--	--
megahit_18514	unclassified	876	--	--	--
megahit_18516	unclassified	1431	--	--	--
megahit_18521	unclassified	4119	--	--	--
megahit_18525	unclassified	801	--	--	--
megahit_18533	unclassified	1394	--	--	--
megahit_18534	unclassified	3940	--	--	--
megahit_18536	unclassified	986	--	--	--
megahit_18541	unclassified	906	--	--	--
megahit_18544	unclassified	1197	--	--	--
megahit_18552	unclassified	799	--	--	--
megahit_18554	unclassified	4507	--	--	--
megahit_18555	unclassified	1026	--	--	--
megahit_18559	unclassified	1183	--	--	--
megahit_1856	unclassified	988	--	--	--
megahit_18564	unclassified	3443	--	--	--
megahit_1857	unclassified	917	--	--	--
megahit_18574	unclassified	5606	--	--	--
megahit_18577	unclassified	763	--	--	--
megahit_18581	unclassified	827	--	--	--
megahit_18589	unclassified	971	--	--	--
megahit_18594	unclassified	3378	--	--	--
megahit_18597	unclassified	1089	--	--	--
megahit_18598	unclassified	3227	--	--	--
megahit_18606	unclassified	2447	--	--	--
megahit_1861	unclassified	780	--	--	--
megahit_18611	unclassified	3069	--	--	--
megahit_18618	unclassified	775	--	--	--
megahit_18622	unclassified	829	--	--	--
megahit_18627	unclassified	1136	--	--	--
megahit_18633	unclassified	1122	--	--	--
megahit_18634	unclassified	1661	--	--	--
megahit_18636	unclassified	1040	--	--	--
megahit_18637	unclassified	2077	--	--	--
megahit_18638	unclassified	995	--	--	--
megahit_18640	unclassified	1347	--	--	--
megahit_18642	unclassified	1627	--	--	--
megahit_18646	unclassified	768	--	--	--
megahit_18652	unclassified	876	--	--	--
megahit_18653	unclassified	903	--	--	--
megahit_18657	unclassified	923	--	--	--
megahit_18658	unclassified	1218	--	--	--
megahit_18667	unclassified	1393	--	--	--
megahit_18668	unclassified	1060	--	--	--
megahit_18676	unclassified	857	--	--	--
megahit_18679	unclassified	835	--	--	--
megahit_18686	unclassified	885	--	--	--
megahit_18698	unclassified	1881	--	--	--
megahit_18711	unclassified	1035	--	--	--
megahit_18712	unclassified	1000	--	--	--
megahit_18715	unclassified	1014	--	--	--
megahit_1872	unclassified	2344	--	--	--
megahit_18724	unclassified	2395	--	--	--
megahit_18726	unclassified	1815	--	--	--
megahit_1873	unclassified	12496	--	--	--
megahit_18735	unclassified	2501	--	--	--
megahit_18740	unclassified	985	--	--	--
megahit_18742	unclassified	3032	--	--	--
megahit_18753	unclassified	1345	--	--	--
megahit_18754	unclassified	901	--	--	--
megahit_18757	unclassified	1298	--	--	--
megahit_18760	unclassified	790	--	--	--
megahit_18761	unclassified	2251	--	--	--
megahit_18767	unclassified	954	--	--	--
megahit_18771	unclassified	1180	--	--	--
megahit_18774	unclassified	2396	--	--	--
megahit_18775	unclassified	1156	--	--	--
megahit_1878	unclassified	1023	--	--	--
megahit_18783	unclassified	1756	--	--	--
megahit_18784	unclassified	785	--	--	--
megahit_18785	unclassified	1277	--	--	--
megahit_18793	unclassified	848	--	--	--
megahit_18794	unclassified	1968	--	--	--
megahit_18798	unclassified	3472	--	--	--
megahit_18799	unclassified	776	--	--	--
megahit_18808	unclassified	3454	--	--	--
megahit_1881	unclassified	1582	--	--	--
megahit_18810	unclassified	822	--	--	--
megahit_18812	unclassified	1258	--	--	--
megahit_18813	unclassified	2168	--	--	--
megahit_18820	unclassified	2600	--	--	--
megahit_18822	unclassified	3862	--	--	--
megahit_18836	unclassified	901	--	--	--
megahit_18837	unclassified	1866	--	--	--
megahit_18847	unclassified	1088	--	--	--
megahit_18859	unclassified	818	--	--	--
megahit_18862	unclassified	916	--	--	--
megahit_18866	unclassified	1287	--	--	--
megahit_18872	unclassified	759	--	--	--
megahit_18873	unclassified	1010	--	--	--
megahit_18876	unclassified	1046	--	--	--
megahit_18883	unclassified	3966	--	--	--
megahit_18893	unclassified	1505	--	--	--
megahit_18897	unclassified	2298	--	--	--
megahit_18899	unclassified	2012	--	--	--
megahit_18908	unclassified	1339	--	--	--
megahit_18923	unclassified	1816	--	--	--
megahit_18932	unclassified	1166	--	--	--
megahit_18936	unclassified	2152	--	--	--
megahit_18939	unclassified	762	--	--	--
megahit_1894	unclassified	2135	--	--	--
megahit_18940	unclassified	3004	--	--	--
megahit_18947	unclassified	2236	--	--	--
megahit_18948	unclassified	855	--	--	--
megahit_18951	unclassified	831	--	--	--
megahit_18960	unclassified	8565	--	--	--
megahit_18965	unclassified	803	--	--	--
megahit_18972	unclassified	6140	--	--	--
megahit_18979	unclassified	1609	--	--	--
megahit_18982	unclassified	3958	--	--	--
megahit_18984	unclassified	1579	--	--	--
megahit_18986	unclassified	4634	--	--	--
megahit_18989	unclassified	6542	--	--	--
megahit_19000	unclassified	1971	--	--	--
megahit_19003	unclassified	1352	--	--	--
megahit_19004	unclassified	777	--	--	--
megahit_19008	unclassified	842	--	--	--
megahit_19010	unclassified	764	--	--	--
megahit_19015	unclassified	760	--	--	--
megahit_19016	unclassified	2026	--	--	--
megahit_19021	unclassified	2705	--	--	--
megahit_19022	unclassified	772	--	--	--
megahit_19026	unclassified	1668	--	--	--
megahit_19033	unclassified	1008	--	--	--
megahit_19036	unclassified	2640	--	--	--
megahit_19046	unclassified	750	--	--	--
megahit_19048	unclassified	765	--	--	--
megahit_19055	unclassified	848	--	--	--
megahit_19056	unclassified	1117	--	--	--
megahit_19057	unclassified	1057	--	--	--
megahit_19059	unclassified	1117	--	--	--
megahit_19062	unclassified	8747	--	--	--
megahit_19064	unclassified	2545	--	--	--
megahit_19069	unclassified	4628	--	--	--
megahit_19071	unclassified	1105	--	--	--
megahit_19072	unclassified	872	--	--	--
megahit_19077	unclassified	1536	--	--	--
megahit_19078	unclassified	838	--	--	--
megahit_19082	unclassified	1738	--	--	--
megahit_19093	unclassified	1091	--	--	--
megahit_19098	unclassified	1998	--	--	--
megahit_19104	unclassified	845	--	--	--
megahit_19109	unclassified	1725	--	--	--
megahit_19110	unclassified	1879	--	--	--
megahit_19114	unclassified	908	--	--	--
megahit_19121	unclassified	1223	--	--	--
megahit_19128	unclassified	978	--	--	--
megahit_19129	unclassified	883	--	--	--
megahit_19131	unclassified	1060	--	--	--
megahit_19134	unclassified	2196	--	--	--
megahit_19137	unclassified	1752	--	--	--
megahit_19142	unclassified	5085	--	--	--
megahit_19145	unclassified	8207	--	--	--
megahit_19150	unclassified	2291	--	--	--
megahit_19156	unclassified	860	--	--	--
megahit_19160	unclassified	2178	--	--	--
megahit_19162	unclassified	1437	--	--	--
megahit_19168	unclassified	824	--	--	--
megahit_19169	unclassified	841	--	--	--
megahit_19177	unclassified	2418	--	--	--
megahit_19178	unclassified	777	--	--	--
megahit_19184	unclassified	1537	--	--	--
megahit_19189	unclassified	963	--	--	--
megahit_19190	unclassified	2110	--	--	--
megahit_19191	unclassified	873	--	--	--
megahit_19192	unclassified	1248	--	--	--
megahit_19195	unclassified	799	--	--	--
megahit_19197	unclassified	884	--	--	--
megahit_19204	unclassified	2108	--	--	--
megahit_19205	unclassified	892	--	--	--
megahit_19206	unclassified	1990	--	--	--
megahit_19207	unclassified	2282	--	--	--
megahit_19211	unclassified	1117	--	--	--
megahit_19227	unclassified	1591	--	--	--
megahit_19239	unclassified	777	--	--	--
megahit_19248	unclassified	1449	--	--	--
megahit_19256	unclassified	1027	--	--	--
megahit_1926	unclassified	1131	--	--	--
megahit_19263	unclassified	3448	--	--	--
megahit_19264	unclassified	982	--	--	--
megahit_19268	unclassified	3882	--	--	--
megahit_19270	unclassified	1071	--	--	--
megahit_19271	unclassified	996	--	--	--
megahit_19287	unclassified	4219	--	--	--
megahit_19289	unclassified	1214	--	--	--
megahit_19290	unclassified	1291	--	--	--
megahit_19301	unclassified	909	--	--	--
megahit_19307	unclassified	866	--	--	--
megahit_19321	unclassified	3244	--	--	--
megahit_19323	unclassified	992	--	--	--
megahit_19325	unclassified	2938	--	--	--
megahit_19336	unclassified	766	--	--	--
megahit_19339	unclassified	1209	--	--	--
megahit_19340	unclassified	4514	--	--	--
megahit_19341	unclassified	830	--	--	--
megahit_19348	unclassified	2446	--	--	--
megahit_19354	unclassified	1903	--	--	--
megahit_19360	unclassified	4204	--	--	--
megahit_1937	unclassified	1382	--	--	--
megahit_1938	unclassified	3419	--	--	--
megahit_19380	unclassified	6511	--	--	--
megahit_19389	unclassified	2010	--	--	--
megahit_19391	unclassified	1017	--	--	--
megahit_19392	unclassified	917	--	--	--
megahit_19403	unclassified	1887	--	--	--
megahit_1941	unclassified	10460	--	--	--
megahit_19420	unclassified	1313	--	--	--
megahit_19430	unclassified	1602	--	--	--
megahit_19437	unclassified	1374	--	--	--
megahit_19444	unclassified	3500	--	--	--
megahit_19451	unclassified	1327	--	--	--
megahit_19452	unclassified	870	--	--	--
megahit_19455	unclassified	1748	--	--	--
megahit_19460	unclassified	1139	--	--	--
megahit_1949	unclassified	798	--	--	--
megahit_19493	unclassified	1082	--	--	--
megahit_19495	unclassified	2337	--	--	--
megahit_19497	unclassified	2782	--	--	--
megahit_19506	unclassified	795	--	--	--
megahit_1951	unclassified	1314	--	--	--
megahit_19511	unclassified	849	--	--	--
megahit_19518	unclassified	1633	--	--	--
megahit_1952	unclassified	896	--	--	--
megahit_19522	unclassified	878	--	--	--
megahit_19533	unclassified	3450	--	--	--
megahit_19538	unclassified	3385	--	--	--
megahit_19547	unclassified	959	--	--	--
megahit_19563	unclassified	1035	--	--	--
megahit_19566	unclassified	753	--	--	--
megahit_19568	unclassified	1877	--	--	--
megahit_19569	unclassified	1097	--	--	--
megahit_1958	unclassified	2409	--	--	--
megahit_19581	unclassified	1687	--	--	--
megahit_19589	unclassified	3009	--	--	--
megahit_19606	unclassified	984	--	--	--
megahit_19608	unclassified	1512	--	--	--
megahit_19611	unclassified	911	--	--	--
megahit_19615	unclassified	4402	--	--	--
megahit_19618	unclassified	934	--	--	--
megahit_19620	unclassified	1100	--	--	--
megahit_1963	unclassified	1707	--	--	--
megahit_19630	unclassified	4451	--	--	--
megahit_19631	unclassified	2903	--	--	--
megahit_19635	unclassified	882	--	--	--
megahit_19637	unclassified	2236	--	--	--
megahit_19640	unclassified	2496	--	--	--
megahit_19648	unclassified	812	--	--	--
megahit_19658	unclassified	1143	--	--	--
megahit_19659	unclassified	890	--	--	--
megahit_19661	unclassified	1612	--	--	--
megahit_19662	unclassified	3004	--	--	--
megahit_19669	unclassified	7355	--	--	--
megahit_19670	unclassified	2644	--	--	--
megahit_19676	unclassified	1790	--	--	--
megahit_19683	unclassified	851	--	--	--
megahit_19684	unclassified	2723	--	--	--
megahit_19689	unclassified	1051	--	--	--
megahit_19690	unclassified	1191	--	--	--
megahit_19693	unclassified	6682	--	--	--
megahit_19709	unclassified	1385	--	--	--
megahit_19710	unclassified	901	--	--	--
megahit_19723	unclassified	778	--	--	--
megahit_19728	unclassified	1052	--	--	--
megahit_1973	unclassified	1049	--	--	--
megahit_19732	unclassified	812	--	--	--
megahit_19733	unclassified	1066	--	--	--
megahit_19744	unclassified	1289	--	--	--
megahit_19747	unclassified	1030	--	--	--
megahit_1975	unclassified	810	--	--	--
megahit_19757	unclassified	7156	--	--	--
megahit_19762	unclassified	1793	--	--	--
megahit_19764	unclassified	1203	--	--	--
megahit_19769	unclassified	1398	--	--	--
megahit_19772	unclassified	2154	--	--	--
megahit_19773	unclassified	779	--	--	--
megahit_19787	unclassified	917	--	--	--
megahit_19788	unclassified	1403	--	--	--
megahit_1979	unclassified	2451	--	--	--
megahit_19792	unclassified	803	--	--	--
megahit_19793	unclassified	2519	--	--	--
megahit_198	unclassified	905	--	--	--
megahit_19804	unclassified	1056	--	--	--
megahit_19806	unclassified	806	--	--	--
megahit_19808	unclassified	1464	--	--	--
megahit_1981	unclassified	1174	--	--	--
megahit_19815	unclassified	2531	--	--	--
megahit_19817	unclassified	2787	--	--	--
megahit_19819	unclassified	3227	--	--	--
megahit_19825	unclassified	997	--	--	--
megahit_19827	unclassified	2550	--	--	--
megahit_1983	unclassified	2908	--	--	--
megahit_19831	unclassified	870	--	--	--
megahit_19851	unclassified	818	--	--	--
megahit_19852	unclassified	1039	--	--	--
megahit_19857	unclassified	1226	--	--	--
megahit_19858	unclassified	860	--	--	--
megahit_19861	unclassified	10138	--	--	--
megahit_19864	unclassified	1205	--	--	--
megahit_19869	unclassified	1737	--	--	--
megahit_19870	unclassified	868	--	--	--
megahit_19871	unclassified	1257	--	--	--
megahit_19872	unclassified	1257	--	--	--
megahit_19887	unclassified	2086	--	--	--
megahit_1989	unclassified	8224	--	--	--
megahit_19899	unclassified	996	--	--	--
megahit_19908	unclassified	1426	--	--	--
megahit_19911	unclassified	847	--	--	--
megahit_19912	unclassified	777	--	--	--
megahit_19917	unclassified	912	--	--	--
megahit_19921	unclassified	753	--	--	--
megahit_19928	unclassified	2845	--	--	--
megahit_19931	unclassified	815	--	--	--
megahit_19939	unclassified	1000	--	--	--
megahit_19940	unclassified	893	--	--	--
megahit_19945	unclassified	2503	--	--	--
megahit_19950	unclassified	839	--	--	--
megahit_19951	unclassified	1391	--	--	--
megahit_19955	unclassified	962	--	--	--
megahit_19963	unclassified	1305	--	--	--
