CONTIG_NAME	CALL	CONTIG_LENGTH	LOCI	ANNOTATIONS:UNIREF50	ANNOTATIONS:UNIREF90
megahit_15398	unclassified	2696	--	--	--
megahit_154	unclassified	863	--	--	--
megahit_15400	unclassified	852	--	--	--
megahit_15401	unclassified	1018	--	--	--
megahit_15406	unclassified	998	--	--	--
megahit_15408	unclassified	1863	--	--	--
megahit_1541	unclassified	7049	--	--	--
megahit_15412	unclassified	1170	--	--	--
megahit_15421	unclassified	1874	--	--	--
megahit_15422	unclassified	1544	--	--	--
megahit_15426	unclassified	1190	--	--	--
megahit_1543	unclassified	970	--	--	--
megahit_15436	unclassified	1167	--	--	--
megahit_1545	unclassified	2776	--	--	--
megahit_15450	unclassified	795	--	--	--
megahit_15453	unclassified	918	--	--	--
megahit_15457	unclassified	761	--	--	--
megahit_15467	unclassified	1462	--	--	--
megahit_15468	unclassified	1240	--	--	--
megahit_1547	unclassified	1095	--	--	--
megahit_15471	unclassified	3455	--	--	--
megahit_15473	unclassified	1323	--	--	--
megahit_15474	unclassified	1162	--	--	--
megahit_15478	unclassified	1210	--	--	--
megahit_1548	unclassified	1337	--	--	--
megahit_15481	unclassified	1131	--	--	--
megahit_15485	unclassified	6784	--	--	--
megahit_15487	unclassified	1261	--	--	--
megahit_1549	unclassified	798	--	--	--
megahit_15493	unclassified	755	--	--	--
megahit_15496	unclassified	814	--	--	--
megahit_15498	unclassified	3182	--	--	--
megahit_15501	unclassified	1449	--	--	--
megahit_15502	unclassified	5683	--	--	--
megahit_15503	unclassified	2530	--	--	--
megahit_15505	unclassified	765	--	--	--
megahit_1551	unclassified	7754	--	--	--
megahit_15511	unclassified	2391	--	--	--
megahit_15512	unclassified	13055	--	--	--
megahit_15514	unclassified	1556	--	--	--
megahit_15516	unclassified	1124	--	--	--
megahit_15520	unclassified	947	--	--	--
megahit_15521	unclassified	825	--	--	--
megahit_15523	unclassified	876	--	--	--
megahit_15525	unclassified	4072	--	--	--
megahit_15527	unclassified	1902	--	--	--
megahit_15532	unclassified	2878	--	--	--
megahit_15533	unclassified	3020	--	--	--
megahit_15534	unclassified	1328	--	--	--
megahit_15538	unclassified	1787	--	--	--
megahit_15539	unclassified	1060	--	--	--
megahit_15540	unclassified	801	--	--	--
megahit_15542	unclassified	1077	--	--	--
megahit_15547	unclassified	1265	--	--	--
megahit_1555	unclassified	1404	--	--	--
megahit_15552	unclassified	1194	--	--	--
megahit_15559	unclassified	1320	--	--	--
megahit_15565	unclassified	800	--	--	--
megahit_15566	unclassified	916	--	--	--
megahit_1557	unclassified	758	--	--	--
megahit_15572	unclassified	1158	--	--	--
megahit_15578	unclassified	1488	--	--	--
megahit_15582	unclassified	4058	--	--	--
megahit_15583	unclassified	2802	--	--	--
megahit_15587	unclassified	1323	--	--	--
megahit_15589	unclassified	757	--	--	--
megahit_1559	unclassified	1349	--	--	--
megahit_15590	unclassified	806	--	--	--
megahit_15594	unclassified	971	--	--	--
megahit_15595	unclassified	2251	--	--	--
megahit_15596	unclassified	5798	--	--	--
megahit_15597	unclassified	2505	--	--	--
megahit_15599	unclassified	1093	--	--	--
megahit_156	unclassified	1435	--	--	--
megahit_15602	unclassified	1133	--	--	--
megahit_15603	unclassified	757	--	--	--
megahit_15605	unclassified	1790	--	--	--
megahit_15611	unclassified	906	--	--	--
megahit_15618	unclassified	1622	--	--	--
megahit_15619	unclassified	752	--	--	--
megahit_15620	unclassified	1262	--	--	--
megahit_15633	unclassified	865	--	--	--
megahit_15645	unclassified	2639	--	--	--
megahit_15651	unclassified	1087	--	--	--
megahit_15652	unclassified	759	--	--	--
megahit_15660	unclassified	1165	--	--	--
megahit_15661	unclassified	4547	3306:4547:+	UniRef50_C7T763	UniRef90_A8ST13
megahit_15662	unclassified	6130	--	--	--
megahit_15669	unclassified	1083	--	--	--
megahit_15672	unclassified	977	--	--	--
megahit_15677	unclassified	1109	--	--	--
megahit_15683	unclassified	1276	--	--	--
megahit_15684	unclassified	778	--	--	--
megahit_15685	unclassified	828	--	--	--
megahit_15689	unclassified	1052	--	--	--
megahit_15691	unclassified	768	--	--	--
megahit_15692	unclassified	7043	--	--	--
megahit_15694	unclassified	1157	--	--	--
megahit_15696	unclassified	911	--	--	--
megahit_15703	unclassified	1787	--	--	--
megahit_15705	unclassified	856	--	--	--
megahit_15706	unclassified	4068	--	--	--
megahit_15708	unclassified	861	--	--	--
megahit_15712	unclassified	2916	--	--	--
megahit_15713	unclassified	1021	--	--	--
megahit_15716	unclassified	912	--	--	--
megahit_15718	unclassified	840	--	--	--
megahit_15721	unclassified	1704	--	--	--
megahit_15725	unclassified	4651	--	--	--
megahit_15727	unclassified	2392	--	--	--
megahit_15731	unclassified	1028	--	--	--
megahit_15735	unclassified	4842	--	--	--
megahit_15739	unclassified	1520	--	--	--
megahit_15740	unclassified	816	--	--	--
megahit_15744	unclassified	1032	--	--	--
megahit_15745	unclassified	1294	--	--	--
megahit_15746	unclassified	1358	--	--	--
megahit_15748	unclassified	844	--	--	--
megahit_15751	unclassified	757	--	--	--
megahit_15759	unclassified	9434	--	--	--
megahit_15760	unclassified	951	--	--	--
megahit_15761	unclassified	1348	--	--	--
megahit_15762	unclassified	1287	--	--	--
megahit_15764	unclassified	1056	--	--	--
megahit_15770	unclassified	936	--	--	--
megahit_15771	unclassified	863	--	--	--
megahit_15780	unclassified	1049	--	--	--
megahit_15782	unclassified	961	--	--	--
megahit_15783	unclassified	1026	--	--	--
megahit_15784	unclassified	4142	--	--	--
megahit_15797	unclassified	755	--	--	--
megahit_15802	unclassified	754	--	--	--
megahit_15805	unclassified	995	--	--	--
megahit_15811	unclassified	6415	--	--	--
megahit_15812	unclassified	2091	--	--	--
megahit_15821	unclassified	786	--	--	--
megahit_15824	unclassified	944	--	--	--
megahit_1583	unclassified	2430	--	--	--
megahit_15832	unclassified	800	--	--	--
megahit_15833	unclassified	4992	--	--	--
megahit_15840	unclassified	854	--	--	--
megahit_15846	unclassified	3216	--	--	--
megahit_1585	unclassified	2060	--	--	--
megahit_15852	unclassified	1040	--	--	--
megahit_15854	unclassified	2284	--	--	--
megahit_15855	unclassified	1514	--	--	--
megahit_15856	unclassified	1303	--	--	--
megahit_15864	unclassified	2407	--	--	--
megahit_15869	unclassified	833	--	--	--
megahit_1587	unclassified	957	--	--	--
megahit_15870	unclassified	1772	--	--	--
megahit_15871	unclassified	838	--	--	--
megahit_15874	unclassified	899	--	--	--
megahit_15876	unclassified	2269	--	--	--
megahit_15877	unclassified	1392	--	--	--
megahit_15879	unclassified	9272	--	--	--
megahit_15882	unclassified	1500	--	--	--
megahit_15887	unclassified	824	--	--	--
megahit_15895	unclassified	4297	--	--	--
megahit_15896	unclassified	1021	--	--	--
megahit_15901	unclassified	1255	--	--	--
megahit_15902	unclassified	1020	--	--	--
megahit_15905	unclassified	1167	--	--	--
megahit_15906	unclassified	919	--	--	--
megahit_15908	unclassified	868	--	--	--
megahit_15910	unclassified	1890	--	--	--
megahit_15913	unclassified	1076	--	--	--
megahit_15918	unclassified	4665	--	--	--
megahit_15922	unclassified	1859	--	--	--
megahit_15923	unclassified	791	--	--	--
megahit_15925	unclassified	822	--	--	--
megahit_15927	unclassified	1464	--	--	--
megahit_15928	unclassified	814	--	--	--
megahit_1593	unclassified	831	--	--	--
megahit_15930	unclassified	805	--	--	--
megahit_15934	unclassified	1323	--	--	--
megahit_15943	unclassified	755	--	--	--
megahit_15945	unclassified	846	--	--	--
megahit_15949	unclassified	1041	--	--	--
megahit_15962	unclassified	948	--	--	--
megahit_15964	unclassified	1411	--	--	--
megahit_15968	unclassified	796	--	--	--
megahit_15979	unclassified	1274	--	--	--
megahit_15987	unclassified	2014	--	--	--
megahit_15991	unclassified	1645	--	--	--
megahit_15993	unclassified	906	--	--	--
megahit_15994	unclassified	1077	--	--	--
megahit_15997	unclassified	772	--	--	--
megahit_15998	unclassified	951	--	--	--
megahit_16	unclassified	2016	--	--	--
megahit_16002	unclassified	8133	--	--	--
megahit_16003	unclassified	1310	--	--	--
megahit_16010	unclassified	1077	--	--	--
megahit_16011	unclassified	841	--	--	--
megahit_16012	unclassified	1016	--	--	--
megahit_16015	unclassified	794	--	--	--
megahit_1602	unclassified	1998	--	--	--
megahit_16023	unclassified	1048	--	--	--
megahit_16029	unclassified	806	--	--	--
megahit_1603	unclassified	1347	--	--	--
megahit_16035	unclassified	1217	--	--	--
megahit_16038	unclassified	3288	--	--	--
megahit_16039	unclassified	1944	--	--	--
megahit_1604	unclassified	933	--	--	--
megahit_16040	unclassified	2609	--	--	--
megahit_16042	unclassified	938	--	--	--
megahit_16044	unclassified	5424	--	--	--
megahit_16045	unclassified	754	--	--	--
megahit_16046	unclassified	936	--	--	--
megahit_16048	unclassified	813	--	--	--
megahit_16049	unclassified	1170	--	--	--
megahit_16063	unclassified	924	--	--	--
megahit_16066	unclassified	1767	--	--	--
megahit_16070	unclassified	908	--	--	--
megahit_16072	unclassified	877	--	--	--
megahit_16073	unclassified	1068	--	--	--
megahit_16074	unclassified	888	--	--	--
megahit_16075	unclassified	2565	--	--	--
megahit_16082	unclassified	844	--	--	--
megahit_16085	unclassified	1511	--	--	--
megahit_16086	unclassified	1399	--	--	--
megahit_16088	unclassified	774	--	--	--
megahit_16091	unclassified	766	--	--	--
megahit_16095	unclassified	1120	--	--	--
megahit_16097	unclassified	1768	--	--	--
megahit_161	unclassified	753	--	--	--
megahit_1610	unclassified	3821	--	--	--
megahit_16101	unclassified	897	--	--	--
megahit_16106	unclassified	2234	--	--	--
megahit_16108	unclassified	2231	--	--	--
megahit_1611	unclassified	1512	--	--	--
megahit_16112	unclassified	923	--	--	--
megahit_16113	unclassified	2656	--	--	--
megahit_16115	unclassified	896	--	--	--
megahit_16117	unclassified	1652	--	--	--
megahit_16119	unclassified	1799	--	--	--
megahit_16128	unclassified	1421	--	--	--
megahit_16132	unclassified	802	--	--	--
megahit_16133	unclassified	1306	--	--	--
megahit_16134	unclassified	1252	--	--	--
megahit_16135	unclassified	758	--	--	--
megahit_16136	unclassified	1106	--	--	--
megahit_16138	unclassified	2783	--	--	--
megahit_16139	unclassified	1721	--	--	--
megahit_16143	unclassified	820	--	--	--
megahit_16144	unclassified	854	--	--	--
megahit_16147	unclassified	802	--	--	--
megahit_16151	unclassified	2092	--	--	--
megahit_16155	unclassified	818	--	--	--
megahit_16156	unclassified	7038	--	--	--
megahit_16157	unclassified	4119	--	--	--
megahit_16159	unclassified	921	--	--	--
megahit_16161	unclassified	877	--	--	--
megahit_16162	unclassified	2329	--	--	--
megahit_16165	unclassified	929	--	--	--
megahit_16167	unclassified	990	--	--	--
megahit_1617	unclassified	795	--	--	--
megahit_16173	unclassified	766	--	--	--
megahit_16177	unclassified	2310	--	--	--
megahit_16186	unclassified	775	--	--	--
megahit_16193	unclassified	1636	--	--	--
megahit_16198	unclassified	803	--	--	--
megahit_1620	unclassified	1097	--	--	--
megahit_16201	unclassified	1542	--	--	--
megahit_16205	unclassified	903	--	--	--
megahit_16206	unclassified	2417	--	--	--
megahit_16208	unclassified	934	--	--	--
megahit_16211	unclassified	3381	--	--	--
megahit_16213	unclassified	1110	--	--	--
megahit_16215	unclassified	868	--	--	--
megahit_16217	unclassified	6231	--	--	--
megahit_16227	unclassified	1036	--	--	--
megahit_16228	unclassified	935	--	--	--
megahit_16229	unclassified	862	--	--	--
megahit_16233	unclassified	1554	--	--	--
megahit_16235	unclassified	5657	--	--	--
megahit_1624	unclassified	765	--	--	--
megahit_16250	unclassified	2131	--	--	--
megahit_16257	unclassified	1228	--	--	--
megahit_16262	unclassified	863	--	--	--
megahit_16263	unclassified	5095	--	--	--
megahit_16269	unclassified	820	--	--	--
megahit_16273	unclassified	3513	--	--	--
megahit_16279	unclassified	750	--	--	--
megahit_16291	unclassified	1097	--	--	--
megahit_16298	unclassified	1211	--	--	--
megahit_16300	unclassified	1047	--	--	--
megahit_16302	unclassified	767	--	--	--
megahit_16303	unclassified	850	--	--	--
megahit_16309	unclassified	2428	--	--	--
megahit_16312	unclassified	1524	--	--	--
megahit_16314	unclassified	836	--	--	--
megahit_16322	unclassified	798	--	--	--
megahit_16326	unclassified	844	--	--	--
megahit_16328	unclassified	1208	--	--	--
megahit_16330	unclassified	1102	--	--	--
megahit_16331	unclassified	2531	--	--	--
megahit_16333	unclassified	968	--	--	--
megahit_16335	unclassified	2366	--	--	--
megahit_16337	unclassified	1741	--	--	--
megahit_16341	unclassified	801	--	--	--
megahit_16344	unclassified	1203	--	--	--
megahit_16357	unclassified	8691	--	--	--
megahit_16358	unclassified	756	--	--	--
megahit_16372	unclassified	34107	--	--	--
megahit_16377	unclassified	1571	--	--	--
megahit_16380	unclassified	859	--	--	--
megahit_16381	unclassified	1827	--	--	--
megahit_16389	unclassified	837	--	--	--
megahit_16391	unclassified	4125	--	--	--
megahit_16394	unclassified	1401	--	--	--
megahit_16395	unclassified	1239	--	--	--
megahit_16396	unclassified	3026	--	--	--
megahit_164	unclassified	1758	--	--	--
megahit_1641	unclassified	947	--	--	--
megahit_16411	unclassified	776	--	--	--
megahit_16413	unclassified	844	--	--	--
megahit_16415	unclassified	1846	--	--	--
megahit_16418	unclassified	1074	--	--	--
megahit_16419	unclassified	824	--	--	--
megahit_16424	unclassified	1360	--	--	--
megahit_16426	unclassified	1152	--	--	--
megahit_16427	unclassified	785	--	--	--
megahit_16433	unclassified	1945	--	--	--
megahit_16434	unclassified	777	--	--	--
megahit_16435	unclassified	1188	--	--	--
megahit_16438	unclassified	845	--	--	--
megahit_16439	unclassified	29211	--	--	--
megahit_1644	unclassified	1092	--	--	--
megahit_16442	unclassified	1217	--	--	--
megahit_16451	unclassified	803	--	--	--
megahit_16455	unclassified	1157	--	--	--
megahit_16457	unclassified	1077	--	--	--
megahit_16459	unclassified	952	--	--	--
megahit_16462	unclassified	3682	--	--	--
megahit_16466	unclassified	1135	--	--	--
megahit_16469	unclassified	1418	--	--	--
megahit_16470	unclassified	1092	--	--	--
megahit_16476	unclassified	3796	--	--	--
megahit_16477	unclassified	1203	--	--	--
megahit_16478	unclassified	1059	--	--	--
megahit_16479	unclassified	6656	--	--	--
megahit_16481	unclassified	3728	--	--	--
megahit_16495	unclassified	1099	--	--	--
megahit_1650	unclassified	1378	--	--	--
megahit_16500	unclassified	813	--	--	--
megahit_16502	unclassified	792	--	--	--
megahit_16507	unclassified	919	--	--	--
megahit_16510	unclassified	943	--	--	--
megahit_16511	unclassified	855	--	--	--
megahit_16516	unclassified	929	--	--	--
megahit_1652	unclassified	1305	--	--	--
megahit_16521	unclassified	1035	--	--	--
megahit_16523	unclassified	918	--	--	--
megahit_16526	unclassified	2696	--	--	--
megahit_16528	unclassified	1472	--	--	--
megahit_16530	unclassified	4871	--	--	--
megahit_16531	unclassified	30023	--	--	--
megahit_16532	unclassified	2234	--	--	--
megahit_16534	unclassified	15181	--	--	--
megahit_16536	unclassified	2397	--	--	--
megahit_16544	unclassified	792	--	--	--
megahit_16549	unclassified	794	--	--	--
megahit_16550	unclassified	855	--	--	--
megahit_16553	unclassified	3125	--	--	--
megahit_16557	unclassified	3360	--	--	--
megahit_16559	unclassified	2004	--	--	--
megahit_16577	unclassified	873	--	--	--
megahit_1658	unclassified	1292	--	--	--
megahit_16583	unclassified	764	--	--	--
megahit_16585	unclassified	1052	--	--	--
megahit_16586	unclassified	766	--	--	--
megahit_16592	unclassified	1010	--	--	--
megahit_16596	unclassified	919	--	--	--
megahit_16602	unclassified	846	--	--	--
megahit_16603	unclassified	942	--	--	--
megahit_16609	unclassified	1956	--	--	--
megahit_16615	unclassified	2277	--	--	--
megahit_1662	unclassified	969	--	--	--
megahit_16620	unclassified	763	--	--	--
megahit_16621	unclassified	953	--	--	--
megahit_16622	unclassified	824	--	--	--
megahit_16628	unclassified	803	--	--	--
megahit_16632	unclassified	914	--	--	--
megahit_16635	unclassified	1105	--	--	--
megahit_16636	unclassified	1185	--	--	--
megahit_16637	unclassified	2920	--	--	--
megahit_16639	unclassified	931	--	--	--
megahit_16641	unclassified	1955	--	--	--
megahit_16647	unclassified	1491	--	--	--
megahit_16658	unclassified	1000	--	--	--
megahit_16663	unclassified	829	--	--	--
megahit_16672	unclassified	1901	--	--	--
megahit_16678	unclassified	1221	--	--	--
megahit_16681	unclassified	882	--	--	--
megahit_16682	unclassified	993	--	--	--
megahit_16686	unclassified	2589	--	--	--
megahit_16688	unclassified	856	--	--	--
megahit_16689	unclassified	773	--	--	--
megahit_16705	unclassified	754	--	--	--
megahit_16711	unclassified	752	--	--	--
megahit_16717	unclassified	834	--	--	--
megahit_16725	unclassified	931	--	--	--
megahit_16730	unclassified	2677	--	--	--
megahit_16734	unclassified	946	--	--	--
megahit_16735	unclassified	917	--	--	--
megahit_16740	unclassified	818	--	--	--
megahit_16745	unclassified	1337	--	--	--
megahit_16748	unclassified	2481	--	--	--
megahit_16753	unclassified	2689	--	--	--
megahit_16754	unclassified	927	--	--	--
megahit_16756	unclassified	24165	--	--	--
megahit_16760	unclassified	1157	--	--	--
megahit_16762	unclassified	797	--	--	--
megahit_16769	unclassified	1033	--	--	--
megahit_16772	unclassified	948	--	--	--
megahit_16774	unclassified	807	--	--	--
megahit_16775	unclassified	833	--	--	--
megahit_16778	unclassified	1084	--	--	--
megahit_16779	unclassified	1067	--	--	--
megahit_1678	unclassified	809	--	--	--
megahit_16783	unclassified	1901	--	--	--
megahit_16786	unclassified	1973	--	--	--
megahit_16789	unclassified	762	--	--	--
megahit_16794	unclassified	1691	--	--	--
megahit_16795	unclassified	1828	--	--	--
megahit_168	unclassified	1366	--	--	--
megahit_16807	unclassified	887	--	--	--
megahit_16808	unclassified	1363	--	--	--
megahit_16813	unclassified	6692	--	--	--
megahit_16822	unclassified	834	--	--	--
megahit_16825	unclassified	1660	--	--	--
megahit_16836	unclassified	2247	--	--	--
megahit_1684	unclassified	1734	--	--	--
megahit_16843	unclassified	935	--	--	--
megahit_16845	unclassified	8235	--	--	--
megahit_1685	unclassified	2076	--	--	--
megahit_16852	unclassified	761	--	--	--
megahit_16854	unclassified	892	--	--	--
megahit_16862	unclassified	10432	--	--	--
megahit_16865	unclassified	856	--	--	--
megahit_16870	unclassified	1276	--	--	--
megahit_16871	unclassified	761	--	--	--
megahit_16876	unclassified	819	--	--	--
megahit_16877	unclassified	1432	--	--	--
megahit_16878	unclassified	1002	--	--	--
megahit_16887	unclassified	5221	--	--	--
megahit_16891	unclassified	3584	--	--	--
megahit_16895	unclassified	924	--	--	--
megahit_16897	unclassified	912	--	--	--
megahit_169	unclassified	3870	--	--	--
megahit_16900	unclassified	826	--	--	--
megahit_16901	unclassified	1219	--	--	--
megahit_16914	unclassified	1716	--	--	--
megahit_16915	unclassified	1779	--	--	--
megahit_16919	unclassified	778	--	--	--
megahit_16920	unclassified	1677	--	--	--
megahit_16921	unclassified	1336	--	--	--
megahit_16926	unclassified	2366	--	--	--
megahit_16927	unclassified	1949	--	--	--
megahit_16929	unclassified	1077	--	--	--
megahit_16931	unclassified	1155	--	--	--
megahit_16936	unclassified	4839	--	--	--
megahit_16938	unclassified	813	--	--	--
megahit_16940	unclassified	814	--	--	--
megahit_16941	unclassified	1264	--	--	--
megahit_16944	unclassified	1395	--	--	--
megahit_16945	unclassified	1178	--	--	--
megahit_16948	unclassified	1033	--	--	--
megahit_1695	unclassified	1203	--	--	--
megahit_16950	unclassified	967	--	--	--
megahit_16953	unclassified	881	--	--	--
megahit_16955	unclassified	6292	--	--	--
megahit_16956	unclassified	1093	--	--	--
megahit_16961	unclassified	764	--	--	--
megahit_16962	unclassified	1008	--	--	--
megahit_16964	unclassified	1845	--	--	--
megahit_16969	unclassified	1049	--	--	--
megahit_16974	unclassified	6078	--	--	--
megahit_16975	unclassified	808	--	--	--
megahit_16978	unclassified	909	--	--	--
megahit_1698	unclassified	2164	612:2164:+	UniRef50_T8QB09	UniRef90_T8QB09
megahit_16982	unclassified	861	--	--	--
megahit_16983	unclassified	758	--	--	--
megahit_16987	unclassified	1324	--	--	--
megahit_16993	unclassified	1710	--	--	--
megahit_16994	unclassified	1225	--	--	--
megahit_16997	unclassified	1162	--	--	--
megahit_17000	unclassified	895	--	--	--
megahit_17003	unclassified	4416	--	--	--
megahit_17004	unclassified	960	--	--	--
megahit_17008	unclassified	1074	--	--	--
megahit_17010	unclassified	887	--	--	--
megahit_17012	unclassified	929	--	--	--
megahit_17016	unclassified	1009	--	--	--
megahit_17018	unclassified	962	--	--	--
megahit_17024	unclassified	2504	--	--	--
megahit_17030	unclassified	1669	--	--	--
megahit_17032	unclassified	768	--	--	--
megahit_17037	unclassified	1991	--	--	--
megahit_17046	unclassified	761	--	--	--
megahit_17048	unclassified	1834	--	--	--
megahit_17051	unclassified	986	--	--	--
megahit_17052	unclassified	2489	--	--	--
megahit_17053	unclassified	3429	--	--	--
megahit_17057	unclassified	781	--	--	--
megahit_17058	unclassified	970	--	--	--
megahit_17066	unclassified	904	--	--	--
megahit_1707	unclassified	946	--	--	--
megahit_17070	unclassified	965	--	--	--
megahit_17072	unclassified	4594	--	--	--
megahit_1708	unclassified	2605	--	--	--
megahit_17080	unclassified	880	--	--	--
megahit_17085	unclassified	1188	--	--	--
megahit_17086	unclassified	1027	--	--	--
megahit_17092	unclassified	1034	--	--	--
megahit_17094	unclassified	1532	--	--	--
megahit_1710	unclassified	1304	--	--	--
megahit_17109	unclassified	771	--	--	--
megahit_17112	unclassified	4388	--	--	--
megahit_17113	unclassified	5928	--	--	--
megahit_17117	unclassified	919	--	--	--
megahit_17118	unclassified	1400	--	--	--
megahit_17120	unclassified	3565	--	--	--
megahit_17128	unclassified	1076	--	--	--
megahit_17130	unclassified	3360	--	--	--
megahit_17133	unclassified	1035	--	--	--
megahit_17134	unclassified	2307	--	--	--
megahit_17141	unclassified	1068	--	--	--
megahit_17145	unclassified	829	--	--	--
megahit_17159	unclassified	4974	--	--	--
megahit_17168	unclassified	1453	--	--	--
megahit_1717	unclassified	1019	--	--	--
megahit_17172	unclassified	954	--	--	--
megahit_17174	unclassified	1307	--	--	--
megahit_17176	unclassified	1071	--	--	--
megahit_17181	unclassified	22122	--	--	--
megahit_17182	unclassified	800	--	--	--
megahit_17184	unclassified	1345	--	--	--
megahit_17191	unclassified	1437	--	--	--
megahit_17197	unclassified	7551	--	--	--
megahit_1720	unclassified	1388	--	--	--
megahit_17202	unclassified	1357	--	--	--
megahit_17204	unclassified	1967	--	--	--
megahit_17206	unclassified	1749	--	--	--
megahit_17207	unclassified	5745	--	--	--
megahit_17209	unclassified	1198	--	--	--
megahit_17210	unclassified	2198	--	--	--
megahit_17214	unclassified	2088	--	--	--
megahit_17217	unclassified	814	--	--	--
megahit_1722	unclassified	2743	--	--	--
megahit_17224	unclassified	5202	--	--	--
megahit_17226	unclassified	959	--	--	--
megahit_17233	unclassified	3524	--	--	--
megahit_17234	unclassified	1745	--	--	--
megahit_17235	unclassified	1356	--	--	--
megahit_17236	unclassified	805	--	--	--
megahit_17239	unclassified	1740	--	--	--
megahit_17247	unclassified	1420	--	--	--
megahit_17248	unclassified	806	--	--	--
megahit_17249	unclassified	824	--	--	--
megahit_17250	unclassified	896	--	--	--
megahit_17256	unclassified	1717	--	--	--
megahit_17260	unclassified	1052	--	--	--
megahit_17261	unclassified	4123	--	--	--
megahit_17267	unclassified	769	--	--	--
megahit_1727	unclassified	2539	--	--	--
megahit_17273	unclassified	817	--	--	--
megahit_17278	unclassified	2651	--	--	--
megahit_17297	unclassified	849	--	--	--
megahit_17298	unclassified	845	--	--	--
megahit_17303	unclassified	927	--	--	--
megahit_17310	unclassified	983	--	--	--
megahit_1732	unclassified	1354	--	--	--
megahit_17326	unclassified	811	--	--	--
megahit_17327	unclassified	1349	--	--	--
megahit_17329	unclassified	947	--	--	--
megahit_17332	unclassified	2004	--	--	--
megahit_17337	unclassified	981	--	--	--
megahit_17344	unclassified	1715	--	--	--
megahit_1735	unclassified	994	--	--	--
megahit_17353	unclassified	1574	--	--	--
megahit_17359	unclassified	1138	--	--	--
megahit_17360	unclassified	1370	--	--	--
megahit_17364	unclassified	1035	--	--	--
megahit_17367	unclassified	4252	--	--	--
megahit_17368	unclassified	1365	--	--	--
megahit_17369	unclassified	1059	--	--	--
megahit_17374	unclassified	845	--	--	--
megahit_17375	unclassified	1310	--	--	--
megahit_17377	unclassified	837	--	--	--
megahit_17379	unclassified	1502	--	--	--
megahit_17382	unclassified	1303	--	--	--
megahit_17393	unclassified	2864	--	--	--
megahit_17398	unclassified	959	--	--	--
megahit_17399	unclassified	1056	--	--	--
megahit_17408	unclassified	768	--	--	--
megahit_17410	unclassified	801	--	--	--
megahit_17412	unclassified	930	--	--	--
megahit_17413	unclassified	3541	--	--	--
megahit_17414	unclassified	17109	--	--	--
megahit_17419	unclassified	3224	--	--	--
megahit_17420	unclassified	1759	--	--	--
megahit_17424	unclassified	837	--	--	--
megahit_17434	unclassified	766	--	--	--
megahit_17436	unclassified	813	--	--	--
megahit_17438	unclassified	1056	--	--	--
megahit_17441	unclassified	861	--	--	--
megahit_17443	unclassified	1091	--	--	--
megahit_17447	unclassified	803	--	--	--
megahit_17453	unclassified	4306	--	--	--
megahit_17456	unclassified	1151	--	--	--
megahit_17459	unclassified	1268	--	--	--
megahit_17461	unclassified	841	--	--	--
megahit_17462	unclassified	1216	--	--	--
megahit_17465	unclassified	1049	--	--	--
megahit_17468	unclassified	862	--	--	--
megahit_17472	unclassified	1479	--	--	--
megahit_17473	unclassified	1528	--	--	--
megahit_17482	unclassified	1044	--	--	--
megahit_17487	unclassified	1073	--	--	--
megahit_17492	unclassified	1915	--	--	--
megahit_17494	unclassified	753	--	--	--
megahit_17495	unclassified	1646	--	--	--
megahit_175	unclassified	861	--	--	--
megahit_1750	unclassified	993	--	--	--
megahit_1752	unclassified	1440	--	--	--
megahit_17528	unclassified	784	--	--	--
megahit_17529	unclassified	752	--	--	--
megahit_17534	unclassified	887	--	--	--
megahit_17537	unclassified	1551	--	--	--
megahit_1754	unclassified	1120	--	--	--
megahit_17549	unclassified	1577	--	--	--
megahit_17550	unclassified	835	--	--	--
megahit_17555	unclassified	954	--	--	--
megahit_17557	unclassified	2976	--	--	--
megahit_17561	unclassified	1478	--	--	--
megahit_17568	unclassified	758	--	--	--
megahit_1757	unclassified	760	--	--	--
megahit_17583	unclassified	861	--	--	--
megahit_17588	unclassified	779	--	--	--
megahit_17591	unclassified	1741	--	--	--
megahit_17593	unclassified	1192	--	--	--
megahit_17596	unclassified	994	--	--	--
megahit_17597	unclassified	1287	--	--	--
megahit_176	unclassified	943	--	--	--
megahit_17606	unclassified	1855	--	--	--
megahit_17611	unclassified	1115	--	--	--
megahit_17613	unclassified	953	--	--	--
megahit_17616	unclassified	849	--	--	--
megahit_17623	unclassified	814	--	--	--
megahit_17624	unclassified	1837	--	--	--
megahit_17632	unclassified	3881	--	--	--
megahit_17634	unclassified	3100	--	--	--
megahit_17635	unclassified	1220	--	--	--
megahit_17639	unclassified	2570	--	--	--
megahit_17645	unclassified	758	--	--	--
megahit_1765	unclassified	962	--	--	--
megahit_17650	unclassified	807	--	--	--
megahit_17652	unclassified	1127	--	--	--
megahit_17653	unclassified	802	--	--	--
megahit_17654	unclassified	1118	--	--	--
megahit_17658	unclassified	806	--	--	--
megahit_17665	unclassified	2350	--	--	--
megahit_17668	unclassified	886	--	--	--
megahit_17671	unclassified	1920	--	--	--
megahit_17675	unclassified	1626	--	--	--
megahit_17677	unclassified	881	--	--	--
megahit_17680	unclassified	935	--	--	--
megahit_17682	unclassified	840	--	--	--
megahit_17686	unclassified	981	--	--	--
megahit_17687	unclassified	5838	--	--	--
megahit_17693	unclassified	903	--	--	--
megahit_17694	unclassified	1228	--	--	--
