CONTIG_NAME	CALL	CONTIG_LENGTH	MIN_MAX_SCORE	AVG_MAX_SCORE	SYNTENY	DIRECTION	CLADE_A	CLADE_B	LCA	MELDED_A	MELDED_B	TAXONOMY_A	TAXONOMY_B	LOCI	ANNOTATIONS:UNIREF50	ANNOTATIONS:UNIREF90
megahit_20404	lgt	891	0.8935	0.9444	AB	A?B	s__Lachnospiraceae_bacterium_7_1_58FAA	s__Flavonifractor_plautii	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii	1:492:+|467:891:-	UniRef50_U2D1V9|UniRef50_G9YSZ5	UniRef90_U2D1V9|UniRef90_G9YSZ5
megahit_20494	lgt	1878	0.8811	0.9056	AB	A?B	f__Lachnospiraceae	s__Ruminococcus_lactaris	o__Clostridiales	g__Blautia|s__Ruminococcus_torques; g__Coprococcus|s__Coprococcus_sp_HPP0074; g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA; g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA; g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA; g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA; g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	2:415:+|505:1596:+	UniRef50_R7ICW5|UniRef50_R7N7D1	UniRef90_unknown|UniRef90_B5CN97
megahit_20695	lgt	4433	0.8477	0.9274	ABB	A?B	f__Lachnospiraceae	s__Ruminococcus_sp_JC304	o__Clostridiales	g__Blautia|s__Ruminococcus_obeum; g__Blautia|s__Ruminococcus_torques; g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304	1047:2311:+|2917:3735:-|3732:4346:-	UniRef50_R5GA69|UniRef50_R5YEP1|UniRef50_R5D625	UniRef90_R5GA69|UniRef90_UPI0002EB7838|UniRef90_UPI0002F904F6
megahit_21271	lgt	14063	0.8619	0.9262	AAAAAAAABA	B>A	s__Faecalibacterium_prausnitzii	s__Lachnoanaerobaculum_saburreum	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum	1:273:+|270:2003:+|2020:2286:+|2270:3001:+|3102:5144:+|5144:6031:+|6040:6555:+|6539:6748:+|8350:8826:+|9397:14063:+	UniRef50_Q832B8|UniRef50_E2ZN70|UniRef50_C7H3K9|UniRef50_A8SCC0|UniRef50_E2ZN60|UniRef50_A8S6S5|UniRef50_E2ZG20|UniRef50_E2ZMD1|UniRef50_D7GU89|UniRef50_D4K168	UniRef90_unknown|UniRef90_E2ZN70|UniRef90_C7H3K9|UniRef90_E2ZN62|UniRef90_E2ZN60|UniRef90_A8S6S5|UniRef90_E2ZG20|UniRef90_E2ZMD1|UniRef90_I0R9D5|UniRef90_C7H3N0
megahit_21970	lgt	3709	0.9227	0.9679	AAAB	A?B	s__Ruminococcus_sp_5_1_39BFAA	f__Lachnospiraceae	o__Clostridiales	--	g__Blautia|s__Blautia_sp_KLE_1732; g__Roseburia|s__Roseburia_intestinalis	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1:289:+|289:1149:+|1624:3057:+|3203:3408:-	UniRef50_R6RD69|UniRef50_G8QXB4|UniRef50_R6FBV1|UniRef50_A6BH13	UniRef90_R7CG82|UniRef90_R7CGI0|UniRef90_R7CH43|UniRef90_A6BH13
megahit_22180	lgt	7383	0.8478	0.9448	A*BAAA	A?B	s__Ruminococcus_sp_5_1_39BFAA	s__Ruminococcus_sp_JC304	g__Ruminococcus	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304	1:1198:+|1904:2470:+|2454:3582:+|4101:4760:+|4766:6050:+|6350:7383:+	UniRef50_G8LV00|UniRef50_R5HWF5|UniRef50_R7CJ38|UniRef50_R7A2D2|UniRef50_D4LH27|UniRef50_R7D4F1	UniRef90_C6JD95|UniRef90_R7CIW8|UniRef90_R7CJ38|UniRef90_C6JDP2|UniRef90_C6JDP1|UniRef90_C6JDP0
megahit_22198	lgt	1045	0.9331	0.9509	AB	A?B	s__Prevotella_bergensis	s__Prevotella_bivia	g__Prevotella	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bergensis	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	1:608:-|777:1045:-	UniRef50_Q7MVG9|UniRef50_D1PUX8	UniRef90_D1PUX7|UniRef90_D1XX84
megahit_22551	lgt	2083	0.8085	0.8729	AB	A?B	s__Lachnospiraceae_bacterium_5_1_57FAA	s__Clostridium_scindens	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens	258:847:-|846:1053:+	UniRef50_F7KS46|UniRef50_B0NEM4	UniRef90_F7KS46|UniRef90_B0NEM4
megahit_22634	lgt	3153	0.9570	0.9572	AB	A?B	g__Bacteroides	g__Parabacteroides	o__Bacteroidales	s__Bacteroides_caccae; s__Bacteroides_sp_3_1_23; s__Bacteroides_sp_3_1_40A	s__Parabacteroides_goldsteinii; s__Parabacteroides_sp_ASF519	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	41:1434:-|1773:3038:+	UniRef50_Q89YI0|UniRef50_N2AWL3	UniRef90_E5UTY8|UniRef90_N2AWL3
megahit_22775	lgt	10198	0.8225	0.8392	AB	A?B	s__Ruminococcus_obeum	s__Ruminococcus_torques	g__Blautia	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	4832:6097:-|6147:7385:-	UniRef50_E0S179|UniRef50_I5ASD1	UniRef90_D4LTI8|UniRef90_R7L3M3
megahit_22799	lgt	8211	0.9127	0.9540	AB	A?B	s__Bacteroides_stercoris	s__Bacteroides_massiliensis	g__Bacteroides	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	2003:2254:-|6748:8210:+	UniRef50_R7JA39|UniRef50_R7NT71	UniRef90_B0NM66|UniRef90_R7NT71
megahit_22992	lgt	1326	0.9871	0.9957	ABB	A?B	s__Lachnospiraceae_bacterium_7_1_58FAA	s__Clostridium_sp_ATCC_BAA_442	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442	42:347:+|575:791:+|1049:1326:+	UniRef50_R5RZM6|UniRef50_U2DHD0|UniRef50_I4VBL3	UniRef90_H1CLT2|UniRef90_unknown|UniRef90_U2CAC6
megahit_23487	lgt	4616	0.8185	0.8835	ABB	A?B	s__Dorea_longicatena	s__Eubacterium_rectale	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	71:520:+|2462:3526:+|3643:4551:+	UniRef50_G2SYN0|UniRef50_K8EZI7|UniRef50_C4ZHX4	UniRef90_A6BHF7|UniRef90_C4ZHX5|UniRef90_C4ZHX4
megahit_23660	lgt	6387	0.9738	0.9866	AABBB	A?B	s__Eubacterium_ramulus	s__Ruminococcus_torques	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	249:893:-|966:2435:+|2768:3334:-|3539:4759:+|4761:6170:+	UniRef50_F9Y252|UniRef50_G0VRJ9|UniRef50_R6NSE0|UniRef50_D6GRL9|UniRef50_B2V3D0	UniRef90_R5U5G5|UniRef90_R5TZ99|UniRef90_D4M2H8|UniRef90_D4M2H9|UniRef90_D4M2I0
megahit_24370	lgt	6846	0.8095	0.8494	AAB	A?B	s__Butyrivibrio_crossotus	s__Dorea_formicigenerans	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	1957:2374:+|2392:5408:+|5426:6846:+	UniRef50_R5PLB5|UniRef50_C0FSG4|UniRef50_V8C754	UniRef90_R7INT1|UniRef90_C0FSG4|UniRef90_V8C754
megahit_25032	lgt	15155	0.8340	0.8547	AB	A?B	g__Lachnospiraceae_noname	s__Catonella_morbi	f__Lachnospiraceae	s__Lachnospiraceae_bacterium_1_1_57FAA; s__Lachnospiraceae_bacterium_3_1_46FAA; s__Lachnospiraceae_bacterium_4_1_37FAA; s__Lachnospiraceae_bacterium_8_1_57FAA; s__Lachnospiraceae_bacterium_9_1_43BFAA	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi	12668:12979:+|12985:13210:+	UniRef50_R5TRY3|UniRef50_R5HUD0	UniRef90_R5TRY3|UniRef90_V2XZJ6
megahit_25406	lgt	1487	0.9130	0.9514	AAB	A?B	s__Clostridium_sp_KLE_1755	s__Blautia_producta	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	101:830:+|917:1120:+|1229:1487:+	UniRef50_D4KTC1|UniRef50_U2BL76|UniRef50_UPI0003819C04	UniRef90_U2B4A7|UniRef90_U2BL76|UniRef90_UPI0003819C04
megahit_25505	lgt	13478	0.8122	0.9370	AAAAAABAAA	B>A	s__Blautia_sp_KLE_1732	s__Lachnoanaerobaculum_saburreum	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_KLE_1732	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum	1:208:+|221:427:+|424:1497:+|1466:2032:+|2001:3914:+|3883:4386:+|6168:8045:+|8502:9167:+|9834:10079:+|10111:10592:+	UniRef50_U2EDF1|UniRef50_U2EI64|UniRef50_U2D6W3|UniRef50_U2CEI8|UniRef50_U2EEL4|UniRef50_U2CFM3|UniRef50_D9SV52|UniRef50_R3E2I6|UniRef50_U2DAJ2|UniRef50_U2ELL7	UniRef90_U2EDF1|UniRef90_U2EI64|UniRef90_U2D6W3|UniRef90_U2EL64|UniRef90_U2EEL4|UniRef90_U2CFM3|UniRef90_E6LRP4|UniRef90_U2DBE8|UniRef90_U2DAJ2|UniRef90_U2ELL7
megahit_26426	lgt	1444	0.8905	0.9266	ABB	A?B	s__Streptococcus_lutetiensis	s__Dorea_formicigenerans	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	105:405:-|505:979:-|1240:1444:-	UniRef50_R5JGE2|UniRef50_R6C9P4|UniRef50_C4Z9N6	UniRef90_R5JGE2|UniRef90_D4LVG3|UniRef90_C4Z9N6
megahit_26529	lgt	94118	0.8221	0.9703	AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	B>A	g__Clostridium	g__Enterococcus	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	r__Root|k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	387:848:-|1519:2232:+|2450:2679:-|2872:4092:-|4079:4362:-|4354:4916:-|5134:5820:+|7170:8036:-|8356:9117:-|9316:10200:-|10258:11952:-|11962:12744:-|12806:13621:-|13634:14851:-|14868:16679:-|16699:17709:-|17950:19248:-|19552:20541:-|21203:22012:+|22086:22739:+|23257:23998:-|24184:25104:-|25641:26399:-|26451:27334:-|27325:28218:-|28271:29231:-|29234:30643:-|30679:31203:-|31258:32253:-|32574:33905:+|34032:34736:+|34786:35340:-|35630:36502:-|41683:42378:+|43937:47155:-|47517:48863:-|48922:50196:-|50209:51177:-|51419:52804:-|53344:54168:-|54239:55611:-|56746:57256:-|57352:57687:+|58539:59438:-|60781:61539:-|61508:62182:-|62169:63179:-|63270:64085:-|64082:65092:-|65083:66810:-|67349:68245:-|68437:68952:-|69555:70739:-|71732:74572:+|74703:76238:-|76243:77343:-|78392:79554:-|79785:80175:-|80383:82266:-|82263:83999:-|83996:84460:-|84886:87402:+|87497:88534:+|89047:89378:+|89647:90396:-|90609:91571:+|91587:92179:+|92198:92797:+|93004:93978:+	UniRef50_U2B2C6|UniRef50_U2C9I7|UniRef50_U2CF01|UniRef50_E0RY14|UniRef50_U2AJ98|UniRef50_U2B2C2|UniRef50_R5ERW3|UniRef50_R7PJZ5|UniRef50_R5WX11|UniRef50_D4L410|UniRef50_D6DYR2|UniRef50_R6MEB1|UniRef50_U2AJ87|UniRef50_R7GAC4|UniRef50_R7I4T4|UniRef50_R5T5A1|UniRef50_U2B123|UniRef50_U2B2A8|UniRef50_B0NGU4|UniRef50_S0FNY4|UniRef50_U2AJH1|UniRef50_G2T180|UniRef50_R7L6G8|UniRef50_D8GND5|UniRef50_U2CF73|UniRef50_U2AJG1|UniRef50_R5D5T1|UniRef50_B8G2B5|UniRef50_R7A2P2|UniRef50_D4J555|UniRef50_R6EV87|UniRef50_F7K335|UniRef50_U2AJF2|UniRef50_D6DFQ1|UniRef50_R7E7J4|UniRef50_U2AJE4|UniRef50_R5F9B9|UniRef50_S2KWI0|UniRef50_Q9V150|UniRef50_R7A7I1|UniRef50_E3GLX5|UniRef50_R6N0B8|UniRef50_R6YFN5|UniRef50_R6F7Q1|UniRef50_R6WDN8|UniRef50_R6ELV1|UniRef50_R5TEC4|UniRef50_Q3M1P1|UniRef50_R6SDJ1|UniRef50_R5G0Y5|UniRef50_H2JHW7|UniRef50_S5TL21|UniRef50_F7K3A7|UniRef50_R5CPX6|UniRef50_D5HI95|UniRef50_B7GSK0|UniRef50_F7KJ15|UniRef50_U2B2K9|UniRef50_R6TXZ6|UniRef50_R6SU18|UniRef50_U2AJI5|UniRef50_O83972|UniRef50_O83092|UniRef50_F7KJ26|UniRef50_U2B2J6|UniRef50_H7DKJ3|UniRef50_Q24PK8|UniRef50_R5PWW8|UniRef50_R6EXP8	UniRef90_U2B2C6|UniRef90_U2C9I7|UniRef90_U2CF01|UniRef90_U2B134|UniRef90_U2AJ98|UniRef90_U2B2C2|UniRef90_U2C9I4|UniRef90_R7PJZ5|UniRef90_U2B2B7|UniRef90_U2C9I0|UniRef90_U2CEZ1|UniRef90_U2B126|UniRef90_U2AJ87|UniRef90_U2B2B1|UniRef90_U2C9H5|UniRef90_F7K313|UniRef90_U2B123|UniRef90_U2B2A8|UniRef90_U2B2A2|UniRef90_U2C9G7|UniRef90_U2AJH1|UniRef90_U2C9Q1|UniRef90_U2B2I6|UniRef90_U2C9P6|UniRef90_U2CF73|UniRef90_U2AJG1|UniRef90_U2B2I2|UniRef90_U2C9P1|UniRef90_U2CF68|UniRef90_F7K333|UniRef90_U2B2H7|UniRef90_U2C9N5|UniRef90_U2AJF2|UniRef90_U7T4I0|UniRef90_U2B172|UniRef90_U2AJE4|UniRef90_U2B2G5|UniRef90_U2C9M4|UniRef90_U2CF47|UniRef90_U2B169|UniRef90_U2AJE0|UniRef90_U2B166|UniRef90_U2AJD5|UniRef90_U2CF37|UniRef90_F7K3H2|UniRef90_U2B2F4|UniRef90_U2C9L1|UniRef90_U2CF32|UniRef90_U2B158|UniRef90_U2AJC4|UniRef90_U2C9K5|UniRef90_U2B154|UniRef90_U2CF22|UniRef90_U2AJB1|UniRef90_U2B2D5|UniRef90_F7KJ02|UniRef90_U2CF06|UniRef90_U2B2K9|UniRef90_U2CF91|UniRef90_U2B1C0|UniRef90_U2AJI5|UniRef90_unknown|UniRef90_F7KJ20|UniRef90_U2B1A8|UniRef90_U2B2J6|UniRef90_U2CF80|UniRef90_U2B2P2|UniRef90_U2C9W3|UniRef90_U2CFC3
megahit_26992	lgt	76057	0.8107	0.9625	AAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAA	B>A	g__Bacteroides	g__Prevotella	o__Bacteroidales	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	237:2774:+|3489:6062:-|6692:7579:-|8283:11576:+|11655:11993:+|12110:13171:-|13177:13764:-|17467:18585:-|18684:19739:+|19742:21184:+|21187:22563:+|22594:24720:+|24826:26757:-|26991:27204:-|27218:27454:-|27467:27958:-|27972:28607:-|28632:29462:-|29484:31379:-|31404:31829:-|32077:32997:-|32997:33611:-|33628:36273:-|39683:41241:+|41254:42498:+|42674:44381:+|44419:45776:+|45789:46182:+|46198:47409:+|47418:47982:-|48029:49243:-|53550:53763:-|54798:57947:+|57965:59884:+|59899:60762:+|60904:62064:+|62462:62938:+|63021:64223:+|64218:64904:-|64904:66334:-|66429:68541:+|68650:69078:-|69090:70118:-|70141:71898:-|71975:72889:+|72904:73968:+|74785:76057:-	UniRef50_UPI00035CC121|UniRef50_U6R861|UniRef50_R7NMU8|UniRef50_R7NW25|UniRef50_R7NSB8|UniRef50_U6R7L2|UniRef50_U6RAG4|UniRef50_R7NS93|UniRef50_Q7W4T6|UniRef50_R6MJ95|UniRef50_R5NYT6|UniRef50_R5RR30|UniRef50_unknown|UniRef50_W7D370|UniRef50_R7NQ94|UniRef50_R7NSH3|UniRef50_R7NU02|UniRef50_R7NU46|UniRef50_A9BSI9|UniRef50_R7NSB7|UniRef50_R5UTD2|UniRef50_R7NU08|UniRef50_R7NU51|UniRef50_R5NEP8|UniRef50_R5S5S9|UniRef50_F0R488|UniRef50_R5NEP3|UniRef50_Q8A3G0|UniRef50_Q8A3F9|UniRef50_F0R4W3|UniRef50_UPI00035C5630|UniRef50_I9RXN8|UniRef50_R5V0V4|UniRef50_E6SUF8|UniRef50_R7NSD0|UniRef50_R5GT82|UniRef50_R5F9J0|UniRef50_R7NSJ3|UniRef50_E6SUV1|UniRef50_R6HN63|UniRef50_R7NQC7|UniRef50_W0EW28|UniRef50_R5V0C7|UniRef50_R5KUW1|UniRef50_R7H9L1|UniRef50_Q890U0|UniRef50_U6RFA2	UniRef90_UPI00035CC121|UniRef90_U6R861|UniRef90_U6R7L0|UniRef90_unknown|UniRef90_R7NSB8|UniRef90_U6R7L2|UniRef90_U6RAG4|UniRef90_R7NS93|UniRef90_Q5LIX0|UniRef90_R6UX43|UniRef90_R7NS99|UniRef90_unknown|UniRef90_unknown|UniRef90_unknown|UniRef90_R7NQ94|UniRef90_R7NSH3|UniRef90_R7NU02|UniRef90_R7NU46|UniRef90_R6HNB1|UniRef90_R7NSB7|UniRef90_R7NSH7|UniRef90_R7NU08|UniRef90_unknown|UniRef90_E5UNG7|UniRef90_F0R487|UniRef90_R5NFP1|UniRef90_D4WJX4|UniRef90_F0R4W1|UniRef90_R5NFN8|UniRef90_C6IHT7|UniRef90_UPI00035C5630|UniRef90_unknown|UniRef90_R7NSI2|UniRef90_unknown|UniRef90_R7NSD0|UniRef90_R7NSI8|UniRef90_R7NQC1|UniRef90_R7NSJ3|UniRef90_R7NU24|UniRef90_R7NU62|UniRef90_R7NQC7|UniRef90_R5MR58|UniRef90_R7NU29|UniRef90_R7NU66|UniRef90_R7NQD5|UniRef90_R7NSE7|UniRef90_U6RFA2
megahit_27153	lgt	9342	0.8223	0.8552	AABBBBB	A?B	s__Ruminococcus_sp_JC304	s__Faecalibacterium_prausnitzii	f__Ruminococcaceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	1:560:+|565:1170:+|2868:3579:+|4073:4916:+|5644:6306:+|6299:6902:+|6922:7621:+	UniRef50_D4K8B8|UniRef50_R7ER60|UniRef50_A8S8T1|UniRef50_R5IJE6|UniRef50_R7B339|UniRef50_A8S8S7|UniRef50_A8S8S5	UniRef90_UPI0002DAC376|UniRef90_unknown|UniRef90_A8S8T1|UniRef90_D4JYW6|UniRef90_C7H7E5|UniRef90_A8S8S7|UniRef90_A8S8S5
