Gene_1	Gene_2	Identity	end_match	full_length_match	direction
D43_maxbin.009.fasta.contigs_02351	D43_maxbin.047.fasta.contigs_02264	83.96	no	no	D43_maxbin.009.fasta.contigs-->D43_maxbin.047.fasta.contigs
D43_maxbin.009.fasta.contigs_02504	C-1_maxbin.030.fasta.contigs_03356	87.287	no	no	D43_maxbin.009.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.009.fasta.contigs_02505	C-1_maxbin.030.fasta.contigs_03355	88.264	no	no	D43_maxbin.009.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.011.fasta.contigs_00783	D43_maxbin.068.fasta.contigs_01998	78.967	no	no	D43_maxbin.011.fasta.contigs-->D43_maxbin.068.fasta.contigs
D43_maxbin.014.fasta.contigs_00046	D43_maxbin.005.fasta.contigs_00866	98.742	no	no	D43_maxbin.014.fasta.contigs-->D43_maxbin.005.fasta.contigs
D43_maxbin.014.fasta.contigs_00206	D43_maxbin.035.fasta.contigs_01769	88.506	no	no	D43_maxbin.035.fasta.contigs-->D43_maxbin.014.fasta.contigs
D43_maxbin.014.fasta.contigs_00207	C-1_maxbin.024.fasta.contigs_00790	88.861	no	no	D43_maxbin.014.fasta.contigs-->C-1_maxbin.024.fasta.contigs
D43_maxbin.014.fasta.contigs_00208	D43_maxbin.035.fasta.contigs_00770	83.28	no	no	D43_maxbin.035.fasta.contigs-->D43_maxbin.014.fasta.contigs
D43_maxbin.014.fasta.contigs_00621	C-1_maxbin.030.fasta.contigs_01503	76.067	no	no	D43_maxbin.014.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.014.fasta.contigs_00863	D43_maxbin.062.fasta.contigs_03141	80.262	no	no	D43_maxbin.014.fasta.contigs-->D43_maxbin.062.fasta.contigs
D43_maxbin.014.fasta.contigs_00885	D43_maxbin.067.fasta.contigs_00233	79.121	no	no	D43_maxbin.014.fasta.contigs-->D43_maxbin.067.fasta.contigs
D43_maxbin.014.fasta.contigs_01053	D43_maxbin.004.fasta.contigs_01503	81.462	no	no	D43_maxbin.014.fasta.contigs-->D43_maxbin.004.fasta.contigs
D43_maxbin.014.fasta.contigs_01068	D43_maxbin.067.fasta.contigs_00578	79.454	no	no	D43_maxbin.014.fasta.contigs-->D43_maxbin.067.fasta.contigs
D43_maxbin.014.fasta.contigs_01220	D43_maxbin.161.fasta.contigs_02330	94.561	no	no	D43_maxbin.014.fasta.contigs-->D43_maxbin.161.fasta.contigs
D43_maxbin.014.fasta.contigs_01339	C-1_maxbin.016.fasta.contigs_00452	88.672	no	no	D43_maxbin.014.fasta.contigs-->C-1_maxbin.016.fasta.contigs
D43_maxbin.015.fasta.contigs_01554	C-1_maxbin.004.fasta.contigs_01971	99.696	no	no	D43_maxbin.015.fasta.contigs-->C-1_maxbin.004.fasta.contigs
D43_maxbin.015.fasta.contigs_01556	C-1_maxbin.004.fasta.contigs_01973	99.177	no	no	D43_maxbin.015.fasta.contigs-->C-1_maxbin.004.fasta.contigs
D43_maxbin.018.fasta.contigs_00016	C-1_maxbin.032.fasta.contigs_02064	80.478	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.032.fasta.contigs
D43_maxbin.018.fasta.contigs_00017	C-1_maxbin.032.fasta.contigs_02063	80.488	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.032.fasta.contigs
D43_maxbin.018.fasta.contigs_00083	D43_maxbin.120.fasta.contigs_03269	81.093	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.120.fasta.contigs
D43_maxbin.018.fasta.contigs_00146	D43_maxbin.065.fasta.contigs_02445	80.743	no	no	D43_maxbin.065.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00189	C-1_maxbin.018.fasta.contigs_03154	79.094	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00223	D43_maxbin.025.fasta.contigs_01117	93.44	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.018.fasta.contigs_00230	D43_maxbin.041.fasta.contigs_01851	81.411	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00232	D43_maxbin.041.fasta.contigs_01853	85.644	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00234	D43_maxbin.041.fasta.contigs_01855	81.418	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.041.fasta.contigs
D43_maxbin.018.fasta.contigs_00244	D43_maxbin.041.fasta.contigs_01865	82.816	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00245	D43_maxbin.041.fasta.contigs_01866	81.655	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00281	D38_maxbin.011.fasta.contigs_04074	84.04	no	no	D43_maxbin.018.fasta.contigs-->D38_maxbin.011.fasta.contigs
D43_maxbin.018.fasta.contigs_00346	C-1_maxbin.019.fasta.contigs_00731	99.275	no	no	C-1_maxbin.019.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00372	D43_maxbin.007.fasta.contigs_01157	87.554	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.007.fasta.contigs
D43_maxbin.018.fasta.contigs_00409	C-1_maxbin.018.fasta.contigs_01452	97.311	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00492	C-1_maxbin.030.fasta.contigs_00318	99.517	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.018.fasta.contigs_00493	D43_maxbin.025.fasta.contigs_01121	87.597	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.018.fasta.contigs_00550	D38_maxbin.013.fasta.contigs_01392	97.297	no	no	D43_maxbin.018.fasta.contigs-->D38_maxbin.013.fasta.contigs
D43_maxbin.018.fasta.contigs_00554	C-1_metabat2.47.fa_sub.contigs_00327	78.668	no	no	D43_maxbin.018.fasta.contigs-->C-1_metabat2.47.fa_sub.contigs
D43_maxbin.018.fasta.contigs_00677	D43_maxbin.047.fasta.contigs_02521	78.629	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.047.fasta.contigs
D43_maxbin.018.fasta.contigs_00693	C-1_maxbin.032.fasta.contigs_02776	91.515	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.032.fasta.contigs
D43_maxbin.018.fasta.contigs_00706	C-1_maxbin.030.fasta.contigs_02249	78.71	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.018.fasta.contigs_00721	C-1_metabat2.79.fa.contigs_00616	86.82	no	no	C-1_metabat2.79.fa.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00782	D43_maxbin.065.fasta.contigs_01911	81.792	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.018.fasta.contigs_00879	C-1_metabat2.104.fa.contigs_00962	79.643	no	no	C-1_metabat2.104.fa.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00885	D43_maxbin.062.fasta.contigs_02794	81.23	no	no	D43_maxbin.062.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00886	D43_maxbin.009.fasta.contigs_02577	80.369	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.009.fasta.contigs
D43_maxbin.018.fasta.contigs_00893	C-1_maxbin.018.fasta.contigs_00060	99.25	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_00946	C-1_metabat2.18.fa_sub.contigs_00018	81.221	no	no	D43_maxbin.018.fasta.contigs-->C-1_metabat2.18.fa_sub.contigs
D43_maxbin.018.fasta.contigs_00970	C-1_maxbin.030.fasta.contigs_03270	84.281	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.018.fasta.contigs_00972	C-1_maxbin.030.fasta.contigs_03268	79.045	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.018.fasta.contigs_01190	C-1_maxbin.004.fasta.contigs_03035	96.389	no	no	C-1_maxbin.004.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_01194	C-1_maxbin.032.fasta.contigs_01713	79.307	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.032.fasta.contigs
D43_maxbin.018.fasta.contigs_01207	C-1_maxbin.015.fasta.contigs_01843	75.61	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.015.fasta.contigs
D43_maxbin.018.fasta.contigs_01274	C-1_metabat2.79.fa.contigs_00425	79.684	no	no	D43_maxbin.018.fasta.contigs-->C-1_metabat2.79.fa.contigs
D43_maxbin.018.fasta.contigs_01277	C-1_maxbin.035.fasta.contigs_00603	99.779	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.035.fasta.contigs
D43_maxbin.018.fasta.contigs_01435	D43_maxbin.120.fasta.contigs_03694	86.495	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.120.fasta.contigs
D43_maxbin.018.fasta.contigs_01529	D43_maxbin.045.fasta.contigs_00841	93.963	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.045.fasta.contigs
D43_maxbin.018.fasta.contigs_01656	C-1_maxbin.004.fasta.contigs_00689	92.929	no	no	C-1_maxbin.004.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_01697	D43_maxbin.025.fasta.contigs_02761	94.265	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.018.fasta.contigs_01846	C-1_maxbin.032.fasta.contigs_00466	81.613	no	no	D43_maxbin.018.fasta.contigs-->C-1_maxbin.032.fasta.contigs
D43_maxbin.018.fasta.contigs_01915	D43_maxbin.062.fasta.contigs_01690	80.779	no	no	D43_maxbin.062.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.018.fasta.contigs_01937	D43_maxbin.007.fasta.contigs_00951	86.739	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.007.fasta.contigs
D43_maxbin.018.fasta.contigs_02195	D43_maxbin.041.fasta.contigs_01834	79.941	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.041.fasta.contigs
D43_maxbin.018.fasta.contigs_02497	D43_maxbin.007.fasta.contigs_01832	78.373	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.007.fasta.contigs
D43_maxbin.022.fasta.contigs_01209	D43_maxbin.075.fasta.contigs_01269	91.533	no	no	D43_maxbin.022.fasta.contigs-->D43_maxbin.075.fasta.contigs
D43_maxbin.027.fasta.contigs_00441	D38_maxbin.013.fasta.contigs_01844	99.137	no	no	D43_maxbin.027.fasta.contigs-->D38_maxbin.013.fasta.contigs
D43_maxbin.027.fasta.contigs_00544	C-1_maxbin.005.fasta.contigs_00019	99.537	no	no	D43_maxbin.027.fasta.contigs-->C-1_maxbin.005.fasta.contigs
D43_maxbin.029.fasta.contigs_00230	D43_maxbin.061.fasta.contigs_00249	81.831	no	no	D43_maxbin.029.fasta.contigs-->D43_maxbin.061.fasta.contigs
D43_maxbin.029.fasta.contigs_00828	D43_maxbin.061.fasta.contigs_00721	89.0	no	no	D43_maxbin.029.fasta.contigs-->D43_maxbin.061.fasta.contigs
D43_maxbin.029.fasta.contigs_00845	D43_maxbin.057.fasta.contigs_01655	92.237	no	no	D43_maxbin.029.fasta.contigs-->D43_maxbin.057.fasta.contigs
D43_maxbin.034.fasta.contigs_00105	D43_maxbin.085.fasta.contigs_01718	88.353	no	no	D43_maxbin.034.fasta.contigs-->D43_maxbin.085.fasta.contigs
D43_maxbin.034.fasta.contigs_00282	D43_maxbin.018.fasta.contigs_00952	87.324	no	no	D43_maxbin.034.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.034.fasta.contigs_00351	D43_maxbin.035.fasta.contigs_02033	88.81	no	no	D43_maxbin.034.fasta.contigs-->D43_maxbin.035.fasta.contigs
D43_maxbin.034.fasta.contigs_00353	D43_maxbin.018.fasta.contigs_00952	80.872	no	no	D43_maxbin.034.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.034.fasta.contigs_00364	C-1_maxbin.030.fasta.contigs_03275	97.355	no	no	D43_maxbin.034.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.034.fasta.contigs_00746	D43_maxbin.066.fasta.contigs_00695	94.704	no	no	D43_maxbin.034.fasta.contigs-->D43_maxbin.066.fasta.contigs
D43_maxbin.034.fasta.contigs_00984	D43_maxbin.047.fasta.contigs_01734	94.656	no	no	D43_maxbin.034.fasta.contigs-->D43_maxbin.047.fasta.contigs
D43_maxbin.034.fasta.contigs_00999	D43_maxbin.035.fasta.contigs_02033	93.24	no	no	D43_maxbin.034.fasta.contigs-->D43_maxbin.035.fasta.contigs
D43_maxbin.034.fasta.contigs_01294	C-1_maxbin.024.fasta.contigs_00366	82.71	no	no	C-1_maxbin.024.fasta.contigs-->D43_maxbin.034.fasta.contigs
D43_maxbin.034.fasta.contigs_01379	C-1_maxbin.016.fasta.contigs_00923	80.931	no	no	D43_maxbin.034.fasta.contigs-->C-1_maxbin.016.fasta.contigs
D43_maxbin.034.fasta.contigs_01437	D43_maxbin.085.fasta.contigs_01439	88.63	no	no	D43_maxbin.034.fasta.contigs-->D43_maxbin.085.fasta.contigs
D43_maxbin.034.fasta.contigs_01480	D43_maxbin.035.fasta.contigs_00456	82.878	no	no	D43_maxbin.035.fasta.contigs-->D43_maxbin.034.fasta.contigs
D43_maxbin.034.fasta.contigs_01481	D43_maxbin.035.fasta.contigs_00458	86.001	no	no	D43_maxbin.035.fasta.contigs-->D43_maxbin.034.fasta.contigs
D43_maxbin.034.fasta.contigs_02009	D43_maxbin.018.fasta.contigs_00952	88.498	no	no	D43_maxbin.034.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.034.fasta.contigs_02377	C-1_maxbin.004.fasta.contigs_01960	87.279	no	no	D43_maxbin.034.fasta.contigs-->C-1_maxbin.004.fasta.contigs
D43_maxbin.041.fasta.contigs_00253	D43_maxbin.065.fasta.contigs_02645	80.83	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.041.fasta.contigs_00593	D43_maxbin.065.fasta.contigs_00165	81.17	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.041.fasta.contigs_00719	C-1_maxbin.030.fasta.contigs_01821	90.078	no	no	D43_maxbin.041.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.041.fasta.contigs_01006	D43_maxbin.047.fasta.contigs_02173	79.039	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.047.fasta.contigs
D43_maxbin.041.fasta.contigs_01175	D43_maxbin.007.fasta.contigs_03085	82.132	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.007.fasta.contigs
D43_maxbin.041.fasta.contigs_01193	D43_maxbin.025.fasta.contigs_00236	82.188	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.041.fasta.contigs_01200	C-1_maxbin.030.fasta.contigs_00534	97.068	no	no	D43_maxbin.041.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.041.fasta.contigs_01202	D43_maxbin.161.fasta.contigs_01920	88.596	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.161.fasta.contigs
D43_maxbin.041.fasta.contigs_01331	D43_maxbin.025.fasta.contigs_00616	84.377	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.041.fasta.contigs_01335	D43_maxbin.025.fasta.contigs_00612	83.979	no	no	D43_maxbin.025.fasta.contigs-->D43_maxbin.041.fasta.contigs
D43_maxbin.041.fasta.contigs_01343	D43_maxbin.025.fasta.contigs_00605	84.288	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.041.fasta.contigs_01346	D43_maxbin.025.fasta.contigs_00603	86.56	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.041.fasta.contigs_01360	C-1_maxbin.005.fasta.contigs_00713	79.592	no	no	D43_maxbin.041.fasta.contigs-->C-1_maxbin.005.fasta.contigs
D43_maxbin.041.fasta.contigs_01850	D43_maxbin.018.fasta.contigs_00229	79.81	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.041.fasta.contigs_01854	D43_maxbin.018.fasta.contigs_00233	79.625	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.041.fasta.contigs_01860	D43_maxbin.018.fasta.contigs_00239	85.378	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.041.fasta.contigs_01862	D43_maxbin.018.fasta.contigs_00241	83.54	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.041.fasta.contigs_01864	D43_maxbin.018.fasta.contigs_00243	86.508	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.041.fasta.contigs_01867	D43_maxbin.018.fasta.contigs_00246	82.576	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.041.fasta.contigs_01870	D43_maxbin.018.fasta.contigs_00249	80.318	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.041.fasta.contigs_02147	D43_maxbin.065.fasta.contigs_01959	81.054	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.046.fasta.contigs_00057	D43_maxbin.065.fasta.contigs_00197	81.901	no	no	D43_maxbin.046.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.046.fasta.contigs_00370	D43_maxbin.065.fasta.contigs_00406	79.473	no	no	D43_maxbin.046.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.046.fasta.contigs_00507	D38_maxbin.008.fasta.contigs_00478	91.518	no	no	D43_maxbin.046.fasta.contigs-->D38_maxbin.008.fasta.contigs
D43_maxbin.046.fasta.contigs_00562	D43_metabat2.151.fa.contigs_00191	80.515	no	no	D43_maxbin.046.fasta.contigs-->D43_metabat2.151.fa.contigs
D43_maxbin.046.fasta.contigs_00606	D43_maxbin.065.fasta.contigs_01023	80.855	no	no	D43_maxbin.046.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.046.fasta.contigs_00641	C-1_maxbin.015.fasta.contigs_00068	80.247	no	no	C-1_maxbin.015.fasta.contigs-->D43_maxbin.046.fasta.contigs
D43_maxbin.046.fasta.contigs_00801	D43_maxbin.025.fasta.contigs_01906	80.787	no	no	D43_maxbin.046.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.046.fasta.contigs_00841	D43_maxbin.084.fasta.contigs_00973	91.561	no	no	D43_maxbin.046.fasta.contigs-->D43_maxbin.084.fasta.contigs
D43_maxbin.046.fasta.contigs_00844	C-1_maxbin.041.fasta.contigs_00898	82.459	no	no	D43_maxbin.046.fasta.contigs-->C-1_maxbin.041.fasta.contigs
D43_maxbin.046.fasta.contigs_00900	C-1_metabat2.43.fa.contigs_01058	82.112	no	no	D43_maxbin.046.fasta.contigs-->C-1_metabat2.43.fa.contigs
D43_maxbin.046.fasta.contigs_00901	C-1_metabat2.43.fa.contigs_01059	79.763	no	no	D43_maxbin.046.fasta.contigs-->C-1_metabat2.43.fa.contigs
D43_maxbin.046.fasta.contigs_01074	C-1_maxbin.015.fasta.contigs_00068	87.642	no	no	D43_maxbin.046.fasta.contigs-->C-1_maxbin.015.fasta.contigs
D43_maxbin.046.fasta.contigs_01186	D43_maxbin.107.fasta.contigs_01262	79.493	no	no	D43_maxbin.046.fasta.contigs-->D43_maxbin.107.fasta.contigs
D43_maxbin.046.fasta.contigs_01448	D43_maxbin.041.fasta.contigs_01989	81.691	no	no	D43_maxbin.046.fasta.contigs-->D43_maxbin.041.fasta.contigs
D43_maxbin.046.fasta.contigs_01484	D43_maxbin.084.fasta.contigs_02493	90.559	no	no	D43_maxbin.046.fasta.contigs-->D43_maxbin.084.fasta.contigs
D43_maxbin.046.fasta.contigs_01521	C-1_maxbin.015.fasta.contigs_00681	77.128	no	no	D43_maxbin.046.fasta.contigs-->C-1_maxbin.015.fasta.contigs
D43_maxbin.046.fasta.contigs_01533	D43_maxbin.047.fasta.contigs_00392	82.275	no	no	D43_maxbin.046.fasta.contigs-->D43_maxbin.047.fasta.contigs
D43_maxbin.046.fasta.contigs_01621	D43_maxbin.009.fasta.contigs_01540	95.861	no	no	D43_maxbin.009.fasta.contigs-->D43_maxbin.046.fasta.contigs
D43_maxbin.053.fasta.contigs_00550	C-1_maxbin.016.fasta.contigs_01862	81.067	no	no	D43_maxbin.053.fasta.contigs-->C-1_maxbin.016.fasta.contigs
D43_maxbin.053.fasta.contigs_01761	D43_maxbin.084.fasta.contigs_01091	86.316	no	no	D43_maxbin.053.fasta.contigs-->D43_maxbin.084.fasta.contigs
D43_maxbin.061.fasta.contigs_00430	D43_maxbin.057.fasta.contigs_02080	76.825	no	no	D43_maxbin.061.fasta.contigs-->D43_maxbin.057.fasta.contigs
D43_maxbin.061.fasta.contigs_00632	D43_maxbin.100.fasta.contigs_01145	78.941	no	no	D43_maxbin.061.fasta.contigs-->D43_maxbin.100.fasta.contigs
D43_maxbin.062.fasta.contigs_00036	D43_maxbin.065.fasta.contigs_01341	78.135	no	no	D43_maxbin.062.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.062.fasta.contigs_00971	C-1_maxbin.032.fasta.contigs_02263	79.498	no	no	D43_maxbin.062.fasta.contigs-->C-1_maxbin.032.fasta.contigs
D43_maxbin.062.fasta.contigs_01171	C-1_maxbin.032.fasta.contigs_00664	83.068	no	no	D43_maxbin.062.fasta.contigs-->C-1_maxbin.032.fasta.contigs
D43_maxbin.062.fasta.contigs_01172	C-1_maxbin.005.fasta.contigs_02499	84.328	no	no	D43_maxbin.062.fasta.contigs-->C-1_maxbin.005.fasta.contigs
D43_maxbin.062.fasta.contigs_01175	C-1_maxbin.030.fasta.contigs_00905	81.579	no	no	D43_maxbin.062.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.062.fasta.contigs_02361	D43_maxbin.018.fasta.contigs_00032	84.943	no	no	D43_maxbin.018.fasta.contigs-->D43_maxbin.062.fasta.contigs
D43_maxbin.062.fasta.contigs_02448	D43_maxbin.084.fasta.contigs_01521	80.193	no	no	D43_maxbin.062.fasta.contigs-->D43_maxbin.084.fasta.contigs
D43_maxbin.062.fasta.contigs_03057	C-1_maxbin.023.fasta.contigs_00479	81.673	no	no	D43_maxbin.062.fasta.contigs-->C-1_maxbin.023.fasta.contigs
D43_maxbin.062.fasta.contigs_03141	D43_maxbin.035.fasta.contigs_00431	79.617	no	no	D43_maxbin.062.fasta.contigs-->D43_maxbin.035.fasta.contigs
D43_maxbin.064.fasta.contigs_00327	D43_maxbin.035.fasta.contigs_01107	85.778	no	no	D43_maxbin.035.fasta.contigs-->D43_maxbin.064.fasta.contigs
D43_maxbin.066.fasta.contigs_00161	D43_maxbin.035.fasta.contigs_01153	86.228	no	no	D43_maxbin.066.fasta.contigs-->D43_maxbin.035.fasta.contigs
D43_maxbin.066.fasta.contigs_00354	D43_maxbin.035.fasta.contigs_02448	87.587	no	no	D43_maxbin.066.fasta.contigs-->D43_maxbin.035.fasta.contigs
D43_maxbin.066.fasta.contigs_00355	D43_maxbin.035.fasta.contigs_02447	86.687	no	no	D43_maxbin.066.fasta.contigs-->D43_maxbin.035.fasta.contigs
D43_maxbin.067.fasta.contigs_00373	D43_maxbin.066.fasta.contigs_00338	88.909	no	no	D43_maxbin.066.fasta.contigs-->D43_maxbin.067.fasta.contigs
D43_maxbin.067.fasta.contigs_00706	D43_maxbin.007.fasta.contigs_03090	81.242	no	no	D43_maxbin.067.fasta.contigs-->D43_maxbin.007.fasta.contigs
D43_maxbin.067.fasta.contigs_00885	C-1_maxbin.015.fasta.contigs_01895	99.495	no	no	C-1_maxbin.015.fasta.contigs-->D43_maxbin.067.fasta.contigs
D43_maxbin.072.fasta.contigs_00614	D43_metabat2.80.fa.contigs_00546	76.279	no	no	D43_maxbin.072.fasta.contigs-->D43_metabat2.80.fa.contigs
D43_maxbin.072.fasta.contigs_01620	D43_maxbin.043.fasta.contigs_00551	74.801	no	no	D43_maxbin.072.fasta.contigs-->D43_maxbin.043.fasta.contigs
D43_maxbin.084.fasta.contigs_00021	D43_maxbin.065.fasta.contigs_01965	82.143	no	no	D43_maxbin.084.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.084.fasta.contigs_00102	C-1_maxbin.026.fasta_sub.contigs_00580	81.333	no	no	D43_maxbin.084.fasta.contigs-->C-1_maxbin.026.fasta_sub.contigs
D43_maxbin.084.fasta.contigs_00673	D43_maxbin.047.fasta.contigs_00897	81.818	no	no	D43_maxbin.084.fasta.contigs-->D43_maxbin.047.fasta.contigs
D43_maxbin.084.fasta.contigs_01566	D43_maxbin.062.fasta.contigs_00968	82.836	no	no	D43_maxbin.084.fasta.contigs-->D43_maxbin.062.fasta.contigs
D43_maxbin.084.fasta.contigs_01567	D43_maxbin.041.fasta.contigs_01832	81.25	no	no	D43_maxbin.084.fasta.contigs-->D43_maxbin.041.fasta.contigs
D43_maxbin.084.fasta.contigs_01868	C-1_maxbin.023.fasta.contigs_00205	91.429	no	no	D43_maxbin.084.fasta.contigs-->C-1_maxbin.023.fasta.contigs
D43_maxbin.084.fasta.contigs_02034	C-1_metabat2.43.fa.contigs_00362	85.714	no	no	D43_maxbin.084.fasta.contigs-->C-1_metabat2.43.fa.contigs
D43_maxbin.086.fasta.contigs_01344	D43_maxbin.038.fasta.contigs_00490	76.874	no	no	D43_maxbin.086.fasta.contigs-->D43_maxbin.038.fasta.contigs
D43_maxbin.086.fasta.contigs_01769	D43_maxbin.072.fasta.contigs_00231	83.077	no	no	D43_maxbin.086.fasta.contigs-->D43_maxbin.072.fasta.contigs
D43_maxbin.095.fasta.contigs_00793	D43_maxbin.032.fasta.contigs_01499	76.923	no	no	D43_maxbin.095.fasta.contigs-->D43_maxbin.032.fasta.contigs
D43_maxbin.095.fasta.contigs_01022	D43_maxbin.048.fasta.contigs_00775	77.556	no	no	D43_maxbin.095.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.095.fasta.contigs_01401	D43_maxbin.035.fasta.contigs_01918	73.152	no	no	D43_maxbin.095.fasta.contigs-->D43_maxbin.035.fasta.contigs
D43_maxbin.097.fasta.contigs_00211	D43_maxbin.048.fasta.contigs_00491	87.415	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.097.fasta.contigs_00283	D43_maxbin.048.fasta.contigs_00390	85.263	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.097.fasta.contigs_00284	D43_maxbin.048.fasta.contigs_00389	85.53	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
