CONTIG_NAME	CALL	CONTIG_LENGTH	MIN_MAX_SCORE	AVG_MAX_SCORE	SYNTENY	DIRECTION	CLADE_A	CLADE_B	LCA	MELDED_A	MELDED_B	TAXONOMY_A	TAXONOMY_B	LOCI	ANNOTATIONS:UNIREF50	ANNOTATIONS:UNIREF90
megahit_160375	lgt	9973	0.8985	0.9312	ABA	B>A	g__Roseburia	g__Lachnospiraceae_noname	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	1:451:-|7964:8575:+|8653:9183:+	UniRef50_C0FVR7|UniRef50_R5G8R6|UniRef50_R5GCR0	UniRef90_C0FVR7|UniRef90_R5G8R6|UniRef90_R5GCR0
megahit_16038	lgt	3582	0.9100	0.9305	ABB	A?B	s__Coprobacillus_sp_8_2_54BFAA	o__Clostridiales	p__Firmicutes	--	f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme; f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus; f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304	r__Root|k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_8_2_54BFAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	208:1429:+|1517:1765:+|1767:2062:+	UniRef50_H1ARH2|UniRef50_A6TK88|UniRef50_D6DG36	UniRef90_H1ARH2|UniRef90_R6JIL3|UniRef90_U2RLM4
megahit_160385	lgt	3574	0.8774	0.9169	AABAA	B>A	g__Clostridium	g__Blautia	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	1:502:+|589:792:+|901:1248:+|1364:1617:+|1641:1916:+	UniRef50_D4KTC1|UniRef50_U2BL76|UniRef50_UPI0003819C04|UniRef50_R7N7R3|UniRef50_G2T0L1	UniRef90_U2B4A7|UniRef90_U2BL76|UniRef90_UPI0003819C04|UniRef90_unknown|UniRef90_C0C4H8
megahit_16278	lgt	30612	0.9234	0.9441	AABA	B>A	o__Clostridiales	o__Selenomonadales	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	r__Root|k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	387:1757:+|1905:2348:+|2427:2770:+|2833:3360:+	UniRef50_D3R0Z6|UniRef50_R5F7S3|UniRef50_F2BX58|UniRef50_D6ZFW3	UniRef90_D3R0Z6|UniRef90_D6ZFW9|UniRef90_F2BX58|UniRef90_A7B0R2
megahit_163198	lgt	3271	0.9269	0.9434	ABB	A?B	g__Ruminococcus	s__Dorea_formicigenerans	o__Clostridiales	s__Ruminococcus_sp_5_1_39BFAA; s__Ruminococcus_sp_JC304	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	1:326:-|456:1604:-|1597:2697:-	UniRef50_D4MXX3|UniRef50_G1WVA5|UniRef50_P39131	UniRef90_R7CEE3|UniRef90_G1WVA5|UniRef90_G1WVA4
megahit_163254	lgt	10329	0.8105	0.8886	ABBBBB	A?B	s__Blautia_hansenii	s__Eubacterium_eligens	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	1:345:+|2877:3518:-|3937:5031:+|5015:5386:+|5417:5794:+|5933:7377:+	UniRef50_T2A0J6|UniRef50_D4JKU0|UniRef50_R7H8I7|UniRef50_C4Z3U1|UniRef50_A8SXJ5|UniRef50_C4Z3T9	UniRef90_R6N5Z5|UniRef90_C4Z3U4|UniRef90_C4Z3U2|UniRef90_C4Z3U1|UniRef90_A8SXJ5|UniRef90_C4Z3T9
megahit_163445	lgt	969	0.8064	0.8829	AB	A?B	s__Salmonella_enterica	s__Klebsiella_oxytoca	f__Enterobacteriaceae	--	--	r__Root|k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Salmonella|s__Salmonella_enterica	r__Root|k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	1:268:+|448:669:-	UniRef50_F2EYQ2|UniRef50_P64623	UniRef90_F2EYQ2|UniRef90_V3DDU2
megahit_165460	lgt	3248	0.9315	0.9561	ABA	B>A	s__Blautia_sp_KLE_1732	s__Ruminococcus_obeum	g__Blautia	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_KLE_1732	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	1880:2272:+|2398:2878:+|2889:3248:+	UniRef50_R5N294|UniRef50_R7DAR4|UniRef50_G2T0U1	UniRef90_R5N294|UniRef90_A5ZSF0|UniRef90_U2D527
megahit_165595	lgt	4708	0.8447	0.9593	AAAB	A?B	s__Roseburia_inulinivorans	s__Ruminococcus_obeum	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	1:362:-|517:1756:-|1924:3405:-|4459:4708:+	UniRef50_R7CE46|UniRef50_C0FZ74|UniRef50_D4JK16|UniRef50_F5XS62	UniRef90_R5I1W0|UniRef90_C0FZ74|UniRef90_R5HMJ8|UniRef90_UPI0001FABDB5
megahit_166020	lgt	4078	0.8583	0.9086	ABB	A?B	f__Ruminococcaceae	f__Lachnospiraceae	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1211:1970:+|2121:3628:+|3840:4078:+	UniRef50_R5ZS30|UniRef50_R7KSH0|UniRef50_D5HIP9	UniRef90_R5YB47|UniRef90_R5XXU7|UniRef90_S0J6R6
megahit_16603	lgt	24746	0.8760	0.9483	A*BBBB	A?B	s__Coprococcus_comes	s__Ruminococcus_obeum	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	322:705:-|698:1081:-|18631:19335:+|19364:20671:+|20813:23674:+|23678:24746:+	UniRef50_C0B6X8|UniRef50_R5MHZ6|UniRef50_R7BFI7|UniRef50_E0RVI2|UniRef50_F4XC30|UniRef50_R6EKH9	UniRef90_C0B6X8|UniRef90_unknown|UniRef90_D4LRF3|UniRef90_D4LRF4|UniRef90_unknown|UniRef90_unknown
megahit_166804	lgt	36178	0.8272	0.9605	AAAA*AAAAAAAAAAAAABAAAAA	A?B	s__Clostridium_sp_KLE_1755	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	450:686:+|837:1515:+|1611:2513:-|3262:5043:+|5048:6808:+|7038:8156:+|8627:9580:+|10379:10873:+|11972:12614:+|12856:13616:+|13896:14675:+|14735:15292:+|15327:16136:+|16318:17673:-|17852:18496:+|18523:19065:+|19083:20114:+|20111:21616:+|23455:24820:+|28862:29728:-|29923:30915:+|30943:31866:+|31892:33562:+|33629:34801:+	UniRef50_U2CVD9|UniRef50_A9KL15|UniRef50_F2JRV1|UniRef50_R7D6B5|UniRef50_R6VS58|UniRef50_U2BDH2|UniRef50_F7KGQ9|UniRef50_U2CSE4|UniRef50_R5HH80|UniRef50_U2BDG3|UniRef50_R6TMV6|UniRef50_U2CSD7|UniRef50_A9KSX2|UniRef50_U2CLY3|UniRef50_D4LG86|UniRef50_R6P0K3|UniRef50_R5RMY4|UniRef50_U2BEF0|UniRef50_D6DLA3|UniRef50_U2AWJ7|UniRef50_X4ZEW8|UniRef50_R6Y9U0|UniRef50_U2CSC0|UniRef50_R6CT36	UniRef90_U2CVD9|UniRef90_U2AWM8|UniRef90_U2BEH3|UniRef90_U2CM04|UniRef90_unknown|UniRef90_U2BDH2|UniRef90_U2AWM4|UniRef90_U2CSE4|UniRef90_U2BEG7|UniRef90_U2BDG3|UniRef90_U2CLZ1|UniRef90_U2CSD7|UniRef90_U2BDF8|UniRef90_U2CLY3|UniRef90_U2CSC8|UniRef90_U2BDF0|UniRef90_U2AWK2|UniRef90_U2BEF0|UniRef90_F7KEW6|UniRef90_U2AWJ7|UniRef90_U2BEE8|UniRef90_U2CLX4|UniRef90_U2CSC0|UniRef90_U2BDE1
megahit_167385	lgt	9101	0.8792	0.9481	AAB	A?B	s__Eubacterium_rectale	s__Butyrivibrio_crossotus	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	754:1098:+|1129:1660:+|7710:7949:-	UniRef50_C4ZFQ8|UniRef50_C4ZFQ9|UniRef50_C4ZFG4	UniRef90_C4ZFQ8|UniRef90_C4ZFQ9|UniRef90_D4RZM7
megahit_168270	lgt	2369	0.8855	0.8872	ABAA	B>A	g__Eubacterium	g__Coprococcus	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	250:565:+|655:1407:-|1485:1872:-|2150:2369:-	UniRef50_G2SYP3|UniRef50_D4JA97|UniRef50_N2AQI8|UniRef50_C4ZHA5	UniRef90_C4Z7A6|UniRef90_D4JA97|UniRef90_N2AQI8|UniRef90_G2SYQ7
megahit_168656	lgt	1437	0.8450	0.8889	ABB	A?B	s__Eubacterium_ventriosum	s__Ruminococcus_sp_JC304	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304	239:451:-|524:851:-|946:1437:-	UniRef50_R7N3R4|UniRef50_G4KP96|UniRef50_R6REF3	UniRef90_R6FEH3|UniRef90_R5XGS4|UniRef90_R5QD19
megahit_169035	lgt	12133	0.8053	0.8949	AAAAAAAB	A?B	s__Holdemania_filiformis	g__Coprobacillus	f__Erysipelotrichaceae	--	s__Coprobacillus_sp_29_1; s__Coprobacillus_sp_D6	r__Root|k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	r__Root|k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	1680:2036:-|2169:3215:-|3376:5894:-|6542:7767:-|7808:8437:-|8444:10302:-|10309:11259:-|11514:12127:-	UniRef50_A8MIK5|UniRef50_O83092|UniRef50_O83972|UniRef50_B9Y560|UniRef50_D8GQ29|UniRef50_Q2NJ23|UniRef50_B9Y563|UniRef50_R7GMZ6	UniRef90_B9Y553|UniRef90_B9Y554|UniRef90_B9Y556|UniRef90_B9Y560|UniRef90_B9Y561|UniRef90_B9Y562|UniRef90_B9Y563|UniRef90_E7GAN8
megahit_169134	lgt	2052	0.8961	0.9435	AB	A?B	s__Clostridium_bartlettii	s__Clostridium_glycolicum	g__Peptostreptococcaceae_noname	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_glycolicum	1:222:-|833:1063:-	UniRef50_C9XR46|UniRef50_A5N1F5	UniRef90_R5X4K7|UniRef90_W1U822
megahit_169215	lgt	3136	0.8205	0.9034	AB	A?B	s__Streptococcus_agalactiae	s__Eubacterium_cylindroides	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	r__Root|k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_cylindroides	416:2638:+|2774:3136:+	UniRef50_S8KYL0|UniRef50_R6TV73	UniRef90_S8KYL0|UniRef90_D4M0B2
megahit_169983	lgt	4057	0.9227	0.9530	AB	A?B	s__Dorea_formicigenerans	s__Ruminococcus_obeum	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	744:1397:+|3266:3718:-	UniRef50_B0G2L5|UniRef50_R5B6F2	UniRef90_B0G2L5|UniRef90_D4LQ10
megahit_170029	lgt	9049	0.8891	0.9647	AAAAAAABBB	A?B	f__Lachnospiraceae	f__Eubacteriaceae	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	1:751:+|909:1674:+|1785:2027:+|2040:3076:+|3082:3621:+|3605:5121:+|6045:7159:+|7325:7857:-|8243:8680:+|8684:9049:+	UniRef50_D4J648|UniRef50_G1WT68|UniRef50_G1WT67|UniRef50_G1WT66|UniRef50_G1WT65|UniRef50_D4J651|UniRef50_R6JZ97|UniRef50_R6GBQ8|UniRef50_D4LNM0|UniRef50_R7D913	UniRef90_D4J608|UniRef90_G1WT68|UniRef90_G1WT67|UniRef90_G1WT66|UniRef90_G1WT65|UniRef90_G1WT64|UniRef90_R5SIK8|UniRef90_R6GBQ8|UniRef90_R6G311|UniRef90_R5GBT9
megahit_171040	lgt	3044	0.9340	0.9606	AAABA	B>A	s__Eubacterium_rectale	s__Eubacterium_ventriosum	g__Eubacterium	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	1:201:-|1158:1490:-|1543:2002:-|2063:2275:-|2586:3005:-	UniRef50_R7L4C0|UniRef50_R6PHC2|UniRef50_F4A863|UniRef50_R7N3R4|UniRef50_R5F7W7	UniRef90_C4ZAL9|UniRef90_R6PHC2|UniRef90_C4ZFB1|UniRef90_R6FEH3|UniRef90_D6DZR4
megahit_17250	lgt	9363	0.9648	0.9803	ABAAAA	B>A	f__Lachnospiraceae	f__Erysipelotrichaceae	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	r__Root|k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	250:654:+|718:2195:+|3319:3843:-|3953:4254:-|4463:7225:-|7453:8058:+	UniRef50_R6PU30|UniRef50_R6W893|UniRef50_F8A6H8|UniRef50_F8A6H8|UniRef50_unknown|UniRef50_D4M1H2	UniRef90_R7R6F9|UniRef90_E2NWJ5|UniRef90_R6NZT1|UniRef90_R6NZT1|UniRef90_unknown|UniRef90_D4M1H2
megahit_172922	lgt	10538	0.8685	0.9706	*ABBBBBBBBBB	A?B	s__Clostridiales_bacterium_BV3C26	s__Clostridium_sp_ATCC_BAA_442	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Clostridiales_Family_XI_Incertae_Sedis_noname|s__Clostridiales_bacterium_BV3C26	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442	293:1141:-|1266:1676:+|1729:1950:+|2051:2902:+|2938:4308:+|4639:4938:+|4936:6416:+|6555:7067:+|7047:8376:+|8530:8811:+|8955:10109:+|10250:10486:+	UniRef50_F7V2H2|UniRef50_U2D7V3|UniRef50_G2SZV2|UniRef50_E3EPZ5|UniRef50_U2BUW2|UniRef50_R6LKS6|UniRef50_D4M212|UniRef50_U2BBT3|UniRef50_R5T0L8|UniRef50_D4KCI4|UniRef50_D4KCI5|UniRef50_U2BTM0	UniRef90_U2D296|UniRef90_U2D7V3|UniRef90_U2BTN1|UniRef90_U2BBT7|UniRef90_U2BUW2|UniRef90_U2D7U8|UniRef90_U2BTM5|UniRef90_U2BBT3|UniRef90_U2BUV6|UniRef90_U2D286|UniRef90_unknown|UniRef90_U2BTM0
megahit_173041	lgt	6608	0.8564	0.8611	AB	A?B	s__Butyrivibrio_crossotus	s__Clostridium_sp_L2_50	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50	1293:4279:+|4283:5948:+	UniRef50_C4ZCT9|UniRef50_R5DRM7	UniRef90_D4S2Q8|UniRef90_A7VHL4
megahit_173373	lgt	1291	0.9650	0.9755	AB	A?B	s__Veillonella_sp_oral_taxon_158	s__Streptococcus_infantis	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_oral_taxon_158	r__Root|k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	205:633:+|949:1291:+	UniRef50_E4LF31|UniRef50_E8JZL5	UniRef90_E4LF31|UniRef90_E8JZL5
megahit_175317	lgt	57364	0.8103	0.9817	AAAAAAAAAAAAAAAAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB*BBBBBBBBBB	A?B	s__Faecalibacterium_prausnitzii	s__Clostridium_sp_ATCC_29733	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_29733	1:1184:-|1282:3482:-|3664:4587:-|4609:5496:-|5493:6482:-|6500:6994:-|7098:9581:-|9578:9955:-|9939:10238:-|10272:11378:-|11435:11920:-|12069:13310:-|13401:14792:-|14924:16258:-|16605:17150:+|17129:17395:-|17434:18387:+|18619:19392:+|19570:19797:+|19891:20748:-|20745:21356:-|21353:21998:-|22041:22712:+|22717:23372:-|23591:24682:+|24709:25689:+|25830:26295:-|26288:27151:-|27289:28197:-|28227:28721:-|28944:29351:+|29355:30242:+|30226:30861:+|30858:31136:+|31454:31888:+|31906:32535:+|32757:33671:-|33712:34741:+|34904:35374:+|35448:36728:-|36870:37496:-|37493:37855:-|38079:38306:-|38353:40047:-|40254:40697:-|40748:41107:-|41124:41405:+|41406:41615:+|41734:42558:-|42583:43647:-|43698:43916:-|44118:44369:+|44420:44938:+|45030:45470:+|45587:46285:+|46400:47074:+|47071:47355:+|47581:48099:+|48158:48548:+|48733:50217:+|50769:51752:-|51855:53240:-|53549:54454:+|54574:55487:+	UniRef50_F7V107|UniRef50_Q1D8I9|UniRef50_D4K1Y3|UniRef50_D4K1Y2|UniRef50_R6QG33|UniRef50_D4KD03|UniRef50_R5MUA7|UniRef50_R6Q122|UniRef50_D4K1X7|UniRef50_R6U6Q1|UniRef50_D4KCZ8|UniRef50_R6QBG6|UniRef50_R7G0Q1|UniRef50_R5KGY8|UniRef50_R6LFY5|UniRef50_A8S8G9|UniRef50_R5RZV7|UniRef50_R5SG87|UniRef50_U2ER53|UniRef50_U2DLJ4|UniRef50_U2D3A8|UniRef50_U2EW49|UniRef50_R6N906|UniRef50_U2DLJ9|UniRef50_U2DQG6|UniRef50_R5ACW3|UniRef50_U2EW54|UniRef50_D9R9W5|UniRef50_U2DLK2|UniRef50_R5SYX4|UniRef50_U2EW57|UniRef50_R6Y3J6|UniRef50_U2DLK5|UniRef50_U2D3C2|UniRef50_U2EW61|UniRef50_U2ER67|UniRef50_U2DLK9|UniRef50_O34678|UniRef50_U2DKJ8|UniRef50_U2EW66|UniRef50_U2ER71|UniRef50_D4M3I5|UniRef50_U2D3D1|UniRef50_A3DGS4|UniRef50_U2D337|UniRef50_U2DKC0|UniRef50_U2EVX9|UniRef50_U2EQZ3|UniRef50_U2DLD2|UniRef50_R5L1A6|UniRef50_U2DKC4|UniRef50_U2EQZ8|UniRef50_R5ALM4|UniRef50_Q28UY2|UniRef50_Q01VA8|UniRef50_U2EVY9|UniRef50_U2ER04|UniRef50_R6CCY0|UniRef50_A9WFP9|UniRef50_U2EVZ4|UniRef50_U2ER09|UniRef50_U2DLE4|UniRef50_U2D355|UniRef50_U2DKD7	UniRef90_D4K344|UniRef90_D4K343|UniRef90_D4KD06|UniRef90_D4KD05|UniRef90_D4KD04|UniRef90_unknown|UniRef90_unknown|UniRef90_A8S8G0|UniRef90_D4KD00|UniRef90_D4KCZ9|UniRef90_D4KCZ8|UniRef90_A8S8G4|UniRef90_D4KCZ7|UniRef90_A8S8G6|UniRef90_D4KCZ5|UniRef90_A8S8G9|UniRef90_D4KCZ4|UniRef90_D4KCZ3|UniRef90_U2ER53|UniRef90_U2DLJ4|UniRef90_U2D3A8|UniRef90_U2EW49|UniRef90_U2ER56|UniRef90_U2DLJ9|UniRef90_U2D3B3|UniRef90_U2DKI8|UniRef90_U2EW54|UniRef90_U2ER61|UniRef90_U2DLK2|UniRef90_U2D3B7|UniRef90_U2EW57|UniRef90_U2ER63|UniRef90_U2DLK5|UniRef90_U2D3C2|UniRef90_U2EW61|UniRef90_U2ER67|UniRef90_U2DLK9|UniRef90_U2D3C6|UniRef90_U2DKJ8|UniRef90_U2EW66|UniRef90_U2ER71|UniRef90_U2DLL4|UniRef90_U2D3D1|UniRef90_U2DKK2|UniRef90_U2D337|UniRef90_U2DKC0|UniRef90_U2EVX9|UniRef90_U2EQZ3|UniRef90_U2DLD2|UniRef90_U2D341|UniRef90_U2DKC4|UniRef90_U2EQZ8|UniRef90_U2DLD6|UniRef90_U2D347|UniRef90_U2DKC9|UniRef90_U2EVY9|UniRef90_U2ER04|UniRef90_U2D351|UniRef90_U2DKD2|UniRef90_U2EVZ4|UniRef90_U2ER09|UniRef90_U2DLE4|UniRef90_U2D355|UniRef90_U2DKD7
megahit_175550	lgt	22698	0.8144	0.9806	AAAAAAAAAAAABAAAAAAAAA	B>A	s__Bacteroides_uniformis	s__Bacteroides_ovatus	g__Bacteroides	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	1:671:-|758:1420:-|1390:3864:-|3861:5294:-|5300:5530:-|5534:6499:-|6486:7310:-|7307:8056:-|8044:8703:-|8778:9386:-|9392:10555:-|10552:11298:-|11476:12011:+|12028:13209:-|13190:14053:-|14184:15218:-|15435:16676:-|17142:18089:-|18120:19433:-|19500:21041:-|21142:21633:-|21680:22380:-	UniRef50_D9RS64|UniRef50_I9A4S2|UniRef50_I9UIF0|UniRef50_R6ZFW5|UniRef50_R7AAY2|UniRef50_D2F0P4|UniRef50_R6FAK9|UniRef50_R6FJQ8|UniRef50_I9UJ76|UniRef50_P71062|UniRef50_K5Y845|UniRef50_E6SS64|UniRef50_I9J793|UniRef50_I9UJ72|UniRef50_I9A4Q9|UniRef50_I9UID9|UniRef50_F9Z2W4|UniRef50_I9J790|UniRef50_B2RK67|UniRef50_A6L5W1|UniRef50_R7E9A5|UniRef50_R6K5I1	UniRef90_R7ER70|UniRef90_I9A4S2|UniRef90_I9UIF0|UniRef90_I9A3P1|UniRef90_unknown|UniRef90_D2F0P4|UniRef90_I9A4R7|UniRef90_I9UHJ0|UniRef90_I9UJ76|UniRef90_I9A4R3|UniRef90_I9UIE4|UniRef90_I9A3N3|UniRef90_I9J793|UniRef90_I9UJ72|UniRef90_I9A4Q9|UniRef90_I9UID9|UniRef90_I9A3M7|UniRef90_I9J790|UniRef90_I9UJ69|UniRef90_I9A4Q5|UniRef90_I9UID4|UniRef90_R9HX68
megahit_17632	lgt	3285	0.9327	0.9479	ABBB	A?B	f__Aerococcaceae	f__Lachnospiraceae	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	567:878:+|925:1681:+|1751:2587:-|3006:3285:+	UniRef50_E4KRI0|UniRef50_R6BKW0|UniRef50_D4LLB3|UniRef50_P45871	UniRef90_E4KRI0|UniRef90_R6BKW0|UniRef90_D4LLB3|UniRef90_C4ZAK8
megahit_176879	lgt	7021	0.9283	0.9540	ABB	A?B	s__Escherichia_fergusonii	s__Escherichia_coli	g__Escherichia	--	--	r__Root|k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_fergusonii	r__Root|k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	203:3761:+|3890:4789:-|6260:6513:-	UniRef50_E9Z5A4|UniRef50_P08794|UniRef50_B6ZQK8	UniRef90_E9Z5A4|UniRef90_unknown|UniRef90_unknown
