Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
chicken1_D15_maxbin.006.fasta.contigs.fa,g__Bacillus (UID902),44,1171,324,98.17,0.59,16.67,5748251,77577,5839,5839,286775,342,278,264,4961,4760,38.1,8.04,-100.0,-1,-1,10,1153,6,2,0,0
chicken1_D15_maxbin.007.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,77.72,6.04,42.86,2726158,24554,2730,2730,37733,378,301,292,3721,3547,38.3,4.87,-100.0,-1,-1,52,191,14,0,0,0
chicken1_D15_maxbin.009.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,88.29,6.69,16.67,2457359,20404,2325,2325,94401,379,311,302,3135,2963,40.0,7.38,-100.0,-1,-1,29,218,15,1,0,0
chicken1_D15_maxbin.011.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,92.11,4.78,10.0,2784619,31440,2815,2815,25874,367,301,290,3594,3346,41.1,4.63,-100.0,-1,-1,27,286,20,0,0,0
chicken1_D15_maxbin.012.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,97.47,0.0,0.0,2932833,30316,2622,2622,99875,388,322,311,5023,4839,41.2,4.61,-100.0,-1,-1,38,240,0,0,0,0
chicken1_D15_maxbin.014.fasta_sub.contigs.fa,o__Clostridiales (UID1212),172,261,147,77.72,0.62,6.67,1820923,15621,1729,1729,42535,380,317,308,1512,1466,37.6,4.59,-100.0,-1,-1,62,186,12,1,0,0
chicken1_D15_maxbin.016.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,92.28,0.78,0.0,2565529,24944,2532,2532,88343,374,303,293,3109,2947,38.7,5.26,-100.0,-1,-1,13,244,6,0,0,0
chicken1_D15_maxbin.017.fasta.contigs.fa,k__Bacteria (UID203),5449,98,58,84.95,37.59,23.33,2974797,24841,2859,2859,46619,366,295,286,2307,2231,39.0,5.67,-100.0,-1,-1,18,54,24,2,0,0
chicken1_D15_maxbin.018.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,63.4,5.84,81.82,1450186,11825,1576,1576,10307,332,272,264,1674,1583,37.9,4.64,-100.0,-1,-1,95,151,11,0,0,0
chicken1_D15_maxbin.019.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,90.51,0.0,0.0,2269894,24634,2106,2106,205379,386,324,312,3764,3648,40.7,4.05,-100.0,-1,-1,24,254,0,0,0,0
chicken1_D15_maxbin.020.fasta_sub.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,83.33,10.1,2.22,3584194,39598,3836,3836,29251,355,281,271,5765,5451,40.4,5.97,-100.0,-1,-1,43,245,45,0,0,0
chicken1_D15_maxbin.021.fasta_sub.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,76.7,0.96,75.0,2874471,30325,2696,2696,17326,388,318,307,1716,1674,41.1,5.17,-100.0,-1,-1,108,242,4,0,0,0
chicken1_D15_maxbin.023.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,91.28,2.73,47.06,2031578,23205,1870,1870,82060,392,325,313,4754,4499,39.6,5.15,-100.0,-1,-1,21,227,14,1,0,0
chicken1_D15_maxbin.025.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,78.59,32.21,11.11,3473993,30694,3331,3331,58587,379,306,297,2897,2804,38.6,5.57,-100.0,-1,-1,52,140,54,10,1,0
chicken1_D15_maxbin.026.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,98.73,23.5,3.33,4878797,58299,4863,4863,64375,372,302,290,2903,2772,41.4,5.3,-100.0,-1,-1,3,231,36,8,0,0
chicken1_D15_maxbin.028.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,92.54,12.34,4.0,5783181,60938,5842,5842,57271,370,293,283,4218,4096,39.5,6.19,-100.0,-1,-1,21,232,25,0,0,0
chicken1_D15_maxbin.030.fasta.contigs.fa,o__Lactobacillales (UID544),293,475,267,99.63,2.26,0.0,3020223,40826,2997,2997,74485,361,297,283,1974,1887,34.6,6.14,-100.0,-1,-1,1,461,13,0,0,0
chicken1_D15_maxbin.031.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,55.7,0.0,0.0,1535110,14913,1372,1372,44993,409,334,323,2498,2399,38.3,5.26,-100.0,-1,-1,103,160,0,0,0,0
chicken1_D15_maxbin.034.fasta.contigs.fa,o__Clostridiales (UID1120),304,250,143,32.06,5.48,50.0,1057659,13564,1028,1028,25637,391,307,294,5678,5432,39.1,5.15,-100.0,-1,-1,140,98,12,0,0,0
chicken1_D15_maxbin.035.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,75.43,44.72,17.07,2423037,23828,2373,2373,13942,371,298,287,2305,2182,39.1,6.3,-100.0,-1,-1,58,89,73,3,0,0
chicken1_D15_maxbin.037.fasta_sub.contigs.fa,k__Bacteria (UID203),5449,102,56,48.21,19.4,0.0,1567789,11409,1699,1699,3899,334,268,261,6502,6235,36.2,3.96,-100.0,-1,-1,61,24,17,0,0,0
chicken1_D15_maxbin.038.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,77.69,9.38,0.0,1725068,19883,1787,1787,9646,343,275,264,3072,2891,39.5,3.8,-100.0,-1,-1,47,151,24,1,0,0
chicken1_D15_maxbin.040.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,81.27,9.96,20.0,3904429,41828,4639,4639,4244,320,250,241,3842,3678,41.3,4.93,-100.0,-1,-1,70,186,18,4,0,0
chicken1_D15_maxbin.043.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,94.83,54.0,3.12,6945041,98724,8130,8130,4553,307,243,231,4079,3773,38.7,6.44,-100.0,-1,-1,3,49,33,17,2,0
chicken1_D15_maxbin.044.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,25.86,1.1,0.0,792365,9904,871,871,3677,365,277,266,2991,2856,38.0,3.93,-100.0,-1,-1,137,81,5,0,0,0
chicken1_D15_maxbin.052.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,71.64,38.61,0.0,3636551,65672,4909,4909,2259,264,210,196,1686,1527,39.7,6.75,-100.0,-1,-1,71,116,65,7,4,0
chicken1_D15_maxbin.056.fasta.contigs.fa,k__Bacteria (UID203),5449,100,55,46.55,1.82,0.0,1352495,16469,1697,1697,2099,314,241,231,1277,1203,40.3,4.64,-100.0,-1,-1,66,33,1,0,0,0
chicken1_D15_maxbin.057.fasta.contigs.fa,c__Gammaproteobacteria (UID4442),899,312,185,46.14,2.34,0.0,1641690,21606,2224,2224,1678,283,218,208,1476,1402,36.4,9.32,-100.0,-1,-1,167,140,5,0,0,0
chicken1_D15_metabat2.113.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,5.68,0.0,0.0,241094,2934,226,226,143617,409,324,311,1293,1230,40.6,6.62,-100.0,-1,-1,224,54,0,0,0,0
chicken1_D15_metabat2.19.fa_sub.contigs.fa,o__Clostridiales (UID1212),172,263,149,27.52,0.02,100.0,819507,9467,737,737,90200,394,325,313,3448,3311,40.5,5.5,-100.0,-1,-1,162,100,1,0,0,0
chicken1_D15_metabat2.62.fa.contigs.fa,o__Clostridiales (UID1212),172,261,147,10.88,0.0,0.0,329137,2973,327,327,206308,357,302,293,2897,2776,37.3,7.52,-100.0,-1,-1,206,55,0,0,0,0
chicken1_D15_metabat2.77.fa.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,5.17,0.0,0.0,423351,4805,437,437,26682,356,286,275,883,848,41.5,0.0,-100.0,-1,-1,309,45,0,0,0,0
chicken1_D15_metabat2.87.fa_sub.contigs.fa,p__Actinobacteria (UID2112),31,211,124,51.88,0.0,0.0,1985961,13952,1689,1689,15385,417,325,316,2438,2358,36.5,4.85,-100.0,-1,-1,103,108,0,0,0,0
chicken1_D15_metabat2.92.fa.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,72.16,1.32,50.0,2045997,23195,2160,2160,9238,349,286,275,1507,1452,41.3,3.95,-100.0,-1,-1,108,221,4,0,0,0
chicken1_D16_maxbin.001.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,74.15,6.35,5.88,1873524,15608,1668,1668,98904,389,332,323,3311,3127,36.4,6.12,-100.0,-1,-1,62,182,17,0,0,0
chicken1_D16_maxbin.003.fasta.contigs.fa,g__Bacillus (UID902),44,1171,324,52.41,0.04,28.57,2518973,31897,2556,2556,316042,349,283,270,3296,3113,38.1,8.4,-100.0,-1,-1,463,705,1,2,0,0
chicken1_D16_maxbin.004.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,81.12,0.05,0.0,2202859,26909,1990,1990,83454,408,330,317,4754,4499,39.3,5.35,-100.0,-1,-1,32,190,0,1,0,0
chicken1_D16_maxbin.005.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,60.6,4.36,0.0,2233348,18827,2179,2179,67709,378,299,290,1513,1464,38.4,5.42,-100.0,-1,-1,88,159,10,0,0,0
chicken1_D16_maxbin.006.fasta_sub.contigs.fa,o__Clostridiales (UID1226),155,278,158,91.06,1.27,0.0,4242726,47189,4153,4153,66397,374,300,288,6138,5790,40.5,5.34,-100.0,-1,-1,25,251,2,0,0,0
chicken1_D16_maxbin.008.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,97.47,0.86,40.0,2936837,30357,2626,2626,93462,389,322,311,5023,4839,41.3,4.49,-100.0,-1,-1,38,235,5,0,0,0
chicken1_D16_maxbin.009.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,93.04,0.67,0.0,2247872,18840,2152,2152,85958,378,307,298,1452,1407,40.1,7.66,-100.0,-1,-1,20,242,1,0,0,0
chicken1_D16_maxbin.011.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,2.06,0.0,0.0,1425117,19291,1632,1632,12930,316,245,234,1998,1869,39.1,7.52,-100.0,-1,-1,255,23,0,0,0,0
chicken1_D16_maxbin.012.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,82.72,0.0,0.0,2152765,18863,2011,2011,57590,385,322,313,2897,2776,37.4,5.54,-100.0,-1,-1,42,219,0,0,0,0
chicken1_D16_maxbin.013.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,94.09,3.31,0.0,3559269,41050,3587,3587,69501,375,301,289,2712,2598,40.4,5.88,-100.0,-1,-1,25,300,8,0,0,0
chicken1_D16_maxbin.014.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,76.61,1.61,0.0,1642412,19785,1491,1491,36843,389,315,301,3833,3644,39.6,4.23,-100.0,-1,-1,49,169,5,0,0,0
chicken1_D16_maxbin.015.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,95.3,10.6,51.61,3500174,33914,3248,3248,118259,404,324,314,4147,3941,38.3,5.4,-100.0,-1,-1,8,222,25,2,0,0
chicken1_D16_maxbin.016.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,95.57,0.95,0.0,2747958,30110,2699,2699,128806,380,305,294,3764,3648,40.3,4.22,-100.0,-1,-1,9,266,3,0,0,0
chicken1_D16_maxbin.017.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,92.95,0.69,0.0,2631270,25544,2611,2611,56245,371,301,291,3109,2947,38.7,5.3,-100.0,-1,-1,14,247,2,0,0,0
chicken1_D16_maxbin.018.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,89.92,0.43,0.0,2049892,23547,1845,1845,87991,399,325,312,2305,2182,39.3,5.77,-100.0,-1,-1,16,204,3,0,0,0
chicken1_D16_maxbin.021.fasta.contigs.fa,o__Clostridiales (UID1226),155,274,157,51.55,0.0,0.0,1536003,16446,1427,1427,147969,389,325,314,2318,2247,40.6,6.53,-100.0,-1,-1,128,146,0,0,0,0
chicken1_D16_maxbin.022.fasta.contigs.fa,o__Lactobacillales (UID544),293,475,267,95.88,0.5,0.0,3020608,40652,2936,2936,100951,368,303,289,5562,5301,34.9,6.41,-100.0,-1,-1,15,458,2,0,0,0
chicken1_D16_maxbin.023.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,91.73,16.77,0.0,3638087,47771,3408,3408,35926,408,320,306,5678,5432,40.0,5.87,-100.0,-1,-1,18,175,29,1,0,0
chicken1_D16_maxbin.024.fasta.contigs.fa,f__Bacillaceae (UID829),128,559,183,89.23,10.47,1.67,7832455,111318,8481,8481,31085,321,257,244,4079,3773,38.8,6.16,-100.0,-1,-1,43,469,42,4,1,0
chicken1_D16_maxbin.026.fasta.contigs.fa,o__Clostridiales (UID1226),155,274,157,94.9,52.48,10.73,7483433,91074,9090,9090,6349,306,239,229,2183,2053,41.1,6.01,-100.0,-1,-1,9,175,73,10,3,4
chicken1_D16_maxbin.028.fasta.contigs.fa,c__Gammaproteobacteria (UID4442),899,312,185,95.5,1.98,0.0,3927995,52590,4091,4091,9756,340,275,263,1834,1653,36.3,7.77,-100.0,-1,-1,10,293,9,0,0,0
chicken1_D16_maxbin.035.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,59.61,25.36,4.6,3504653,34867,4801,4801,1587,289,220,213,967,941,39.7,0.0,-100.0,-1,-1,90,114,48,9,2,0
chicken1_D16_metabat2.105.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,7.59,0.0,0.0,278316,3017,273,273,102070,364,304,293,1580,1482,41.5,6.02,-100.0,-1,-1,227,51,0,0,0,0
chicken1_D16_metabat2.29.fa.contigs.fa,o__Clostridiales (UID1212),172,263,149,10.29,0.0,0.0,308629,3615,328,328,73610,332,277,266,1139,1100,40.7,11.1,-100.0,-1,-1,211,52,0,0,0,0
chicken1_D16_metabat2.39.fa_sub.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,84.71,2.51,25.0,2604139,31201,2552,2552,17583,376,309,297,1928,1790,40.8,6.9,-100.0,-1,-1,65,260,8,0,0,0
chicken1_D16_metabat2.84.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,10.13,0.0,0.0,443852,5217,413,413,239440,398,331,318,1422,1345,41.7,3.42,-100.0,-1,-1,223,55,0,0,0,0
chicken1_D17_maxbin.001.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,91.16,3.26,0.0,3121474,27893,2862,2862,86402,386,320,310,2546,2381,36.6,5.8,-100.0,-1,-1,24,227,10,0,0,0
chicken1_D17_maxbin.002.fasta.contigs.fa,c__Gammaproteobacteria (UID4442),899,312,185,100.0,0.0,0.0,4031929,54391,3749,3749,224039,373,309,294,4373,3966,36.1,7.13,-100.0,-1,-1,0,312,0,0,0,0
chicken1_D17_maxbin.003.fasta.contigs.fa,f__Enterobacteriaceae (UID5162),88,1207,328,72.22,0.77,50.0,3231888,36067,3221,3221,18597,375,299,288,1654,1576,36.2,7.04,-100.0,-1,-1,265,930,12,0,0,0
chicken1_D17_maxbin.005.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,77.34,0.89,0.0,1378352,27548,1354,1354,60555,373,301,280,1998,1855,38.7,6.32,-100.0,-1,-1,47,214,2,0,0,0
chicken1_D17_maxbin.007.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,97.99,6.6,0.0,2426421,20281,2259,2259,77680,383,314,305,3311,3127,39.9,7.48,-100.0,-1,-1,3,247,13,0,0,0
chicken1_D17_maxbin.011.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,93.96,0.0,0.0,2504674,28113,2501,2501,40429,367,292,281,1839,1727,38.4,5.55,-100.0,-1,-1,13,250,0,0,0,0
chicken1_D17_maxbin.012.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,95.3,3.52,0.0,2651865,26695,2599,2599,74395,355,292,282,3178,3019,39.3,4.85,-100.0,-1,-1,8,246,9,0,0,0
chicken1_D17_maxbin.016.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,81.71,5.37,0.0,1816144,26593,1713,1713,80837,385,317,301,1744,1631,40.1,4.41,-100.0,-1,-1,38,213,12,0,0,0
chicken1_D17_maxbin.017.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,84.56,0.0,0.0,2330342,33366,2267,2267,80201,373,309,295,2002,1869,39.9,6.46,-100.0,-1,-1,49,214,0,0,0,0
chicken1_D17_maxbin.018.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,81.66,3.36,0.0,2480501,41675,2345,2345,67739,372,304,286,3009,2787,40.3,5.58,-100.0,-1,-1,42,211,10,0,0,0
chicken1_D17_maxbin.019.fasta.contigs.fa,k__Bacteria (UID2372),131,177,106,93.4,1.08,33.33,2539935,38176,2815,2815,30058,329,269,255,2574,2422,40.7,6.79,-100.0,-1,-1,10,164,3,0,0,0
chicken1_D17_maxbin.020.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,71.25,0.67,0.0,1725455,14054,1626,1626,51814,369,304,295,1576,1550,37.6,4.26,-100.0,-1,-1,61,195,1,0,0,0
chicken1_D17_maxbin.021.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,29.21,1.49,41.67,2102195,21196,2198,2198,26885,362,282,272,2076,1963,37.7,6.19,-100.0,-1,-1,172,83,6,2,0,0
chicken1_D17_maxbin.022.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,89.14,1.34,0.0,2140325,17343,2030,2030,30117,365,297,289,1600,1556,39.4,5.9,-100.0,-1,-1,43,212,2,0,0,0
chicken1_D17_maxbin.024.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,85.42,4.37,11.11,3977676,43267,3753,3753,54254,391,317,305,2123,2048,41.0,5.68,-100.0,-1,-1,46,294,12,2,0,0
chicken1_D17_maxbin.025.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,78.48,42.09,0.0,5167784,61694,5086,5086,57501,379,301,289,4281,4113,41.2,5.48,-100.0,-1,-1,60,141,61,16,0,0
chicken1_D17_maxbin.026.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,85.03,1.36,50.0,2125429,18546,2035,2035,88996,366,307,298,1903,1836,37.4,5.92,-100.0,-1,-1,43,216,2,0,0,0
chicken1_D17_maxbin.027.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,92.39,1.47,0.0,2839537,37727,2869,2869,64476,361,281,268,2584,2415,39.0,5.77,-100.0,-1,-1,18,236,9,0,0,0
chicken1_D17_maxbin.028.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,60.13,1.33,0.0,1909622,21882,1839,1839,85397,378,317,305,1930,1855,41.7,3.55,-100.0,-1,-1,88,184,6,0,0,0
chicken1_D17_maxbin.029.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,73.82,11.05,35.9,3257487,38836,3164,3164,66326,378,309,296,2841,2639,40.6,6.68,-100.0,-1,-1,90,204,39,0,0,0
chicken1_D17_maxbin.030.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,85.23,3.58,0.0,2526475,25801,2341,2341,55910,397,325,314,1757,1672,40.5,5.74,-100.0,-1,-1,36,219,8,0,0,0
chicken1_D17_maxbin.031.fasta_sub.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,46.52,3.51,0.0,1618109,18153,1515,1515,57043,388,324,312,2094,2013,40.7,4.56,-100.0,-1,-1,190,135,8,0,0,0
chicken1_D17_maxbin.032.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,92.28,1.36,0.0,2560835,24766,2529,2529,79735,371,303,293,3109,2947,38.6,5.18,-100.0,-1,-1,15,244,4,0,0,0
chicken1_D17_maxbin.033.fasta.contigs.fa,k__Bacteria (UID203),5449,98,58,92.26,22.87,16.67,3364727,28580,3367,3367,30695,361,288,279,2839,2714,39.0,4.96,-100.0,-1,-1,17,57,24,0,0,0
chicken1_D17_maxbin.035.fasta_sub.contigs.fa,c__Clostridia (UID1118),387,223,124,57.19,6.23,0.0,1526582,17481,1473,1473,65625,381,310,298,4754,4499,39.5,4.11,-100.0,-1,-1,76,132,14,1,0,0
chicken1_D17_maxbin.039.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,86.91,0.67,0.0,2175645,21173,1910,1910,46753,410,338,327,2498,2399,38.1,5.7,-100.0,-1,-1,26,235,2,0,0,0
chicken1_D17_maxbin.040.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,97.84,26.38,6.15,4033985,41298,3665,3665,57531,383,320,308,5023,4837,40.9,5.0,-100.0,-1,-1,18,203,53,4,0,0
chicken1_D17_maxbin.041.fasta.contigs.fa,k__Bacteria (UID2372),131,177,106,100.0,4.25,16.67,3510177,68194,3697,3697,23682,337,276,258,3618,3291,40.1,8.69,-100.0,-1,-1,0,171,6,0,0,0
chicken1_D17_maxbin.043.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,83.92,11.42,5.26,1858812,20549,1708,1708,63771,384,317,305,2308,2183,39.5,5.76,-100.0,-1,-1,58,148,16,1,0,0
chicken1_D17_maxbin.046.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,80.42,19.35,27.08,3681013,49277,3444,3444,20687,409,321,307,5678,5432,39.7,6.23,-100.0,-1,-1,60,138,15,9,1,0
chicken1_D17_maxbin.047.fasta.contigs.fa,f__Bacillaceae (UID829),128,559,183,84.66,21.9,3.33,8983496,129783,10081,10082,20280,314,248,235,2512,2307,38.7,5.84,-100.0,-1,-1,58,414,75,9,3,0
chicken1_D17_maxbin.054.fasta_sub.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,77.13,24.29,3.41,2772029,31055,3140,3140,9876,336,268,258,1682,1620,41.2,3.81,-100.0,-1,-1,83,191,49,7,3,0
chicken1_D17_maxbin.055.fasta_sub.contigs.fa,o__Clostridiales (UID1212),172,263,149,66.8,16.63,0.0,2071457,25260,2340,2340,11083,337,263,252,2196,2116,37.9,5.28,-100.0,-1,-1,85,141,35,2,0,0
chicken1_D17_maxbin.056.fasta.contigs.fa,f__Bacillaceae (UID829),128,559,183,82.45,6.77,0.0,4632756,61113,5205,5205,15152,321,252,240,2101,1961,38.4,4.85,-100.0,-1,-1,68,461,24,5,1,0
chicken1_D17_maxbin.072.fasta_sub.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,14.17,1.61,10.0,1692025,23681,2298,2298,2128,291,216,206,2574,2415,39.1,7.65,-100.0,-1,-1,266,54,11,1,1,0
chicken1_D17_maxbin.077.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,68.65,22.74,41.18,2289056,30463,3124,3124,1762,274,216,206,1181,1133,35.4,11.65,-100.0,-1,-1,22,54,25,3,0,0
chicken1_D17_metabat2.103.fa_sub.contigs.fa,k__Bacteria (UID203),5449,104,58,63.79,0.0,0.0,1368263,14710,1345,1345,31773,368,310,299,1512,1452,41.2,4.87,-100.0,-1,-1,62,42,0,0,0,0
chicken1_D17_metabat2.109.fa.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,56.37,4.0,10.0,1474149,16594,1534,1534,8295,349,293,282,1639,1534,41.5,5.55,-100.0,-1,-1,156,167,10,0,0,0
chicken1_D17_metabat2.110.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,35.13,0.0,0.0,917214,9761,864,864,16621,377,319,307,3764,3648,41.0,2.15,-100.0,-1,-1,154,124,0,0,0,0
chicken1_D17_metabat2.154.fa.contigs.fa,k__Bacteria (UID203),5449,104,58,46.55,0.0,0.0,848084,9674,845,845,149121,379,308,297,1513,1457,40.7,5.7,-100.0,-1,-1,73,31,0,0,0,0
chicken1_D17_metabat2.175.fa.contigs.fa,o__Clostridiales (UID1120),304,250,143,30.94,0.0,0.0,524738,5707,526,526,53531,366,296,286,1360,1303,38.6,5.95,-100.0,-1,-1,149,101,0,0,0,0
chicken1_D17_metabat2.71.fa.contigs.fa,p__Actinobacteria (UID2112),31,211,124,17.2,0.81,100.0,523949,3846,437,437,14266,415,325,316,2048,1977,36.7,4.52,-100.0,-1,-1,166,44,1,0,0,0
chicken1_D17_metabat2.78.fa.contigs.fa,o__Clostridiales (UID1212),172,263,149,14.26,0.0,0.0,250600,2713,244,244,156372,373,295,284,1329,1251,38.3,7.32,-100.0,-1,-1,192,71,0,0,0,0
chicken1_D18_maxbin.001.fasta.contigs.fa,c__Gammaproteobacteria (UID4442),899,312,185,100.0,0.0,0.0,3958501,53376,3668,3668,198342,374,310,296,4373,3966,36.0,7.03,-100.0,-1,-1,0,312,0,0,0,0
chicken1_D18_maxbin.002.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,77.02,0.0,0.0,2435004,32005,2197,2197,113971,410,332,318,2970,2806,40.1,6.11,-100.0,-1,-1,39,184,0,0,0,0
chicken1_D18_maxbin.003.fasta.contigs.fa,o__Lactobacillales (UID374),471,349,191,92.67,0.0,0.0,1928086,32914,1918,1918,65308,365,299,282,4039,3762,35.8,8.69,-100.0,-1,-1,21,328,0,0,0,0
chicken1_D18_maxbin.004.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,94.63,2.35,0.0,2890868,32513,2972,2972,26952,362,285,274,3057,2952,38.3,5.56,-100.0,-1,-1,11,247,5,0,0,0
chicken1_D18_maxbin.005.fasta.contigs.fa,c__Clostridia (UID1118),387,223,124,89.85,0.03,0.0,2368010,28376,2153,2153,94641,404,324,310,5678,5432,39.2,5.72,-100.0,-1,-1,18,204,1,0,0,0
chicken1_D18_maxbin.007.fasta.contigs.fa,f__Enterobacteriaceae (UID5162),88,1207,328,99.77,3.93,21.28,5298452,61943,5249,5249,37627,374,298,286,1807,1648,36.3,6.92,-100.0,-1,-1,4,1162,38,3,0,0
chicken1_D18_maxbin.008.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,96.55,45.11,8.0,2814692,29871,2868,2868,30008,360,287,277,4480,4275,38.9,5.24,-100.0,-1,-1,2,56,44,2,0,0
chicken1_D19_maxbin.001.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,50.26,0.0,0.0,1512234,12402,1331,1331,68077,390,334,325,3311,3127,36.3,4.95,-100.0,-1,-1,120,141,0,0,0,0
chicken1_D19_maxbin.003.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,3.36,0.0,0.0,707548,7674,816,816,11878,336,245,236,3191,3031,36.9,7.49,-100.0,-1,-1,223,40,0,0,0,0
chicken1_D19_maxbin.004.fasta.contigs.fa,c__Gammaproteobacteria (UID4442),899,312,185,100.0,0.0,0.0,3982352,53767,3699,3699,219622,373,309,295,4373,3966,36.0,7.04,-100.0,-1,-1,0,312,0,0,0,0
chicken1_D19_maxbin.005.fasta.contigs.fa,f__Enterobacteriaceae (UID5124),134,1173,336,54.31,0.35,33.33,2462230,27686,2368,2368,26407,383,308,297,2452,2367,36.4,6.32,-100.0,-1,-1,446,721,6,0,0,0
chicken1_D19_maxbin.006.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,94.93,12.89,22.22,4365233,52646,4394,4394,52591,367,295,283,2199,2093,40.2,6.18,-100.0,-1,-1,13,273,39,8,0,0
chicken1_D19_maxbin.008.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,87.31,1.93,20.0,3427274,36388,3414,3414,9745,373,301,290,2589,2478,40.8,5.46,-100.0,-1,-1,69,280,5,0,0,0
chicken1_D19_maxbin.009.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,60.11,4.92,0.0,1543109,30310,1612,1612,59708,361,281,262,2736,2599,38.4,7.91,-100.0,-1,-1,83,171,9,0,0,0
