genome,location,length
human1_HC-17_maxbin.021.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-17_maxbin.021.fasta.contigs.fa,5365349
human1_HC-17_maxbin.022.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-17_maxbin.022.fasta.contigs.fa,2105198
human1_HC-17_maxbin.023.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-17_maxbin.023.fasta.contigs.fa,2998634
human1_HC-17_maxbin.024.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-17_maxbin.024.fasta.contigs.fa,3235029
human1_HC-17_maxbin.026.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-17_maxbin.026.fasta.contigs.fa,3520500
human1_HC-17_maxbin.027.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-17_maxbin.027.fasta.contigs.fa,3474954
human1_HC-17_maxbin.029.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-17_maxbin.029.fasta.contigs.fa,2377312
human1_HC-17_maxbin.035.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-17_maxbin.035.fasta.contigs.fa,2405964
human1_HC-18_maxbin.001.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.001.fasta.contigs.fa,3397723
human1_HC-18_maxbin.005.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.005.fasta.contigs.fa,6655506
human1_HC-18_maxbin.006.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.006.fasta.contigs.fa,2973112
human1_HC-18_maxbin.009.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.009.fasta.contigs.fa,2569106
human1_HC-18_maxbin.011.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.011.fasta.contigs.fa,2830270
human1_HC-18_maxbin.014.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.014.fasta.contigs.fa,2869307
human1_HC-18_maxbin.016.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.016.fasta.contigs.fa,3729368
human1_HC-18_maxbin.017.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.017.fasta.contigs.fa,3228475
human1_HC-18_maxbin.018.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.018.fasta.contigs.fa,5352290
human1_HC-18_maxbin.021.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.021.fasta.contigs.fa,3012235
human1_HC-18_maxbin.022.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.022.fasta.contigs.fa,2774803
human1_HC-18_maxbin.023.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.023.fasta.contigs.fa,4740228
human1_HC-18_maxbin.025.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.025.fasta.contigs.fa,1737783
human1_HC-18_maxbin.029.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.029.fasta.contigs.fa,2876377
human1_HC-18_maxbin.031.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.031.fasta.contigs.fa,2946871
human1_HC-18_maxbin.032.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.032.fasta.contigs.fa,3098586
human1_HC-18_maxbin.034.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.034.fasta.contigs.fa,3062161
human1_HC-18_maxbin.035.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.035.fasta.contigs.fa,1625033
human1_HC-18_maxbin.036.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_maxbin.036.fasta.contigs.fa,1516181
human1_HC-18_metabat2.32.fa.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-18_metabat2.32.fa.contigs.fa,2477254
human1_HC-19_maxbin.003.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.003.fasta.contigs.fa,4099841
human1_HC-19_maxbin.005.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.005.fasta.contigs.fa,2255907
human1_HC-19_maxbin.006.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.006.fasta.contigs.fa,2656666
human1_HC-19_maxbin.014.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.014.fasta.contigs.fa,2826809
human1_HC-19_maxbin.016.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.016.fasta.contigs.fa,3148553
human1_HC-19_maxbin.017.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.017.fasta.contigs.fa,2141404
human1_HC-19_maxbin.019.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.019.fasta.contigs.fa,1740077
human1_HC-19_maxbin.020.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.020.fasta.contigs.fa,3549602
human1_HC-19_maxbin.021.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.021.fasta.contigs.fa,2412144
human1_HC-19_maxbin.024.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.024.fasta.contigs.fa,2737826
human1_HC-19_maxbin.028.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.028.fasta.contigs.fa,2148032
human1_HC-19_maxbin.032.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.032.fasta.contigs.fa,2002127
human1_HC-19_maxbin.038.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.038.fasta.contigs.fa,2726213
human1_HC-19_maxbin.039.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.039.fasta.contigs.fa,2636224
human1_HC-19_maxbin.044.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_maxbin.044.fasta.contigs.fa,2791511
human1_HC-19_metabat2.103.fa.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-19_metabat2.103.fa.contigs.fa,976496
human1_HC-1_maxbin.001.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.001.fasta.contigs.fa,2907086
human1_HC-1_maxbin.003.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.003.fasta.contigs.fa,4590176
human1_HC-1_maxbin.004.fasta_sub.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.004.fasta_sub.contigs.fa,6900561
human1_HC-1_maxbin.005.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.005.fasta.contigs.fa,1592311
human1_HC-1_maxbin.006.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.006.fasta.contigs.fa,2785837
human1_HC-1_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.008.fasta.contigs.fa,3202069
human1_HC-1_maxbin.009.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.009.fasta.contigs.fa,2623669
human1_HC-1_maxbin.014.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.014.fasta.contigs.fa,3853808
human1_HC-1_maxbin.015.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.015.fasta.contigs.fa,3406936
human1_HC-1_maxbin.018.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.018.fasta.contigs.fa,5309790
human1_HC-1_maxbin.025.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.025.fasta.contigs.fa,2405284
human1_HC-1_maxbin.026.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.026.fasta.contigs.fa,1612014
human1_HC-1_maxbin.030.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.030.fasta.contigs.fa,2882323
human1_HC-1_maxbin.031.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.031.fasta.contigs.fa,3978058
human1_HC-1_maxbin.033.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.033.fasta.contigs.fa,1674898
human1_HC-1_maxbin.037.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.037.fasta.contigs.fa,1849233
human1_HC-1_maxbin.043.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-1_maxbin.043.fasta.contigs.fa,2177263
human1_HC-20_maxbin.005.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.005.fasta.contigs.fa,2901818
human1_HC-20_maxbin.006.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.006.fasta.contigs.fa,6956890
human1_HC-20_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.008.fasta.contigs.fa,3406528
human1_HC-20_maxbin.009.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.009.fasta.contigs.fa,2553135
human1_HC-20_maxbin.011.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.011.fasta.contigs.fa,1941451
human1_HC-20_maxbin.012.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.012.fasta.contigs.fa,3502496
human1_HC-20_maxbin.013.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.013.fasta.contigs.fa,5784231
human1_HC-20_maxbin.015.fasta_sub.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.015.fasta_sub.contigs.fa,2556019
human1_HC-20_maxbin.016.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.016.fasta.contigs.fa,1675320
human1_HC-20_maxbin.018.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.018.fasta.contigs.fa,2664799
human1_HC-20_maxbin.029.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-20_maxbin.029.fasta.contigs.fa,3355275
human1_HC-21_maxbin.001.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.001.fasta.contigs.fa,2491625
human1_HC-21_maxbin.004.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.004.fasta.contigs.fa,2956308
human1_HC-21_maxbin.005.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.005.fasta.contigs.fa,2685372
human1_HC-21_maxbin.010.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.010.fasta.contigs.fa,4883882
human1_HC-21_maxbin.011.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.011.fasta.contigs.fa,2209337
human1_HC-21_maxbin.012.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.012.fasta.contigs.fa,3490136
human1_HC-21_maxbin.017.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.017.fasta.contigs.fa,3145403
human1_HC-21_maxbin.018.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.018.fasta.contigs.fa,2742000
human1_HC-21_maxbin.019.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.019.fasta.contigs.fa,4964163
human1_HC-21_maxbin.020.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.020.fasta.contigs.fa,2964558
human1_HC-21_maxbin.022.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.022.fasta.contigs.fa,2906282
human1_HC-21_maxbin.033.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-21_maxbin.033.fasta.contigs.fa,2326222
human1_HC-22_maxbin.006.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-22_maxbin.006.fasta.contigs.fa,1225294
human1_HC-22_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-22_maxbin.008.fasta.contigs.fa,2936457
human1_HC-22_maxbin.010.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-22_maxbin.010.fasta.contigs.fa,2759568
human1_HC-22_maxbin.017.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-22_maxbin.017.fasta.contigs.fa,2694484
human1_HC-22_maxbin.019.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-22_maxbin.019.fasta.contigs.fa,2390158
human1_HC-22_maxbin.024.fasta_sub.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-22_maxbin.024.fasta_sub.contigs.fa,2950141
human1_HC-23_maxbin.002.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.002.fasta.contigs.fa,3102164
human1_HC-23_maxbin.004.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.004.fasta.contigs.fa,2114270
human1_HC-23_maxbin.006.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.006.fasta.contigs.fa,2682739
human1_HC-23_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.008.fasta.contigs.fa,5459689
human1_HC-23_maxbin.010.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.010.fasta.contigs.fa,3211561
human1_HC-23_maxbin.012.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.012.fasta.contigs.fa,4454919
human1_HC-23_maxbin.018.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.018.fasta.contigs.fa,3483517
human1_HC-23_maxbin.021.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.021.fasta.contigs.fa,2428085
human1_HC-23_maxbin.022.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.022.fasta.contigs.fa,2481302
human1_HC-23_maxbin.023.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.023.fasta.contigs.fa,4880781
human1_HC-23_maxbin.027.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.027.fasta.contigs.fa,2614884
human1_HC-23_maxbin.030.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.030.fasta.contigs.fa,5174800
human1_HC-23_maxbin.032.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.032.fasta.contigs.fa,2811604
human1_HC-23_maxbin.034.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.034.fasta.contigs.fa,1541579
human1_HC-23_maxbin.038.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.038.fasta.contigs.fa,4730902
human1_HC-23_maxbin.043.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_maxbin.043.fasta.contigs.fa,2563107
human1_HC-23_metabat2.57.fa.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-23_metabat2.57.fa.contigs.fa,795938
human1_HC-24_maxbin.007.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.007.fasta.contigs.fa,3506697
human1_HC-24_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.008.fasta.contigs.fa,2660029
human1_HC-24_maxbin.010.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.010.fasta.contigs.fa,2755815
human1_HC-24_maxbin.012.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.012.fasta.contigs.fa,3919539
human1_HC-24_maxbin.015.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.015.fasta.contigs.fa,5227523
human1_HC-24_maxbin.016.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.016.fasta.contigs.fa,2867699
human1_HC-24_maxbin.017.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.017.fasta.contigs.fa,3145075
human1_HC-24_maxbin.018.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.018.fasta.contigs.fa,1764014
human1_HC-24_maxbin.022.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.022.fasta.contigs.fa,3633331
human1_HC-24_maxbin.023.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.023.fasta.contigs.fa,2407700
human1_HC-24_maxbin.024.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.024.fasta.contigs.fa,2632094
human1_HC-24_maxbin.025.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.025.fasta.contigs.fa,2704414
human1_HC-24_maxbin.028.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.028.fasta.contigs.fa,3478383
human1_HC-24_maxbin.032.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.032.fasta.contigs.fa,3023254
human1_HC-24_maxbin.036.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.036.fasta.contigs.fa,4501481
human1_HC-24_maxbin.037.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.037.fasta.contigs.fa,3140184
human1_HC-24_maxbin.045.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_maxbin.045.fasta.contigs.fa,1772470
human1_HC-24_metabat2.49.fa.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-24_metabat2.49.fa.contigs.fa,1913364
human1_HC-2_maxbin.002.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.002.fasta.contigs.fa,4388723
human1_HC-2_maxbin.003.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.003.fasta.contigs.fa,2810287
human1_HC-2_maxbin.005.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.005.fasta.contigs.fa,3311987
human1_HC-2_maxbin.009.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.009.fasta.contigs.fa,2705556
human1_HC-2_maxbin.011.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.011.fasta.contigs.fa,2454255
human1_HC-2_maxbin.015.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.015.fasta.contigs.fa,3405668
human1_HC-2_maxbin.021.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.021.fasta.contigs.fa,2530053
human1_HC-2_maxbin.025.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.025.fasta.contigs.fa,3519277
human1_HC-2_maxbin.027.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.027.fasta.contigs.fa,2754317
human1_HC-2_maxbin.028.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.028.fasta.contigs.fa,1583660
human1_HC-2_maxbin.030.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.030.fasta.contigs.fa,5643105
human1_HC-2_maxbin.033.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.033.fasta.contigs.fa,1505108
human1_HC-2_maxbin.035.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.035.fasta.contigs.fa,6309766
human1_HC-2_maxbin.036.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.036.fasta.contigs.fa,2471262
human1_HC-2_maxbin.039.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.039.fasta.contigs.fa,2127715
human1_HC-2_maxbin.041.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.041.fasta.contigs.fa,3651908
human1_HC-2_maxbin.043.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.043.fasta.contigs.fa,2854917
human1_HC-2_maxbin.046.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-2_maxbin.046.fasta.contigs.fa,1694660
human1_HC-3_maxbin.003.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-3_maxbin.003.fasta.contigs.fa,3505196
human1_HC-3_maxbin.004.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-3_maxbin.004.fasta.contigs.fa,4302779
human1_HC-3_maxbin.006.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-3_maxbin.006.fasta.contigs.fa,4766480
human1_HC-3_maxbin.007.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-3_maxbin.007.fasta.contigs.fa,2198758
human1_HC-3_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-3_maxbin.008.fasta.contigs.fa,2821862
human1_HC-3_maxbin.012.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-3_maxbin.012.fasta.contigs.fa,2743987
human1_HC-3_maxbin.013.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-3_maxbin.013.fasta.contigs.fa,3761400
human1_HC-3_maxbin.014.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-3_maxbin.014.fasta.contigs.fa,4201491
human1_HC-3_maxbin.015.fasta.contigs.fa,/datadrive05/Flo/NRP72/human1/ssbins/ssbins_genomes_human1/human1_HC-3_maxbin.015.fasta.contigs.fa,4895015
