bins	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
Bin_7_9_1	4907923	100	80196	66.15807496126774	100.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
Bin_8_1_1	2610001	198	21899	31.348327226508648	94.36619718309859	0.0	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Massiliomicrobiota	Massiliomicrobiota sp002160815
Bin_8_2_1	2403433	143	27992	28.476345350681154	94.36619718309859	0.0	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium spiroforme
Bin_8_3_1	2139475	71	84110	43.53235498816537	81.69014084507042	0.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UMGS599	UMGS599 sp900543705
Bin_8_4_1	2351585	93	64480	51.377226759494164	97.1830985915493	8.450704225352112	Bacteria	Firmicutes	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp900761675
Bin_8_5_1	2449001	58	89833	43.18131730539733	98.59154929577464	4.225352112676056	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp000431815
Bin_8_6_1	1597473	67	47346	52.71565567301748	78.87323943661971	0.0	Bacteria	Firmicutes	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp900761675
Bin_9_10_1	3756163	115	76770	47.04726962458102	98.59154929577464	1.408450704225352	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
Bin_9_11_1	2204266	41	90574	45.56355882919531	97.1830985915493	1.408450704225352	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp002160755
Bin_9_12	3671085	258	20095	49.03181412138576	92.95774647887323	4.225352112676056	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	OF09-33XD	OF09-33XD sp003481995
Bin_9_13_1	1243872	66	35313	33.559744934565195	85.91549295774648	1.408450704225352	Bacteria	Firmicutes	Bacilli	RF39	UBA660		
Bin_9_14	2915226	65	81103	46.79573891226803	100.0	0.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	BX12	BX12 sp014333425
Bin_9_15	2039329	50	79153	60.224532800747824	83.09859154929578	0.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae		
Bin_9_16	3088233	79	67779	49.13887526077828	78.87323943661971	4.225352112676056	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum sp900016875
Bin_9_17	3587157	106	58371	50.98993562167857	100.0	1.408450704225352	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	CAG-81 sp900541255
Bin_9_18	3365627	51	118123	53.644600275441334	95.77464788732394	4.225352112676056	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	UC5-1-2E3	UC5-1-2E3 sp001304875
Bin_9_19	3403148	97	90664	56.55261460141697	98.59154929577464	0.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans
Bin_9_1_1	2731319	90	57486	41.805487083980395	97.1830985915493	12.67605633802817	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900316325
Bin_9_2	1291224	37	50308	29.32627482945972	81.69014084507042	1.408450704225352	Bacteria	Firmicutes	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp900752335
Bin_9_20	5165740	37	368305	37.489570579743294	98.59154929577464	1.408450704225352	Bacteria	Firmicutes	Bacilli	Bacillales	DSM-18226	Cytobacillus	Cytobacillus horneckiae
Bin_9_3_1	2874018	67	91585	44.14398737056378	85.91549295774648	9.859154929577464	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
Bin_9_4	2433463	80	45927	47.39323516622653	76.05633802816901	0.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
Bin_9_5_1	2720024	93	72729	37.354979885990225	98.59154929577464	5.633802816901408	Bacteria	Firmicutes	Clostridia	Lachnospirales	CAG-274	UMGS1441	
Bin_9_6_1	2064084	59	75970	29.51351747351851	87.32394366197182	12.67605633802817	Bacteria	Firmicutes	Clostridia	TANB77	CAG-508	UMGS1663	UMGS1663 sp900553405
Bin_9_7	2025262	42	94339	39.972298452712465	90.14084507042253	0.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	UMGS1670	UMGS1670 sp902406135
Bin_9_8	2936300	111	52838	48.621371116690135	92.95774647887323	1.408450704225352	Bacteria	Firmicutes	Clostridia	Lachnospirales	UBA1390	UBA1390	UBA1390 sp002305315
Bin_9_9	2474506	36	100597	57.79919152636178	91.54929577464789	5.633802816901408	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium sp003024715
