genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
chicken1_concoct_20_refined_2_Bin_11_4_1-contigs.fa,75.28385157745261,84.29,2.19,33.33,2084283,21274,167_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_157_fasta_contigs-contigs.fa,86.19935335176447,87.86,0.58,0.0,2724803,23917,168_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_11_3-contigs.fa,85.98764973974919,94.54,2.05,16.67,2589272,40910,169_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_11_12-contigs.fa,64.52848340882548,79.0,3.8,62.5,2128354,16111,170_1,NA,NA,2,99.99,99.99,substantial,low
chicken1_DAS_maxbin_085_fasta_contigs-contigs.fa,46.8352337776852,72.69,5.75,31.58,2135527,11449,171_0,NA,NA,1,NA,NA,substantial,medium
chicken1_DAS_maxbin_239_fasta_contigs-contigs.fa,72.98276533485546,80.19,1.75,14.29,2060690,30576,172_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_11_10_1-contigs.fa,91.7334263772589,94.1,1.12,80.0,3383170,37571,173_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_18_1_1-contigs.fa,67.57001000541402,76.51,2.53,60.0,2111335,19253,174_1,NA,NA,2,99.98,99.98,substantial,low
chicken1_concoct_20_refined_2_Bin_13_2-contigs.fa,73.45431315482999,74.6,0.78,66.67,2497656,23383,175_1,NA,NA,2,99.98,99.98,substantial,low
chicken1_DAS_maxbin_061_fasta_contigs-contigs.fa,64.89665563399372,88.51,5.71,66.67,3249657,14441,176_0,NA,NA,1,NA,NA,substantial,medium
chicken1_concoct_20_refined_2_Bin_9_4-contigs.fa,61.92103353888578,77.09,3.51,0.0,2433463,45927,177_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_DAS_maxbin_132_fasta_contigs-contigs.fa,59.01018454449992,88.01,6.45,31.82,3395660,19751,178_0,NA,NA,1,NA,NA,substantial,medium
chicken1_concoct_20_refined_2_Bin_15_7_1-contigs.fa,71.40988124884261,87.48,4.11,54.55,2953145,23757,179_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_15_2-contigs.fa,79.45152242130048,91.22,2.73,25.0,3467010,19863,180_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_5_1_1-contigs.fa,99.9911444790294,100.0,0.54,0.0,3990303,191553,181_1,NA,NA,2,100.00,100.00,perfect,low
chicken1_concoct_20_refined_2_Bin_5_2_1-contigs.fa,92.3421450756616,95.14,1.16,69.23,4598335,19868,182_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_6_21_1-contigs.fa,97.14266436570264,94.68,0.0,0.0,2183668,66885,183_1,NA,NA,2,100.00,100.00,near,none
chicken1_concoct_20_refined_2_Bin_17_3-contigs.fa,101.04706405406168,98.58,0.0,0.0,2504373,68254,184_1,NA,NA,2,100.00,100.00,near,none
chicken1_concoct_20_refined_2_Bin_9_14-contigs.fa,95.40449805953068,96.45,0.71,0.0,2915226,81103,185_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_5_4_1-contigs.fa,97.9479156157212,96.45,0.0,0.0,2069319,78674,186_0,NA,NA,1,NA,NA,near,none
chicken1_DAS_maxbin_314_fasta_contigs-contigs.fa,96.8309456783437,96.63,0.48,0.0,2553731,126442,187_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_0_1-contigs.fa,80.16682943368409,84.29,1.17,66.67,1520044,6217,188_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_0_12-contigs.fa,73.8135311762772,86.87,2.85,0.0,1595220,19367,189_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_7_7-contigs.fa,87.28340653000059,89.16,0.7,0.0,1860680,140221,190_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_0_5-contigs.fa,76.00576295420603,83.15,1.75,33.33,1306069,8810,191_0,NA,NA,1,NA,NA,substantial,low
