genome,completeness,contamination,strain_heterogeneity,length,N50,centrality
chicken1_D13_metabat2.117.fa.contigs.fa,20.74,0.0,0.0,483037,26444,0.0
chicken1_D13_metabat2.129.fa_sub.contigs.fa,13.29,0.0,0.0,270140,56008,0.0
chicken1_D13_metabat2.143.fa.contigs.fa,19.4,0.0,0.0,542735,145110,0.0
chicken1_D13_metabat2.23.fa_sub.contigs.fa,69.99,5.56,15.38,2468618,16499,0.0
chicken1_D13_metabat2.43.fa.contigs.fa,16.04,0.67,100.0,390338,84456,0.0
chicken1_D13_metabat2.82.fa.contigs.fa,25.17,0.0,0.0,371899,49742,0.0
chicken1_D14_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3949735,219559,0.9998977369767443
chicken1_D14_maxbin.002.fasta.contigs.fa,97.38,0.0,0.0,3038453,165213,0.9998337417857143
chicken1_D14_maxbin.003.fasta.contigs.fa,99.62,0.19,50.0,5074844,78900,0.9939832351612904
chicken1_D14_maxbin.004.fasta.contigs.fa,97.96,8.5,0.0,4929290,80536,0.9993466433333333
chicken1_D14_maxbin.005.fasta.contigs.fa,99.63,0.75,0.0,2915538,32173,0.9963880429411764
chicken1_D14_maxbin.006.fasta.contigs.fa,86.39,0.23,0.0,2283265,102149,0.9987465759999999
chicken1_D14_maxbin.007.fasta.contigs.fa,47.56,3.08,0.0,1213062,1860,0.0
chicken1_D14_maxbin.009.fasta_sub.contigs.fa,58.62,14.26,0.0,2860763,1675,0.0
chicken1_D14_maxbin.010.fasta.contigs.fa,72.93,25.41,26.19,3035300,1707,0.0
chicken1_D14_metabat2.17.fa_sub.contigs.fa,81.75,1.49,12.5,2940763,6639,0.9998639586363637
chicken1_D15_maxbin.001.fasta.contigs.fa,73.19,5.67,0.0,2030756,87772,0.9984231493333333
chicken1_D15_maxbin.003.fasta.contigs.fa,1.9,0.0,0.0,461383,5114,0.0
chicken1_D15_maxbin.004.fasta.contigs.fa,36.71,0.95,0.0,1843381,80428,0.0
chicken1_D15_maxbin.006.fasta.contigs.fa,98.17,0.59,16.67,5748251,286775,0.99945035
chicken1_D15_maxbin.007.fasta.contigs.fa,77.72,6.04,42.86,2726158,37733,0.99649546
chicken1_D15_maxbin.009.fasta.contigs.fa,88.29,6.69,16.67,2457359,94401,0.9986069255000001
chicken1_D15_maxbin.011.fasta.contigs.fa,92.11,4.78,10.0,2784619,25874,0.9956044319999998
chicken1_D15_maxbin.012.fasta.contigs.fa,97.47,0.0,0.0,2932833,99875,0.9951614343749999
chicken1_D15_maxbin.014.fasta_sub.contigs.fa,77.72,0.62,6.67,1820923,42535,0.9987312509090909
chicken1_D15_maxbin.016.fasta.contigs.fa,92.28,0.78,0.0,2565529,88343,0.9994280815151514
chicken1_D15_maxbin.017.fasta.contigs.fa,84.95,37.59,23.33,2974797,46619,0.0
chicken1_D15_maxbin.018.fasta.contigs.fa,63.4,5.84,81.82,1450186,10307,0.0
chicken1_D15_maxbin.019.fasta.contigs.fa,90.51,0.0,0.0,2269894,205379,0.9967190249999999
chicken1_D15_maxbin.020.fasta_sub.contigs.fa,83.33,10.1,2.22,3584194,29251,0.9955012
chicken1_D15_maxbin.021.fasta_sub.contigs.fa,76.7,0.96,75.0,2874471,17326,0.9897140506666667
chicken1_D15_maxbin.023.fasta.contigs.fa,91.28,2.73,47.06,2031578,82060,0.9989419542857141
chicken1_D15_maxbin.025.fasta.contigs.fa,78.59,32.21,11.11,3473993,58587,0.0
chicken1_D15_maxbin.026.fasta.contigs.fa,98.73,23.5,3.33,4878797,64375,0.0
chicken1_D15_maxbin.028.fasta.contigs.fa,92.54,12.34,4.0,5783181,57271,0.99750183
chicken1_D15_maxbin.030.fasta.contigs.fa,99.63,2.26,0.0,3020223,74485,0.9998539825
chicken1_D15_maxbin.031.fasta.contigs.fa,55.7,0.0,0.0,1535110,44993,0.0
chicken1_D15_maxbin.034.fasta.contigs.fa,32.06,5.48,50.0,1057659,25637,0.0
chicken1_D15_maxbin.035.fasta.contigs.fa,75.43,44.72,17.07,2423037,13942,0.0
chicken1_D15_maxbin.037.fasta_sub.contigs.fa,48.21,19.4,0.0,1567789,3899,0.0
chicken1_D15_maxbin.038.fasta.contigs.fa,77.69,9.38,0.0,1725068,9646,0.9993175178947369
chicken1_D15_maxbin.040.fasta.contigs.fa,81.27,9.96,20.0,3904429,4244,0.0
chicken1_D15_maxbin.043.fasta.contigs.fa,94.83,54.0,3.12,6945041,4553,0.0
chicken1_D15_maxbin.044.fasta.contigs.fa,25.86,1.1,0.0,792365,3677,0.0
chicken1_D15_maxbin.052.fasta.contigs.fa,71.64,38.61,0.0,3636551,2259,0.0
chicken1_D15_maxbin.056.fasta.contigs.fa,46.55,1.82,0.0,1352495,2099,0.0
chicken1_D15_maxbin.057.fasta.contigs.fa,46.14,2.34,0.0,1641690,1678,0.0
chicken1_D15_metabat2.113.fa.contigs.fa,5.68,0.0,0.0,241094,143617,0.0
chicken1_D15_metabat2.19.fa_sub.contigs.fa,27.52,0.02,100.0,819507,90200,0.0
chicken1_D15_metabat2.62.fa.contigs.fa,10.88,0.0,0.0,329137,206308,0.0
chicken1_D15_metabat2.77.fa.contigs.fa,5.17,0.0,0.0,423351,26682,0.0
chicken1_D15_metabat2.87.fa_sub.contigs.fa,51.88,0.0,0.0,1985961,15385,0.0
chicken1_D15_metabat2.92.fa.contigs.fa,72.16,1.32,50.0,2045997,9238,0.99898739
chicken1_D16_maxbin.001.fasta.contigs.fa,74.15,6.35,5.88,1873524,98904,0.9989442683333334
chicken1_D16_maxbin.003.fasta.contigs.fa,52.41,0.04,28.57,2518973,316042,0.0
chicken1_D16_maxbin.004.fasta.contigs.fa,81.12,0.05,0.0,2202859,83454,0.9993870071428572
chicken1_D16_maxbin.005.fasta.contigs.fa,60.6,4.36,0.0,2233348,67709,0.0
chicken1_D16_maxbin.006.fasta_sub.contigs.fa,91.06,1.27,0.0,4242726,66397,0.9985279760000001
chicken1_D16_maxbin.008.fasta.contigs.fa,97.47,0.86,40.0,2936837,93462,0.995072218125
chicken1_D16_maxbin.009.fasta.contigs.fa,93.04,0.67,0.0,2247872,85958,0.9989768054999999
chicken1_D16_maxbin.011.fasta.contigs.fa,2.06,0.0,0.0,1425117,12930,0.0
chicken1_D16_maxbin.012.fasta.contigs.fa,82.72,0.0,0.0,2152765,57590,0.9991733272727271
chicken1_D16_maxbin.013.fasta.contigs.fa,94.09,3.31,0.0,3559269,69501,0.9954419070000002
chicken1_D16_maxbin.014.fasta.contigs.fa,76.61,1.61,0.0,1642412,36843,0.9987854663157895
chicken1_D16_maxbin.015.fasta.contigs.fa,95.3,10.6,51.61,3500174,118259,0.9983314
chicken1_D16_maxbin.016.fasta.contigs.fa,95.57,0.95,0.0,2747958,128806,0.9963962325000001
chicken1_D16_maxbin.017.fasta.contigs.fa,92.95,0.69,0.0,2631270,56245,0.9994205893939393
chicken1_D16_maxbin.018.fasta.contigs.fa,89.92,0.43,0.0,2049892,87991,0.9991198114285714
chicken1_D16_maxbin.021.fasta.contigs.fa,51.55,0.0,0.0,1536003,147969,0.0
chicken1_D16_maxbin.022.fasta.contigs.fa,95.88,0.5,0.0,3020608,100951,0.9998309578571429
chicken1_D16_maxbin.023.fasta.contigs.fa,91.73,16.77,0.0,3638087,35926,0.996028685
chicken1_D16_maxbin.024.fasta.contigs.fa,89.23,10.47,1.67,7832455,31085,0.9992382707142856
chicken1_D16_maxbin.026.fasta.contigs.fa,94.9,52.48,10.73,7483433,6349,0.0
chicken1_D16_maxbin.028.fasta.contigs.fa,95.5,1.98,0.0,3927995,9756,0.9998671448837209
chicken1_D16_maxbin.035.fasta.contigs.fa,59.61,25.36,4.6,3504653,1587,0.0
chicken1_D16_metabat2.105.fa.contigs.fa,7.59,0.0,0.0,278316,102070,0.0
chicken1_D16_metabat2.29.fa.contigs.fa,10.29,0.0,0.0,308629,73610,0.0
chicken1_D16_metabat2.39.fa_sub.contigs.fa,84.71,2.51,25.0,2604139,17583,0.9985046299999999
chicken1_D16_metabat2.84.fa.contigs.fa,10.13,0.0,0.0,443852,239440,0.0
chicken1_D17_maxbin.001.fasta.contigs.fa,91.16,3.26,0.0,3121474,86402,0.9982853903333333
chicken1_D17_maxbin.002.fasta.contigs.fa,100.0,0.0,0.0,4031929,224039,0.9999095351162791
chicken1_D17_maxbin.003.fasta.contigs.fa,72.22,0.77,50.0,3231888,18597,0.9940508587096774
chicken1_D17_maxbin.005.fasta.contigs.fa,77.34,0.89,0.0,1378352,60555,0.9998751703846153
chicken1_D17_maxbin.007.fasta.contigs.fa,97.99,6.6,0.0,2426421,77680,0.9989986745000001
chicken1_D17_maxbin.011.fasta.contigs.fa,93.96,0.0,0.0,2504674,40429,0.9952123654761903
chicken1_D17_maxbin.012.fasta.contigs.fa,95.3,3.52,0.0,2651865,74395,0.9980191961538462
chicken1_D17_maxbin.016.fasta.contigs.fa,81.71,5.37,0.0,1816144,80837,0.9994529766666667
chicken1_D17_maxbin.017.fasta.contigs.fa,84.56,0.0,0.0,2330342,80201,0.9995019399999999
chicken1_D17_maxbin.018.fasta.contigs.fa,81.66,3.36,0.0,2480501,67739,0.9998060454545453
chicken1_D17_maxbin.019.fasta.contigs.fa,93.4,1.08,33.33,2539935,30058,0.9886865754999998
chicken1_D17_maxbin.020.fasta.contigs.fa,71.25,0.67,0.0,1725455,51814,0.9927405290909092
chicken1_D17_maxbin.021.fasta.contigs.fa,29.21,1.49,41.67,2102195,26885,0.0
chicken1_D17_maxbin.022.fasta.contigs.fa,89.14,1.34,0.0,2140325,30117,0.9969047099999999
chicken1_D17_maxbin.024.fasta.contigs.fa,85.42,4.37,11.11,3977676,54254,0.9897413846666666
chicken1_D17_maxbin.025.fasta.contigs.fa,78.48,42.09,0.0,5167784,57501,0.0
chicken1_D17_maxbin.026.fasta.contigs.fa,85.03,1.36,50.0,2125429,88996,0.9994645657894736
chicken1_D17_maxbin.027.fasta.contigs.fa,92.39,1.47,0.0,2839537,64476,0.9989298016666667
chicken1_D17_maxbin.028.fasta.contigs.fa,60.13,1.33,0.0,1909622,85397,0.0
chicken1_D17_maxbin.029.fasta.contigs.fa,73.82,11.05,35.9,3257487,66326,0.9973158984210526
chicken1_D17_maxbin.030.fasta.contigs.fa,85.23,3.58,0.0,2526475,55910,0.9987961029999999
chicken1_D17_maxbin.031.fasta_sub.contigs.fa,46.52,3.51,0.0,1618109,57043,0.0
chicken1_D17_maxbin.032.fasta.contigs.fa,92.28,1.36,0.0,2560835,79735,0.9993946218181817
chicken1_D17_maxbin.033.fasta.contigs.fa,92.26,22.87,16.67,3364727,30695,0.0
chicken1_D17_maxbin.035.fasta_sub.contigs.fa,57.19,6.23,0.0,1526582,65625,0.0
chicken1_D17_maxbin.039.fasta.contigs.fa,86.91,0.67,0.0,2175645,46753,0.9991974178947369
chicken1_D17_maxbin.040.fasta.contigs.fa,97.84,26.38,6.15,4033985,57531,0.0
chicken1_D17_maxbin.041.fasta.contigs.fa,100.0,4.25,16.67,3510177,23682,0.99792924
chicken1_D17_maxbin.043.fasta.contigs.fa,83.92,11.42,5.26,1858812,63771,0.9994405185714286
chicken1_D17_maxbin.046.fasta.contigs.fa,80.42,19.35,27.08,3681013,20687,0.9978625740000002
chicken1_D17_maxbin.047.fasta.contigs.fa,84.66,21.9,3.33,8983496,20280,0.0
chicken1_D17_maxbin.054.fasta_sub.contigs.fa,77.13,24.29,3.41,2772029,9876,0.0
chicken1_D17_maxbin.055.fasta_sub.contigs.fa,66.8,16.63,0.0,2071457,11083,0.0
chicken1_D17_maxbin.056.fasta.contigs.fa,82.45,6.77,0.0,4632756,15152,0.99930615
chicken1_D17_maxbin.072.fasta_sub.contigs.fa,14.17,1.61,10.0,1692025,2128,0.0
chicken1_D17_maxbin.077.fasta.contigs.fa,68.65,22.74,41.18,2289056,1762,0.0
chicken1_D17_metabat2.103.fa_sub.contigs.fa,63.79,0.0,0.0,1368263,31773,0.0
chicken1_D17_metabat2.109.fa.contigs.fa,56.37,4.0,10.0,1474149,8295,0.0
chicken1_D17_metabat2.110.fa.contigs.fa,35.13,0.0,0.0,917214,16621,0.0
chicken1_D17_metabat2.154.fa.contigs.fa,46.55,0.0,0.0,848084,149121,0.0
chicken1_D17_metabat2.175.fa.contigs.fa,30.94,0.0,0.0,524738,53531,0.0
chicken1_D17_metabat2.71.fa.contigs.fa,17.2,0.81,100.0,523949,14266,0.0
chicken1_D17_metabat2.78.fa.contigs.fa,14.26,0.0,0.0,250600,156372,0.0
chicken1_D18_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3958501,198342,0.9999221841860467
chicken1_D18_maxbin.002.fasta.contigs.fa,77.02,0.0,0.0,2435004,113971,0.999170219
chicken1_D18_maxbin.003.fasta.contigs.fa,92.67,0.0,0.0,1928086,65308,0.99974056125
chicken1_D18_maxbin.004.fasta.contigs.fa,94.63,2.35,0.0,2890868,26952,0.9955013626190476
chicken1_D18_maxbin.005.fasta.contigs.fa,89.85,0.03,0.0,2368010,94641,0.9992531942857144
chicken1_D18_maxbin.007.fasta.contigs.fa,99.77,3.93,21.28,5298452,37627,0.994257847419355
chicken1_D18_maxbin.008.fasta.contigs.fa,96.55,45.11,8.0,2814692,30008,0.0
chicken1_D19_maxbin.001.fasta.contigs.fa,50.26,0.0,0.0,1512234,68077,0.0
chicken1_D19_maxbin.003.fasta.contigs.fa,3.36,0.0,0.0,707548,11878,0.0
chicken1_D19_maxbin.004.fasta.contigs.fa,100.0,0.0,0.0,3982352,219622,0.9999088311627908
chicken1_D19_maxbin.005.fasta.contigs.fa,54.31,0.35,33.33,2462230,26407,0.0
chicken1_D19_maxbin.006.fasta.contigs.fa,94.93,12.89,22.22,4365233,52591,0.9966592089473683
chicken1_D19_maxbin.008.fasta.contigs.fa,87.31,1.93,20.0,3427274,9745,0.9910283046666667
chicken1_D19_maxbin.009.fasta.contigs.fa,60.11,4.92,0.0,1543109,59708,0.0
chicken1_D19_maxbin.010.fasta.contigs.fa,71.3,16.33,0.0,1989977,76947,0.9992698228571427
chicken1_D19_maxbin.011.fasta.contigs.fa,65.77,4.03,0.0,1930099,74777,0.0
chicken1_D19_maxbin.012.fasta.contigs.fa,93.62,0.67,0.0,3037707,38028,0.9952888821428572
chicken1_D19_maxbin.014.fasta.contigs.fa,78.65,6.88,7.69,3910881,41365,0.9969890369230769
chicken1_D19_maxbin.016.fasta.contigs.fa,79.64,2.68,0.0,2655113,67739,0.9997261009090909
chicken1_D19_maxbin.017.fasta.contigs.fa,16.73,3.95,88.89,3343508,10562,0.0
chicken1_D19_maxbin.018.fasta.contigs.fa,87.69,6.08,6.25,4012520,38389,0.9986363876190476
chicken1_D19_maxbin.019.fasta.contigs.fa,90.38,4.19,0.0,2564536,80577,0.999245805
chicken1_D19_maxbin.020.fasta.contigs.fa,93.4,4.38,0.0,3048286,40716,0.9973711785000001
chicken1_D19_maxbin.021.fasta.contigs.fa,82.99,2.04,25.0,1975417,56147,0.9994647584210526
chicken1_D19_maxbin.022.fasta.contigs.fa,92.88,0.37,100.0,2869323,127751,0.9998327557142856
chicken1_D19_maxbin.026.fasta.contigs.fa,92.28,4.05,0.0,2539813,83334,0.9993746430303029
chicken1_D19_maxbin.030.fasta.contigs.fa,96.2,42.97,0.0,4530592,78782,0.0
chicken1_D19_maxbin.034.fasta_sub.contigs.fa,53.1,10.1,46.34,1782093,7122,0.0
chicken1_D19_maxbin.036.fasta.contigs.fa,78.1,3.27,0.0,2200862,26323,0.999235492105263
chicken1_D19_maxbin.037.fasta_sub.contigs.fa,67.76,22.81,28.57,2440072,29469,0.0
chicken1_D19_maxbin.039.fasta.contigs.fa,82.42,2.72,34.78,2760810,28852,0.9998949512499999
chicken1_D19_maxbin.040.fasta.contigs.fa,93.4,7.55,77.78,2949704,10502,0.9976607526666667
chicken1_D19_maxbin.043.fasta.contigs.fa,93.81,1.36,16.67,4247011,7604,0.9995263707142856
chicken1_D19_maxbin.045.fasta.contigs.fa,47.92,14.34,47.46,1941489,3901,0.0
chicken1_D19_maxbin.046.fasta.contigs.fa,82.52,27.12,25.0,2614242,7892,0.0
chicken1_D19_maxbin.047.fasta.contigs.fa,37.08,20.31,4.42,5665800,3378,0.0
chicken1_D19_maxbin.049.fasta_sub.contigs.fa,51.1,24.0,5.21,3626513,2612,0.0
chicken1_D19_maxbin.053.fasta_sub.contigs.fa,74.13,28.03,19.23,2771477,3536,0.0
chicken1_D19_maxbin.054.fasta.contigs.fa,95.34,6.58,5.0,3893925,6415,0.9997907627272727
chicken1_D19_maxbin.062.fasta.contigs.fa,74.06,35.85,1.01,3207273,2010,0.0
chicken1_D19_metabat2.100.fa.contigs.fa,19.63,0.0,0.0,694211,12898,0.0
chicken1_D19_metabat2.110.fa.contigs.fa,34.46,0.0,0.0,552963,20909,0.0
chicken1_D19_metabat2.115.fa.contigs.fa,37.75,0.0,0.0,589511,85328,0.0
chicken1_D19_metabat2.129.fa_sub.contigs.fa,11.99,2.51,100.0,262614,10193,0.0
chicken1_D19_metabat2.165.fa.contigs.fa,29.03,0.0,0.0,881577,25258,0.0
chicken1_D19_metabat2.32.fa.contigs.fa,7.58,0.0,0.0,368098,39502,0.0
chicken1_D19_metabat2.36.fa_sub.contigs.fa,8.86,0.0,0.0,336842,170267,0.0
chicken1_D19_metabat2.4.fa.contigs.fa,17.13,0.0,0.0,366079,81642,0.0
chicken1_D19_metabat2.93.fa_sub.contigs.fa,59.65,0.0,0.0,1902477,21724,0.0
chicken1_D1_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3951846,191553,0.9998988860465117
chicken1_D1_maxbin.002.fasta.contigs.fa,43.84,0.42,40.0,2464194,67583,0.0
chicken1_D1_maxbin.003.fasta.contigs.fa,88.1,0.23,0.0,2435580,98904,0.998685277
chicken1_D1_maxbin.006.fasta.contigs.fa,67.56,1.47,0.0,2161889,64600,0.0
chicken1_D1_maxbin.008.fasta.contigs.fa,95.64,32.99,1.23,4750510,55868,0.0
chicken1_D1_maxbin.009.fasta.contigs.fa,77.34,1.57,0.0,1467869,59707,0.9998691365384615
chicken1_D1_maxbin.010.fasta.contigs.fa,97.99,32.83,1.33,3255424,67752,0.0
chicken1_D1_maxbin.011.fasta.contigs.fa,72.11,0.68,0.0,1652533,53041,0.9994863631578947
chicken1_D1_maxbin.012.fasta.contigs.fa,87.36,1.58,0.0,4384792,84310,0.9894310159999999
chicken1_D1_maxbin.013.fasta.contigs.fa,88.95,5.03,80.0,3320092,69328,0.9970365357894737
chicken1_D1_maxbin.015.fasta.contigs.fa,85.09,24.91,69.84,2624244,6256,0.0
chicken1_D1_maxbin.016.fasta.contigs.fa,96.23,42.68,1.45,4690863,15060,0.0
chicken1_D1_maxbin.019.fasta.contigs.fa,90.77,16.08,0.0,4891181,17368,0.9990626300000001
chicken1_D1_maxbin.020.fasta.contigs.fa,98.28,11.91,0.0,3322337,25033,0.9998080892857144
chicken1_D1_maxbin.021.fasta.contigs.fa,94.3,4.02,0.0,3131880,11739,0.995187396190476
chicken1_D1_maxbin.022.fasta.contigs.fa,90.87,5.05,0.0,2181327,8272,0.9985737530769229
chicken1_D1_maxbin.026.fasta.contigs.fa,88.91,7.81,10.0,1854502,7711,0.9991608542857142
chicken1_D1_maxbin.027.fasta.contigs.fa,38.47,10.69,6.9,4334761,2322,0.0
chicken1_D1_maxbin.029.fasta.contigs.fa,90.94,16.93,1.82,4334821,4513,0.9994715459090908
chicken1_D1_maxbin.031.fasta.contigs.fa,78.53,4.03,12.5,2023610,4032,0.9983689573684211
chicken1_D1_maxbin.034.fasta.contigs.fa,60.71,9.54,9.09,1711607,1980,0.0
chicken1_D1_metabat2.22.fa.contigs.fa,54.65,0.0,0.0,1643700,25143,0.0
chicken1_D1_metabat2.25.fa.contigs.fa,51.62,0.0,0.0,1756949,8688,0.0
chicken1_D1_metabat2.34.fa.contigs.fa,39.91,2.34,25.0,1160294,23021,0.0
chicken1_D1_metabat2.46.fa_sub.contigs.fa,56.0,1.68,66.67,1481305,17621,0.0
chicken1_D20_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,4021976,219558,0.9999088883720931
chicken1_D20_maxbin.002.fasta.contigs.fa,89.46,3.63,0.0,3061732,77865,0.9981327503333335
chicken1_D20_maxbin.003.fasta.contigs.fa,94.03,1.56,39.13,4482023,19057,0.9938324422580647
chicken1_D20_maxbin.005.fasta.contigs.fa,93.29,4.03,0.0,3422137,56084,0.9978258688461538
chicken1_D20_maxbin.007.fasta.contigs.fa,98.05,2.95,41.67,3495144,88985,0.9974235842105263
chicken1_D20_maxbin.008.fasta.contigs.fa,94.3,2.95,0.0,3479565,37139,0.9948764795238096
chicken1_D20_maxbin.009.fasta.contigs.fa,68.92,5.37,22.22,2758219,39723,0.0
chicken1_D20_maxbin.010.fasta.contigs.fa,80.54,4.47,0.0,3176173,55012,0.9996925004545454
chicken1_D20_maxbin.011.fasta.contigs.fa,11.23,0.29,0.0,2161422,14500,0.0
chicken1_D20_maxbin.012.fasta.contigs.fa,85.56,3.58,45.45,3617250,21347,0.9862877453333333
chicken1_D20_maxbin.013.fasta.contigs.fa,86.21,9.26,30.0,2337428,54757,0.0
chicken1_D20_maxbin.014.fasta.contigs.fa,95.28,1.55,0.0,2697880,50584,0.9972869479999998
chicken1_D20_maxbin.015.fasta.contigs.fa,88.59,2.01,0.0,2663461,55685,0.9993364433333332
chicken1_D20_maxbin.016.fasta.contigs.fa,78.47,3.3,85.71,1809475,13217,0.9921583836363638
chicken1_D20_maxbin.018.fasta.contigs.fa,97.76,0.39,0.0,4457412,48681,0.9994855328571429
chicken1_D20_maxbin.019.fasta_sub.contigs.fa,66.94,6.82,0.0,1532579,63313,0.0
chicken1_D20_maxbin.020.fasta.contigs.fa,20.93,3.8,31.25,2862921,9911,0.0
chicken1_D20_maxbin.021.fasta.contigs.fa,98.28,19.87,1.82,2852819,83457,0.9993656903030304
chicken1_D20_maxbin.022.fasta_sub.contigs.fa,85.96,15.79,33.33,3296498,57665,0.9970913805
chicken1_D20_maxbin.023.fasta.contigs.fa,82.76,5.44,20.0,1977397,57843,0.9987667800000001
chicken1_D20_maxbin.024.fasta.contigs.fa,94.94,18.35,1.69,3864387,77157,0.9988245790909093
chicken1_D20_maxbin.026.fasta.contigs.fa,63.61,4.03,28.57,2044162,28869,0.0
chicken1_D20_maxbin.028.fasta.contigs.fa,89.86,5.24,0.0,1916979,112018,0.9998433378260871
chicken1_D20_maxbin.029.fasta.contigs.fa,88.68,11.87,3.57,2698535,60202,0.0
chicken1_D20_maxbin.030.fasta.contigs.fa,81.99,1.75,0.0,2695862,60879,0.9992952765
chicken1_D20_maxbin.031.fasta_sub.contigs.fa,92.62,9.37,0.0,4032444,36892,0.998274958
chicken1_D20_maxbin.033.fasta.contigs.fa,89.25,7.89,53.85,3019548,18953,0.9967010449999998
chicken1_D20_maxbin.034.fasta.contigs.fa,99.61,1.06,0.0,3967324,45908,0.9998897386363634
chicken1_D20_maxbin.035.fasta.contigs.fa,63.5,27.35,5.97,3844384,2768,0.0
chicken1_D20_maxbin.036.fasta.contigs.fa,94.0,0.94,0.0,3039279,8977,0.996401958
chicken1_D20_maxbin.037.fasta.contigs.fa,86.82,25.46,32.5,2696042,15679,0.0
chicken1_D20_maxbin.038.fasta.contigs.fa,96.57,9.22,4.55,3035726,10732,0.9997278974999999
chicken1_D20_maxbin.039.fasta.contigs.fa,84.9,1.23,0.0,2056623,6007,0.9991203747368421
chicken1_D20_maxbin.041.fasta.contigs.fa,81.21,37.53,8.55,3837389,3295,0.0
chicken1_D20_maxbin.042.fasta.contigs.fa,72.85,7.46,0.0,1368341,4937,0.9988820014285713
chicken1_D20_maxbin.043.fasta_sub.contigs.fa,47.95,8.81,0.0,3922530,2490,0.0
chicken1_D20_maxbin.044.fasta.contigs.fa,79.72,12.84,0.0,2802358,3490,0.9987746
chicken1_D20_maxbin.048.fasta.contigs.fa,74.8,24.25,1.81,6447507,2680,0.0
chicken1_D20_maxbin.053.fasta.contigs.fa,52.27,3.29,77.27,1044404,2541,0.0
chicken1_D20_metabat2.112.fa.contigs.fa,49.13,0.0,0.0,1199408,10950,0.0
chicken1_D20_metabat2.15.fa.contigs.fa,23.83,0.0,0.0,398015,212627,0.0
chicken1_D20_metabat2.16.fa.contigs.fa,10.07,0.0,0.0,283846,144461,0.0
chicken1_D20_metabat2.21.fa.contigs.fa,25.27,0.0,0.0,355632,193726,0.0
chicken1_D20_metabat2.26.fa.contigs.fa,45.61,0.0,0.0,1113882,40331,0.0
chicken1_D20_metabat2.71.fa_sub.contigs.fa,50.0,0.86,0.0,3434538,8840,0.0
chicken1_D20_metabat2.94.fa_sub.contigs.fa,64.2,1.14,33.33,1781932,25231,0.0
chicken1_D21_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3960792,195478,0.9999102288372094
chicken1_D21_maxbin.002.fasta.contigs.fa,99.47,0.52,50.0,4860205,62032,0.9940445064516128
chicken1_D21_maxbin.003.fasta.contigs.fa,51.69,0.0,0.0,1465203,225348,0.0
chicken1_D21_maxbin.004.fasta.contigs.fa,45.69,0.0,0.0,1395334,165213,0.0
chicken1_D21_maxbin.005.fasta.contigs.fa,93.79,5.37,0.0,3089448,50604,0.9993252114285714
chicken1_D21_maxbin.006.fasta_sub.contigs.fa,75.95,2.53,14.29,3646506,61113,0.997662888
chicken1_D21_maxbin.007.fasta.contigs.fa,97.96,0.68,0.0,3477310,113288,0.99943551
chicken1_D21_maxbin.008.fasta.contigs.fa,98.32,0.47,0.0,3315072,96809,0.9985256580000001
chicken1_D21_maxbin.010.fasta.contigs.fa,96.2,0.95,0.0,3138039,76940,0.996788285625
chicken1_D21_maxbin.011.fasta.contigs.fa,97.45,0.63,0.0,5761706,42384,0.999756785
chicken1_D21_maxbin.012.fasta.contigs.fa,95.28,0.13,0.0,2512387,38481,0.9971622885
chicken1_D21_maxbin.013.fasta.contigs.fa,93.15,0.18,37.5,2083772,104555,0.9992261385714286
chicken1_D21_maxbin.016.fasta.contigs.fa,88.54,0.64,0.0,3670681,74868,0.9911398
chicken1_D21_maxbin.017.fasta_sub.contigs.fa,69.42,4.05,7.14,2778014,34439,0.0
chicken1_D21_maxbin.018.fasta.contigs.fa,53.83,2.09,14.29,1172159,24587,0.0
chicken1_D21_maxbin.019.fasta.contigs.fa,82.66,1.28,33.33,3172586,29986,0.9984489185
chicken1_D21_maxbin.020.fasta.contigs.fa,90.56,14.92,0.0,2385595,31465,0.9996176517391305
chicken1_D21_maxbin.021.fasta_sub.contigs.fa,59.93,8.02,0.0,2186016,6009,0.0
chicken1_D21_maxbin.023.fasta.contigs.fa,95.41,7.18,3.45,2903193,9683,0.9996815
chicken1_D21_maxbin.027.fasta.contigs.fa,77.08,14.35,15.52,2518535,3640,0.99486285
chicken1_D21_maxbin.029.fasta.contigs.fa,55.83,1.64,25.0,1045670,2201,0.0
chicken1_D21_maxbin.031.fasta.contigs.fa,63.99,0.73,0.0,1661617,2320,0.0
chicken1_D21_maxbin.032.fasta.contigs.fa,47.47,3.87,40.0,1754601,1605,0.0
chicken1_D21_metabat2.10.fa.contigs.fa,19.19,0.0,0.0,318721,172972,0.0
chicken1_D21_metabat2.11.fa_sub.contigs.fa,95.07,0.0,0.0,2248158,33561,0.9964835964705884
chicken1_D21_metabat2.50.fa.contigs.fa,96.18,1.19,0.0,3564283,18263,0.9998946695454546
chicken1_D21_metabat2.6.fa.contigs.fa,17.72,0.0,0.0,517718,142466,0.0
chicken1_D21_metabat2.82.fa.contigs.fa,45.36,0.0,0.0,1307865,22916,0.0
chicken1_D22_maxbin.001.fasta.contigs.fa,79.59,1.59,0.0,2090633,78335,0.9985062279999999
