genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
chicken1_D2_maxbin.008.fasta.contigs.fa,75.30097649692532,77.34,0.89,0.0,1387370,60555,165_1,NA,NA,27,100.00,99.89,substantial,low
chicken1_D2_maxbin.006.fasta.contigs.fa,69.32414253379565,74.65,1.57,0.0,2049782,102051,166_1,NA,NA,8,100.00,99.90,substantial,low
chicken1_DAS_maxbin_188_fasta_contigs-contigs.fa,62.728532100476,71.19,2.01,20.0,1639143,21531,167_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_255_fasta_contigs-contigs.fa,58.12963921890111,74.53,3.79,9.09,2307620,23681,168_1,NA,NA,2,99.79,99.79,substantial,low
chicken1_D43_maxbin.038.fasta.contigs.fa,60.2418308542365,88.2,6.18,12.5,1719357,20080,169_1,NA,NA,2,99.79,99.79,substantial,medium
chicken1_D43_maxbin.043.fasta.contigs.fa,35.45189791635426,77.25,8.73,7.69,1657151,20947,170_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D11_maxbin.022.fasta.contigs.fa,100.10541086781517,97.38,0.0,0.0,2966835,257716,171_1,NA,NA,29,100.00,99.95,near,none
chicken1_D41_maxbin.037.fasta.contigs.fa,97.76327862430809,99.06,0.75,0.0,3506121,73586,172_1,NA,NA,9,99.99,99.98,near,low
chicken1_C-2_maxbin.005.fasta.contigs.fa,101.52751304468984,99.25,0.0,0.0,2522727,33229,173_1,NA,NA,18,100.00,99.35,near,none
chicken1_D2_maxbin.031.fasta.contigs.fa,100.2961681564936,98.11,0.0,0.0,2563091,21730,174_1,NA,NA,16,99.84,99.48,near,none
chicken1_D12_maxbin.014.fasta.contigs.fa,96.95338169973552,95.28,0.13,0.0,2550026,40933,175_1,NA,NA,21,100.00,98.73,near,low
chicken1_D27_maxbin.013.fasta.contigs.fa,74.66407776961489,87.59,3.09,0.0,5699074,102100,176_1,NA,NA,15,99.97,99.94,substantial,low
chicken1_DAS_maxbin_312_fasta_contigs-contigs.fa,74.1711680080351,86.29,2.94,0.0,4568716,132636,177_1,NA,NA,2,99.98,99.98,substantial,low
chicken1_DAS_maxbin_127_fasta_contigs-contigs.fa,91.13275931987432,98.58,2.05,0.0,5165740,368305,178_1,NA,NA,5,99.99,99.89,near,low
chicken1_DAS_maxbin_046_fasta_contigs-contigs.fa,93.75259577030342,95.44,0.63,0.0,3574685,76770,179_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_128_fasta_contigs-contigs.fa,85.39182309324242,92.34,1.69,0.0,2987357,91970,180_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_317_fasta_contigs-contigs.fa,80.58663320557771,87.16,1.56,25.0,5472376,4298,181_0,NA,NA,1,NA,NA,substantial,low
